Organism name,Length,Benchmark ID,Taxonomy.ENA.superkingdom,Taxonomy.ENA.phylum
Staphylococcus sp. Ob 03,1379,CRW_16S_B_9657,Bacteria,Firmicutes
Staphylococcus sp. Ob 04,1404,CRW_16S_B_9658,Bacteria,Firmicutes
Bacillus sp. Ob 07,1419,CRW_16S_B_9659,Bacteria,Firmicutes
Staphylococcus sp. Ob 18,1403,CRW_16S_B_9662,Bacteria,Firmicutes
Lactobacillus rhamnosus,1468,CRW_16S_B_10209,Bacteria,Firmicutes
Bacillus bogoriensis,1434,CRW_16S_B_10227,Bacteria,Firmicutes
Geobacillus sp. R-6707,1450,CRW_16S_B_10257,Bacteria,Firmicutes
Bacillus sp. FO-080,1459,CRW_16S_B_10304,Bacteria,Firmicutes
Lactobacillus paracasei,1440,CRW_16S_B_10811,Bacteria,Firmicutes
Bacillus subtilis subsp. natto,1435,CRW_16S_B_11034,Bacteria,Firmicutes
Enterococcus durans,1461,CRW_16S_B_11101,Bacteria,Firmicutes
Streptococcus parauberis,1446,CRW_16S_B_11155,Bacteria,Firmicutes
Bacillus acidovorans,1437,CRW_16S_B_11316,Bacteria,Firmicutes
Bacillus alcalophilus,1430,CRW_16S_B_11318,Bacteria,Firmicutes
Bacillus atrophaeus,1429,CRW_16S_B_11326,Bacteria,Firmicutes
Bacillus azotoformans,1432,CRW_16S_B_11327,Bacteria,Firmicutes
Bacillus badius,1442,CRW_16S_B_11331,Bacteria,Firmicutes
Bacillus fastidiosus,1430,CRW_16S_B_11415,Bacteria,Firmicutes
Geobacillus kaustophilus,1434,CRW_16S_B_11433,Bacteria,Firmicutes
Bacillus lentus,1433,CRW_16S_B_11435,Bacteria,Firmicutes
Bacillus racemilacticus,1426,CRW_16S_B_11445,Bacteria,Firmicutes
Bacillus novalis,1432,CRW_16S_B_11466,Bacteria,Firmicutes
Sporosarcina pasteurii,1432,CRW_16S_B_11473,Bacteria,Firmicutes
Bacillus pseudomegaterium,1451,CRW_16S_B_11477,Bacteria,Firmicutes
Sporosarcina psychrophila,1458,CRW_16S_B_11478,Bacteria,Firmicutes
Brochothrix thermosphacta,1470,CRW_16S_B_11488,Bacteria,Firmicutes
Bacillus smithii,1437,CRW_16S_B_11494,Bacteria,Firmicutes
Bacillus soli,1441,CRW_16S_B_11496,Bacteria,Firmicutes
Bacillus sp. P53-2,1453,CRW_16S_B_11507,Bacteria,Firmicutes
Bacillus sp. 19498,1430,CRW_16S_B_11515,Bacteria,Firmicutes
Bacillus sp. 19500,1435,CRW_16S_B_11517,Bacteria,Firmicutes
Bacillus sp. LMG 20243,1430,CRW_16S_B_11523,Bacteria,Firmicutes
Bacillus vireti,1430,CRW_16S_B_11630,Bacteria,Firmicutes
Bacillus viscosus,1443,CRW_16S_B_11631,Bacteria,Firmicutes
Lactococcus garvieae,1427,CRW_16S_B_11766,Bacteria,Firmicutes
Bacillus okhensis,1467,CRW_16S_B_11795,Bacteria,Firmicutes
Bacillus alkalogaya,1436,CRW_16S_B_11800,Bacteria,Firmicutes
Lactobacillus casei,1436,CRW_16S_B_11898,Bacteria,Firmicutes
Bacillus cohnii,1446,CRW_16S_B_12041,Bacteria,Firmicutes
Bacillus sp. LQC-4,1440,CRW_16S_B_12828,Bacteria,Firmicutes
Staphylococcus sp. zf-IRht16,1462,CRW_16S_B_12836,Bacteria,Firmicutes
Bacillus sp. L41,1423,CRW_16S_B_12884,Bacteria,Firmicutes
Bacillus sp. CDB3,1423,CRW_16S_B_13037,Bacteria,Firmicutes
Bacillus sp. Y17,1430,CRW_16S_B_13067,Bacteria,Firmicutes
Streptococcus pseudoporcinus,1455,CRW_16S_B_13085,Bacteria,Firmicutes
Bacillus sp. M9D,1422,CRW_16S_B_13140,Bacteria,Firmicutes
Bacillus sp. M9H,1464,CRW_16S_B_13142,Bacteria,Firmicutes
Bacillus sp. B5-4b,1426,CRW_16S_B_13265,Bacteria,Firmicutes
Bacillus sp. CNJ796 PL04,1457,CRW_16S_B_13385,Bacteria,Firmicutes
Halobacillus sp. YT222,1434,CRW_16S_B_13414,Bacteria,Firmicutes
Enterococcus sp.,1440,CRW_16S_B_15068,Bacteria,Firmicutes
Enterococcus saccharolyticus,1438,CRW_16S_B_15078,Bacteria,Firmicutes
Globicatella sanguinis,1451,CRW_16S_B_15104,Bacteria,Firmicutes
Kurthia gibsonii,1463,CRW_16S_B_15113,Bacteria,Firmicutes
Kurthia zopfii,1451,CRW_16S_B_15114,Bacteria,Firmicutes
Marinococcus halophilus,1440,CRW_16S_B_15241,Bacteria,Firmicutes
Paenibacillus chibensis,1436,CRW_16S_B_15244,Bacteria,Firmicutes
Paenibacillus alginolyticus,1424,CRW_16S_B_15245,Bacteria,Firmicutes
Paenibacillus alvei,1433,CRW_16S_B_15246,Bacteria,Firmicutes
Paenibacillus durus,1432,CRW_16S_B_15252,Bacteria,Firmicutes
Paenibacillus curdlanolyticus,1436,CRW_16S_B_15255,Bacteria,Firmicutes
Paenibacillus glucanolyticus,1440,CRW_16S_B_15257,Bacteria,Firmicutes
Paenibacillus illinoisensis,1435,CRW_16S_B_15258,Bacteria,Firmicutes
Paenibacillus kobensis,1436,CRW_16S_B_15259,Bacteria,Firmicutes
Paenibacillus larvae,1437,CRW_16S_B_15261,Bacteria,Firmicutes
Paenibacillus lentimorbus,1430,CRW_16S_B_15264,Bacteria,Firmicutes
Paenibacillus macerans,1435,CRW_16S_B_15266,Bacteria,Firmicutes
Paenibacillus macquariensis,1438,CRW_16S_B_15268,Bacteria,Firmicutes
Paenibacillus peoriae,1437,CRW_16S_B_15271,Bacteria,Firmicutes
Paenibacillus popilliae,1429,CRW_16S_B_15275,Bacteria,Firmicutes
Paenibacillus thiaminolyticus,1435,CRW_16S_B_15276,Bacteria,Firmicutes
Planococcus citreus,1432,CRW_16S_B_15285,Bacteria,Firmicutes
Planococcus kocurii,1430,CRW_16S_B_15286,Bacteria,Firmicutes
Sulfobacillus thermosulfidooxidans,1438,CRW_16S_B_15308,Bacteria,Firmicutes
Staphylococcus nepalensis,1438,CRW_16S_B_15312,Bacteria,Firmicutes
Staphylococcus piscifermentans,1454,CRW_16S_B_15319,Bacteria,Firmicutes
Sporolactobacillus dextrus,1469,CRW_16S_B_15320,Bacteria,Firmicutes
Halobacillus halophilus,1449,CRW_16S_B_15331,Bacteria,Firmicutes
uncultured Saccharococcus sp.,1457,CRW_16S_B_15334,Bacteria,Firmicutes
Streptococcus uberis,1470,CRW_16S_B_15405,Bacteria,Firmicutes
Daphnia endosymbiotic bacterium,1435,CRW_16S_B_15470,Bacteria,Firmicutes
unidentified eubacterium v6,1470,CRW_16S_B_15476,Bacteria,Firmicutes
Clostridium paraputrificum,1435,CRW_16S_B_15498,Bacteria,Firmicutes
Clostridium sp. DC1,1435,CRW_16S_B_15532,Bacteria,Firmicutes
Clostridium baratii,1430,CRW_16S_B_15561,Bacteria,Firmicutes
Clostridium perfringens str. 13,1446,CRW_16S_B_15582,Bacteria,Firmicutes
Clostridium aminobutyricum,1441,CRW_16S_B_15878,Bacteria,Firmicutes
Clostridium aurantibutyricum,1421,CRW_16S_B_15884,Bacteria,Firmicutes
Clostridium botulinum A,1453,CRW_16S_B_15898,Bacteria,Firmicutes
Clostridium botulinum B,1453,CRW_16S_B_15900,Bacteria,Firmicutes
Clostridium botulinum C,1453,CRW_16S_B_15903,Bacteria,Firmicutes
Clostridium botulinum D,1454,CRW_16S_B_15904,Bacteria,Firmicutes
Clostridium botulinum E,1463,CRW_16S_B_15913,Bacteria,Firmicutes
Clostridium botulinum F,1452,CRW_16S_B_15914,Bacteria,Firmicutes
Clostridium carnis,1443,CRW_16S_B_15923,Bacteria,Firmicutes
Clostridium colicanis,1435,CRW_16S_B_15934,Bacteria,Firmicutes
Clostridium cochlearium,1448,CRW_16S_B_15936,Bacteria,Firmicutes
Clostridium estertheticum,1428,CRW_16S_B_15943,Bacteria,Firmicutes
Clostridium fallax,1458,CRW_16S_B_15945,Bacteria,Firmicutes
Clostridium favososporum,1429,CRW_16S_B_15946,Bacteria,Firmicutes
Clostridium homopropionicum,1461,CRW_16S_B_15958,Bacteria,Firmicutes
Sedimentibacter hydroxybenzoicus,1458,CRW_16S_B_15959,Bacteria,Firmicutes
Clostridium kluyveri,1426,CRW_16S_B_15963,Bacteria,Firmicutes
Clostridium longisporum,1464,CRW_16S_B_15972,Bacteria,Firmicutes
Catonella morbi,1467,CRW_16S_B_15982,Bacteria,Firmicutes
Clostridium novyi,1452,CRW_16S_B_15984,Bacteria,Firmicutes
Clostridium puniceum,1442,CRW_16S_B_16006,Bacteria,Firmicutes
Clostridium scatologenes,1460,CRW_16S_B_16015,Bacteria,Firmicutes
Clostridium thermoamylolyticum,1458,CRW_16S_B_16043,Bacteria,Firmicutes
Clostridium tyrobutyricum,1457,CRW_16S_B_16055,Bacteria,Firmicutes
Clostridium uliginosum,1437,CRW_16S_B_16056,Bacteria,Firmicutes
Desulfitobacterium sp.,1424,CRW_16S_B_16064,Bacteria,Firmicutes
Desulfotomaculum nigrificans,1431,CRW_16S_B_16067,Bacteria,Firmicutes
Clostridium sp. BL-24,1468,CRW_16S_B_16093,Bacteria,Firmicutes
Epulopiscium sp.,1433,CRW_16S_B_16264,Bacteria,Firmicutes
Mogibacterium timidum,1434,CRW_16S_B_16304,Bacteria,Firmicutes
Filifactor villosus,1463,CRW_16S_B_16313,Bacteria,Firmicutes
Heliobacillus mobilis,1468,CRW_16S_B_16326,Bacteria,Firmicutes
Heliophilum fasciatum,1459,CRW_16S_B_16330,Bacteria,Firmicutes
Heliobacterium gestii,1465,CRW_16S_B_16332,Bacteria,Firmicutes
Helcococcus kunzii,1465,CRW_16S_B_16339,Bacteria,Firmicutes
Pectinatus cerevisiiphilus,1425,CRW_16S_B_16356,Bacteria,Firmicutes
Pectinatus frisingensis,1440,CRW_16S_B_16357,Bacteria,Firmicutes
Pseudobutyrivibrio ruminis,1462,CRW_16S_B_16383,Bacteria,Firmicutes
Ruminococcus albus,1458,CRW_16S_B_16386,Bacteria,Firmicutes
Ruminococcus callidus,1458,CRW_16S_B_16388,Bacteria,Firmicutes
Ruminococcus flavefaciens,1448,CRW_16S_B_16389,Bacteria,Firmicutes
Selenomonas lacticifex,1456,CRW_16S_B_16401,Bacteria,Firmicutes
Thermoanaerobacter wiegelii,1464,CRW_16S_B_16449,Bacteria,Firmicutes
Thermosyntropha lipolytica,1458,CRW_16S_B_16459,Bacteria,Firmicutes
Ureaplasma urealyticum serovar 2,1435,CRW_16S_B_16484,Bacteria,Tenericutes
Ureaplasma urealyticum serovar 4,1435,CRW_16S_B_16485,Bacteria,Tenericutes
Ureaplasma urealyticum serovar 5,1435,CRW_16S_B_16486,Bacteria,Tenericutes
Ureaplasma urealyticum serovar 7,1435,CRW_16S_B_16487,Bacteria,Tenericutes
Ureaplasma urealyticum serovar 8,1435,CRW_16S_B_16488,Bacteria,Tenericutes
Ureaplasma urealyticum serovar 9,1435,CRW_16S_B_16489,Bacteria,Tenericutes
Ureaplasma urealyticum serovar 10,1435,CRW_16S_B_16490,Bacteria,Tenericutes
Ureaplasma urealyticum serovar 11,1435,CRW_16S_B_16491,Bacteria,Tenericutes
Ureaplasma urealyticum serovar 12,1435,CRW_16S_B_16492,Bacteria,Tenericutes
Ureaplasma urealyticum serovar 13,1435,CRW_16S_B_16493,Bacteria,Tenericutes
Ureaplasma parvum serovar 3,1439,CRW_16S_B_16494,Bacteria,Tenericutes
Ureaplasma parvum serovar 14,1439,CRW_16S_B_16495,Bacteria,Tenericutes
Ureaplasma parvum serovar 1,1439,CRW_16S_B_16496,Bacteria,Tenericutes
Ureaplasma parvum serovar 6,1439,CRW_16S_B_16497,Bacteria,Tenericutes
Anaeroplasma abactoclasticum,1453,CRW_16S_B_16516,Bacteria,Tenericutes
Anaeroplasma bactoclasticum,1436,CRW_16S_B_16517,Bacteria,Tenericutes
Anaeroplasma varium,1436,CRW_16S_B_16519,Bacteria,Tenericutes
Sr Isidro peach phytoplasma,1454,CRW_16S_B_16658,Bacteria,Tenericutes
Lethal wilt oil palm phytoplasma,1424,CRW_16S_B_16670,Bacteria,Tenericutes
Entomoplasma ellychniae,1433,CRW_16S_B_16825,Bacteria,Tenericutes
Entomoplasma melaleucae,1448,CRW_16S_B_16826,Bacteria,Tenericutes
Mycoplasma capricolum subsp. capripneumoniae,1466,CRW_16S_B_16862,Bacteria,Tenericutes
Mycoplasma corogypsi,1467,CRW_16S_B_16872,Bacteria,Tenericutes
Mesoplasma entomophilum,1443,CRW_16S_B_16873,Bacteria,Tenericutes
Mycoplasma feliminutum,1459,CRW_16S_B_16877,Bacteria,Tenericutes
Mycoplasma imitans,1439,CRW_16S_B_16903,Bacteria,Tenericutes
Mycoplasma leonicaptivi,1425,CRW_16S_B_16907,Bacteria,Tenericutes
Mycoplasma leopharyngis,1436,CRW_16S_B_16908,Bacteria,Tenericutes
Tomato big bud phytoplasma,1432,CRW_16S_B_16937,Bacteria,Tenericutes
Pigeon pea witches'-broom phytoplasma,1435,CRW_16S_B_16944,Bacteria,Tenericutes
Mycoplasma mobile,1466,CRW_16S_B_16962,Bacteria,Tenericutes
Mycoplasma mycoides subsp. capri,1466,CRW_16S_B_16968,Bacteria,Tenericutes
Mycoplasma simbae,1431,CRW_16S_B_16993,Bacteria,Tenericutes
Spiroplasma diabroticae,1432,CRW_16S_B_17027,Bacteria,Tenericutes
Spiroplasma gladiatoris,1468,CRW_16S_B_17028,Bacteria,Tenericutes
Spiroplasma ixodetis,1428,CRW_16S_B_17029,Bacteria,Tenericutes
Spiroplasma poulsonii,1467,CRW_16S_B_17032,Bacteria,Tenericutes
Ureaplasma gallorale,1455,CRW_16S_B_17040,Bacteria,Tenericutes
Ureaplasma urealyticum,1439,CRW_16S_B_17042,Bacteria,Tenericutes
Aminobacter aganoensis,1467,CRW_16S_B_4526,Bacteria,Proteobacteria
Acetobacter estunensis,1441,CRW_16S_B_4537,Bacteria,Proteobacteria
Acetobacter orleanensis,1443,CRW_16S_B_4538,Bacteria,Proteobacteria
Acetobacter lovaniensis,1443,CRW_16S_B_4539,Bacteria,Proteobacteria
Acetobacter indonesiensis,1447,CRW_16S_B_4541,Bacteria,Proteobacteria
Brevundimonas nasdae,1427,CRW_16S_B_4570,Bacteria,Proteobacteria
Sphingomonas yabuuchiae,1454,CRW_16S_B_4571,Bacteria,Proteobacteria
Bradyrhizobium sp. MAFF 210318,1443,CRW_16S_B_4586,Bacteria,Proteobacteria
Acetobacter pasteurianus,1429,CRW_16S_B_4625,Bacteria,Proteobacteria
Beijerinckia indica,1436,CRW_16S_B_4628,Bacteria,Proteobacteria
Beijerinckia mobilis,1433,CRW_16S_B_4630,Bacteria,Proteobacteria
Beijerinckia sp. TB8,1430,CRW_16S_B_4631,Bacteria,Proteobacteria
Beijerinckia sp. TB11,1430,CRW_16S_B_4633,Bacteria,Proteobacteria
Bradyrhizobium canariense,1457,CRW_16S_B_4777,Bacteria,Proteobacteria
Bartonella elizabethae,1452,CRW_16S_B_4878,Bacteria,Proteobacteria
Acetobacter cerevisiae,1442,CRW_16S_B_4919,Bacteria,Proteobacteria
Aquamicrobium defluvii,1423,CRW_16S_B_4923,Bacteria,Proteobacteria
Sphingobium japonicum,1450,CRW_16S_B_4951,Bacteria,Proteobacteria
Aminobacter lissarensis,1431,CRW_16S_B_4954,Bacteria,Proteobacteria
Rhodopseudomonas faecalis,1444,CRW_16S_B_4957,Bacteria,Proteobacteria
Methylosinus sp. LW2,1459,CRW_16S_B_4962,Bacteria,Proteobacteria
Methylocystis sp. LW5,1452,CRW_16S_B_4964,Bacteria,Proteobacteria
Methylosinus trichosporium,1452,CRW_16S_B_4966,Bacteria,Proteobacteria
uncultured alpha proteobacterium UP2,1449,CRW_16S_B_4971,Bacteria,Proteobacteria
uncultured alpha proteobacterium UP3,1451,CRW_16S_B_4972,Bacteria,Proteobacteria
Methylobacterium nodulans,1435,CRW_16S_B_4976,Bacteria,Proteobacteria
Mesorhizobium sp. 4FB11,1435,CRW_16S_B_4981,Bacteria,Proteobacteria
uncultured sludge bacterium A7,1458,CRW_16S_B_4987,Bacteria,Proteobacteria
uncultured alpha proteobacterium NAC1-3,1441,CRW_16S_B_4991,Bacteria,Proteobacteria
uncultured Nitrobacter sp.,1446,CRW_16S_B_4994,Bacteria,Proteobacteria
Sphingomonas sp. oral clone AW030,1465,CRW_16S_B_5031,Bacteria,Proteobacteria
Azorhizobium doebereinerae,1433,CRW_16S_B_5035,Bacteria,Proteobacteria
Sphingomonas sp. ACM-3962,1466,CRW_16S_B_5062,Bacteria,Proteobacteria
Swaminathania salitolerans,1455,CRW_16S_B_5081,Bacteria,Proteobacteria
Nitratireductor aquibiodomus,1456,CRW_16S_B_5288,Bacteria,Proteobacteria
Agrobacterium sp.,1437,CRW_16S_B_5299,Bacteria,Proteobacteria
Sinorhizobium sp. L1,1445,CRW_16S_B_5392,Bacteria,Proteobacteria
Sphingomonas sp. ORS 1497,1443,CRW_16S_B_5405,Bacteria,Proteobacteria
Sinorhizobium sp. R-24605,1452,CRW_16S_B_5415,Bacteria,Proteobacteria
Ochrobactrum sp. R-24653,1464,CRW_16S_B_5416,Bacteria,Proteobacteria
Ochrobactrum sp. R-24638,1454,CRW_16S_B_5417,Bacteria,Proteobacteria
Sinorhizobium sp. R-25067,1468,CRW_16S_B_5418,Bacteria,Proteobacteria
Sinorhizobium sp. R-25078,1466,CRW_16S_B_5419,Bacteria,Proteobacteria
Ochrobactrum sp. R-24618,1461,CRW_16S_B_5420,Bacteria,Proteobacteria
Rhizobium sp. R-24658,1456,CRW_16S_B_5421,Bacteria,Proteobacteria
Rhizobium sp. R-24654,1453,CRW_16S_B_5422,Bacteria,Proteobacteria
Nitrobacter vulgaris,1441,CRW_16S_B_5452,Bacteria,Proteobacteria
Mesorhizobium mediterraneum,1426,CRW_16S_B_5469,Bacteria,Proteobacteria
Penicillium chrysogenum,1449,CRW_16S_E_17101,Eukaryota,Ascomycota
Methanococcus vannielii,1468,CRW_16S_A_17125,Archaea,Euryarchaeota
Ochrobactrum sp. R-24468,1458,CRW_16S_B_5485,Bacteria,Proteobacteria
Ochrobactrum sp. R-24291,1455,CRW_16S_B_5486,Bacteria,Proteobacteria
Ochrobactrum sp. R-24343,1463,CRW_16S_B_5487,Bacteria,Proteobacteria
Rhizobium sp. R-26467,1456,CRW_16S_B_5488,Bacteria,Proteobacteria
Ochrobactrum sp. R-24286,1454,CRW_16S_B_5489,Bacteria,Proteobacteria
Anaplasma marginale,1457,CRW_16S_B_5504,Bacteria,Proteobacteria
Ancylobacter aquaticus,1434,CRW_16S_B_5505,Bacteria,Proteobacteria
Ancylobacter rudongensis,1457,CRW_16S_B_5537,Bacteria,Proteobacteria
Sulfitobacter dubius,1429,CRW_16S_B_5579,Bacteria,Proteobacteria
Azospirillum sp. LOD4,1470,CRW_16S_B_5675,Bacteria,Proteobacteria
Afipia sp. RD1,1447,CRW_16S_B_5678,Bacteria,Proteobacteria
Hyphomicrobium sulfonivorans,1448,CRW_16S_B_5680,Bacteria,Proteobacteria
Xanthobacter sp. COX,1449,CRW_16S_B_5684,Bacteria,Proteobacteria
Sphingomonas sp. oral clone FZ016,1450,CRW_16S_B_5750,Bacteria,Proteobacteria
uncultured Bartonella sp.,1454,CRW_16S_B_5775,Bacteria,Proteobacteria
Sphingomonas sp. ZL5,1431,CRW_16S_B_5807,Bacteria,Proteobacteria
Mesorhizobium sp. ICMP 12649,1437,CRW_16S_B_5871,Bacteria,Proteobacteria
Mesorhizobium sp. ICMP 11719,1437,CRW_16S_B_5872,Bacteria,Proteobacteria
Mesorhizobium sp. ICMP 12637,1437,CRW_16S_B_5873,Bacteria,Proteobacteria
Mesorhizobium sp. ICMP 12690,1429,CRW_16S_B_5883,Bacteria,Proteobacteria
Bradyrhizobium sp. ICMP 12624,1423,CRW_16S_B_5886,Bacteria,Proteobacteria
Bradyrhizobium sp. ICMP 12674,1423,CRW_16S_B_5887,Bacteria,Proteobacteria
Rhizobium sp. ORS 1463,1446,CRW_16S_B_5910,Bacteria,Proteobacteria
Rhizobium sp. ORS 1465,1449,CRW_16S_B_5911,Bacteria,Proteobacteria
Rhizobium sp. ORS 1466,1435,CRW_16S_B_5914,Bacteria,Proteobacteria
Sphingobium herbicidovorans,1451,CRW_16S_B_6031,Bacteria,Proteobacteria
Bradyrhizobium sp. CCBAU 7128301,1455,CRW_16S_B_6032,Bacteria,Proteobacteria
Porphyrobacter donghaensis,1440,CRW_16S_B_6036,Bacteria,Proteobacteria
Nitrobacteria hamadaniensis,1421,CRW_16S_B_6049,Bacteria,Proteobacteria
Roseobacter sp. ARCTIC-P4,1433,CRW_16S_B_6059,Bacteria,Proteobacteria
uncultured Phyllobacterium sp.,1438,CRW_16S_B_6089,Bacteria,Proteobacteria
Afipia sp. SP17,1455,CRW_16S_B_6109,Bacteria,Proteobacteria
Bradyrhizobium sp. BR3286,1428,CRW_16S_B_6191,Bacteria,Proteobacteria
Bradyrhizobium sp. BR3287,1437,CRW_16S_B_6192,Bacteria,Proteobacteria
uncultured Sulfitobacter sp.,1425,CRW_16S_B_6248,Bacteria,Proteobacteria
uncultured Roseobacter sp.,1426,CRW_16S_B_6251,Bacteria,Proteobacteria
Methylobacterium sp. SKJH-15,1425,CRW_16S_B_6282,Bacteria,Proteobacteria
Agrobacterium sp. PNS-1,1440,CRW_16S_B_6293,Bacteria,Proteobacteria
Agrobacterium sp. CCBAU 53010,1450,CRW_16S_B_6311,Bacteria,Proteobacteria
Agrobacterium viscosum,1431,CRW_16S_B_6386,Bacteria,Proteobacteria
uncultured Rhodobacteraceae bacterium,1466,CRW_16S_B_6387,Bacteria,Proteobacteria
uncultured Ochrobactrum sp.,1451,CRW_16S_B_6413,Bacteria,Proteobacteria
Sphingomonadaceae bacterium Oxy6,1450,CRW_16S_B_6415,Bacteria,Proteobacteria
Burkholderia sp. HOT13,1450,CRW_16S_B_6422,Bacteria,Proteobacteria
Mesorhizobium ciceri,1450,CRW_16S_B_6447,Bacteria,Proteobacteria
Sinorhizobium sp. SEMIA 6161,1450,CRW_16S_B_6479,Bacteria,Proteobacteria
Ochrobactrum sp. R-3,1436,CRW_16S_B_6502,Bacteria,Proteobacteria
alpha proteobacterium BAL284,1422,CRW_16S_B_6547,Bacteria,Proteobacteria
Bartonella grahamii,1423,CRW_16S_B_6610,Bacteria,Proteobacteria
Beijerinckia derxii subsp. venezuelae,1429,CRW_16S_B_6627,Bacteria,Proteobacteria
Beijerinckia indica subsp. lacticogenes,1432,CRW_16S_B_6686,Bacteria,Proteobacteria
Brevundimonas bacteroides,1421,CRW_16S_B_6749,Bacteria,Proteobacteria
Caulobacter subvibrioides CB81,1425,CRW_16S_B_6775,Bacteria,Proteobacteria
Erythrobacter litoralis HTCC2594,1434,CRW_16S_B_6789,Bacteria,Proteobacteria
Rhodopseudomonas palustris HaA2,1466,CRW_16S_B_6793,Bacteria,Proteobacteria
Porphyrobacter dokdonensis,1440,CRW_16S_B_6813,Bacteria,Proteobacteria
Rhodopseudomonas sp. PSB-O,1457,CRW_16S_B_6900,Bacteria,Proteobacteria
Sphingomonas dokdonensis,1441,CRW_16S_B_6932,Bacteria,Proteobacteria
Bradyrhizobium sp. CCBAU 23171,1421,CRW_16S_B_6947,Bacteria,Proteobacteria
Rhizobium sp. BBCT66,1442,CRW_16S_B_7093,Bacteria,Proteobacteria
Sphingomonas sp. BBCT69,1451,CRW_16S_B_7094,Bacteria,Proteobacteria
Sphingomonas sp. BR12193,1460,CRW_16S_B_7116,Bacteria,Proteobacteria
Sphingomonas sp. BR12194,1456,CRW_16S_B_7117,Bacteria,Proteobacteria
Sphingomonas sp. BR12200,1452,CRW_16S_B_7121,Bacteria,Proteobacteria
Mesorhizobium sp. B3,1446,CRW_16S_B_7123,Bacteria,Proteobacteria
Aminobacter sp. MSH1,1463,CRW_16S_B_7207,Bacteria,Proteobacteria
Phyllobacterium sp. DSM 17640,1447,CRW_16S_B_7247,Bacteria,Proteobacteria
Rhizobiaceae bacterium KVD-unk-43,1445,CRW_16S_B_7286,Bacteria,Proteobacteria
Rhizobiaceae bacterium KVD-1700-11,1444,CRW_16S_B_7287,Bacteria,Proteobacteria
Sphingomonadaceae bacterium KVD-unk-19,1450,CRW_16S_B_7304,Bacteria,Proteobacteria
alpha proteobacterium IMCC1725,1426,CRW_16S_B_7393,Bacteria,Proteobacteria
alpha proteobacterium IMCC1743,1425,CRW_16S_B_7394,Bacteria,Proteobacteria
Candidatus Liberibacter asiaticus,1454,CRW_16S_B_7399,Bacteria,Proteobacteria
Sphingomonas sp. BCL21,1458,CRW_16S_B_7430,Bacteria,Proteobacteria
Ehrlichia chaffeensis,1435,CRW_16S_B_7439,Bacteria,Proteobacteria
Anaplasma phagocytophilum,1432,CRW_16S_B_7441,Bacteria,Proteobacteria
Ehrlichia ewingii,1435,CRW_16S_B_7442,Bacteria,Proteobacteria
Ehrlichia muris,1428,CRW_16S_B_7443,Bacteria,Proteobacteria
Anaplasma platys,1429,CRW_16S_B_7446,Bacteria,Proteobacteria
Ehrlichia sp.,1423,CRW_16S_B_7453,Bacteria,Proteobacteria
Magnetospirillum gryphiswaldense,1443,CRW_16S_B_7534,Bacteria,Proteobacteria
Methylocella palustris,1432,CRW_16S_B_7590,Bacteria,Proteobacteria
Methylocella tundrae,1429,CRW_16S_B_7602,Bacteria,Proteobacteria
Mycoplana dimorpha,1438,CRW_16S_B_7604,Bacteria,Proteobacteria
Ochrobactrum sp.,1435,CRW_16S_B_7627,Bacteria,Proteobacteria
Orientia tsutsugamushi,1459,CRW_16S_B_7633,Bacteria,Proteobacteria
Ochrobactrum gallinifaecis,1453,CRW_16S_B_7643,Bacteria,Proteobacteria
Terasakiella pusilla,1447,CRW_16S_B_7645,Bacteria,Proteobacteria
alpha proteobacterium 'Mena 25/4-1',1433,CRW_16S_B_7658,Bacteria,Proteobacteria
Pedomicrobium americanum,1457,CRW_16S_B_7659,Bacteria,Proteobacteria
Pedomicrobium australicum,1454,CRW_16S_B_7660,Bacteria,Proteobacteria
Pedomicrobium ferrugineum,1463,CRW_16S_B_7661,Bacteria,Proteobacteria
Pedomicrobium manganicum,1465,CRW_16S_B_7662,Bacteria,Proteobacteria
Phaeospirillum molischianum,1462,CRW_16S_B_7672,Bacteria,Proteobacteria
Porphyrobacter tepidarius,1442,CRW_16S_B_7676,Bacteria,Proteobacteria
Pseudaminobacter salicylatoxidans,1451,CRW_16S_B_7677,Bacteria,Proteobacteria
Rhizobium leguminosarum bv. viciae,1423,CRW_16S_B_7724,Bacteria,Proteobacteria
Rickettsia aeschlimannii,1428,CRW_16S_B_7814,Bacteria,Proteobacteria
Rickettsia japonica,1440,CRW_16S_B_7833,Bacteria,Proteobacteria
Rickettsia montanensis,1440,CRW_16S_B_7836,Bacteria,Proteobacteria
Rickettsia rhipicephali,1440,CRW_16S_B_7842,Bacteria,Proteobacteria
Rickettsia rickettsii,1440,CRW_16S_B_7845,Bacteria,Proteobacteria
Rickettsia sibirica,1436,CRW_16S_B_7847,Bacteria,Proteobacteria
Rhodoblastus acidophilus,1465,CRW_16S_B_7873,Bacteria,Proteobacteria
Roseococcus thiosulfatophilus,1426,CRW_16S_B_7908,Bacteria,Proteobacteria
Rhodovibrio sodomensis,1439,CRW_16S_B_7910,Bacteria,Proteobacteria
Sphingobium chlorophenolicum,1428,CRW_16S_B_7942,Bacteria,Proteobacteria
Sphingomonas trueperi,1461,CRW_16S_B_7983,Bacteria,Proteobacteria
Sphingomonas aurantiaca,1461,CRW_16S_B_7995,Bacteria,Proteobacteria
Sphingomonas faeni,1457,CRW_16S_B_7998,Bacteria,Proteobacteria
