Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID,Reference,Taxonomy.NCBI.Classified,Taxonomy.NCBI.no rank 0,Taxonomy.NCBI.no rank 1,Taxonomy.NCBI.superkingdom,Taxonomy.NCBI.no rank 2,Taxonomy.NCBI.phylum,Taxonomy.NCBI.class,Taxonomy.NCBI.order,Taxonomy.NCBI.family,Taxonomy.NCBI.unknown 0,Taxonomy.NCBI.species group,Taxonomy.NCBI.unknown 1,Taxonomy.NCBI.genus,Taxonomy.NCBI.no rank 3,Taxonomy.NCBI.no rank 4,Taxonomy.NCBI.unknown 2
Geobacillus thermoglucosidasius,AY608991,1562,608,954,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_10577,--,No,,,,,,,,,,,,,,,
Bacillus sp. BGSC W9A64,AY608992,1559,605,954,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_10578,--,No,,,,,,,,,,,,,,,
Bacillus sp. BGSC W9A92,AY608993,1562,608,954,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_10579,--,No,,,,,,,,,,,,,,,
Bacillus subtilis,AY833569,1561,607,954,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()()))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_10939,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,Bacillus subtilis group,Bacillus subtilis,,,,
Bacillus sp. 4,AY853168,1556,604,952,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()()))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_10998,--,No,,,,,,,,,,,,,,,
Streptococcus sp. oral clone ASCA04,AY923116,1557,613,944,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))((((((())()()))))(((())))(()))()())))(((())))))(())(((())))([((])))))([((((((())))(((((((())))(()))))))))(((())))(()(])))(())](((((((()(((((()()))))((((((()())(((((()))(()))))))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_11139,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,environmental samples <Streptococcus>,,Streptococcus sp. oral clone ASCA04,Streptococcus,,,
Streptococcus sp. oral clone ASCB06,AY923124,1560,618,942,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))(([((]))))))([((((((())))(((((()))(())))))))((()))(()(])))(())]((((((((()(((((()()))))((((((()())((((()))(())))))))))))(((())))(()))())))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_11140,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,environmental samples <Streptococcus>,,Streptococcus sp. oral clone ASCB06,Streptococcus,,,
Streptococcus sp. oral clone ASCD09,AY923130,1553,609,944,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))(([((]))))))([((((((())))(((((((()))(())))))))))((()))(()(])))(())]((((((((()((((((()())))))(((((((()()))(((()))())))))))))(((())))(()))())))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_11141,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,environmental samples <Streptococcus>,,Streptococcus sp. oral clone ASCD09,Streptococcus,,,
Streptococcus sp. oral clone ASCE03,AY923134,1554,610,944,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((((()(((((()()))))(((((((()()))(((()))(()))))))))))(((())))(()))()))))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_11142,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,environmental samples <Streptococcus>,,Streptococcus sp. oral clone ASCE03,Streptococcus,,,
Streptococcus sp. oral clone ASCF09,AY923142,1554,610,944,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([[((]])))))([(((((((()))))(((((()))((()))))))))((()))(()(])))(())]((((((((()((((()())))((((((()())(((()))())))))))))(((())))(()))())))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_11143,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,environmental samples <Streptococcus>,,Streptococcus sp. oral clone ASCF09,Streptococcus,,,
Gemella sp. oral clone ASCF12,AY923143,1566,622,944,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),(([[))((((((((((())))(((((())()())))(((())))(()))()())))((()))))((()))((((()))))([((])))))([((((((())))(((((()))(())))))))(((())))(()(])))((()))]]((((((((()((((())(())))((((((()())(((()))())))))))))(((())))(()))())))))(((((((())))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_11144,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,,environmental samples <Gemella>,,Gemella sp. oral clone ASCF12,Gemella,Bacillales incertae sedis,Bacillales Family XI. Incertae Sedis,
Bacillus halodurans C-125,BA000004,1552,606,946,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)(((((((((()))(((((())()())))(((())))(()))()())))((()))))(())((((()))))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_11273,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,,Bacillus halodurans,,Bacillus halodurans C-125,,
Bacillus halodurans C-125,BA000004,1552,606,946,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)(((((((((()))(((((())()())))(((())))(()))()())))((()))))(())((((()))))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_11274,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,,Bacillus halodurans,,Bacillus halodurans C-125,,
Bacillus halodurans C-125,BA000004,1552,606,946,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)(((((((((()))(((((())()())))(((())))(()))()())))((()))))(())((((()))))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_11275,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,,Bacillus halodurans,,Bacillus halodurans C-125,,
Bacillus halodurans C-125,BA000004,1553,607,946,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)(((((((((()))(((((())()())))(((())))(()))()())))((()))))(())((((()))))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_11276,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,,Bacillus halodurans,,Bacillus halodurans C-125,,
Bacillus halodurans C-125,BA000004,1552,606,946,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)(((((((((()))(((((())()())))(((())))(()))()())))((()))))(())((((()))))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_11277,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,,Bacillus halodurans,,Bacillus halodurans C-125,,
Bacillus halodurans C-125,BA000004,1552,606,946,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)(((((((((()))(((((())()())))(((())))(()))()())))((()))))(())((((()))))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_11278,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,,Bacillus halodurans,,Bacillus halodurans C-125,,
Bacillus halodurans C-125,BA000004,1552,606,946,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)(((((((((()))(((((())()())))(((())))(()))()())))((()))))(())((((()))))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_11279,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,,Bacillus halodurans,,Bacillus halodurans C-125,,
Bacillus halodurans C-125,BA000004,1553,607,946,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)(((((((((()))(((((())()())))(((())))(()))()())))((()))))(())((((()))))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_11280,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,,Bacillus halodurans,,Bacillus halodurans C-125,,
Staphylococcus aureus subsp. aureus Mu50,BA000017,1555,603,952,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_11281,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus aureus,,Staphylococcus aureus subsp. aureus,Staphylococcus,Staphylococcus aureus subsp. aureus Mu50,,
Staphylococcus aureus subsp. aureus Mu50,BA000017,1555,603,952,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_11282,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus aureus,,Staphylococcus aureus subsp. aureus,Staphylococcus,Staphylococcus aureus subsp. aureus Mu50,,
Staphylococcus aureus subsp. aureus Mu50,BA000017,1555,603,952,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_11283,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus aureus,,Staphylococcus aureus subsp. aureus,Staphylococcus,Staphylococcus aureus subsp. aureus Mu50,,
Staphylococcus aureus subsp. aureus Mu50,BA000017,1555,603,952,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_11284,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus aureus,,Staphylococcus aureus subsp. aureus,Staphylococcus,Staphylococcus aureus subsp. aureus Mu50,,
Staphylococcus aureus subsp. aureus Mu50,BA000017,1555,603,952,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_11285,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus aureus,,Staphylococcus aureus subsp. aureus,Staphylococcus,Staphylococcus aureus subsp. aureus Mu50,,
Staphylococcus aureus subsp. aureus N315,BA000018,1555,603,952,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_11286,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus aureus,,Staphylococcus aureus subsp. aureus,Staphylococcus,Staphylococcus aureus subsp. aureus N315,,
Staphylococcus aureus subsp. aureus N315,BA000018,1555,603,952,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_11287,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus aureus,,Staphylococcus aureus subsp. aureus,Staphylococcus,Staphylococcus aureus subsp. aureus N315,,
Staphylococcus aureus subsp. aureus N315,BA000018,1555,603,952,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_11288,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus aureus,,Staphylococcus aureus subsp. aureus,Staphylococcus,Staphylococcus aureus subsp. aureus N315,,
Staphylococcus aureus subsp. aureus N315,BA000018,1555,603,952,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_11289,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus aureus,,Staphylococcus aureus subsp. aureus,Staphylococcus,Staphylococcus aureus subsp. aureus N315,,
Staphylococcus aureus subsp. aureus N315,BA000018,1555,603,952,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_11290,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus aureus,,Staphylococcus aureus subsp. aureus,Staphylococcus,Staphylococcus aureus subsp. aureus N315,,
Staphylococcus aureus subsp. aureus MW2,BA000033,1555,603,952,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_11291,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus aureus,,Staphylococcus aureus subsp. aureus,Staphylococcus,Staphylococcus aureus subsp. aureus MW2,,
Staphylococcus aureus subsp. aureus MW2,BA000033,1555,603,952,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_11292,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus aureus,,Staphylococcus aureus subsp. aureus,Staphylococcus,Staphylococcus aureus subsp. aureus MW2,,
Staphylococcus aureus subsp. aureus MW2,BA000033,1555,603,952,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_11293,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus aureus,,Staphylococcus aureus subsp. aureus,Staphylococcus,Staphylococcus aureus subsp. aureus MW2,,
Staphylococcus aureus subsp. aureus MW2,BA000033,1555,603,952,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_11294,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus aureus,,Staphylococcus aureus subsp. aureus,Staphylococcus,Staphylococcus aureus subsp. aureus MW2,,
Staphylococcus aureus subsp. aureus MW2,BA000033,1555,603,952,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_11295,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus aureus,,Staphylococcus aureus subsp. aureus,Staphylococcus,Staphylococcus aureus subsp. aureus MW2,,
Staphylococcus aureus subsp. aureus MW2,BA000033,1555,603,952,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_11296,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus aureus,,Staphylococcus aureus subsp. aureus,Staphylococcus,Staphylococcus aureus subsp. aureus MW2,,
Geobacillus kaustophilus HTA426,BA000043,1553,599,954,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_11302,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus kaustophilus,Geobacillus thermoleovorans group,,Geobacillus,Geobacillus kaustophilus HTA426,,
Geobacillus kaustophilus HTA426,BA000043,1554,600,954,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_11303,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus kaustophilus,Geobacillus thermoleovorans group,,Geobacillus,Geobacillus kaustophilus HTA426,,
Geobacillus kaustophilus HTA426,BA000043,1554,600,954,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_11304,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus kaustophilus,Geobacillus thermoleovorans group,,Geobacillus,Geobacillus kaustophilus HTA426,,
Geobacillus kaustophilus HTA426,BA000043,1554,600,954,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_11305,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus kaustophilus,Geobacillus thermoleovorans group,,Geobacillus,Geobacillus kaustophilus HTA426,,
Geobacillus kaustophilus HTA426,BA000043,1554,600,954,Yes,1,16S,3,([)(((()((()()())()())()())())()()([(])))([(()(()()))()(()(])))()](((()((()())((()())(()()))))()())())()(),([)((((((((((())))(((((())()())))(((())))(()))()())))((()))))(())(((())))([((])))))([((((((())))(((((()))(())))))))((()))(()(])))(())](((((((()(((()(())))((((((()())(((()))())))))))))(((())))(()))()))))((((((()))))))(),([)([(]))([(]))],No,CRW,--,CRW_16S_B_11306,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus kaustophilus,Geobacillus thermoleovorans group,,Geobacillus,Geobacillus kaustophilus HTA426,,
