Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID,Reference,Taxonomy.NCBI.Classified,Taxonomy.NCBI.no rank 0,Taxonomy.NCBI.no rank 1,Taxonomy.NCBI.superkingdom,Taxonomy.NCBI.phylum,Taxonomy.NCBI.class,Taxonomy.NCBI.order,Taxonomy.NCBI.family,Taxonomy.NCBI.genus,Taxonomy.NCBI.species group,Taxonomy.NCBI.unknown 0,Taxonomy.NCBI.no rank 2,Taxonomy.NCBI.no rank 3,Taxonomy.NCBI.unknown 1,Taxonomy.NCBI.subphylum,Taxonomy.NCBI.unknown 2,Taxonomy.NCBI.unknown 3,Taxonomy.NCBI.tribe,Taxonomy.NCBI.no rank 4,Taxonomy.NCBI.species subgroup,Taxonomy.NCBI.no rank 5,Taxonomy.NCBI.suborder
Nitrosococcus oceani ATCC 19707,CP000127,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12569,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Nitrosococcus,,Nitrosococcus oceani,Nitrosococcus oceani ATCC 19707,,,,,,,,,,
Hahella chejuensis KCTC 2396,CP000155,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12596,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Hahellaceae,Hahella,,Hahella chejuensis,Hahella chejuensis KCTC 2396,,,,,,,,,,
Hahella chejuensis KCTC 2396,CP000155,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12598,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Hahellaceae,Hahella,,Hahella chejuensis,Hahella chejuensis KCTC 2396,,,,,,,,,,
Salinibacter ruber DSM 13855,CP000159,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12604,--,Yes,root,cellular organisms,Bacteria,,,Bacteroidetes Order II. Incertae sedis,Rhodothermaceae,Salinibacter,,Bacteroidetes <phylum>,FCB group,Bacteroidetes/Chlorobi group,Salinibacter ruber,,,,,Salinibacter ruber DSM 13855,,,
Ehrlichia chaffeensis str. Arkansas,CP000236,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12621,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Ehrlichia,canis group,Ehrlichia chaffeensis,Ehrlichia chaffeensis str. Arkansas,,,,,,,,,,
Neorickettsia sennetsu str. Miyayama,CP000237,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12623,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Neorickettsia,,Neorickettsia sennetsu,Neorickettsia sennetsu str. Miyayama,,,,,,,,,,
Escherichia coli 536,CP000247,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12655,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,,Escherichia coli,Escherichia coli 536,,,,,,,,,,
Escherichia coli 536,CP000247,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12656,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,,Escherichia coli,Escherichia coli 536,,,,,,,,,,
Escherichia coli 536,CP000247,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12657,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,,Escherichia coli,Escherichia coli 536,,,,,,,,,,
Escherichia coli 536,CP000247,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12658,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,,Escherichia coli,Escherichia coli 536,,,,,,,,,,
Anaeromyxobacter dehalogenans 2CP-C,CP000251,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12669,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter,,Anaeromyxobacter dehalogenans,Anaeromyxobacter dehalogenans 2CP-C,,,delta/epsilon subdivisions,,,,,,,Cystobacterineae
Anaeromyxobacter dehalogenans 2CP-C,CP000251,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12670,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter,,Anaeromyxobacter dehalogenans,Anaeromyxobacter dehalogenans 2CP-C,,,delta/epsilon subdivisions,,,,,,,Cystobacterineae
Syntrophus aciditrophicus SB,CP000252,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12673,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,,,Syntrophus <bacteria>,Syntrophus aciditrophicus SB,,Syntrophus aciditrophicus,delta/epsilon subdivisions,,,,,,,
Shigella flexneri 5 str. 8401,CP000266,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12707,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,,Shigella flexneri,Shigella flexneri 5,Shigella flexneri 5 str. 8401,,,,,,,,,
Shigella flexneri 5 str. 8401,CP000266,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12712,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,,Shigella flexneri,Shigella flexneri 5,Shigella flexneri 5 str. 8401,,,,,,,,,
Shigella flexneri 5 str. 8401,CP000266,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12713,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,,Shigella flexneri,Shigella flexneri 5,Shigella flexneri 5 str. 8401,,,,,,,,,
Shigella flexneri 5 str. 8401,CP000266,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12714,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,,Shigella flexneri,Shigella flexneri 5,Shigella flexneri 5 str. 8401,,,,,,,,,
Shigella flexneri 5 str. 8401,CP000266,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12715,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,,Shigella flexneri,Shigella flexneri 5,Shigella flexneri 5 str. 8401,,,,,,,,,
Rhodoferax ferrireducens T118,CP000267,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12720,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,,Rhodoferax ferrireducens,Rhodoferax ferrireducens T118,,,,,,,,,,
Methylobacillus flagellatus KT,CP000284,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12728,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylobacillus,,Methylobacillus flagellatus,Methylobacillus flagellatus KT,,,,,,,,,,
Methylobacillus flagellatus KT,CP000284,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12729,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylobacillus,,Methylobacillus flagellatus,Methylobacillus flagellatus KT,,,,,,,,,,
Methylobacillus flagellatus KT,CP000284,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12731,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylobacillus,,Methylobacillus flagellatus,Methylobacillus flagellatus KT,,,,,,,,,,
Chromohalobacter salexigens DSM 3043,CP000285,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12732,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Chromohalobacter,,Chromohalobacter salexigens,Chromohalobacter salexigens DSM 3043,,,,,,,,,,
Shewanella denitrificans OS217,CP000302,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12742,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,,Shewanella denitrificans,Shewanella denitrificans OS217,,,,,,,,,,
Shewanella denitrificans OS217,CP000302,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12743,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,,Shewanella denitrificans,Shewanella denitrificans OS217,,,,,,,,,,
Shewanella denitrificans OS217,CP000302,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12744,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,,Shewanella denitrificans,Shewanella denitrificans OS217,,,,,,,,,,
Shewanella denitrificans OS217,CP000302,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12745,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,,Shewanella denitrificans,Shewanella denitrificans OS217,,,,,,,,,,
Shewanella denitrificans OS217,CP000302,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12746,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,,Shewanella denitrificans,Shewanella denitrificans OS217,,,,,,,,,,
Yersinia pestis Nepal516,CP000305,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12747,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,,Yersinia pseudotuberculosis complex,Yersinia <bacteria>,Yersinia pestis Nepal516,,Yersinia pestis,,,,,,,,
Yersinia pestis Nepal516,CP000305,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12749,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,,Yersinia pseudotuberculosis complex,Yersinia <bacteria>,Yersinia pestis Nepal516,,Yersinia pestis,,,,,,,,
Yersinia pestis Nepal516,CP000305,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12750,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,,Yersinia pseudotuberculosis complex,Yersinia <bacteria>,Yersinia pestis Nepal516,,Yersinia pestis,,,,,,,,
Yersinia pestis Antiqua,CP000308,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12752,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,,Yersinia pseudotuberculosis complex,Yersinia <bacteria>,Yersinia pestis Antiqua,,Yersinia pestis,,,,,,,,
Yersinia pestis Antiqua,CP000308,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12754,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,,Yersinia pseudotuberculosis complex,Yersinia <bacteria>,Yersinia pestis Antiqua,,Yersinia pestis,,,,,,,,
Yersinia pestis Antiqua,CP000308,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12755,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,,Yersinia pseudotuberculosis complex,Yersinia <bacteria>,Yersinia pestis Antiqua,,Yersinia pestis,,,,,,,,
Polaromonas sp. JS666,CP000316,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12769,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas,,Polaromonas sp. JS666,,,,,,,,,,,
Polaromonas sp. JS666,CP000316,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12772,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas,,Polaromonas sp. JS666,,,,,,,,,,,
Mycobacterium ulcerans Agy99,CP000325,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12781,--,Yes,root,cellular organisms,Bacteria,,,Corynebacteriales,Mycobacteriaceae,Mycobacterium,,Actinobacteria <phylum>,Terrabacteria group,Mycobacterium ulcerans Agy99,Actinobacteria <class>,,Mycobacterium ulcerans,,,,,,
Deinococcus geothermalis DSM 11300,CP000359,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12793,--,Yes,root,cellular organisms,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,,Deinococcus geothermalis,Terrabacteria group,Deinococcus geothermalis DSM 11300,,,,,,,,,
Deinococcus geothermalis DSM 11300,CP000359,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12794,--,Yes,root,cellular organisms,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,,Deinococcus geothermalis,Terrabacteria group,Deinococcus geothermalis DSM 11300,,,,,,,,,
Deinococcus geothermalis DSM 11300,CP000359,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12795,--,Yes,root,cellular organisms,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,,Deinococcus geothermalis,Terrabacteria group,Deinococcus geothermalis DSM 11300,,,,,,,,,
Burkholderia cenocepacia AU 1054,CP000378,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12810,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cepacia complex,Burkholderia cenocepacia,Burkholderia cenocepacia AU 1054,,,,,,,,,,
Burkholderia cenocepacia AU 1054,CP000378,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12811,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cepacia complex,Burkholderia cenocepacia,Burkholderia cenocepacia AU 1054,,,,,,,,,,
Burkholderia cenocepacia AU 1054,CP000378,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12812,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cepacia complex,Burkholderia cenocepacia,Burkholderia cenocepacia AU 1054,,,,,,,,,,
Cytophaga hutchinsonii ATCC 33406,CP000383,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12823,--,Yes,root,cellular organisms,Bacteria,,Cytophagia,Cytophagales,Cytophagaceae,Cytophaga,,Bacteroidetes <phylum>,FCB group,Bacteroidetes/Chlorobi group,Cytophaga hutchinsonii,,,,,Cytophaga hutchinsonii ATCC 33406,,,
Mycobacterium sp. MCS,CP000384,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12825,--,Yes,root,cellular organisms,Bacteria,,,Corynebacteriales,Mycobacteriaceae,Mycobacterium,,Actinobacteria <phylum>,Terrabacteria group,,Actinobacteria <class>,,Mycobacterium sp. MCS,,,,,,
Shewanella sp. MR-7,CP000444,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12914,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,,Shewanella sp. MR-7,,,,,,,,,,,
Shewanella sp. MR-7,CP000444,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12915,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,,Shewanella sp. MR-7,,,,,,,,,,,
Shewanella sp. MR-7,CP000444,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12916,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,,Shewanella sp. MR-7,,,,,,,,,,,
Shewanella sp. MR-7,CP000444,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12917,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,,Shewanella sp. MR-7,,,,,,,,,,,
Shewanella sp. MR-7,CP000444,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12918,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,,Shewanella sp. MR-7,,,,,,,,,,,
Shewanella sp. MR-7,CP000444,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12919,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,,Shewanella sp. MR-7,,,,,,,,,,,
Shewanella sp. MR-4,CP000446,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12920,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,,Shewanella sp. MR-4,,,,,,,,,,,
Shewanella sp. MR-4,CP000446,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12921,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,,Shewanella sp. MR-4,,,,,,,,,,,
Shewanella sp. MR-4,CP000446,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12922,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,,Shewanella sp. MR-4,,,,,,,,,,,
Shewanella sp. MR-4,CP000446,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12923,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,,Shewanella sp. MR-4,,,,,,,,,,,
Shewanella sp. MR-4,CP000446,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12924,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,,Shewanella sp. MR-4,,,,,,,,,,,
Shewanella sp. MR-4,CP000446,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12925,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,,Shewanella sp. MR-4,,,,,,,,,,,
Shewanella frigidimarina NCIMB 400,CP000447,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12926,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,,Shewanella frigidimarina,Shewanella frigidimarina NCIMB 400,,,,,,,,,,
Shewanella frigidimarina NCIMB 400,CP000447,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12927,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,,Shewanella frigidimarina,Shewanella frigidimarina NCIMB 400,,,,,,,,,,
Shewanella frigidimarina NCIMB 400,CP000447,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12928,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,,Shewanella frigidimarina,Shewanella frigidimarina NCIMB 400,,,,,,,,,,
Shewanella frigidimarina NCIMB 400,CP000447,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12929,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,,Shewanella frigidimarina,Shewanella frigidimarina NCIMB 400,,,,,,,,,,
Shewanella frigidimarina NCIMB 400,CP000447,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12930,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,,Shewanella frigidimarina,Shewanella frigidimarina NCIMB 400,,,,,,,,,,
Nitrosomonas eutropha C91,CP000450,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12937,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,,Nitrosomonas eutropha,Nitrosomonas eutropha C91,,,,,,,,,,
Burkholderia cenocepacia HI2424,CP000458,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12948,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cepacia complex,Burkholderia cenocepacia,Burkholderia cenocepacia HI2424,,,,,,,,,,
Burkholderia cenocepacia HI2424,CP000458,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12949,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cepacia complex,Burkholderia cenocepacia,Burkholderia cenocepacia HI2424,,,,,,,,,,
Burkholderia cenocepacia HI2424,CP000458,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12950,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cepacia complex,Burkholderia cenocepacia,Burkholderia cenocepacia HI2424,,,,,,,,,,
Aeromonas hydrophila subsp. hydrophila ATCC 7966,CP000462,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12951,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,,Aeromonas hydrophila,Aeromonas hydrophila subsp. hydrophila ATCC 7966,,Aeromonas hydrophila subsp. hydrophila,,,,,,,,
Aeromonas hydrophila subsp. hydrophila ATCC 7966,CP000462,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12954,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,,Aeromonas hydrophila,Aeromonas hydrophila subsp. hydrophila ATCC 7966,,Aeromonas hydrophila subsp. hydrophila,,,,,,,,
Aeromonas hydrophila subsp. hydrophila ATCC 7966,CP000462,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12955,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,,Aeromonas hydrophila,Aeromonas hydrophila subsp. hydrophila ATCC 7966,,Aeromonas hydrophila subsp. hydrophila,,,,,,,,
Aeromonas hydrophila subsp. hydrophila ATCC 7966,CP000462,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12956,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,,Aeromonas hydrophila,Aeromonas hydrophila subsp. hydrophila ATCC 7966,,Aeromonas hydrophila subsp. hydrophila,,,,,,,,
Aeromonas hydrophila subsp. hydrophila ATCC 7966,CP000462,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12957,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,,Aeromonas hydrophila,Aeromonas hydrophila subsp. hydrophila ATCC 7966,,Aeromonas hydrophila subsp. hydrophila,,,,,,,,
Aeromonas hydrophila subsp. hydrophila ATCC 7966,CP000462,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12958,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,,Aeromonas hydrophila,Aeromonas hydrophila subsp. hydrophila ATCC 7966,,Aeromonas hydrophila subsp. hydrophila,,,,,,,,
Aeromonas hydrophila subsp. hydrophila ATCC 7966,CP000462,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12959,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,,Aeromonas hydrophila,Aeromonas hydrophila subsp. hydrophila ATCC 7966,,Aeromonas hydrophila subsp. hydrophila,,,,,,,,
Aeromonas hydrophila subsp. hydrophila ATCC 7966,CP000462,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12960,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,,Aeromonas hydrophila,Aeromonas hydrophila subsp. hydrophila ATCC 7966,,Aeromonas hydrophila subsp. hydrophila,,,,,,,,
Aeromonas hydrophila subsp. hydrophila ATCC 7966,CP000462,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12961,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,,Aeromonas hydrophila,Aeromonas hydrophila subsp. hydrophila ATCC 7966,,Aeromonas hydrophila subsp. hydrophila,,,,,,,,
