Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID,Reference,Taxonomy.NCBI.Classified,Taxonomy.NCBI.no rank 0,Taxonomy.NCBI.no rank 1,Taxonomy.NCBI.superkingdom,Taxonomy.NCBI.phylum,Taxonomy.NCBI.class,Taxonomy.NCBI.order,Taxonomy.NCBI.family,Taxonomy.NCBI.genus,Taxonomy.NCBI.unknown 0,Taxonomy.NCBI.unknown 1,Taxonomy.NCBI.unknown 2,Taxonomy.NCBI.no rank 2,Taxonomy.NCBI.no rank 3,Taxonomy.NCBI.no rank 4,Taxonomy.NCBI.tribe,Taxonomy.NCBI.species group,Taxonomy.NCBI.species subgroup,Taxonomy.NCBI.subgenus,Taxonomy.NCBI.subphylum,Taxonomy.NCBI.no rank 5,Taxonomy.NCBI.unknown 3,Taxonomy.NCBI.subclass,Taxonomy.NCBI.suborder
uncultured Aquificales bacterium,AF352550,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16374,--,Yes,root,cellular organisms,Bacteria,,,Aquificales,,,Aquificae <phylum>,Aquificae <class>,environmental samples <Aquificales>,,,,,,,,,,uncultured Aquificales bacterium,,
uncultured Aquificales bacterium,AF352551,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16375,--,Yes,root,cellular organisms,Bacteria,,,Aquificales,,,Aquificae <phylum>,Aquificae <class>,environmental samples <Aquificales>,,,,,,,,,,uncultured Aquificales bacterium,,
uncultured Aquificales bacterium,AF352552,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16376,--,Yes,root,cellular organisms,Bacteria,,,Aquificales,,,Aquificae <phylum>,Aquificae <class>,environmental samples <Aquificales>,,,,,,,,,,uncultured Aquificales bacterium,,
uncultured Aquificales bacterium,AF352553,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16377,--,Yes,root,cellular organisms,Bacteria,,,Aquificales,,,Aquificae <phylum>,Aquificae <class>,environmental samples <Aquificales>,,,,,,,,,,uncultured Aquificales bacterium,,
uncultured Aquificales bacterium,AF352554,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16378,--,Yes,root,cellular organisms,Bacteria,,,Aquificales,,,Aquificae <phylum>,Aquificae <class>,environmental samples <Aquificales>,,,,,,,,,,uncultured Aquificales bacterium,,
Legionella pneumophila,AF362960,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16381,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella pneumophila,Legionella pneumophila subsp. pneumophila,,,,,,,,,,,,,
Legionella pneumophila,AF362962,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16382,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella pneumophila,Legionella pneumophila subsp. pneumophila,,,,,,,,,,,,,
Legionella pneumophila,AF362964,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16383,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella pneumophila,Legionella pneumophila subsp. pneumophila,,,,,,,,,,,,,
Legionella pneumophila,AF362966,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16384,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella pneumophila,Legionella pneumophila subsp. pneumophila,,,,,,,,,,,,,
Legionella pneumophila,AF362968,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16385,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella pneumophila,Legionella pneumophila subsp. pneumophila,,,,,,,,,,,,,
Legionella pneumophila,AF362970,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16386,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella pneumophila,Legionella pneumophila subsp. pneumophila,,,,,,,,,,,,,
Legionella pneumophila,AF362972,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16387,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella pneumophila,Legionella pneumophila subsp. pneumophila,,,,,,,,,,,,,
Legionella pneumophila,AF362974,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16388,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella pneumophila,Legionella pneumophila subsp. pneumophila,,,,,,,,,,,,,
Legionella pneumophila,AF362976,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16389,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella pneumophila,Legionella pneumophila subsp. pneumophila,,,,,,,,,,,,,
Legionella pneumophila,AF362978,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16390,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella pneumophila,Legionella pneumophila subsp. pneumophila,,,,,,,,,,,,,
Legionella pneumophila,AF362980,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16391,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella pneumophila,Legionella pneumophila subsp. pneumophila,,,,,,,,,,,,,
Legionella pneumophila,AF362982,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16392,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella pneumophila,Legionella pneumophila subsp. pneumophila,,,,,,,,,,,,,
Legionella pneumophila,AF362986,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16393,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella pneumophila,Legionella pneumophila subsp. pneumophila,,,,,,,,,,,,,
Microcoleus vaginatus,AF363933,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16395,--,Yes,root,cellular organisms,Bacteria,Cyanobacteria,,Oscillatoriales,Microcoleaceae,Microcoleus,Microcoleus vaginatus,,,Terrabacteria group,Cyanobacteria/Melainabacteria group,,,,,,,,,Oscillatoriophycideae,
Microcoleus vaginatus,AF363934,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16396,--,Yes,root,cellular organisms,Bacteria,Cyanobacteria,,Oscillatoriales,Microcoleaceae,Microcoleus,Microcoleus vaginatus,,,Terrabacteria group,Cyanobacteria/Melainabacteria group,,,,,,,,,Oscillatoriophycideae,
Microcoleus vaginatus,AF363935,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16397,--,Yes,root,cellular organisms,Bacteria,Cyanobacteria,,Oscillatoriales,Microcoleaceae,Microcoleus,Microcoleus vaginatus,,,Terrabacteria group,Cyanobacteria/Melainabacteria group,,,,,,,,,Oscillatoriophycideae,
Microcoleus vaginatus,AF363936,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16398,--,Yes,root,cellular organisms,Bacteria,Cyanobacteria,,Oscillatoriales,Microcoleaceae,Microcoleus,Microcoleus vaginatus,,,Terrabacteria group,Cyanobacteria/Melainabacteria group,,,,,,,,,Oscillatoriophycideae,
Microcoleus vaginatus,AF363937,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16399,--,Yes,root,cellular organisms,Bacteria,Cyanobacteria,,Oscillatoriales,Microcoleaceae,Microcoleus,Microcoleus vaginatus,,,Terrabacteria group,Cyanobacteria/Melainabacteria group,,,,,,,,,Oscillatoriophycideae,
Microcoleus vaginatus,AF363938,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16400,--,Yes,root,cellular organisms,Bacteria,Cyanobacteria,,Oscillatoriales,Microcoleaceae,Microcoleus,Microcoleus vaginatus,,,Terrabacteria group,Cyanobacteria/Melainabacteria group,,,,,,,,,Oscillatoriophycideae,
Microcoleus vaginatus,AF363939,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16401,--,Yes,root,cellular organisms,Bacteria,Cyanobacteria,,Oscillatoriales,Microcoleaceae,Microcoleus,Microcoleus vaginatus,,,Terrabacteria group,Cyanobacteria/Melainabacteria group,,,,,,,,,Oscillatoriophycideae,
Microcoleus vaginatus,AF363940,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16402,--,Yes,root,cellular organisms,Bacteria,Cyanobacteria,,Oscillatoriales,Microcoleaceae,Microcoleus,Microcoleus vaginatus,,,Terrabacteria group,Cyanobacteria/Melainabacteria group,,,,,,,,,Oscillatoriophycideae,
Fusobacterium necrophorum subsp. funduliforme,AF369878,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16408,--,Yes,root,cellular organisms,Bacteria,,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacteria <phylum>,Fusobacterium necrophorum,Fusobacterium necrophorum subsp. funduliforme,,,,,,,,,,,,
Carnobacterium gallinarum,AF374287,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16412,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,Carnobacterium gallinarum,,,Terrabacteria group,,,,,,,,,,,
Carnobacterium mobile,AF374291,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16413,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,Carnobacterium mobile,,,Terrabacteria group,,,,,,,,,,,
Carnobacterium divergens,AF374294,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16414,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,Carnobacterium divergens,,,Terrabacteria group,,,,,,,,,,,
Carnobacterium maltaromaticum,AF374297,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16415,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,Carnobacterium maltaromaticum,,,Terrabacteria group,,,,,,,,,,,
Candidatus Kuenenia stuttgartiensis,AF375995,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16417,--,Yes,root,cellular organisms,Bacteria,,Candidatus Brocadiae,Candidatus Brocadiales,Candidatus Brocadiaceae,Candidatus Kuenenia,Planctomycetes <phylum>,Candidatus Kuenenia stuttgartiensis,,PVC group,,,,,,,,,,,
Treponema medium,AF378325,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16418,--,Yes,root,cellular organisms,Bacteria,,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Spirochaetes <phylum>,Treponema medium,,,,,,,,,,,,,
Cyanobium sp. PCC 7001,AF387608,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16420,--,Yes,root,cellular organisms,Bacteria,Cyanobacteria,,Synechococcales,Synechococcaceae,Cyanobium,Cyanobium sp. PCC 7001,,,Terrabacteria group,Cyanobacteria/Melainabacteria group,,,,,,,,,,
Microcystis aeruginosa PCC 7941,AF387609,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16421,--,Yes,root,cellular organisms,Bacteria,Cyanobacteria,,Chroococcales,Microcystaceae,Microcystis,Microcystis aeruginosa,,,Terrabacteria group,Cyanobacteria/Melainabacteria group,Microcystis aeruginosa PCC 7941,,,,,,,,Oscillatoriophycideae,
Cyanobium gracile PCC 6307,AF387610,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16422,--,Yes,root,cellular organisms,Bacteria,Cyanobacteria,,Synechococcales,Synechococcaceae,Cyanobium,Cyanobium gracile,,,Terrabacteria group,Cyanobacteria/Melainabacteria group,Cyanobium gracile PCC 6307,,,,,,,,,
Prochlorococcus marinus str. MIT 9515,AF397675,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16434,--,Yes,root,cellular organisms,Bacteria,Cyanobacteria,,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus marinus,,,Terrabacteria group,Cyanobacteria/Melainabacteria group,Prochlorococcus marinus str. MIT 9515,,,,,,,,,
Prochlorococcus marinus str. AS9601,AF397677,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16436,--,Yes,root,cellular organisms,Bacteria,Cyanobacteria,,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus marinus,,,Terrabacteria group,Cyanobacteria/Melainabacteria group,Prochlorococcus marinus str. AS9601,,,,,,,,,
Prochlorococcus marinus str. MIT 9215,AF397684,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16443,--,Yes,root,cellular organisms,Bacteria,Cyanobacteria,,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus marinus,,,Terrabacteria group,Cyanobacteria/Melainabacteria group,Prochlorococcus marinus str. MIT 9215,,,,,,,,,
Prochlorococcus marinus str. MIT 9301,AF397685,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16444,--,Yes,root,cellular organisms,Bacteria,Cyanobacteria,,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus marinus,,,Terrabacteria group,Cyanobacteria/Melainabacteria group,Prochlorococcus marinus str. MIT 9301,,,,,,,,,
Prochlorococcus marinus str. MIT 9312,AF397688,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16447,--,Yes,root,cellular organisms,Bacteria,Cyanobacteria,,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus marinus,,,Terrabacteria group,Cyanobacteria/Melainabacteria group,Prochlorococcus marinus str. MIT 9312,,,,,,,,,
Prochlorococcus marinus str. NATL1A,AF397694,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16453,--,Yes,root,cellular organisms,Bacteria,Cyanobacteria,,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus marinus,,,Terrabacteria group,Cyanobacteria/Melainabacteria group,Prochlorococcus marinus str. NATL1A,,,,,,,,,
Prochlorococcus marinus str. NATL2A,AF397695,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16454,--,Yes,root,cellular organisms,Bacteria,Cyanobacteria,,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus marinus,,,Terrabacteria group,Cyanobacteria/Melainabacteria group,Prochlorococcus marinus str. NATL2A,,,,,,,,,
Prochlorococcus marinus str. MIT 9211,AF397702,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16461,--,Yes,root,cellular organisms,Bacteria,Cyanobacteria,,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus marinus,,,Terrabacteria group,Cyanobacteria/Melainabacteria group,Prochlorococcus marinus str. MIT 9211,,,,,,,,,
Prochlorococcus marinus str. MIT 9303,AF397703,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16462,--,Yes,root,cellular organisms,Bacteria,Cyanobacteria,,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus marinus,,,Terrabacteria group,Cyanobacteria/Melainabacteria group,Prochlorococcus marinus str. MIT 9303,,,,,,,,,
Prochlorococcus marinus str. MIT 9313,AF397704,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16463,--,Yes,root,cellular organisms,Bacteria,Cyanobacteria,,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus marinus,,,Terrabacteria group,Cyanobacteria/Melainabacteria group,Prochlorococcus marinus str. MIT 9313,,,,,,,,,
Synechococcus sp. WH 8109,AF397710,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16469,--,Yes,root,cellular organisms,Bacteria,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. WH 8109,,,Terrabacteria group,Cyanobacteria/Melainabacteria group,,,,,,,,,,
Synechococcus sp. WH 8103,AF397713,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16472,--,Yes,root,cellular organisms,Bacteria,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. WH 8103,,,Terrabacteria group,Cyanobacteria/Melainabacteria group,,,,,,,,,,
Synechococcus sp. WH 8020,AF397719,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16478,--,Yes,root,cellular organisms,Bacteria,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. WH 8020,,,Terrabacteria group,Cyanobacteria/Melainabacteria group,,,,,,,,,,
Synechococcus sp. WH 7805,AF397721,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16480,--,Yes,root,cellular organisms,Bacteria,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. WH 7805,,,Terrabacteria group,Cyanobacteria/Melainabacteria group,,,,,,,,,,
Synechococcus sp. WH 8018,AF397724,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16483,--,Yes,root,cellular organisms,Bacteria,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. WH 8018,,,Terrabacteria group,Cyanobacteria/Melainabacteria group,,,,,,,,,,
Synechococcus sp. WH 7803,AF397727,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16486,--,Yes,root,cellular organisms,Bacteria,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. WH 7803,,,Terrabacteria group,Cyanobacteria/Melainabacteria group,,,,,,,,,,
Synechococcus sp. WH 5701,AF397729,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16488,--,Yes,root,cellular organisms,Bacteria,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. WH 5701,,,Terrabacteria group,Cyanobacteria/Melainabacteria group,,,,,,,,,,
Cyanobium gracile PCC 6307,AF397730,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16489,--,Yes,root,cellular organisms,Bacteria,Cyanobacteria,,Synechococcales,Synechococcaceae,Cyanobium,Cyanobium gracile,,,Terrabacteria group,Cyanobacteria/Melainabacteria group,Cyanobium gracile PCC 6307,,,,,,,,,
Lactobacillus sakei,AF401668,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16490,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sakei,,,Terrabacteria group,,,,,,,,,,,
Fusobacterium necrophorum subsp. funduliforme,AF410961,74,32,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16492,--,Yes,root,cellular organisms,Bacteria,,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacteria <phylum>,Fusobacterium necrophorum,Fusobacterium necrophorum subsp. funduliforme,,,,,,,,,,,,
Fusobacterium necrophorum subsp. funduliforme,AF410967,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16495,--,Yes,root,cellular organisms,Bacteria,,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacteria <phylum>,Fusobacterium necrophorum,Fusobacterium necrophorum subsp. funduliforme,,,,,,,,,,,,
Bacillus amyloliquefaciens,AF478079,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16543,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,,Bacillus <bacterium>,Bacillus amyloliquefaciens,,Terrabacteria group,,,,Bacillus subtilis group,Bacillus amyloliquefaciens group,,,,,,
Bacillus licheniformis,AF478087,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16545,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,,Bacillus <bacterium>,Bacillus licheniformis,,Terrabacteria group,,,,Bacillus subtilis group,,,,,,,
Brevibacillus borstelensis,AF478092,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16546,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,Brevibacillus borstelensis,,,Terrabacteria group,,,,,,,,,,,
Brevibacillus borstelensis,AF478093,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16547,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,Brevibacillus borstelensis,,,Terrabacteria group,,,,,,,,,,,
Brevibacillus parabrevis,AF478097,74,30,44,No,0,tRNA,0,()()(),()()(),--,No,CRW,--,CRW_t_B_16548,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,Brevibacillus parabrevis,,,Terrabacteria group,,,,,,,,,,,
Bacillus lentus,AF478110,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16549,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,,Bacillus <bacterium>,Bacillus lentus,,Terrabacteria group,,,,,,,,,,,
Lactobacillus alimentarius,AF500493,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16561,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus alimentarius,,,Terrabacteria group,,,,,,,,,,,
Candidatus Phytoplasma phoenicium,AF515637,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16709,--,Yes,root,cellular organisms,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Candidatus Phytoplasma,Candidatus Phytoplasma phoenicium,,,Terrabacteria group,,,,16SrIX (Pigeon pea witches'-broom group),,,,,,,
uncultured cyanobacterium,AF547626,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16723,--,Yes,root,cellular organisms,Bacteria,Cyanobacteria,,,,,environmental samples <Cyanobacteria>,uncultured cyanobacterium,,Terrabacteria group,Cyanobacteria/Melainabacteria group,,,,,,,,,,
uncultured cyanobacterium,AF547627,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16724,--,Yes,root,cellular organisms,Bacteria,Cyanobacteria,,,,,environmental samples <Cyanobacteria>,uncultured cyanobacterium,,Terrabacteria group,Cyanobacteria/Melainabacteria group,,,,,,,,,,
uncultured cyanobacterium,AF547628,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16725,--,Yes,root,cellular organisms,Bacteria,Cyanobacteria,,,,,environmental samples <Cyanobacteria>,uncultured cyanobacterium,,Terrabacteria group,Cyanobacteria/Melainabacteria group,,,,,,,,,,
uncultured cyanobacterium,AF547629,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16726,--,Yes,root,cellular organisms,Bacteria,Cyanobacteria,,,,,environmental samples <Cyanobacteria>,uncultured cyanobacterium,,Terrabacteria group,Cyanobacteria/Melainabacteria group,,,,,,,,,,
uncultured cyanobacterium,AF547630,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16727,--,Yes,root,cellular organisms,Bacteria,Cyanobacteria,,,,,environmental samples <Cyanobacteria>,uncultured cyanobacterium,,Terrabacteria group,Cyanobacteria/Melainabacteria group,,,,,,,,,,
uncultured cyanobacterium,AF547631,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16728,--,Yes,root,cellular organisms,Bacteria,Cyanobacteria,,,,,environmental samples <Cyanobacteria>,uncultured cyanobacterium,,Terrabacteria group,Cyanobacteria/Melainabacteria group,,,,,,,,,,
uncultured cyanobacterium,AF547632,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16729,--,Yes,root,cellular organisms,Bacteria,Cyanobacteria,,,,,environmental samples <Cyanobacteria>,uncultured cyanobacterium,,Terrabacteria group,Cyanobacteria/Melainabacteria group,,,,,,,,,,
uncultured cyanobacterium,AF547633,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16730,--,Yes,root,cellular organisms,Bacteria,Cyanobacteria,,,,,environmental samples <Cyanobacteria>,uncultured cyanobacterium,,Terrabacteria group,Cyanobacteria/Melainabacteria group,,,,,,,,,,
uncultured cyanobacterium,AF547634,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16731,--,Yes,root,cellular organisms,Bacteria,Cyanobacteria,,,,,environmental samples <Cyanobacteria>,uncultured cyanobacterium,,Terrabacteria group,Cyanobacteria/Melainabacteria group,,,,,,,,,,
uncultured cyanobacterium,AF547635,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16732,--,Yes,root,cellular organisms,Bacteria,Cyanobacteria,,,,,environmental samples <Cyanobacteria>,uncultured cyanobacterium,,Terrabacteria group,Cyanobacteria/Melainabacteria group,,,,,,,,,,
uncultured cyanobacterium,AF547636,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16733,--,Yes,root,cellular organisms,Bacteria,Cyanobacteria,,,,,environmental samples <Cyanobacteria>,uncultured cyanobacterium,,Terrabacteria group,Cyanobacteria/Melainabacteria group,,,,,,,,,,
uncultured cyanobacterium,AF547637,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16734,--,Yes,root,cellular organisms,Bacteria,Cyanobacteria,,,,,environmental samples <Cyanobacteria>,uncultured cyanobacterium,,Terrabacteria group,Cyanobacteria/Melainabacteria group,,,,,,,,,,
