Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID,Reference,Taxonomy.NCBI.Classified,Taxonomy.NCBI.no rank 0,Taxonomy.NCBI.no rank 1,Taxonomy.NCBI.superkingdom,Taxonomy.NCBI.no rank 2,Taxonomy.NCBI.phylum,Taxonomy.NCBI.class,Taxonomy.NCBI.order,Taxonomy.NCBI.family,Taxonomy.NCBI.genus,Taxonomy.NCBI.species group,Taxonomy.NCBI.unknown 0,Taxonomy.NCBI.unknown 1,Taxonomy.NCBI.no rank 3,Taxonomy.NCBI.subphylum,Taxonomy.NCBI.unknown 2,Taxonomy.NCBI.no rank 4,Taxonomy.NCBI.tribe,Taxonomy.NCBI.subclass,Taxonomy.NCBI.unknown 3,Taxonomy.NCBI.no rank 5,Taxonomy.NCBI.suborder,Taxonomy.NCBI.species subgroup,Taxonomy.NCBI.subfamily
Chlamydia suis,AF269270,31,23,8,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11588,--,Yes,root,cellular organisms,Bacteria,PVC group,,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,,Chlamydiae <phylum>,Chlamydia suis,Chlamydia/Chlamydophila group,,,,,,,,,,
Chlamydia suis,AF269271,31,23,8,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11589,--,Yes,root,cellular organisms,Bacteria,PVC group,,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,,Chlamydiae <phylum>,Chlamydia suis,Chlamydia/Chlamydophila group,,,,,,,,,,
Chlamydia suis,AF269272,31,23,8,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11590,--,Yes,root,cellular organisms,Bacteria,PVC group,,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,,Chlamydiae <phylum>,Chlamydia suis,Chlamydia/Chlamydophila group,,,,,,,,,,
Chlamydia suis,AF269273,31,23,8,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11591,--,Yes,root,cellular organisms,Bacteria,PVC group,,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,,Chlamydiae <phylum>,Chlamydia suis,Chlamydia/Chlamydophila group,,,,,,,,,,
Chlamydia suis,AF269274,31,23,8,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11592,--,Yes,root,cellular organisms,Bacteria,PVC group,,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,,Chlamydiae <phylum>,Chlamydia suis,Chlamydia/Chlamydophila group,,,,,,,,,,
Chlamydia suis,AF269275,31,23,8,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11593,--,Yes,root,cellular organisms,Bacteria,PVC group,,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,,Chlamydiae <phylum>,Chlamydia suis,Chlamydia/Chlamydophila group,,,,,,,,,,
Chlamydia suis,AF269276,31,23,8,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11594,--,Yes,root,cellular organisms,Bacteria,PVC group,,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,,Chlamydiae <phylum>,Chlamydia suis,Chlamydia/Chlamydophila group,,,,,,,,,,
Lactobacillus sakei,AF401668,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11596,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,Lactobacillus sakei,,,,,,,,,,,,
Lactobacillus sakei,AF401668,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11597,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,Lactobacillus sakei,,,,,,,,,,,,
Helicobacter pylori,AF432413,30,20,10,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11599,--,Yes,root,cellular organisms,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,,Helicobacter pylori,,,delta/epsilon subdivisions,,,,,,,,,
Francisella tularensis subsp. tularensis SCHU S4,AJ749949,72,30,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11657,--,Yes,root,cellular organisms,Bacteria,Francisella tularensis subsp. tularensis SCHU S4,Proteobacteria,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,,Francisella tularensis,Francisella tularensis subsp. tularensis,,,,,,,,,,,
Francisella tularensis subsp. tularensis SCHU S4,AJ749949,71,29,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11658,--,Yes,root,cellular organisms,Bacteria,Francisella tularensis subsp. tularensis SCHU S4,Proteobacteria,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,,Francisella tularensis,Francisella tularensis subsp. tularensis,,,,,,,,,,,
Francisella tularensis subsp. tularensis SCHU S4,AJ749949,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11659,--,Yes,root,cellular organisms,Bacteria,Francisella tularensis subsp. tularensis SCHU S4,Proteobacteria,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,,Francisella tularensis,Francisella tularensis subsp. tularensis,,,,,,,,,,,
Thermotoga petrophila,AJ872269,73,35,38,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11660,--,Yes,root,cellular organisms,Bacteria,,,,Thermotogales,Thermotogaceae,Thermotoga,,Thermotogae <phylum>,Thermotogae <class>,,,Thermotoga petrophila,,,,,,,,
Thermotoga sp. RQ7,AJ872270,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11661,--,Yes,root,cellular organisms,Bacteria,,,,Thermotogales,Thermotogaceae,Thermotoga,,Thermotogae <phylum>,Thermotogae <class>,,,Thermotoga sp. RQ7,,,,,,,,
Thermotoga sp. SG1,AJ872271,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11662,--,Yes,root,cellular organisms,Bacteria,,,,Thermotogales,Thermotogaceae,Thermotoga,,Thermotogae <phylum>,Thermotogae <class>,,,Thermotoga sp. SG1,,,,,,,,
Thermotoga sp. KOL6,AJ872272,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11663,--,Yes,root,cellular organisms,Bacteria,,,,Thermotogales,Thermotogaceae,Thermotoga,,Thermotogae <phylum>,Thermotogae <class>,,,Thermotoga sp. KOL6,,,,,,,,
Staphylococcus aureus RF122,AJ938182,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11669,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,Staphylococcus aureus,,Staphylococcus aureus RF122,,,,,,,,,,
Staphylococcus aureus RF122,AJ938182,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11670,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,Staphylococcus aureus,,Staphylococcus aureus RF122,,,,,,,,,,
Staphylococcus aureus RF122,AJ938182,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11671,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,Staphylococcus aureus,,Staphylococcus aureus RF122,,,,,,,,,,
Staphylococcus aureus RF122,AJ938182,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11672,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,Staphylococcus aureus,,Staphylococcus aureus RF122,,,,,,,,,,
Mycobacterium leprae,AL583922,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11698,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,,,Corynebacteriales,Mycobacteriaceae,Mycobacterium,,Actinobacteria <phylum>,Actinobacteria <class>,,,Mycobacterium leprae,,,,,,,,
Listeria monocytogenes,AL591974,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11708,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,,Listeria monocytogenes,,,,,,,,,,,,
Listeria monocytogenes,AL591977,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11709,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,,Listeria monocytogenes,,,,,,,,,,,,
Listeria monocytogenes,AL591980,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11710,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,,Listeria monocytogenes,,,,,,,,,,,,
Listeria monocytogenes,AL591983,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11712,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,,Listeria monocytogenes,,,,,,,,,,,,
Listeria innocua,AL596164,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11713,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,,Listeria innocua,,,,,,,,,,,,
Listeria innocua,AL596166,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11714,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,,Listeria innocua,,,,,,,,,,,,
Listeria innocua,AL596170,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11715,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,,Listeria innocua,,,,,,,,,,,,
Listeria innocua,AL596172,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11717,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,,Listeria innocua,,,,,,,,,,,,
Lactobacillus plantarum WCFS1,AL935253,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11732,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,Lactobacillus plantarum,,Lactobacillus plantarum WCFS1,,,,,,,,,,
Lactobacillus plantarum WCFS1,AL935254,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11733,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,Lactobacillus plantarum,,Lactobacillus plantarum WCFS1,,,,,,,,,,
Lactobacillus plantarum WCFS1,AL935256,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11734,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,Lactobacillus plantarum,,Lactobacillus plantarum WCFS1,,,,,,,,,,
Lactobacillus plantarum WCFS1,AL935258,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11735,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,Lactobacillus plantarum,,Lactobacillus plantarum WCFS1,,,,,,,,,,
Lactobacillus plantarum WCFS1,AL935258,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11736,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,Lactobacillus plantarum,,Lactobacillus plantarum WCFS1,,,,,,,,,,
Lactobacillus plantarum WCFS1,AL935259,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11737,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,Lactobacillus plantarum,,Lactobacillus plantarum WCFS1,,,,,,,,,,
Bordetella avium 197N,AM167904,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11774,--,Yes,root,cellular organisms,Bacteria,Bordetella avium 197N,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,,Bordetella avium,,,,,,,,,,,,
Bordetella avium 197N,AM167904,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11775,--,Yes,root,cellular organisms,Bacteria,Bordetella avium 197N,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,,Bordetella avium,,,,,,,,,,,,
Bordetella avium 197N,AM167904,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11776,--,Yes,root,cellular organisms,Bacteria,Bordetella avium 197N,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,,Bordetella avium,,,,,,,,,,,,
Bordetella avium 197N,AM167904,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11777,--,Yes,root,cellular organisms,Bacteria,Bordetella avium 197N,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,,Bordetella avium,,,,,,,,,,,,
Listeria welshimeri serovar 6b str. SLCC5334,AM263198,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11801,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,,Listeria welshimeri,,Listeria welshimeri serovar 6b str. SLCC5334,,,,,,,,,,
Listeria welshimeri serovar 6b str. SLCC5334,AM263198,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11802,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,,Listeria welshimeri,,Listeria welshimeri serovar 6b str. SLCC5334,,,,,,,,,,
Listeria welshimeri serovar 6b str. SLCC5334,AM263198,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11803,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,,Listeria welshimeri,,Listeria welshimeri serovar 6b str. SLCC5334,,,,,,,,,,
Listeria welshimeri serovar 6b str. SLCC5334,AM263198,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11804,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,,Listeria welshimeri,,Listeria welshimeri serovar 6b str. SLCC5334,,,,,,,,,,
Lactococcus lactis subsp. cremoris MG1363,AM406671,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11823,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,,Lactococcus lactis,Lactococcus lactis subsp. cremoris,Lactococcus lactis subsp. cremoris MG1363,,,,,,,,,,
Lactococcus lactis subsp. cremoris MG1363,AM406671,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11824,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,,Lactococcus lactis,Lactococcus lactis subsp. cremoris,Lactococcus lactis subsp. cremoris MG1363,,,,,,,,,,
Lactococcus lactis subsp. cremoris MG1363,AM406671,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11825,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,,Lactococcus lactis,Lactococcus lactis subsp. cremoris,Lactococcus lactis subsp. cremoris MG1363,,,,,,,,,,
Lactococcus lactis subsp. cremoris MG1363,AM406671,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11826,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,,Lactococcus lactis,Lactococcus lactis subsp. cremoris,Lactococcus lactis subsp. cremoris MG1363,,,,,,,,,,
Bacillus clausii KSM-K16,AP006627,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11843,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Bacillaceae,,,Bacillus <bacterium>,Bacillus clausii,Bacillus clausii KSM-K16,,,,,,,,,,
Bacillus clausii KSM-K16,AP006627,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11844,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Bacillaceae,,,Bacillus <bacterium>,Bacillus clausii,Bacillus clausii KSM-K16,,,,,,,,,,
Bacillus clausii KSM-K16,AP006627,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11845,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Bacillaceae,,,Bacillus <bacterium>,Bacillus clausii,Bacillus clausii KSM-K16,,,,,,,,,,
Bacillus clausii KSM-K16,AP006627,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11847,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Bacillaceae,,,Bacillus <bacterium>,Bacillus clausii,Bacillus clausii KSM-K16,,,,,,,,,,
Onion yellows phytoplasma OY-M,AP006628,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11848,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Candidatus Phytoplasma,Candidatus Phytoplasma asteris,Onion yellows phytoplasma,,Onion yellows phytoplasma OY-M,,,,,,,,,,
Onion yellows phytoplasma OY-M,AP006628,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11849,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Candidatus Phytoplasma,Candidatus Phytoplasma asteris,Onion yellows phytoplasma,,Onion yellows phytoplasma OY-M,,,,,,,,,,
Bacteroides fragilis YCH46,AP006841,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11868,--,Yes,root,cellular organisms,Bacteria,FCB group,,Bacteroidia,Bacteroidales,Bacteroidaceae,,,Bacteroidetes <phylum>,Bacteroides <genus>,Bacteroidetes/Chlorobi group,,Bacteroides fragilis,Bacteroides fragilis YCH46,,,,,,,
Bacteroides fragilis YCH46,AP006841,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11870,--,Yes,root,cellular organisms,Bacteria,FCB group,,Bacteroidia,Bacteroidales,Bacteroidaceae,,,Bacteroidetes <phylum>,Bacteroides <genus>,Bacteroidetes/Chlorobi group,,Bacteroides fragilis,Bacteroides fragilis YCH46,,,,,,,
Bacteroides fragilis YCH46,AP006841,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11871,--,Yes,root,cellular organisms,Bacteria,FCB group,,Bacteroidia,Bacteroidales,Bacteroidaceae,,,Bacteroidetes <phylum>,Bacteroides <genus>,Bacteroidetes/Chlorobi group,,Bacteroides fragilis,Bacteroides fragilis YCH46,,,,,,,
Bacteroides fragilis YCH46,AP006841,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11872,--,Yes,root,cellular organisms,Bacteria,FCB group,,Bacteroidia,Bacteroidales,Bacteroidaceae,,,Bacteroidetes <phylum>,Bacteroides <genus>,Bacteroidetes/Chlorobi group,,Bacteroides fragilis,Bacteroides fragilis YCH46,,,,,,,
Synechococcus elongatus PCC 6301,AP008231,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11948,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,,Synechococcus elongatus,,Cyanobacteria/Melainabacteria group,,,Synechococcus elongatus PCC 6301,,,,,,,
Synechococcus elongatus PCC 6301,AP008231,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11949,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,,Synechococcus elongatus,,Cyanobacteria/Melainabacteria group,,,Synechococcus elongatus PCC 6301,,,,,,,
Synechococcus elongatus PCC 6301,AP008231,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11950,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,,Synechococcus elongatus,,Cyanobacteria/Melainabacteria group,,,Synechococcus elongatus PCC 6301,,,,,,,
Bacillus cereus,AY224382,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11984,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Bacillaceae,,Bacillus cereus group,Bacillus <bacterium>,Bacillus cereus,,,,,,,,,,,
Bacillus cereus,AY224383,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11985,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Bacillaceae,,Bacillus cereus group,Bacillus <bacterium>,Bacillus cereus,,,,,,,,,,,
Bacillus cereus,AY224388,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11989,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Bacillaceae,,Bacillus cereus group,Bacillus <bacterium>,Bacillus cereus,,,,,,,,,,,
Buchnera aphidicola str. APS (Acyrthosiphon pisum),BA000003,72,30,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12146,--,Yes,root,cellular organisms,Bacteria,Buchnera aphidicola (Acyrthosiphon pisum),Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,,,Buchnera <proteobacteria>,Buchnera aphidicola,Buchnera aphidicola str. APS (Acyrthosiphon pisum),,,,,,,,,,
Bacillus halodurans C-125,BA000004,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12149,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Bacillaceae,,,Bacillus <bacterium>,Bacillus halodurans,Bacillus halodurans C-125,,,,,,,,,,
Staphylococcus aureus subsp. aureus Mu50,BA000017,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12160,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,Staphylococcus aureus,Staphylococcus aureus subsp. aureus,Staphylococcus aureus subsp. aureus Mu50,,,,,,,,,,
Staphylococcus aureus subsp. aureus Mu50,BA000017,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12161,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,Staphylococcus aureus,Staphylococcus aureus subsp. aureus,Staphylococcus aureus subsp. aureus Mu50,,,,,,,,,,
Staphylococcus aureus subsp. aureus Mu50,BA000017,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12162,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,Staphylococcus aureus,Staphylococcus aureus subsp. aureus,Staphylococcus aureus subsp. aureus Mu50,,,,,,,,,,
Staphylococcus aureus subsp. aureus Mu50,BA000017,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12163,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,Staphylococcus aureus,Staphylococcus aureus subsp. aureus,Staphylococcus aureus subsp. aureus Mu50,,,,,,,,,,
Staphylococcus aureus subsp. aureus Mu50,BA000017,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12164,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,Staphylococcus aureus,Staphylococcus aureus subsp. aureus,Staphylococcus aureus subsp. aureus Mu50,,,,,,,,,,
Staphylococcus aureus subsp. aureus Mu50,BA000017,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12165,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,Staphylococcus aureus,Staphylococcus aureus subsp. aureus,Staphylococcus aureus subsp. aureus Mu50,,,,,,,,,,
Nostoc sp. PCC 7120,BA000019,71,27,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_12172,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,,Nostoc sp. PCC 7120,,Cyanobacteria/Melainabacteria group,,,,,,,,,,
Nostoc sp. PCC 7120,BA000019,72,28,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_12173,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,,Nostoc sp. PCC 7120,,Cyanobacteria/Melainabacteria group,,,,,,,,,,
Nostoc sp. PCC 7120,BA000019,72,28,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_12174,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,,Nostoc sp. PCC 7120,,Cyanobacteria/Melainabacteria group,,,,,,,,,,
Streptococcus pyogenes SSI-1,BA000034,72,28,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_12212,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,Streptococcus pyogenes,,Streptococcus pyogenes serotype M3,,,Streptococcus pyogenes SSI-1,,,,,,,
