Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID,Reference,Taxonomy.NCBI.Classified,Taxonomy.NCBI.no rank 0,Taxonomy.NCBI.no rank 1,Taxonomy.NCBI.superkingdom,Taxonomy.NCBI.phylum,Taxonomy.NCBI.class,Taxonomy.NCBI.order,Taxonomy.NCBI.family,Taxonomy.NCBI.genus,Taxonomy.NCBI.unknown 0,Taxonomy.NCBI.species group,Taxonomy.NCBI.no rank 2,Taxonomy.NCBI.no rank 3,Taxonomy.NCBI.unknown 1,Taxonomy.NCBI.unknown 2,Taxonomy.NCBI.no rank 4,Taxonomy.NCBI.subphylum,Taxonomy.NCBI.species subgroup
uncultured Chromatiales bacterium,AY934331,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2890,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,environmental samples <Chromatiales>,,,,uncultured Chromatiales bacterium,,,,
uncultured gamma proteobacterium,AY934332,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2891,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,,,,uncultured gamma proteobacterium,,,,
uncultured Chromatiales bacterium,AY934334,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2892,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,environmental samples <Chromatiales>,,,,uncultured Chromatiales bacterium,,,,
uncultured Chromatiales bacterium,AY934335,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2893,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,environmental samples <Chromatiales>,,,,uncultured Chromatiales bacterium,,,,
uncultured Chromatiales bacterium,AY934337,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2894,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,environmental samples <Chromatiales>,,,,uncultured Chromatiales bacterium,,,,
uncultured gamma proteobacterium,AY934338,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2895,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,,,,uncultured gamma proteobacterium,,,,
uncultured Chromatiales bacterium,AY934340,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2897,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,environmental samples <Chromatiales>,,,,uncultured Chromatiales bacterium,,,,
uncultured Chromatiales bacterium,AY934341,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2898,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,environmental samples <Chromatiales>,,,,uncultured Chromatiales bacterium,,,,
uncultured gamma proteobacterium,AY934343,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2899,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,,,,uncultured gamma proteobacterium,,,,
uncultured Marinobacter sp.,AY934345,76,40,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2900,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,environmental samples <Marinobacter>,,,,uncultured Marinobacter sp.,,,,
uncultured Chromatiales bacterium,AY934348,76,38,38,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2903,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,environmental samples <Chromatiales>,,,,uncultured Chromatiales bacterium,,,,
uncultured Marinobacter sp.,AY934349,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2904,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,environmental samples <Marinobacter>,,,,uncultured Marinobacter sp.,,,,
uncultured gamma proteobacterium,AY934350,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2905,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,,,,uncultured gamma proteobacterium,,,,
uncultured Marinobacter sp.,AY934353,76,42,34,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2908,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,environmental samples <Marinobacter>,,,,uncultured Marinobacter sp.,,,,
uncultured gamma proteobacterium,AY934354,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2909,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,,,,uncultured gamma proteobacterium,,,,
uncultured Marinobacter sp.,AY934358,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2911,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,environmental samples <Marinobacter>,,,,uncultured Marinobacter sp.,,,,
uncultured gamma proteobacterium,AY934359,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2912,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,,,,uncultured gamma proteobacterium,,,,
uncultured Thiotrichales bacterium,AY934364,76,36,40,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_2914,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,,,environmental samples <Thiotrichales>,,,,uncultured Thiotrichales bacterium,,,,
uncultured Chromatiales bacterium,AY934365,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2915,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,environmental samples <Chromatiales>,,,,uncultured Chromatiales bacterium,,,,
uncultured Chromatiales bacterium,AY934366,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2916,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,environmental samples <Chromatiales>,,,,uncultured Chromatiales bacterium,,,,
uncultured Pseudoalteromonas sp.,AY934367,76,36,40,No,0,tRNA,0,(()()()),((()()())),--,No,CRW,--,CRW_t_B_2917,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,environmental samples <Pseudoalteromonas>,,,,uncultured Pseudoalteromonas sp.,,,,
uncultured Thiotrichales bacterium,AY934369,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2919,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,,,environmental samples <Thiotrichales>,,,,uncultured Thiotrichales bacterium,,,,
uncultured Thiotrichales bacterium,AY934370,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2920,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,,,environmental samples <Thiotrichales>,,,,uncultured Thiotrichales bacterium,,,,
uncultured Chromatiales bacterium,AY934373,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2923,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,environmental samples <Chromatiales>,,,,uncultured Chromatiales bacterium,,,,
uncultured Chromatiales bacterium,AY934374,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2924,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,environmental samples <Chromatiales>,,,,uncultured Chromatiales bacterium,,,,
uncultured Chromatiales bacterium,AY934375,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2925,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,environmental samples <Chromatiales>,,,,uncultured Chromatiales bacterium,,,,
uncultured Thiotrichales bacterium,AY934377,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2927,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,,,environmental samples <Thiotrichales>,,,,uncultured Thiotrichales bacterium,,,,
uncultured Chromatiales bacterium,AY934378,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2928,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,environmental samples <Chromatiales>,,,,uncultured Chromatiales bacterium,,,,
uncultured Thiotrichales bacterium,AY934380,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2930,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,,,environmental samples <Thiotrichales>,,,,uncultured Thiotrichales bacterium,,,,
uncultured Pseudoalteromonas sp.,AY934384,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2934,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,environmental samples <Pseudoalteromonas>,,,,uncultured Pseudoalteromonas sp.,,,,
uncultured Thiotrichales bacterium,AY934388,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2937,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,,,environmental samples <Thiotrichales>,,,,uncultured Thiotrichales bacterium,,,,
uncultured Shewanellaceae bacterium,AY934392,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2940,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,,environmental samples <Shewanellaceae>,,,,uncultured Shewanellaceae bacterium,,,,
uncultured gamma proteobacterium,AY934394,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2941,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,,,,uncultured gamma proteobacterium,,,,
uncultured gamma proteobacterium,AY934399,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2944,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,,,,uncultured gamma proteobacterium,,,,
uncultured Chromatiales bacterium,AY934400,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2945,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,environmental samples <Chromatiales>,,,,uncultured Chromatiales bacterium,,,,
uncultured Pseudoalteromonas sp.,AY934402,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2947,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,environmental samples <Pseudoalteromonas>,,,,uncultured Pseudoalteromonas sp.,,,,
uncultured Pseudoalteromonas sp.,AY934405,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2949,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,environmental samples <Pseudoalteromonas>,,,,uncultured Pseudoalteromonas sp.,,,,
uncultured gamma proteobacterium,AY934408,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2951,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,,,,uncultured gamma proteobacterium,,,,
uncultured gamma proteobacterium,AY934413,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2956,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,,,,uncultured gamma proteobacterium,,,,
uncultured gamma proteobacterium,AY934414,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2957,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,,,,uncultured gamma proteobacterium,,,,
uncultured gamma proteobacterium,AY934415,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2958,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,,,,uncultured gamma proteobacterium,,,,
uncultured gamma proteobacterium,AY934416,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2959,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,,,,uncultured gamma proteobacterium,,,,
uncultured gamma proteobacterium,AY934418,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2960,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,,,,uncultured gamma proteobacterium,,,,
uncultured Shewanellaceae bacterium,AY934420,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2962,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,,environmental samples <Shewanellaceae>,,,,uncultured Shewanellaceae bacterium,,,,
uncultured gamma proteobacterium,AY934425,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2966,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,,,,uncultured gamma proteobacterium,,,,
Bradyrhizobium elkanii,U35000,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3081,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium elkanii,,,,,,,,
Bradyrhizobium japonicum,U69638,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3082,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium japonicum,,,,,,,,
Rhodopseudomonas palustris CGA009,BX572607,76,34,42,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_3129,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,,Rhodopseudomonas palustris CGA009,,,,,,
Rhodopseudomonas palustris CGA009,BX572608,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3130,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,,Rhodopseudomonas palustris CGA009,,,,,,
Lactobacillus sakei subsp. sakei 23K,CR936503,76,38,38,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3911,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sakei,,Terrabacteria group,Lactobacillus sakei subsp. sakei 23K,Lactobacillus sakei subsp. sakei,,,,
Candidatus Liberibacter asiaticus,U61359,76,42,34,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4371,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Liberibacter,Candidatus Liberibacter asiaticus,,,,,,,,
Burkholderia cepacia,L28151,76,38,38,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4394,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cepacia,Burkholderia cepacia complex,,,,,,,
Burkholderia cepacia,L28152,76,38,38,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4395,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cepacia,Burkholderia cepacia complex,,,,,,,
Burkholderia cepacia,L28154,76,38,38,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4396,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cepacia,Burkholderia cepacia complex,,,,,,,
Coxiella burnetii,X78986,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4508,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,,Coxiella <Bacteria>,,,,Coxiella burnetii,,,,
Bradyrhizobium japonicum,Z35330,77,35,42,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_4549,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium japonicum,,,,,,,,
Pseudomonas aeruginosa PAO1,AE004091,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4633,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,Pseudomonas aeruginosa group,Pseudomonas aeruginosa PAO1,,,,,,
Thermus thermophilus HB27,AE017221,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4784,--,Yes,root,cellular organisms,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,Thermus thermophilus,,Terrabacteria group,Thermus thermophilus HB27,,,,,
Pseudomonas aeruginosa PAO1,AE004091,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_5894,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,Pseudomonas aeruginosa group,Pseudomonas aeruginosa PAO1,,,,,,
Pseudomonas aeruginosa PAO1,AE004091,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_5895,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,Pseudomonas aeruginosa group,Pseudomonas aeruginosa PAO1,,,,,,
Pseudomonas aeruginosa PAO1,AE004091,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_5896,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,Pseudomonas aeruginosa group,Pseudomonas aeruginosa PAO1,,,,,,
Thermus thermophilus HB27,AE017221,77,37,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6052,--,Yes,root,cellular organisms,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,Thermus thermophilus,,Terrabacteria group,Thermus thermophilus HB27,,,,,
Mycoplasma hyopneumoniae J,AE017243,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6062,--,Yes,root,cellular organisms,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma hyopneumoniae,,Terrabacteria group,Mycoplasma hyopneumoniae J,,,,,
Geobacillus kaustophilus HTA426,BA000043,76,46,30,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6495,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus kaustophilus,Geobacillus thermoleovorans group,Terrabacteria group,Geobacillus kaustophilus HTA426,,,,,
Geobacillus kaustophilus HTA426,BA000043,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6496,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus kaustophilus,Geobacillus thermoleovorans group,Terrabacteria group,Geobacillus kaustophilus HTA426,,,,,
Moorella thermoacetica ATCC 39073,CP000232,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6699,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,,Moorella <bacteria>,,Terrabacteria group,Moorella group,Moorella thermoacetica,,Moorella thermoacetica ATCC 39073,,
Moorella thermoacetica ATCC 39073,CP000232,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_7643,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,,Moorella <bacteria>,,Terrabacteria group,Moorella group,Moorella thermoacetica,,Moorella thermoacetica ATCC 39073,,
Pseudomonas aeruginosa PAO1,AE004091,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8073,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,Pseudomonas aeruginosa group,Pseudomonas aeruginosa PAO1,,,,,,
Pseudomonas aeruginosa PAO1,AE004091,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8074,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,Pseudomonas aeruginosa group,Pseudomonas aeruginosa PAO1,,,,,,
Pseudomonas aeruginosa PAO1,AE004091,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8075,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,Pseudomonas aeruginosa group,Pseudomonas aeruginosa PAO1,,,,,,
Erwinia amylovora,AF290419,77,41,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8393,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Erwinia amylovora,,,,,,,,
Francisella tularensis subsp. tularensis SCHU S4,AJ749949,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8518,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,Francisella tularensis,,Francisella tularensis subsp. tularensis SCHU S4,,Francisella tularensis subsp. tularensis,,,,
Vibrio fluvialis,AY245214,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8782,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio fluvialis,,,,,,,,
Vibrio fluvialis,AY245218,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8784,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio fluvialis,,,,,,,,
Corynebacterium glutamicum ATCC 13032,BA000036,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8956,--,Yes,root,cellular organisms,Bacteria,,,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Actinobacteria <phylum>,,Terrabacteria group,Corynebacterium glutamicum ATCC 13032,Actinobacteria <class>,Corynebacterium glutamicum,,,
Pseudomonas aeruginosa PAO1,AE004091,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11177,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,Pseudomonas aeruginosa group,Pseudomonas aeruginosa PAO1,,,,,,
Pseudomonas aeruginosa PAO1,AE004091,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11178,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,Pseudomonas aeruginosa group,Pseudomonas aeruginosa PAO1,,,,,,
Pseudomonas aeruginosa PAO1,AE004091,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11179,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,Pseudomonas aeruginosa group,Pseudomonas aeruginosa PAO1,,,,,,
Shigella flexneri 2a str. 2457T,AE014073,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11304,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri,,Shigella flexneri 2a,Shigella flexneri 2a str. 2457T,,,,,
Shigella flexneri 2a str. 2457T,AE014073,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11305,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri,,Shigella flexneri 2a,Shigella flexneri 2a str. 2457T,,,,,
Shigella flexneri 2a str. 2457T,AE014073,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11306,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri,,Shigella flexneri 2a,Shigella flexneri 2a str. 2457T,,,,,
Shigella flexneri 2a str. 2457T,AE014073,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11307,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri,,Shigella flexneri 2a,Shigella flexneri 2a str. 2457T,,,,,
