Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID,Reference,Taxonomy.NCBI.Classified,Taxonomy.NCBI.no rank 0,Taxonomy.NCBI.no rank 1,Taxonomy.NCBI.superkingdom,Taxonomy.NCBI.no rank 2,Taxonomy.NCBI.unknown 0,Taxonomy.NCBI.unknown 1,Taxonomy.NCBI.order,Taxonomy.NCBI.no rank 3,Taxonomy.NCBI.genus,Taxonomy.NCBI.unknown 2,Taxonomy.NCBI.no rank 4,Taxonomy.NCBI.class,Taxonomy.NCBI.family,Taxonomy.NCBI.phylum,Taxonomy.NCBI.subphylum,Taxonomy.NCBI.species group,Taxonomy.NCBI.tribe,Taxonomy.NCBI.species subgroup,Taxonomy.NCBI.suborder,Taxonomy.NCBI.no rank 5,Taxonomy.NCBI.unknown 3,Taxonomy.NCBI.subgenus,Taxonomy.NCBI.subclass
Carboxydothermus hydrogenoformans Z-2901,CP000141,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18938,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Carboxydothermus hydrogenoformans,,Thermoanaerobacterales,Carboxydothermus hydrogenoformans Z-2901,Carboxydothermus,,,Clostridia,Thermoanaerobacteraceae,Firmicutes,,,,,,,,,
Pelobacter carbinolicus DSM 2380,CP000142,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18939,--,Yes,root,cellular organisms,Bacteria,Pelobacter carbinolicus DSM 2380,Pelobacter carbinolicus,,Desulfuromonadales,,Pelobacter,,,Deltaproteobacteria,Desulfuromonadaceae,Proteobacteria,delta/epsilon subdivisions,,,,,,,,
Pelobacter carbinolicus DSM 2380,CP000142,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18940,--,Yes,root,cellular organisms,Bacteria,Pelobacter carbinolicus DSM 2380,Pelobacter carbinolicus,,Desulfuromonadales,,Pelobacter,,,Deltaproteobacteria,Desulfuromonadaceae,Proteobacteria,delta/epsilon subdivisions,,,,,,,,
Rhodobacter sphaeroides 2.4.1,CP000143,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18941,--,Yes,root,cellular organisms,Bacteria,Rhodobacter sphaeroides 2.4.1,Rhodobacter sphaeroides,,Rhodobacterales,,Rhodobacter,,,Alphaproteobacteria,Rhodobacteraceae,Proteobacteria,,,,,,,,,
Rhodobacter sphaeroides 2.4.1,CP000144,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18942,--,Yes,root,cellular organisms,Bacteria,Rhodobacter sphaeroides 2.4.1,Rhodobacter sphaeroides,,Rhodobacterales,,Rhodobacter,,,Alphaproteobacteria,Rhodobacteraceae,Proteobacteria,,,,,,,,,
Rhodobacter sphaeroides 2.4.1,CP000144,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18943,--,Yes,root,cellular organisms,Bacteria,Rhodobacter sphaeroides 2.4.1,Rhodobacter sphaeroides,,Rhodobacterales,,Rhodobacter,,,Alphaproteobacteria,Rhodobacteraceae,Proteobacteria,,,,,,,,,
Geobacter metallireducens GS-15,CP000148,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18944,--,Yes,root,cellular organisms,Bacteria,Geobacter metallireducens GS-15,Geobacter metallireducens,,Desulfuromonadales,,Geobacter,,,Deltaproteobacteria,Geobacteraceae,Proteobacteria,delta/epsilon subdivisions,,,,,,,,
Geobacter metallireducens GS-15,CP000148,77,33,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_18945,--,Yes,root,cellular organisms,Bacteria,Geobacter metallireducens GS-15,Geobacter metallireducens,,Desulfuromonadales,,Geobacter,,,Deltaproteobacteria,Geobacteraceae,Proteobacteria,delta/epsilon subdivisions,,,,,,,,
Hahella chejuensis KCTC 2396,CP000155,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18952,--,Yes,root,cellular organisms,Bacteria,Hahella chejuensis KCTC 2396,Hahella chejuensis,,Oceanospirillales,,Hahella,,,Gammaproteobacteria,Hahellaceae,Proteobacteria,,,,,,,,,
Hahella chejuensis KCTC 2396,CP000155,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18953,--,Yes,root,cellular organisms,Bacteria,Hahella chejuensis KCTC 2396,Hahella chejuensis,,Oceanospirillales,,Hahella,,,Gammaproteobacteria,Hahellaceae,Proteobacteria,,,,,,,,,
Hahella chejuensis KCTC 2396,CP000155,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18954,--,Yes,root,cellular organisms,Bacteria,Hahella chejuensis KCTC 2396,Hahella chejuensis,,Oceanospirillales,,Hahella,,,Gammaproteobacteria,Hahellaceae,Proteobacteria,,,,,,,,,
Hahella chejuensis KCTC 2396,CP000155,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18955,--,Yes,root,cellular organisms,Bacteria,Hahella chejuensis KCTC 2396,Hahella chejuensis,,Oceanospirillales,,Hahella,,,Gammaproteobacteria,Hahellaceae,Proteobacteria,,,,,,,,,
Hahella chejuensis KCTC 2396,CP000155,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18956,--,Yes,root,cellular organisms,Bacteria,Hahella chejuensis KCTC 2396,Hahella chejuensis,,Oceanospirillales,,Hahella,,,Gammaproteobacteria,Hahellaceae,Proteobacteria,,,,,,,,,
Hyphomonas neptunium ATCC 15444,CP000158,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18958,--,Yes,root,cellular organisms,Bacteria,Hyphomonas neptunium ATCC 15444,Hyphomonas neptunium,,Rhodobacterales,,Hyphomonas,,,Alphaproteobacteria,Hyphomonadaceae,Proteobacteria,,,,,,,,,
Rhodospirillum rubrum ATCC 11170,CP000230,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18960,--,Yes,root,cellular organisms,Bacteria,Rhodospirillum rubrum ATCC 11170,Rhodospirillum rubrum,,Rhodospirillales,,Rhodospirillum,,,Alphaproteobacteria,Rhodospirillaceae,Proteobacteria,,,,,,,,,
Rhodospirillum rubrum ATCC 11170,CP000230,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18961,--,Yes,root,cellular organisms,Bacteria,Rhodospirillum rubrum ATCC 11170,Rhodospirillum rubrum,,Rhodospirillales,,Rhodospirillum,,,Alphaproteobacteria,Rhodospirillaceae,Proteobacteria,,,,,,,,,
Rhodospirillum rubrum ATCC 11170,CP000230,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18962,--,Yes,root,cellular organisms,Bacteria,Rhodospirillum rubrum ATCC 11170,Rhodospirillum rubrum,,Rhodospirillales,,Rhodospirillum,,,Alphaproteobacteria,Rhodospirillaceae,Proteobacteria,,,,,,,,,
Rhodospirillum rubrum ATCC 11170,CP000230,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18963,--,Yes,root,cellular organisms,Bacteria,Rhodospirillum rubrum ATCC 11170,Rhodospirillum rubrum,,Rhodospirillales,,Rhodospirillum,,,Alphaproteobacteria,Rhodospirillaceae,Proteobacteria,,,,,,,,,
Moorella thermoacetica ATCC 39073,CP000232,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18964,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Moorella <bacteria>,Moorella thermoacetica,Thermoanaerobacterales,Moorella group,,,Moorella thermoacetica ATCC 39073,Clostridia,Thermoanaerobacteraceae,Firmicutes,,,,,,,,,
Ehrlichia chaffeensis str. Arkansas,CP000236,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18970,--,Yes,root,cellular organisms,Bacteria,Ehrlichia chaffeensis str. Arkansas,Ehrlichia chaffeensis,,Rickettsiales,,Ehrlichia,,,Alphaproteobacteria,Anaplasmataceae,Proteobacteria,,canis group,,,,,,,
Neorickettsia sennetsu str. Miyayama,CP000237,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18972,--,Yes,root,cellular organisms,Bacteria,Neorickettsia sennetsu str. Miyayama,Neorickettsia sennetsu,,Rickettsiales,,Neorickettsia,,,Alphaproteobacteria,Anaplasmataceae,Proteobacteria,,,,,,,,,
Helicobacter pylori HPAG1,CP000241,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18978,--,Yes,root,cellular organisms,Bacteria,Helicobacter pylori HPAG1,Helicobacter pylori,,Campylobacterales,,Helicobacter,,,Epsilonproteobacteria,Helicobacteraceae,Proteobacteria,delta/epsilon subdivisions,,,,,,,,
Clostridium perfringens ATCC 13124,CP000246,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18984,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Clostridium perfringens,,Clostridiales,Clostridium perfringens ATCC 13124,Clostridium,,,Clostridia,Clostridiaceae,Firmicutes,,,,,,,,,
Clostridium perfringens ATCC 13124,CP000246,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18985,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Clostridium perfringens,,Clostridiales,Clostridium perfringens ATCC 13124,Clostridium,,,Clostridia,Clostridiaceae,Firmicutes,,,,,,,,,
Escherichia coli 536,CP000247,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18986,--,Yes,root,cellular organisms,Bacteria,Escherichia coli 536,Escherichia coli,,Enterobacterales,,Escherichia,,,Gammaproteobacteria,Enterobacteriaceae,Proteobacteria,,,,,,,,,
Novosphingobium aromaticivorans DSM 12444,CP000248,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18987,--,Yes,root,cellular organisms,Bacteria,Novosphingobium aromaticivorans DSM 12444,Novosphingobium aromaticivorans,,Sphingomonadales,,Novosphingobium,,,Alphaproteobacteria,Sphingomonadaceae,Proteobacteria,,,,,,,,,
Novosphingobium aromaticivorans DSM 12444,CP000248,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18988,--,Yes,root,cellular organisms,Bacteria,Novosphingobium aromaticivorans DSM 12444,Novosphingobium aromaticivorans,,Sphingomonadales,,Novosphingobium,,,Alphaproteobacteria,Sphingomonadaceae,Proteobacteria,,,,,,,,,
Novosphingobium aromaticivorans DSM 12444,CP000248,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18989,--,Yes,root,cellular organisms,Bacteria,Novosphingobium aromaticivorans DSM 12444,Novosphingobium aromaticivorans,,Sphingomonadales,,Novosphingobium,,,Alphaproteobacteria,Sphingomonadaceae,Proteobacteria,,,,,,,,,
Rhodopseudomonas palustris HaA2,CP000250,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18991,--,Yes,root,cellular organisms,Bacteria,Rhodopseudomonas palustris HaA2,Rhodopseudomonas palustris,,Rhizobiales,,Rhodopseudomonas,,,Alphaproteobacteria,Bradyrhizobiaceae,Proteobacteria,,,,,,,,,
Syntrophus aciditrophicus SB,CP000252,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18994,--,Yes,root,cellular organisms,Bacteria,Syntrophus aciditrophicus SB,Syntrophus <bacteria>,Syntrophus aciditrophicus,Syntrophobacterales,,,,,Deltaproteobacteria,Syntrophaceae,Proteobacteria,delta/epsilon subdivisions,,,,,,,,
Staphylococcus aureus subsp. aureus NCTC 8325,CP000253,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18995,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Staphylococcus aureus,Staphylococcus aureus subsp. aureus,Bacillales,Staphylococcus aureus subsp. aureus NCTC 8325,Staphylococcus,,,Bacilli,Staphylococcaceae,Firmicutes,,,,,,,,,
Staphylococcus aureus subsp. aureus NCTC 8325,CP000253,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18996,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Staphylococcus aureus,Staphylococcus aureus subsp. aureus,Bacillales,Staphylococcus aureus subsp. aureus NCTC 8325,Staphylococcus,,,Bacilli,Staphylococcaceae,Firmicutes,,,,,,,,,
Staphylococcus aureus subsp. aureus USA300,CP000255,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18998,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Staphylococcus aureus,Staphylococcus aureus subsp. aureus,Bacillales,Staphylococcus aureus subsp. aureus USA300,Staphylococcus,,,Bacilli,Staphylococcaceae,Firmicutes,,,,,,,,,
Staphylococcus aureus subsp. aureus USA300,CP000255,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18999,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Staphylococcus aureus,Staphylococcus aureus subsp. aureus,Bacillales,Staphylococcus aureus subsp. aureus USA300,Staphylococcus,,,Bacilli,Staphylococcaceae,Firmicutes,,,,,,,,,
Jannaschia sp. CCS1,CP000264,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19014,--,Yes,root,cellular organisms,Bacteria,,Jannaschia sp. CCS1,,Rhodobacterales,,Jannaschia,,,Alphaproteobacteria,Rhodobacteraceae,Proteobacteria,,,,,,,,,
Rhodoferax ferrireducens T118,CP000267,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19015,--,Yes,root,cellular organisms,Bacteria,Rhodoferax ferrireducens T118,Rhodoferax ferrireducens,,Burkholderiales,,Rhodoferax,,,Betaproteobacteria,Comamonadaceae,Proteobacteria,,,,,,,,,
Rhodoferax ferrireducens T118,CP000267,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19016,--,Yes,root,cellular organisms,Bacteria,Rhodoferax ferrireducens T118,Rhodoferax ferrireducens,,Burkholderiales,,Rhodoferax,,,Betaproteobacteria,Comamonadaceae,Proteobacteria,,,,,,,,,
Rhodopseudomonas palustris BisB5,CP000283,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19023,--,Yes,root,cellular organisms,Bacteria,Rhodopseudomonas palustris BisB5,Rhodopseudomonas palustris,,Rhizobiales,,Rhodopseudomonas,,,Alphaproteobacteria,Bradyrhizobiaceae,Proteobacteria,,,,,,,,,
Rhodopseudomonas palustris BisB5,CP000283,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19024,--,Yes,root,cellular organisms,Bacteria,Rhodopseudomonas palustris BisB5,Rhodopseudomonas palustris,,Rhizobiales,,Rhodopseudomonas,,,Alphaproteobacteria,Bradyrhizobiaceae,Proteobacteria,,,,,,,,,
Methylobacillus flagellatus KT,CP000284,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19025,--,Yes,root,cellular organisms,Bacteria,Methylobacillus flagellatus KT,Methylobacillus flagellatus,,Nitrosomonadales,,Methylobacillus,,,Betaproteobacteria,Methylophilaceae,Proteobacteria,,,,,,,,,
Methylobacillus flagellatus KT,CP000284,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19026,--,Yes,root,cellular organisms,Bacteria,Methylobacillus flagellatus KT,Methylobacillus flagellatus,,Nitrosomonadales,,Methylobacillus,,,Betaproteobacteria,Methylophilaceae,Proteobacteria,,,,,,,,,
Chromohalobacter salexigens DSM 3043,CP000285,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19027,--,Yes,root,cellular organisms,Bacteria,Chromohalobacter salexigens DSM 3043,Chromohalobacter salexigens,,Oceanospirillales,,Chromohalobacter,,,Gammaproteobacteria,Halomonadaceae,Proteobacteria,,,,,,,,,
Chromohalobacter salexigens DSM 3043,CP000285,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19028,--,Yes,root,cellular organisms,Bacteria,Chromohalobacter salexigens DSM 3043,Chromohalobacter salexigens,,Oceanospirillales,,Chromohalobacter,,,Gammaproteobacteria,Halomonadaceae,Proteobacteria,,,,,,,,,
Chromohalobacter salexigens DSM 3043,CP000285,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19029,--,Yes,root,cellular organisms,Bacteria,Chromohalobacter salexigens DSM 3043,Chromohalobacter salexigens,,Oceanospirillales,,Chromohalobacter,,,Gammaproteobacteria,Halomonadaceae,Proteobacteria,,,,,,,,,
Chromohalobacter salexigens DSM 3043,CP000285,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19030,--,Yes,root,cellular organisms,Bacteria,Chromohalobacter salexigens DSM 3043,Chromohalobacter salexigens,,Oceanospirillales,,Chromohalobacter,,,Gammaproteobacteria,Halomonadaceae,Proteobacteria,,,,,,,,,
Chromohalobacter salexigens DSM 3043,CP000285,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19031,--,Yes,root,cellular organisms,Bacteria,Chromohalobacter salexigens DSM 3043,Chromohalobacter salexigens,,Oceanospirillales,,Chromohalobacter,,,Gammaproteobacteria,Halomonadaceae,Proteobacteria,,,,,,,,,
Rhodopseudomonas palustris BisB18,CP000301,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19033,--,Yes,root,cellular organisms,Bacteria,Rhodopseudomonas palustris BisB18,Rhodopseudomonas palustris,,Rhizobiales,,Rhodopseudomonas,,,Alphaproteobacteria,Bradyrhizobiaceae,Proteobacteria,,,,,,,,,
Rhodopseudomonas palustris BisB18,CP000301,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19034,--,Yes,root,cellular organisms,Bacteria,Rhodopseudomonas palustris BisB18,Rhodopseudomonas palustris,,Rhizobiales,,Rhodopseudomonas,,,Alphaproteobacteria,Bradyrhizobiaceae,Proteobacteria,,,,,,,,,
Shewanella denitrificans OS217,CP000302,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19035,--,Yes,root,cellular organisms,Bacteria,Shewanella denitrificans OS217,Shewanella denitrificans,,Alteromonadales,,Shewanella,,,Gammaproteobacteria,Shewanellaceae,Proteobacteria,,,,,,,,,
Shewanella denitrificans OS217,CP000302,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19036,--,Yes,root,cellular organisms,Bacteria,Shewanella denitrificans OS217,Shewanella denitrificans,,Alteromonadales,,Shewanella,,,Gammaproteobacteria,Shewanellaceae,Proteobacteria,,,,,,,,,
Shewanella denitrificans OS217,CP000302,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19037,--,Yes,root,cellular organisms,Bacteria,Shewanella denitrificans OS217,Shewanella denitrificans,,Alteromonadales,,Shewanella,,,Gammaproteobacteria,Shewanellaceae,Proteobacteria,,,,,,,,,
Yersinia pestis Nepal516,CP000305,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19038,--,Yes,root,cellular organisms,Bacteria,Yersinia pestis Nepal516,Yersinia <bacteria>,Yersinia pestis,Enterobacterales,,,,,Gammaproteobacteria,Yersiniaceae,Proteobacteria,,Yersinia pseudotuberculosis complex,,,,,,,
Yersinia pestis Nepal516,CP000305,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19039,--,Yes,root,cellular organisms,Bacteria,Yersinia pestis Nepal516,Yersinia <bacteria>,Yersinia pestis,Enterobacterales,,,,,Gammaproteobacteria,Yersiniaceae,Proteobacteria,,Yersinia pseudotuberculosis complex,,,,,,,
Yersinia pestis Antiqua,CP000308,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19040,--,Yes,root,cellular organisms,Bacteria,Yersinia pestis Antiqua,Yersinia <bacteria>,Yersinia pestis,Enterobacterales,,,,,Gammaproteobacteria,Yersiniaceae,Proteobacteria,,Yersinia pseudotuberculosis complex,,,,,,,
Yersinia pestis Antiqua,CP000308,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19041,--,Yes,root,cellular organisms,Bacteria,Yersinia pestis Antiqua,Yersinia <bacteria>,Yersinia pestis,Enterobacterales,,,,,Gammaproteobacteria,Yersiniaceae,Proteobacteria,,Yersinia pseudotuberculosis complex,,,,,,,
Clostridium perfringens SM101,CP000312,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19042,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Clostridium perfringens,,Clostridiales,Clostridium perfringens SM101,Clostridium,,,Clostridia,Clostridiaceae,Firmicutes,,,,,,,,,
Clostridium perfringens SM101,CP000312,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19043,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Clostridium perfringens,,Clostridiales,Clostridium perfringens SM101,Clostridium,,,Clostridia,Clostridiaceae,Firmicutes,,,,,,,,,
Polaromonas sp. JS666,CP000316,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19044,--,Yes,root,cellular organisms,Bacteria,,Polaromonas sp. JS666,,Burkholderiales,,Polaromonas,,,Betaproteobacteria,Comamonadaceae,Proteobacteria,,,,,,,,,
Nitrobacter hamburgensis X14,CP000319,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19045,--,Yes,root,cellular organisms,Bacteria,Nitrobacter hamburgensis X14,Nitrobacter hamburgensis,,Rhizobiales,,Nitrobacter,,,Alphaproteobacteria,Bradyrhizobiaceae,Proteobacteria,,,,,,,,,
Psychrobacter cryohalolentis K5,CP000323,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19046,--,Yes,root,cellular organisms,Bacteria,Psychrobacter cryohalolentis K5,Psychrobacter cryohalolentis,,Pseudomonadales,,Psychrobacter,,,Gammaproteobacteria,Moraxellaceae,Proteobacteria,,,,,,,,,
Psychrobacter cryohalolentis K5,CP000323,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19047,--,Yes,root,cellular organisms,Bacteria,Psychrobacter cryohalolentis K5,Psychrobacter cryohalolentis,,Pseudomonadales,,Psychrobacter,,,Gammaproteobacteria,Moraxellaceae,Proteobacteria,,,,,,,,,
Psychrobacter cryohalolentis K5,CP000323,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19048,--,Yes,root,cellular organisms,Bacteria,Psychrobacter cryohalolentis K5,Psychrobacter cryohalolentis,,Pseudomonadales,,Psychrobacter,,,Gammaproteobacteria,Moraxellaceae,Proteobacteria,,,,,,,,,
Psychrobacter cryohalolentis K5,CP000323,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19049,--,Yes,root,cellular organisms,Bacteria,Psychrobacter cryohalolentis K5,Psychrobacter cryohalolentis,,Pseudomonadales,,Psychrobacter,,,Gammaproteobacteria,Moraxellaceae,Proteobacteria,,,,,,,,,
Mycobacterium ulcerans Agy99,CP000325,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19050,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria <phylum>,Actinobacteria <class>,Corynebacteriales,Mycobacterium ulcerans Agy99,Mycobacterium,Mycobacterium ulcerans,,,Mycobacteriaceae,,,,,,,,,,
Sphingopyxis alaskensis RB2256,CP000356,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19057,--,Yes,root,cellular organisms,Bacteria,Sphingopyxis alaskensis RB2256,Sphingopyxis alaskensis,,Sphingomonadales,,Sphingopyxis,,,Alphaproteobacteria,Sphingomonadaceae,Proteobacteria,,,,,,,,,
Deinococcus geothermalis DSM 11300,CP000359,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19058,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Deinococcus geothermalis,,Deinococcales,Deinococcus geothermalis DSM 11300,Deinococcus,,,Deinococci,Deinococcaceae,Deinococcus-Thermus,,,,,,,,,
Roseobacter denitrificans OCh 114,CP000362,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19060,--,Yes,root,cellular organisms,Bacteria,Roseobacter denitrificans OCh 114,Roseobacter denitrificans,,Rhodobacterales,,Roseobacter,,,Alphaproteobacteria,Rhodobacteraceae,Proteobacteria,,,,,,,,,
Burkholderia cenocepacia AU 1054,CP000378,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19066,--,Yes,root,cellular organisms,Bacteria,Burkholderia cenocepacia AU 1054,Burkholderia cenocepacia,,Burkholderiales,,Burkholderia,,,Betaproteobacteria,Burkholderiaceae,Proteobacteria,,Burkholderia cepacia complex,,,,,,,
Burkholderia cenocepacia AU 1054,CP000378,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19067,--,Yes,root,cellular organisms,Bacteria,Burkholderia cenocepacia AU 1054,Burkholderia cenocepacia,,Burkholderiales,,Burkholderia,,,Betaproteobacteria,Burkholderiaceae,Proteobacteria,,Burkholderia cepacia complex,,,,,,,
Burkholderia cenocepacia AU 1054,CP000378,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19068,--,Yes,root,cellular organisms,Bacteria,Burkholderia cenocepacia AU 1054,Burkholderia cenocepacia,,Burkholderiales,,Burkholderia,,,Betaproteobacteria,Burkholderiaceae,Proteobacteria,,Burkholderia cepacia complex,,,,,,,
Burkholderia cenocepacia AU 1054,CP000379,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19069,--,Yes,root,cellular organisms,Bacteria,Burkholderia cenocepacia AU 1054,Burkholderia cenocepacia,,Burkholderiales,,Burkholderia,,,Betaproteobacteria,Burkholderiaceae,Proteobacteria,,Burkholderia cepacia complex,,,,,,,
Burkholderia cenocepacia AU 1054,CP000380,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19070,--,Yes,root,cellular organisms,Bacteria,Burkholderia cenocepacia AU 1054,Burkholderia cenocepacia,,Burkholderiales,,Burkholderia,,,Betaproteobacteria,Burkholderiaceae,Proteobacteria,,Burkholderia cepacia complex,,,,,,,
Clostridium novyi NT,CP000382,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19071,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Clostridium novyi,,Clostridiales,Clostridium novyi NT,Clostridium,,,Clostridia,Clostridiaceae,Firmicutes,,,,,,,,,
