Organism name,Length,Benchmark ID,Taxonomy.ENA.superkingdom,Taxonomy.ENA.phylum,Taxonomy.ENA.order,Taxonomy.ENA.class
Vibrio parahaemolyticus,76,CRW_t_B_8797,Bacteria,Proteobacteria,Vibrionales,Gammaproteobacteria
Vibrio vulnificus,76,CRW_t_B_8798,Bacteria,Proteobacteria,Vibrionales,Gammaproteobacteria
Vibrio vulnificus,76,CRW_t_B_8799,Bacteria,Proteobacteria,Vibrionales,Gammaproteobacteria
Vibrio vulnificus,76,CRW_t_B_8800,Bacteria,Proteobacteria,Vibrionales,Gammaproteobacteria
Vibrio vulnificus,76,CRW_t_B_8801,Bacteria,Proteobacteria,Vibrionales,Gammaproteobacteria
Vibrio vulnificus,76,CRW_t_B_8802,Bacteria,Proteobacteria,Vibrionales,Gammaproteobacteria
Vibrio vulnificus,76,CRW_t_B_8803,Bacteria,Proteobacteria,Vibrionales,Gammaproteobacteria
Erwinia pyrifoliae,76,CRW_t_B_8820,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Edwardsiella tarda,76,CRW_t_B_8842,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Edwardsiella tarda,76,CRW_t_B_8843,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Edwardsiella tarda,76,CRW_t_B_8844,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Edwardsiella ictaluri,76,CRW_t_B_8845,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Edwardsiella ictaluri,76,CRW_t_B_8846,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Edwardsiella ictaluri,76,CRW_t_B_8847,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Edwardsiella ictaluri,76,CRW_t_B_8848,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Edwardsiella ictaluri,76,CRW_t_B_8849,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Edwardsiella ictaluri,76,CRW_t_B_8850,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Edwardsiella ictaluri,76,CRW_t_B_8851,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Edwardsiella ictaluri,76,CRW_t_B_8852,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Edwardsiella ictaluri,76,CRW_t_B_8853,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Edwardsiella ictaluri,76,CRW_t_B_8854,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Edwardsiella ictaluri,76,CRW_t_B_8855,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Edwardsiella ictaluri,76,CRW_t_B_8856,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Edwardsiella ictaluri,76,CRW_t_B_8857,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Edwardsiella ictaluri,76,CRW_t_B_8858,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Edwardsiella ictaluri,76,CRW_t_B_8859,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Edwardsiella ictaluri,76,CRW_t_B_8860,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Edwardsiella ictaluri,76,CRW_t_B_8861,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Edwardsiella ictaluri,76,CRW_t_B_8862,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Vibrio parahaemolyticus RIMD 2210633,76,CRW_t_B_8938,Bacteria,Proteobacteria,Vibrionales,Gammaproteobacteria
Vibrio parahaemolyticus RIMD 2210633,76,CRW_t_B_8939,Bacteria,Proteobacteria,Vibrionales,Gammaproteobacteria
Vibrio parahaemolyticus RIMD 2210633,76,CRW_t_B_8940,Bacteria,Proteobacteria,Vibrionales,Gammaproteobacteria
Vibrio parahaemolyticus RIMD 2210633,76,CRW_t_B_8941,Bacteria,Proteobacteria,Vibrionales,Gammaproteobacteria
Vibrio parahaemolyticus RIMD 2210633,76,CRW_t_B_8942,Bacteria,Proteobacteria,Vibrionales,Gammaproteobacteria
Vibrio parahaemolyticus RIMD 2210633,76,CRW_t_B_8943,Bacteria,Proteobacteria,Vibrionales,Gammaproteobacteria
Corynebacterium efficiens YS-314,76,CRW_t_B_8950,Bacteria,Actinobacteria,Corynebacteriales,
Corynebacterium efficiens YS-314,76,CRW_t_B_8951,Bacteria,Actinobacteria,Corynebacteriales,
Corynebacterium efficiens YS-314,76,CRW_t_B_8953,Bacteria,Actinobacteria,Corynebacteriales,
Corynebacterium glutamicum ATCC 13032,76,CRW_t_B_8955,Bacteria,Actinobacteria,Corynebacteriales,
Vibrio vulnificus YJ016,76,CRW_t_B_8958,Bacteria,Proteobacteria,Vibrionales,Gammaproteobacteria
Vibrio vulnificus YJ016,76,CRW_t_B_8959,Bacteria,Proteobacteria,Vibrionales,Gammaproteobacteria
Vibrio vulnificus YJ016,76,CRW_t_B_8960,Bacteria,Proteobacteria,Vibrionales,Gammaproteobacteria
Vibrio vulnificus YJ016,76,CRW_t_B_8961,Bacteria,Proteobacteria,Vibrionales,Gammaproteobacteria
Vibrio vulnificus YJ016,76,CRW_t_B_8962,Bacteria,Proteobacteria,Vibrionales,Gammaproteobacteria
Vibrio vulnificus YJ016,76,CRW_t_B_8963,Bacteria,Proteobacteria,Vibrionales,Gammaproteobacteria
Vibrio vulnificus YJ016,76,CRW_t_B_8964,Bacteria,Proteobacteria,Vibrionales,Gammaproteobacteria
Nitrosomonas europaea ATCC 19718,76,CRW_t_B_8994,Bacteria,Proteobacteria,Nitrosomonadales,Betaproteobacteria
Burkholderia pseudomallei K96243,76,CRW_t_B_9006,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Burkholderia pseudomallei K96243,76,CRW_t_B_9007,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Prochlorococcus marinus str. MIT 9313,76,CRW_t_B_9009,Bacteria,Cyanobacteria,Synechococcales,
Bordetella parapertussis,76,CRW_t_B_9013,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Bordetella parapertussis,76,CRW_t_B_9014,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Corynebacterium glutamicum ATCC 13032,76,CRW_t_B_9025,Bacteria,Actinobacteria,Corynebacteriales,
Corynebacterium glutamicum ATCC 13032,76,CRW_t_B_9026,Bacteria,Actinobacteria,Corynebacteriales,
Yersinia pseudotuberculosis IP 32953,76,CRW_t_B_9027,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Yersinia pseudotuberculosis IP 32953,76,CRW_t_B_9028,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Yersinia pseudotuberculosis IP 32953,76,CRW_t_B_9029,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Yersinia pseudotuberculosis IP 32953,76,CRW_t_B_9030,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Gluconobacter oxydans 621H,76,CRW_t_B_9054,Bacteria,Proteobacteria,Rhodospirillales,Alphaproteobacteria
Gluconobacter oxydans 621H,76,CRW_t_B_9055,Bacteria,Proteobacteria,Rhodospirillales,Alphaproteobacteria
Burkholderia mallei ATCC 23344,76,CRW_t_B_9056,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Shigella dysenteriae Sd197,76,CRW_t_B_9080,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Shigella dysenteriae Sd197,76,CRW_t_B_9081,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Shigella dysenteriae Sd197,76,CRW_t_B_9082,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Shigella dysenteriae Sd197,76,CRW_t_B_9083,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Shigella boydii Sb227,76,CRW_t_B_9084,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Shigella boydii Sb227,76,CRW_t_B_9085,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Shigella sonnei Ss046,76,CRW_t_B_9086,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Shigella sonnei Ss046,76,CRW_t_B_9087,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Shigella sonnei Ss046,76,CRW_t_B_9088,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Shigella sonnei Ss046,76,CRW_t_B_9089,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Shigella sonnei Ss046,76,CRW_t_B_9090,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Xanthomonas campestris pv. campestris str. 8004,76,CRW_t_B_9094,Bacteria,Proteobacteria,Xanthomonadales,Gammaproteobacteria
Xanthomonas campestris pv. campestris str. 8004,76,CRW_t_B_9095,Bacteria,Proteobacteria,Xanthomonadales,Gammaproteobacteria
Haemophilus influenzae 86-028NP,76,CRW_t_B_9102,Bacteria,Proteobacteria,Pasteurellales,Gammaproteobacteria
Haemophilus influenzae 86-028NP,76,CRW_t_B_9103,Bacteria,Proteobacteria,Pasteurellales,Gammaproteobacteria
Haemophilus influenzae 86-028NP,76,CRW_t_B_9104,Bacteria,Proteobacteria,Pasteurellales,Gammaproteobacteria
Aster yellows witches'-broom phytoplasma AYWB,76,CRW_t_B_9109,Bacteria,Tenericutes,Acholeplasmatales,Mollicutes
Pseudomonas syringae pv. syringae B728a,76,CRW_t_B_9110,Bacteria,Proteobacteria,Pseudomonadales,Gammaproteobacteria
Pseudomonas syringae pv. syringae B728a,76,CRW_t_B_9111,Bacteria,Proteobacteria,Pseudomonadales,Gammaproteobacteria
Pseudomonas syringae pv. syringae B728a,76,CRW_t_B_9112,Bacteria,Proteobacteria,Pseudomonadales,Gammaproteobacteria
Pseudomonas syringae pv. syringae B728a,76,CRW_t_B_9113,Bacteria,Proteobacteria,Pseudomonadales,Gammaproteobacteria
Psychrobacter arcticus 273-4,76,CRW_t_B_9120,Bacteria,Proteobacteria,Pseudomonadales,Gammaproteobacteria
Psychrobacter arcticus 273-4,76,CRW_t_B_9121,Bacteria,Proteobacteria,Pseudomonadales,Gammaproteobacteria
Colwellia psychrerythraea 34H,76,CRW_t_B_9122,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Colwellia psychrerythraea 34H,76,CRW_t_B_9123,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Colwellia psychrerythraea 34H,76,CRW_t_B_9124,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Colwellia psychrerythraea 34H,76,CRW_t_B_9125,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Colwellia psychrerythraea 34H,76,CRW_t_B_9126,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Colwellia psychrerythraea 34H,76,CRW_t_B_9127,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Burkholderia thailandensis E264,76,CRW_t_B_9128,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Burkholderia thailandensis E264,76,CRW_t_B_9129,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Thermobifida fusca YX,76,CRW_t_B_9133,Bacteria,Actinobacteria,Streptosporangiales,
Dechloromonas aromatica RCB,76,CRW_t_B_9134,Bacteria,Proteobacteria,Rhodocyclales,Betaproteobacteria
Dechloromonas aromatica RCB,76,CRW_t_B_9135,Bacteria,Proteobacteria,Rhodocyclales,Betaproteobacteria
Nitrosospira multiformis ATCC 25196,76,CRW_t_B_9151,Bacteria,Proteobacteria,Nitrosomonadales,Betaproteobacteria
Thiobacillus denitrificans ATCC 25259,76,CRW_t_B_9169,Bacteria,Proteobacteria,Nitrosomonadales,Betaproteobacteria
Mycoplasma capricolum subsp. capricolum ATCC 27343,76,CRW_t_B_9171,Bacteria,Tenericutes,,Mollicutes
Burkholderia pseudomallei 1710b,76,CRW_t_B_9172,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Burkholderia pseudomallei 1710b,76,CRW_t_B_9173,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Carboxydothermus hydrogenoformans Z-2901,76,CRW_t_B_9178,Bacteria,Firmicutes,Thermoanaerobacterales,Clostridia
Hahella chejuensis KCTC 2396,76,CRW_t_B_9186,Bacteria,Proteobacteria,Oceanospirillales,Gammaproteobacteria
Hahella chejuensis KCTC 2396,76,CRW_t_B_9187,Bacteria,Proteobacteria,Oceanospirillales,Gammaproteobacteria
Hahella chejuensis KCTC 2396,76,CRW_t_B_9188,Bacteria,Proteobacteria,Oceanospirillales,Gammaproteobacteria
Rhodospirillum rubrum ATCC 11170,76,CRW_t_B_9192,Bacteria,Proteobacteria,Rhodospirillales,Alphaproteobacteria
Rhodospirillum rubrum ATCC 11170,76,CRW_t_B_9193,Bacteria,Proteobacteria,Rhodospirillales,Alphaproteobacteria
Moorella thermoacetica ATCC 39073,76,CRW_t_B_9196,Bacteria,Firmicutes,Thermoanaerobacterales,Clostridia
Escherichia coli 536,76,CRW_t_B_9218,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Escherichia coli 536,76,CRW_t_B_9219,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Escherichia coli 536,76,CRW_t_B_9220,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Escherichia coli 536,76,CRW_t_B_9221,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Escherichia coli 536,76,CRW_t_B_9222,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Escherichia coli 536,76,CRW_t_B_9223,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Syntrophus aciditrophicus SB,76,CRW_t_B_9233,Bacteria,Proteobacteria,Syntrophobacterales,Deltaproteobacteria
Shigella flexneri 5 str. 8401,76,CRW_t_B_9254,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Shigella flexneri 5 str. 8401,76,CRW_t_B_9255,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Shigella flexneri 5 str. 8401,76,CRW_t_B_9256,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Shigella flexneri 5 str. 8401,76,CRW_t_B_9257,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Shigella flexneri 5 str. 8401,76,CRW_t_B_9258,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Shigella flexneri 5 str. 8401,76,CRW_t_B_9259,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Shigella flexneri 5 str. 8401,76,CRW_t_B_9260,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Rhodoferax ferrireducens T118,76,CRW_t_B_9261,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Methylobacillus flagellatus KT,76,CRW_t_B_9266,Bacteria,Proteobacteria,Nitrosomonadales,Betaproteobacteria
Methylobacillus flagellatus KT,76,CRW_t_B_9267,Bacteria,Proteobacteria,Nitrosomonadales,Betaproteobacteria
Chromohalobacter salexigens DSM 3043,76,CRW_t_B_9268,Bacteria,Proteobacteria,Oceanospirillales,Gammaproteobacteria
Chromohalobacter salexigens DSM 3043,76,CRW_t_B_9269,Bacteria,Proteobacteria,Oceanospirillales,Gammaproteobacteria
Chromohalobacter salexigens DSM 3043,76,CRW_t_B_9270,Bacteria,Proteobacteria,Oceanospirillales,Gammaproteobacteria
Chromohalobacter salexigens DSM 3043,76,CRW_t_B_9271,Bacteria,Proteobacteria,Oceanospirillales,Gammaproteobacteria
Shewanella denitrificans OS217,76,CRW_t_B_9276,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella denitrificans OS217,76,CRW_t_B_9277,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella denitrificans OS217,76,CRW_t_B_9278,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella denitrificans OS217,76,CRW_t_B_9279,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella denitrificans OS217,76,CRW_t_B_9280,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella denitrificans OS217,76,CRW_t_B_9281,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Yersinia pestis Nepal516,76,CRW_t_B_9282,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Yersinia pestis Nepal516,76,CRW_t_B_9283,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Yersinia pestis Nepal516,76,CRW_t_B_9284,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Yersinia pestis Nepal516,76,CRW_t_B_9285,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Yersinia pestis Nepal516,76,CRW_t_B_9286,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Yersinia pestis Antiqua,76,CRW_t_B_9287,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Yersinia pestis Antiqua,76,CRW_t_B_9288,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Yersinia pestis Antiqua,76,CRW_t_B_9289,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Yersinia pestis Antiqua,76,CRW_t_B_9290,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Polaromonas sp. JS666,76,CRW_t_B_9295,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Psychrobacter cryohalolentis K5,76,CRW_t_B_9298,Bacteria,Proteobacteria,Pseudomonadales,Gammaproteobacteria
Psychrobacter cryohalolentis K5,76,CRW_t_B_9299,Bacteria,Proteobacteria,Pseudomonadales,Gammaproteobacteria
Mycobacterium ulcerans Agy99,76,CRW_t_B_9300,Bacteria,Actinobacteria,Corynebacteriales,
Mycobacterium ulcerans Agy99,76,CRW_t_B_9301,Bacteria,Actinobacteria,Corynebacteriales,
Sphingopyxis alaskensis RB2256,76,CRW_t_B_9305,Bacteria,Proteobacteria,Sphingomonadales,Alphaproteobacteria
Burkholderia cenocepacia AU 1054,76,CRW_t_B_9311,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Burkholderia cenocepacia AU 1054,76,CRW_t_B_9312,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Burkholderia cenocepacia AU 1054,76,CRW_t_B_9313,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Rubrobacter xylanophilus DSM 9941,76,CRW_t_B_9322,Bacteria,Actinobacteria,Rubrobacterales,Rubrobacteria
Pseudoalteromonas atlantica T6c,76,CRW_t_B_9324,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Pseudoalteromonas atlantica T6c,76,CRW_t_B_9325,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Pseudoalteromonas atlantica T6c,76,CRW_t_B_9326,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Granulibacter bethesdensis CGDNIH1,76,CRW_t_B_9330,Bacteria,Proteobacteria,Rhodospirillales,Alphaproteobacteria
Granulibacter bethesdensis CGDNIH1,76,CRW_t_B_9331,Bacteria,Proteobacteria,Rhodospirillales,Alphaproteobacteria
Francisella tularensis subsp. holarctica OSU18,76,CRW_t_B_9372,Bacteria,Proteobacteria,Thiotrichales,Gammaproteobacteria
Shewanella sp. MR-7,76,CRW_t_B_9378,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella sp. MR-7,76,CRW_t_B_9379,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella sp. MR-7,76,CRW_t_B_9380,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella sp. MR-7,76,CRW_t_B_9381,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella sp. MR-7,76,CRW_t_B_9382,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella sp. MR-7,76,CRW_t_B_9383,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella sp. MR-7,76,CRW_t_B_9384,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella sp. MR-4,76,CRW_t_B_9385,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella sp. MR-4,76,CRW_t_B_9386,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella sp. MR-4,76,CRW_t_B_9387,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella sp. MR-4,76,CRW_t_B_9388,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella sp. MR-4,76,CRW_t_B_9389,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella sp. MR-4,76,CRW_t_B_9390,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella sp. MR-4,76,CRW_t_B_9391,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella frigidimarina NCIMB 400,76,CRW_t_B_9392,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella frigidimarina NCIMB 400,76,CRW_t_B_9393,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella frigidimarina NCIMB 400,76,CRW_t_B_9394,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella frigidimarina NCIMB 400,76,CRW_t_B_9395,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella frigidimarina NCIMB 400,76,CRW_t_B_9396,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella frigidimarina NCIMB 400,76,CRW_t_B_9397,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Nitrosomonas eutropha C91,76,CRW_t_B_9401,Bacteria,Proteobacteria,Nitrosomonadales,Betaproteobacteria
Arthrobacter sp. FB24,76,CRW_t_B_9404,Bacteria,Actinobacteria,Micrococcales,
Burkholderia cenocepacia HI2424,76,CRW_t_B_9406,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Burkholderia cenocepacia HI2424,76,CRW_t_B_9407,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Burkholderia cenocepacia HI2424,76,CRW_t_B_9408,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Aeromonas hydrophila subsp. hydrophila ATCC 7966,76,CRW_t_B_9409,Bacteria,Proteobacteria,Aeromonadales,Gammaproteobacteria
Aeromonas hydrophila subsp. hydrophila ATCC 7966,76,CRW_t_B_9410,Bacteria,Proteobacteria,Aeromonadales,Gammaproteobacteria
Aeromonas hydrophila subsp. hydrophila ATCC 7966,76,CRW_t_B_9411,Bacteria,Proteobacteria,Aeromonadales,Gammaproteobacteria
Aeromonas hydrophila subsp. hydrophila ATCC 7966,76,CRW_t_B_9412,Bacteria,Proteobacteria,Aeromonadales,Gammaproteobacteria
Aeromonas hydrophila subsp. hydrophila ATCC 7966,76,CRW_t_B_9413,Bacteria,Proteobacteria,Aeromonadales,Gammaproteobacteria
Aeromonas hydrophila subsp. hydrophila ATCC 7966,76,CRW_t_B_9414,Bacteria,Proteobacteria,Aeromonadales,Gammaproteobacteria
Aeromonas hydrophila subsp. hydrophila ATCC 7966,76,CRW_t_B_9415,Bacteria,Proteobacteria,Aeromonadales,Gammaproteobacteria
Shewanella sp. ANA-3,76,CRW_t_B_9418,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella sp. ANA-3,76,CRW_t_B_9419,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella sp. ANA-3,76,CRW_t_B_9420,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella sp. ANA-3,76,CRW_t_B_9421,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella sp. ANA-3,76,CRW_t_B_9422,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella sp. ANA-3,76,CRW_t_B_9423,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella sp. ANA-3,76,CRW_t_B_9424,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Syntrophobacter fumaroxidans MPOB,76,CRW_t_B_9434,Bacteria,Proteobacteria,Syntrophobacterales,Deltaproteobacteria
Mycobacterium avium 104,76,CRW_t_B_9435,Bacteria,Actinobacteria,Corynebacteriales,
Acidothermus cellulolyticus 11B,76,CRW_t_B_9440,Bacteria,Actinobacteria,Acidothermales,
Shewanella sp. W3-18-1,76,CRW_t_B_9455,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella sp. W3-18-1,76,CRW_t_B_9456,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella sp. W3-18-1,76,CRW_t_B_9457,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella sp. W3-18-1,76,CRW_t_B_9458,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella sp. W3-18-1,76,CRW_t_B_9459,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella sp. W3-18-1,76,CRW_t_B_9460,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella sp. W3-18-1,76,CRW_t_B_9461,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella amazonensis SB2B,76,CRW_t_B_9462,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella amazonensis SB2B,76,CRW_t_B_9463,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella amazonensis SB2B,76,CRW_t_B_9464,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella amazonensis SB2B,76,CRW_t_B_9465,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella amazonensis SB2B,76,CRW_t_B_9466,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella amazonensis SB2B,76,CRW_t_B_9467,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella amazonensis SB2B,76,CRW_t_B_9468,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Nocardioides sp. JS614,76,CRW_t_B_9469,Bacteria,Actinobacteria,Propionibacteriales,
Nocardioides sp. JS614,76,CRW_t_B_9470,Bacteria,Actinobacteria,Propionibacteriales,
Psychromonas ingrahamii 37,76,CRW_t_B_9471,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Psychromonas ingrahamii 37,76,CRW_t_B_9472,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Psychromonas ingrahamii 37,76,CRW_t_B_9473,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Psychromonas ingrahamii 37,76,CRW_t_B_9474,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Burkholderia mallei SAVP1,76,CRW_t_B_9484,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Polaromonas naphthalenivorans CJ2,76,CRW_t_B_9488,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Polaromonas naphthalenivorans CJ2,76,CRW_t_B_9489,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Acidovorax sp. JS42,76,CRW_t_B_9491,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Acidovorax sp. JS42,76,CRW_t_B_9492,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Verminephrobacter eiseniae EF01-2,76,CRW_t_B_9493,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
