Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID,Reference,Taxonomy.ENA.Classified,Taxonomy.ENA.superkingdom,Taxonomy.ENA.phylum,Taxonomy.ENA.class,Taxonomy.ENA.order,Taxonomy.ENA.family,Taxonomy.ENA.genus,Taxonomy.ENA.species group,Taxonomy.ENA.unknown 0,Taxonomy.ENA.tribe,Taxonomy.ENA.no rank 0,Taxonomy.ENA.suborder
Actinobacillus lignieresii,AF033092,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8345,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus,,,,,
Actinobacillus lignieresii,AF033093,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8346,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus,,,,,
Actinobacillus suis,AF033094,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8347,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus,,,,,
Vibrio cholerae,AF042844,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8349,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,,,,
Vibrio cholerae,AF042845,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8350,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,,,,
Vibrio cholerae,AF042847,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8351,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,,,,
Salmonella enterica,AF046806,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8354,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Enterobacteriaceae,Salmonella,,Enterobacteriales,,,
Salmonella enterica,AF046807,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8355,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Enterobacteriaceae,Salmonella,,Enterobacteriales,,,
Salmonella enterica,AF046808,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8356,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Enterobacteriaceae,Salmonella,,Enterobacteriales,,,
Salmonella enterica,AF046809,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8357,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Enterobacteriaceae,Salmonella,,Enterobacteriales,,,
Salmonella enterica,AF046810,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8358,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Enterobacteriaceae,Salmonella,,Enterobacteriales,,,
Salmonella enterica,AF046811,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8359,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Enterobacteriaceae,Salmonella,,Enterobacteriales,,,
Salmonella enterica,AF046812,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8360,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Enterobacteriaceae,Salmonella,,Enterobacteriales,,,
Salmonella enterica,AF046813,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8361,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Enterobacteriaceae,Salmonella,,Enterobacteriales,,,
Salmonella enterica,AF046816,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8362,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Enterobacteriaceae,Salmonella,,Enterobacteriales,,,
Salmonella enterica,AF046818,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8363,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Enterobacteriaceae,Salmonella,,Enterobacteriales,,,
Salmonella enterica,AF046819,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8364,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Enterobacteriaceae,Salmonella,,Enterobacteriales,,,
Escherichia fergusonii,AF047420,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8365,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,,,,,
Klebsiella pneumoniae,AF047425,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8369,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Enterobacteriaceae,Klebsiella,,Enterobacteriales,,,
Salmonella enterica,AF100900,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8373,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Enterobacteriaceae,Salmonella,,Enterobacteriales,,,
Pseudomonas aeruginosa,AF139107,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8375,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,
Erwinia rhapontici,AF232678,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8381,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,,,,,
Pectobacterium wasabiae,AF232679,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8382,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Pectobacterium,,,,,
Pectobacterium carotovorum subsp. odoriferum,AF232680,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8383,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Pectobacterium,,,,,
Pectobacterium cacticida,AF232685,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8388,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Pectobacterium,,,,,
Pectobacterium betavasculorum,AF232686,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8389,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Enterobacteriaceae,Pectobacterium,,Enterobacteriales,,,
Pectobacterium atrosepticum,AF232687,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8390,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Pectobacterium,,,,,
Pectobacterium carotovorum,AF234289,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8391,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Pectobacterium,,,,,
secondary endosymbiont of Glycaspis brimblecombei,AF263561,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8392,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,,,,,
Vibrio aestuarianus,AF412993,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8410,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,,,,
Vibrio aestuarianus,AF412995,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8411,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,,,,
Salinivibrio costicola,AF412998,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8412,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Salinivibrio,,,,,
Salinivibrio costicola,AF412999,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8413,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Salinivibrio,,,,,
Vibrio diazotrophicus,AF413003,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8414,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,,,,
Vibrio fluvialis,AF413005,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8415,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,,,,
Vibrio fluvialis,AF413006,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8416,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,,,,
Vibrio fluvialis,AF413007,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8417,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,,,,
Vibrio nigripulchritudo,AF413009,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8418,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,,,,
Vibrio nigripulchritudo,AF413010,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8419,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,,,,
Vibrio nigripulchritudo,AF413011,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8420,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,,,,
Vibrio nigripulchritudo,AF413012,76,32,44,No,0,tRNA,0,()()(),()()(),--,No,CRW,--,CRW_t_B_8421,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,,,,
Vibrio proteolyticus,AF413016,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8422,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,,,,
Pseudomonas aeruginosa,AF440523,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8424,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,
Pseudomonas aeruginosa,AF440524,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8425,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,
Erwinia amylovora,AF449653,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8430,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,,,,,
Erwinia amylovora,AF449657,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8432,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,,,,,
Erwinia amylovora,AF449659,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8434,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,,,,,
Erwinia amylovora,AF449663,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8436,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,,,,,
Erwinia pyrifoliae,AF449664,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8437,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,,,,,
Erwinia pyrifoliae,AF449665,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8438,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,,,,,
Erwinia pyrifoliae,AF449667,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8439,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,,,,,
Erwinia pyrifoliae,AF449668,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8440,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,,,,,
Erwinia amylovora,AF449670,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8441,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,,,,,
Erwinia amylovora,AF449671,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8442,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,,,,,
Erwinia amylovora,AF449675,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8444,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,,,,,
Erwinia amylovora,AF449676,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8445,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,,,,,
Erwinia amylovora,AF449678,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8447,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,,,,,
Erwinia amylovora,AF449679,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8448,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,,,,,
Erwinia amylovora,AF449683,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8450,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,,,,,
Erwinia amylovora,AF449685,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8451,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,,,,,
Erwinia amylovora,AF449687,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8452,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,,,,,
Candidatus Baumannia cicadellinicola,AF489427,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8465,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,,,Candidatus Baumannia,
Sodalis glossinidius,AF548135,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8468,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Sodalis,,,,,
primary endosymbiont of Sitophilus zeamais,AF548142,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8470,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,,,,,
Erwinia pyrifoliae,AJ009930,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8472,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,,,,,
Erwinia pyrifoliae,AJ132969,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8476,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,,,,,
Mycobacterium leprae,AL583923,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8545,--,Yes,Bacteria,Actinobacteria,,Corynebacteriales,Mycobacteriaceae,Mycobacterium,,,,,
Yersinia pestis CO92,AL590842,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8549,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,,,,,
Yersinia pestis CO92,AL590842,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8550,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,,,,,
Yersinia pestis CO92,AL590842,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8551,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,,,,,
Salmonella enterica subsp. enterica serovar Typhi,AL627266,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8563,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Enterobacteriaceae,Salmonella,,Enterobacteriales,,,
Salmonella enterica subsp. enterica serovar Typhi,AL627278,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8564,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Enterobacteriaceae,Salmonella,,Enterobacteriales,,,
Salmonella enterica subsp. enterica serovar Typhi,AL627279,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8565,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Enterobacteriaceae,Salmonella,,Enterobacteriales,,,
Salmonella enterica subsp. enterica serovar Typhi,AL627282,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8566,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Enterobacteriaceae,Salmonella,,Enterobacteriales,,,
Ralstonia solanacearum,AL646052,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8567,--,Yes,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,,,,,
Ralstonia solanacearum,AL646052,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8568,--,Yes,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,,,,,
Xanthomonas campestris pv. vesicatoria str. 85-10,AM039952,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8582,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,,,,,
Xanthomonas campestris pv. vesicatoria str. 85-10,AM039952,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8583,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,,,,,
Francisella tularensis subsp. holarctica LVS,AM233362,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8643,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,,,,,
Spiroplasma citri,AM285320,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8653,--,Yes,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,,,,,
Yersinia enterocolitica subsp. enterocolitica 8081,AM286415,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8655,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,,,,,
Yersinia enterocolitica subsp. enterocolitica 8081,AM286415,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8656,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,,,,,
Yersinia enterocolitica subsp. enterocolitica 8081,AM286415,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8657,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,,,,,
Yersinia enterocolitica subsp. enterocolitica 8081,AM286415,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8658,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,,,,,
Alcanivorax borkumensis SK2,AM286690,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8659,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,,,,,
Alcanivorax borkumensis SK2,AM286690,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8660,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,,,,,
Azoarcus sp. BH72,AM406670,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8661,--,Yes,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Azoarcus,,,,,
Azoarcus sp. BH72,AM406670,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8662,--,Yes,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Azoarcus,,,,,
Nocardia farcinica IFM 10152,AP006618,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8671,--,Yes,Bacteria,Actinobacteria,,Corynebacteriales,Nocardiaceae,Nocardia,,,,,
Nocardia farcinica IFM 10152,AP006618,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8672,--,Yes,Bacteria,Actinobacteria,,Corynebacteriales,Nocardiaceae,Nocardia,,,,,
Thermus thermophilus HB8,AP008226,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8748,--,Yes,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,,,,,
Xanthomonas oryzae pv. oryzae MAFF 311018,AP008229,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8752,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,,,,,
Xanthomonas oryzae pv. oryzae MAFF 311018,AP008229,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8753,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,,,,,
Desulfitobacterium hafniense Y51,AP008230,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8754,--,Yes,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfitobacterium,,,,,
Sodalis glossinidius str. 'morsitans',AP008232,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8756,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Sodalis,,,,,
Sodalis glossinidius str. 'morsitans',AP008232,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8757,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Sodalis,,,,,
Sodalis glossinidius str. 'morsitans',AP008232,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8758,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Sodalis,,,,,
Bifidobacterium adolescentis ATCC 15703,AP009256,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8769,--,Yes,Bacteria,Actinobacteria,,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,,,,
Vibrio alginolyticus,AY245199,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8777,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,,,,
Vibrio alginolyticus,AY245202,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8778,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,,,,
Vibrio alginolyticus,AY245205,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8779,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,,,,
Vibrio alginolyticus,AY245208,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8780,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,,,,
Vibrio alginolyticus,AY245211,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8781,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,,,,
Vibrio fluvialis,AY245215,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8783,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,,,,
Vibrio fluvialis,AY245219,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8785,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,,,,
Vibrio fluvialis,AY245221,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8786,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,,,,
Vibrio parahaemolyticus,AY245223,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8787,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,,,,
Vibrio parahaemolyticus,AY245225,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8788,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,,,,
