Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID,Reference,Taxonomy.ENA.Classified,Taxonomy.ENA.superkingdom,Taxonomy.ENA.phylum,Taxonomy.ENA.class,Taxonomy.ENA.order,Taxonomy.ENA.family,Taxonomy.ENA.genus,Taxonomy.ENA.species group,Taxonomy.ENA.tribe,Taxonomy.ENA.subclass,Taxonomy.ENA.no rank 0,Taxonomy.ENA.no rank 1,Taxonomy.ENA.suborder,Taxonomy.ENA.unknown 0,Taxonomy.ENA.species subgroup
uncultured Thermotogales bacterium,AM184115,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10256,--,Yes,Bacteria,Thermotogae,,Thermotogales,,,,,,environmental samples,,,,
Listeria welshimeri serovar 6b str. SLCC5334,AM263198,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10263,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,,,,,,,,
Lactococcus lactis subsp. cremoris MG1363,AM406671,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10271,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,,,,,,,,
Lactococcus lactis subsp. cremoris MG1363,AM406671,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10272,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,,,,,,,,
Onion yellows phytoplasma OY-M,AP006628,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10283,--,Yes,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Candidatus Phytoplasma,Candidatus Phytoplasma asteris,,,,,,,
Staphylococcus haemolyticus JCSC1435,AP006716,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10285,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,,,,,,,
Bacteroides fragilis YCH46,AP006841,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10291,--,Yes,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,,,,,
Synechococcus elongatus PCC 6301,AP008231,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10324,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,,,,,,,,
Candidatus Carsonella ruddii PV,AP009180,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10335,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Candidatus Carsonella,,,,Zymobacter group,,,,
Bacillus halodurans C-125,BA000004,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10370,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,,,,,,,
Staphylococcus aureus subsp. aureus Mu50,BA000017,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10379,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,,,,,,,
Staphylococcus aureus subsp. aureus Mu50,BA000017,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10380,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,,,,,,,
Staphylococcus aureus subsp. aureus N315,BA000018,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10381,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,,,,,,,
Nostoc sp. PCC 7120,BA000019,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10383,--,Yes,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,,,,,,,,
Staphylococcus aureus subsp. aureus MW2,BA000033,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10397,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,,,,,,,
Streptococcus pyogenes SSI-1,BA000034,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10399,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,,,
Corynebacterium efficiens YS-314,BA000035,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10401,--,Yes,Bacteria,Actinobacteria,,Corynebacteriales,Corynebacteriaceae,Corynebacterium,,,,,,,,
Corynebacterium efficiens YS-314,BA000035,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10402,--,Yes,Bacteria,Actinobacteria,,Corynebacteriales,Corynebacteriaceae,Corynebacterium,,,,,,,,
Corynebacterium efficiens YS-314,BA000035,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10403,--,Yes,Bacteria,Actinobacteria,,Corynebacteriales,Corynebacteriaceae,Corynebacterium,,,,,,,,
Corynebacterium glutamicum ATCC 13032,BA000036,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10404,--,Yes,Bacteria,Actinobacteria,,Corynebacteriales,Corynebacteriaceae,Corynebacterium,,,,,,,,
Corynebacterium glutamicum ATCC 13032,BA000036,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10406,--,Yes,Bacteria,Actinobacteria,,Corynebacteriales,Corynebacteriaceae,Corynebacterium,,,,,,,,
Geobacillus kaustophilus HTA426,BA000043,72,36,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10412,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus thermoleovorans group,,,,,,,
Bacillus subtilis,K01389,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10416,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,,,,,,,
Corynebacterium diphtheriae,BX248356,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10419,--,Yes,Bacteria,Actinobacteria,,Corynebacteriales,Corynebacteriaceae,Corynebacterium,,,,,,,,
Corynebacterium diphtheriae,BX248357,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10420,--,Yes,Bacteria,Actinobacteria,,Corynebacteriales,Corynebacteriaceae,Corynebacterium,,,,,,,,
Candidatus Blochmannia floridanus,BX248583,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10421,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Candidatus Blochmannia,,,,ant endosymbionts,,,,
Rhodopirellula baltica SH 1,BX294136,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10424,--,Yes,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Rhodopirellula,,,,,,,,
Staphylococcus aureus subsp. aureus MRSA252,BX571856,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10427,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,,,,,,,
Staphylococcus aureus subsp. aureus MSSA476,BX571857,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10429,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,,,,,,,
Prochlorococcus marinus str. MIT 9313,BX572100,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10436,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Prochloraceae,Prochlorococcus,,,,,,,,
Mycobacterium tuberculosis H37Rv,BX842575,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10442,--,Yes,Bacteria,Actinobacteria,,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis complex,,,,,,,
Mycobacterium tuberculosis H37Rv,BX842581,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10443,--,Yes,Bacteria,Actinobacteria,,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis complex,,,,,,,
Candidatus Protochlamydia amoebophila UWE25,BX908798,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10448,--,Yes,Bacteria,Chlamydiae,,Parachlamydiales,Parachlamydiaceae,Candidatus Protochlamydia,,,,,,,,
Corynebacterium glutamicum ATCC 13032,BX927151,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10450,--,Yes,Bacteria,Actinobacteria,,Corynebacteriales,Corynebacteriaceae,Corynebacterium,,,,,,,,
Corynebacterium glutamicum ATCC 13032,BX927151,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10451,--,Yes,Bacteria,Actinobacteria,,Corynebacteriales,Corynebacteriaceae,Corynebacterium,,,,,,,,
Streptococcus pyogenes MGAS10394,CP000003,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10467,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,,,
Candidatus Blochmannia pennsylvanicus str. BPEN,CP000016,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10472,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Candidatus Blochmannia,,,,ant endosymbionts,,,,
Anaplasma marginale str. St. Maries,CP000030,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10488,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Anaplasma,,,,,,,,
Lactobacillus acidophilus NCFM,CP000033,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10489,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,,,,,,,
Lactobacillus acidophilus NCFM,CP000033,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10490,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,,,,,,,
Lactobacillus acidophilus NCFM,CP000033,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10491,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,,,,,,,
Staphylococcus aureus subsp. aureus COL,CP000046,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10504,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,,,,,,,
Chlamydia trachomatis A/HAR-13,CP000051,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10507,--,Yes,Bacteria,Chlamydiae,,Chlamydiales,Chlamydiaceae,Chlamydia,,,,Chlamydia/Chlamydophila group,,,,
Thermobifida fusca YX,CP000088,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10525,--,Yes,Bacteria,Actinobacteria,,Streptosporangiales,Nocardiopsaceae,Thermobifida,,,,,,,,
Prochlorococcus marinus str. NATL2A,CP000095,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10530,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Prochloraceae,Prochlorococcus,,,,,,,,
Synechococcus sp. CC9605,CP000110,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10539,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,,,,,,,,
Prochlorococcus marinus str. MIT 9312,CP000111,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10540,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Prochloraceae,Prochlorococcus,,,,,,,,
Myxococcus xanthus DK 1622,CP000113,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10544,--,Yes,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,,,,,,Cystobacterineae,,
Streptococcus agalactiae A909,CP000114,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10545,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,,,
Streptococcus agalactiae A909,CP000114,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10546,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,,,
Streptococcus agalactiae A909,CP000114,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10548,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,,,
Erythrobacter litoralis HTCC2594,CP000157,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10570,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,,,,,,,,
Neorickettsia sennetsu str. Miyayama,CP000237,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10583,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Neorickettsia,,,,,,,,
Baumannia cicadellinicola str. Hc (Homalodisca coagulata),CP000238,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10584,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,,,Candidatus Baumannia,,,,
Synechococcus sp. JA-3-3Ab,CP000239,72,28,44,No,0,tRNA,0,()()(),()()(),--,No,CRW,--,CRW_t_B_10586,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,,,,,,,,
Synechococcus sp. JA-2-3B'a(2-13),CP000240,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10587,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,,,,,,,,
Escherichia coli UTI89,CP000243,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10589,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,,,,,,,,
Escherichia coli UTI89,CP000243,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10590,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,,,,,,,,
Escherichia coli UTI89,CP000243,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10591,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,,,,,,,,
Escherichia coli UTI89,CP000243,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10592,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,,,,,,,,
Staphylococcus aureus subsp. aureus NCTC 8325,CP000253,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10607,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,,,,,,,
Staphylococcus aureus subsp. aureus USA300,CP000255,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10612,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,,,,,,,
Streptococcus pyogenes MGAS10270,CP000260,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10615,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,,,
Mycobacterium sp. MCS,CP000384,72,30,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10667,--,Yes,Bacteria,Actinobacteria,,Corynebacteriales,Mycobacteriaceae,Mycobacterium,,,,,,,,
Rubrobacter xylanophilus DSM 9941,CP000386,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10668,--,Yes,Bacteria,Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,Rubrobacter,,,,,,,,
Trichodesmium erythraeum IMS101,CP000393,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10675,--,Yes,Bacteria,Cyanobacteria,,Oscillatoriales,Microcoleaceae,Trichodesmium,,,Oscillatoriophycideae,,,,,
Streptococcus pneumoniae D39,CP000410,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10679,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,,,
Streptococcus pneumoniae D39,CP000410,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10680,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,,,
Oenococcus oeni PSU-1,CP000411,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10681,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Oenococcus,,,,,,,,
Oenococcus oeni PSU-1,CP000411,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10682,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Oenococcus,,,,,,,,
Lactobacillus brevis ATCC 367,CP000416,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10693,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,,,,,,,
Lactobacillus brevis ATCC 367,CP000416,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10694,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,,,,,,,
Streptococcus thermophilus LMD-9,CP000419,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10696,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,,,
Streptococcus thermophilus LMD-9,CP000419,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10698,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,,,
Pediococcus pentosaceus ATCC 25745,CP000422,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10700,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,,,,,,,,
Lactococcus lactis subsp. cremoris SK11,CP000425,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10703,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,,,,,,,,
Lactococcus lactis subsp. cremoris SK11,CP000425,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10704,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,,,,,,,,
Synechococcus sp. CC9311,CP000435,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10707,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,,,,,,,,
Pseudomonas aeruginosa UCBPP-PA14,CP000438,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10711,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,
Arthrobacter sp. FB24,CP000454,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10728,--,Yes,Bacteria,Actinobacteria,,Micrococcales,Micrococcaceae,Arthrobacter,,,,,,,,
Arthrobacter sp. FB24,CP000454,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10729,--,Yes,Bacteria,Actinobacteria,,Micrococcales,Micrococcaceae,Arthrobacter,,,,,,,,
Mycobacterium avium 104,CP000479,72,30,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10750,--,Yes,Bacteria,Actinobacteria,,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium avium complex (MAC),,,,,,,
Mycobacterium sp. KMS,CP000518,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10780,--,Yes,Bacteria,Actinobacteria,,Corynebacteriales,Mycobacteriaceae,Mycobacterium,,,,,,,,
Prochlorococcus marinus str. AS9601,CP000551,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10792,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Prochloraceae,Prochlorococcus,,,,,,,,
Prochlorococcus marinus str. MIT 9515,CP000552,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10793,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Prochloraceae,Prochlorococcus,,,,,,,,
Prochlorococcus marinus str. NATL1A,CP000553,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10794,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Prochloraceae,Prochlorococcus,,,,,,,,
Prochlorococcus marinus str. MIT 9303,CP000554,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10795,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Prochloraceae,Prochlorococcus,,,,,,,,
Desulfotalea psychrophila LSv54,CR522870,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10827,--,Yes,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfotalea,,,,,,,,
Desulfotalea psychrophila LSv54,CR522870,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10828,--,Yes,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfotalea,,,,,,,,
Bacteroides fragilis NCTC 9343,CR626927,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10835,--,Yes,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,,,,,
Corynebacterium jeikeium K411,CR931997,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10843,--,Yes,Bacteria,Actinobacteria,,Corynebacteriales,Corynebacteriaceae,Corynebacterium,,,,,,,,
Corynebacterium jeikeium K411,CR931997,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10844,--,Yes,Bacteria,Actinobacteria,,Corynebacteriales,Corynebacteriaceae,Corynebacterium,,,,,,,,
Lactobacillus sakei subsp. sakei 23K,CR936503,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10847,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,,,,,,,
Lactobacillus sakei subsp. sakei 23K,CR936503,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10848,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,,,,,,,
Lactobacillus sakei subsp. sakei 23K,CR936503,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10849,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,,,,,,,
Lactobacillus sakei subsp. sakei 23K,CR936503,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10850,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,,,,,,,
Candidatus Kuenenia stuttgartiensis,CT573071,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10860,--,Yes,Bacteria,Planctomycetes,Planctomycetia,Candidatus Brocadiales,Candidatus Brocadiaceae,Candidatus Kuenenia,,,,,,,,
Frankia alni ACN14a,CT573213,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10861,--,Yes,Bacteria,Actinobacteria,,Frankiales,Frankiaceae,Frankia,,,,,,,,
Lactococcus lactis,L35277,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10949,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,,,,,,,,
Bacillus subtilis,Z99108,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10972,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,,,,,,,
Streptomyces lividans,X58873,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11031,--,Yes,Bacteria,Actinobacteria,,Streptomycetales,Streptomycetaceae,Streptomyces,,,,,,,,
Streptomyces lividans,X58873,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11032,--,Yes,Bacteria,Actinobacteria,,Streptomycetales,Streptomycetaceae,Streptomyces,,,,,,,,
Synechocystis sp. PCC 6803,X60715,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11036,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Merismopediaceae,Synechocystis,,,,,,,,
Bacillus subtilis,Z82044,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11073,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,,,,,,,
Mycobacterium leprae,Z99263,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11078,--,Yes,Bacteria,Actinobacteria,,Corynebacteriales,Mycobacteriaceae,Mycobacterium,,,,,,,,
