Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID,Reference,Taxonomy.ENA.Classified,Taxonomy.ENA.superkingdom,Taxonomy.ENA.phylum,Taxonomy.ENA.order,Taxonomy.ENA.genus,Taxonomy.ENA.class,Taxonomy.ENA.family,Taxonomy.ENA.no rank 0,Taxonomy.ENA.unknown 0,Taxonomy.ENA.tribe,Taxonomy.ENA.species group,Taxonomy.ENA.suborder,Taxonomy.ENA.subgenus,Taxonomy.ENA.subclass
Ralstonia solanacearum,AL646052,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17103,--,Yes,Bacteria,Proteobacteria,Burkholderiales,Ralstonia,Betaproteobacteria,Burkholderiaceae,,,,,,,
Ralstonia solanacearum,AL646053,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17104,--,Yes,Bacteria,Proteobacteria,Burkholderiales,Ralstonia,Betaproteobacteria,Burkholderiaceae,,,,,,,
Xanthomonas campestris pv. vesicatoria str. 85-10,AM039952,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17113,--,Yes,Bacteria,Proteobacteria,Xanthomonadales,Xanthomonas,Gammaproteobacteria,Xanthomonadaceae,,,,,,,
Xanthomonas campestris pv. vesicatoria str. 85-10,AM039952,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17114,--,Yes,Bacteria,Proteobacteria,Xanthomonadales,Xanthomonas,Gammaproteobacteria,Xanthomonadaceae,,,,,,,
Magnetospirillum gryphiswaldense,AM085146,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17124,--,Yes,Bacteria,Proteobacteria,Rhodospirillales,Magnetospirillum,Alphaproteobacteria,Rhodospirillaceae,,,,,,,
Francisella tularensis subsp. holarctica LVS,AM233362,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17139,--,Yes,Bacteria,Proteobacteria,Thiotrichales,Francisella,Gammaproteobacteria,Francisellaceae,,,,,,,
Francisella tularensis subsp. holarctica LVS,AM233362,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17140,--,Yes,Bacteria,Proteobacteria,Thiotrichales,Francisella,Gammaproteobacteria,Francisellaceae,,,,,,,
Francisella tularensis subsp. holarctica LVS,AM233362,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17141,--,Yes,Bacteria,Proteobacteria,Thiotrichales,Francisella,Gammaproteobacteria,Francisellaceae,,,,,,,
Rhizobium leguminosarum bv. viciae 3841,AM236080,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17142,--,Yes,Bacteria,Proteobacteria,Rhizobiales,Rhizobium,Alphaproteobacteria,Rhizobiaceae,Rhizobium/Agrobacterium group,,,,,,
Rhizobium leguminosarum bv. viciae 3841,AM236080,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17143,--,Yes,Bacteria,Proteobacteria,Rhizobiales,Rhizobium,Alphaproteobacteria,Rhizobiaceae,Rhizobium/Agrobacterium group,,,,,,
Rhizobium leguminosarum bv. viciae 3841,AM236080,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17144,--,Yes,Bacteria,Proteobacteria,Rhizobiales,Rhizobium,Alphaproteobacteria,Rhizobiaceae,Rhizobium/Agrobacterium group,,,,,,
Candidatus Phytoplasma trifolii,AM260486,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17179,--,Yes,Bacteria,Tenericutes,Acholeplasmatales,Candidatus Phytoplasma,Mollicutes,Acholeplasmataceae,,,,16SrVI (Clover proliferation group),,,
Helicobacter acinonychis str. Sheeba,AM260522,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17180,--,Yes,Bacteria,Proteobacteria,Campylobacterales,Helicobacter,Epsilonproteobacteria,Helicobacteraceae,,,,,,,
Spiroplasma citri,AM285304,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17184,--,Yes,Bacteria,Tenericutes,Entomoplasmatales,Spiroplasma,Mollicutes,Spiroplasmataceae,,,,,,,
Yersinia enterocolitica subsp. enterocolitica 8081,AM286415,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17188,--,Yes,Bacteria,Proteobacteria,Enterobacterales,Yersinia,Gammaproteobacteria,Yersiniaceae,,,,,,,
Yersinia enterocolitica subsp. enterocolitica 8081,AM286415,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17189,--,Yes,Bacteria,Proteobacteria,Enterobacterales,Yersinia,Gammaproteobacteria,Yersiniaceae,,,,,,,
Yersinia enterocolitica subsp. enterocolitica 8081,AM286415,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17190,--,Yes,Bacteria,Proteobacteria,Enterobacterales,Yersinia,Gammaproteobacteria,Yersiniaceae,,,,,,,
Alcanivorax borkumensis SK2,AM286690,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17191,--,Yes,Bacteria,Proteobacteria,Oceanospirillales,Alcanivorax,Gammaproteobacteria,Alcanivoracaceae,,,,,,,
Azoarcus sp. BH72,AM406670,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17192,--,Yes,Bacteria,Proteobacteria,Rhodocyclales,Azoarcus,Betaproteobacteria,Zoogloeaceae,,,,,,,
Azoarcus sp. BH72,AM406670,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17193,--,Yes,Bacteria,Proteobacteria,Rhodocyclales,Azoarcus,Betaproteobacteria,Zoogloeaceae,,,,,,,
Azoarcus sp. BH72,AM406670,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17194,--,Yes,Bacteria,Proteobacteria,Rhodocyclales,Azoarcus,Betaproteobacteria,Zoogloeaceae,,,,,,,
Azoarcus sp. BH72,AM406670,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17195,--,Yes,Bacteria,Proteobacteria,Rhodocyclales,Azoarcus,Betaproteobacteria,Zoogloeaceae,,,,,,,
Nocardia farcinica IFM 10152,AP006618,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17218,--,Yes,Bacteria,Actinobacteria,Corynebacteriales,Nocardia,,Nocardiaceae,,,,,,,
Bacillus clausii KSM-K16,AP006627,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17219,--,Yes,Bacteria,Firmicutes,Bacillales,Bacillus,Bacilli,Bacillaceae,,,,,,,
Bacillus clausii KSM-K16,AP006627,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17220,--,Yes,Bacteria,Firmicutes,Bacillales,Bacillus,Bacilli,Bacillaceae,,,,,,,
Bacillus clausii KSM-K16,AP006627,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17221,--,Yes,Bacteria,Firmicutes,Bacillales,Bacillus,Bacilli,Bacillaceae,,,,,,,
Staphylococcus haemolyticus JCSC1435,AP006716,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17228,--,Yes,Bacteria,Firmicutes,Bacillales,Staphylococcus,Bacilli,Staphylococcaceae,,,,,,,
Staphylococcus haemolyticus JCSC1435,AP006716,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17229,--,Yes,Bacteria,Firmicutes,Bacillales,Staphylococcus,Bacilli,Staphylococcaceae,,,,,,,
Bacteroides fragilis YCH46,AP006841,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17236,--,Yes,Bacteria,Bacteroidetes,Bacteroidales,Bacteroides,Bacteroidia,Bacteroidaceae,,,,,,,
Bacteroides fragilis YCH46,AP006841,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17237,--,Yes,Bacteria,Bacteroidetes,Bacteroidales,Bacteroides,Bacteroidia,Bacteroidaceae,,,,,,,
Bacteroides fragilis YCH46,AP006841,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17238,--,Yes,Bacteria,Bacteroidetes,Bacteroidales,Bacteroides,Bacteroidia,Bacteroidaceae,,,,,,,
Bacteroides fragilis YCH46,AP006841,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17239,--,Yes,Bacteria,Bacteroidetes,Bacteroidales,Bacteroides,Bacteroidia,Bacteroidaceae,,,,,,,
Bacteroides fragilis YCH46,AP006841,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17240,--,Yes,Bacteria,Bacteroidetes,Bacteroidales,Bacteroides,Bacteroidia,Bacteroidaceae,,,,,,,
Bacteroides fragilis YCH46,AP006841,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17241,--,Yes,Bacteria,Bacteroidetes,Bacteroidales,Bacteroides,Bacteroidia,Bacteroidaceae,,,,,,,
Thermus thermophilus HB8,AP008226,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17269,--,Yes,Bacteria,Deinococcus-Thermus,Thermales,Thermus,Deinococci,Thermaceae,,,,,,,
Xanthomonas oryzae pv. oryzae MAFF 311018,AP008229,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17270,--,Yes,Bacteria,Proteobacteria,Xanthomonadales,Xanthomonas,Gammaproteobacteria,Xanthomonadaceae,,,,,,,
Xanthomonas oryzae pv. oryzae MAFF 311018,AP008229,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17271,--,Yes,Bacteria,Proteobacteria,Xanthomonadales,Xanthomonas,Gammaproteobacteria,Xanthomonadaceae,,,,,,,
Desulfitobacterium hafniense Y51,AP008230,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17272,--,Yes,Bacteria,Firmicutes,Clostridiales,Desulfitobacterium,Clostridia,Peptococcaceae,,,,,,,
Sodalis glossinidius str. 'morsitans',AP008232,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17275,--,Yes,Bacteria,Proteobacteria,Enterobacterales,Sodalis,Gammaproteobacteria,Pectobacteriaceae,,,,,,,
Sodalis glossinidius str. 'morsitans',AP008232,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17276,--,Yes,Bacteria,Proteobacteria,Enterobacterales,Sodalis,Gammaproteobacteria,Pectobacteriaceae,,,,,,,
Sodalis glossinidius str. 'morsitans',AP008232,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17277,--,Yes,Bacteria,Proteobacteria,Enterobacterales,Sodalis,Gammaproteobacteria,Pectobacteriaceae,,,,,,,
Sodalis glossinidius str. 'morsitans',AP008232,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17278,--,Yes,Bacteria,Proteobacteria,Enterobacterales,Sodalis,Gammaproteobacteria,Pectobacteriaceae,,,,,,,
Chinaberry yellows phytoplasma,AY081817,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17330,--,Yes,Bacteria,Tenericutes,Acholeplasmatales,Candidatus Phytoplasma,Mollicutes,Acholeplasmataceae,,,,16SrXIII (Mexican periwinkle virescence group),,,
Buckland Valley grapevine yellows phytoplasma,AY083605,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17331,--,Yes,Bacteria,Tenericutes,Acholeplasmatales,Candidatus Phytoplasma,Mollicutes,Acholeplasmataceae,,,,16SrXII (Stolbur group),,,
Argentinian alfalfa witches'-broom phytoplasma,AY147038,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17349,--,Yes,Bacteria,Tenericutes,Acholeplasmatales,Candidatus Phytoplasma,Mollicutes,Acholeplasmataceae,,,,16SrVII (Ash yellows group),,,
Bradyrhizobium sp. Tv2a-2,AY187818,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17360,--,Yes,Bacteria,Proteobacteria,Rhizobiales,Bradyrhizobium,Alphaproteobacteria,Bradyrhizobiaceae,,,,,,,
Bacillus cereus,AY224379,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17368,--,Yes,Bacteria,Firmicutes,Bacillales,Bacillus,Bacilli,Bacillaceae,,,,Bacillus cereus group,,,
Bacillus cereus,AY224380,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17369,--,Yes,Bacteria,Firmicutes,Bacillales,Bacillus,Bacilli,Bacillaceae,,,,Bacillus cereus group,,,
Bacillus cereus,AY224387,77,33,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_17370,--,Yes,Bacteria,Firmicutes,Bacillales,Bacillus,Bacilli,Bacillaceae,,,,Bacillus cereus group,,,
Bacillus cereus,AY224388,77,33,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_17371,--,Yes,Bacteria,Firmicutes,Bacillales,Bacillus,Bacilli,Bacillaceae,,,,Bacillus cereus group,,,
Paenibacillus popilliae,AY242847,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17378,--,Yes,Bacteria,Firmicutes,Bacillales,Paenibacillus,Bacilli,Paenibacillaceae,,,,,,,
Vibrio fluvialis,AY245216,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17384,--,Yes,Bacteria,Proteobacteria,Vibrionales,Vibrio,Gammaproteobacteria,Vibrionaceae,,,,,,,
Vibrio fluvialis,AY245220,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17385,--,Yes,Bacteria,Proteobacteria,Vibrionales,Vibrio,Gammaproteobacteria,Vibrionaceae,,,,,,,
Vibrio parahaemolyticus,AY245231,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17387,--,Yes,Bacteria,Proteobacteria,Vibrionales,Vibrio,Gammaproteobacteria,Vibrionaceae,,,,,,,
Vibrio parahaemolyticus,AY245236,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17388,--,Yes,Bacteria,Proteobacteria,Vibrionales,Vibrio,Gammaproteobacteria,Vibrionaceae,,,,,,,
Paenibacillus popilliae,AY245251,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17389,--,Yes,Bacteria,Firmicutes,Bacillales,Paenibacillus,Bacilli,Paenibacillaceae,,,,,,,
uncultured Acidobacteria bacterium,AY281353,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17424,--,Yes,Bacteria,Acidobacteria,,,,,environmental samples,,,,,,
Paracoccus sp. Ol18,AY312056,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17430,--,Yes,Bacteria,Proteobacteria,Rhodobacterales,Paracoccus,Alphaproteobacteria,Rhodobacteraceae,,,,,,,
Aster yellows phytoplasma,AY389820,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17485,--,Yes,Bacteria,Tenericutes,Acholeplasmatales,Candidatus Phytoplasma,Mollicutes,Acholeplasmataceae,,,,Candidatus Phytoplasma asteris,,,
Aster yellows phytoplasma,AY389821,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17486,--,Yes,Bacteria,Tenericutes,Acholeplasmatales,Candidatus Phytoplasma,Mollicutes,Acholeplasmataceae,,,,Candidatus Phytoplasma asteris,,,
Aster yellows phytoplasma,AY389822,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17487,--,Yes,Bacteria,Tenericutes,Acholeplasmatales,Candidatus Phytoplasma,Mollicutes,Acholeplasmataceae,,,,Candidatus Phytoplasma asteris,,,
Aster yellows phytoplasma,AY389824,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17488,--,Yes,Bacteria,Tenericutes,Acholeplasmatales,Candidatus Phytoplasma,Mollicutes,Acholeplasmataceae,,,,Candidatus Phytoplasma asteris,,,
Aster yellows phytoplasma,AY389826,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17489,--,Yes,Bacteria,Tenericutes,Acholeplasmatales,Candidatus Phytoplasma,Mollicutes,Acholeplasmataceae,,,,Candidatus Phytoplasma asteris,,,
Aster yellows phytoplasma,AY389827,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17490,--,Yes,Bacteria,Tenericutes,Acholeplasmatales,Candidatus Phytoplasma,Mollicutes,Acholeplasmataceae,,,,Candidatus Phytoplasma asteris,,,
Candidatus Phytoplasma trifolii,AY390261,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17491,--,Yes,Bacteria,Tenericutes,Acholeplasmatales,Candidatus Phytoplasma,Mollicutes,Acholeplasmataceae,,,,16SrVI (Clover proliferation group),,,
Erwinia pyrifoliae,AY509611,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17564,--,Yes,Bacteria,Proteobacteria,Enterobacterales,Erwinia,Gammaproteobacteria,Erwiniaceae,,,,,,,
Aster yellows phytoplasma,AY554265,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17582,--,Yes,Bacteria,Tenericutes,Acholeplasmatales,Candidatus Phytoplasma,Mollicutes,Acholeplasmataceae,,,,Candidatus Phytoplasma asteris,,,
Ethanoligenens harbinense,AY556388,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17583,--,Yes,Bacteria,Firmicutes,Clostridiales,Ethanoligenens,Clostridia,Ruminococcaceae,,,,,,,
Ethanoligenens harbinense,AY556389,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17584,--,Yes,Bacteria,Firmicutes,Clostridiales,Ethanoligenens,Clostridia,Ruminococcaceae,,,,,,,
Ethanoligenens harbinense,AY556390,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17585,--,Yes,Bacteria,Firmicutes,Clostridiales,Ethanoligenens,Clostridia,Ruminococcaceae,,,,,,,
Aster yellows phytoplasma,AY557614,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17586,--,Yes,Bacteria,Tenericutes,Acholeplasmatales,Candidatus Phytoplasma,Mollicutes,Acholeplasmataceae,,,,Candidatus Phytoplasma asteris,,,
Xanthomonas translucens pv. poae,AY572961,77,33,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_17588,--,Yes,Bacteria,Proteobacteria,Xanthomonadales,Xanthomonas,Gammaproteobacteria,Xanthomonadaceae,,,,,,,
Xanthomonas translucens,AY579378,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17603,--,Yes,Bacteria,Proteobacteria,Xanthomonadales,Xanthomonas,Gammaproteobacteria,Xanthomonadaceae,,,,,,,
Xanthomonas translucens,AY579379,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17604,--,Yes,Bacteria,Proteobacteria,Xanthomonadales,Xanthomonas,Gammaproteobacteria,Xanthomonadaceae,,,,,,,
Pseudomonas syringae,AY582358,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17636,--,Yes,Bacteria,Proteobacteria,Pseudomonadales,Pseudomonas,Gammaproteobacteria,Pseudomonadaceae,,,,,,,
Pseudomonas syringae,AY582359,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17637,--,Yes,Bacteria,Proteobacteria,Pseudomonadales,Pseudomonas,Gammaproteobacteria,Pseudomonadaceae,,,,,,,
Pseudomonas syringae,AY582360,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17638,--,Yes,Bacteria,Proteobacteria,Pseudomonadales,Pseudomonas,Gammaproteobacteria,Pseudomonadaceae,,,,,,,
Pseudomonas syringae,AY582361,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17639,--,Yes,Bacteria,Proteobacteria,Pseudomonadales,Pseudomonas,Gammaproteobacteria,Pseudomonadaceae,,,,,,,
Pseudomonas syringae,AY582362,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17640,--,Yes,Bacteria,Proteobacteria,Pseudomonadales,Pseudomonas,Gammaproteobacteria,Pseudomonadaceae,,,,,,,
Pseudomonas fluorescens,AY582363,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17641,--,Yes,Bacteria,Proteobacteria,Pseudomonadales,Pseudomonas,Gammaproteobacteria,Pseudomonadaceae,,,,,,,
Pseudomonas fluorescens,AY582364,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17642,--,Yes,Bacteria,Proteobacteria,Pseudomonadales,Pseudomonas,Gammaproteobacteria,Pseudomonadaceae,,,,,,,
Pseudomonas fluorescens,AY582365,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17643,--,Yes,Bacteria,Proteobacteria,Pseudomonadales,Pseudomonas,Gammaproteobacteria,Pseudomonadaceae,,,,,,,
Pseudomonas fluorescens,AY582367,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17644,--,Yes,Bacteria,Proteobacteria,Pseudomonadales,Pseudomonas,Gammaproteobacteria,Pseudomonadaceae,,,,,,,
Pseudomonas fluorescens,AY582368,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17645,--,Yes,Bacteria,Proteobacteria,Pseudomonadales,Pseudomonas,Gammaproteobacteria,Pseudomonadaceae,,,,,,,
Pseudomonas fluorescens,AY582370,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17646,--,Yes,Bacteria,Proteobacteria,Pseudomonadales,Pseudomonas,Gammaproteobacteria,Pseudomonadaceae,,,,,,,
Pseudomonas fluorescens,AY582371,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17647,--,Yes,Bacteria,Proteobacteria,Pseudomonadales,Pseudomonas,Gammaproteobacteria,Pseudomonadaceae,,,,,,,
Pseudomonas fluorescens,AY582372,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17648,--,Yes,Bacteria,Proteobacteria,Pseudomonadales,Pseudomonas,Gammaproteobacteria,Pseudomonadaceae,,,,,,,
Pseudomonas fluorescens,AY582374,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17649,--,Yes,Bacteria,Proteobacteria,Pseudomonadales,Pseudomonas,Gammaproteobacteria,Pseudomonadaceae,,,,,,,
Pseudomonas fluorescens,AY582375,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17650,--,Yes,Bacteria,Proteobacteria,Pseudomonadales,Pseudomonas,Gammaproteobacteria,Pseudomonadaceae,,,,,,,
Pseudomonas fluorescens,AY582376,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17651,--,Yes,Bacteria,Proteobacteria,Pseudomonadales,Pseudomonas,Gammaproteobacteria,Pseudomonadaceae,,,,,,,
Pseudomonas fluorescens,AY582378,77,33,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_17652,--,Yes,Bacteria,Proteobacteria,Pseudomonadales,Pseudomonas,Gammaproteobacteria,Pseudomonadaceae,,,,,,,
Pseudomonas fluorescens,AY582379,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17653,--,Yes,Bacteria,Proteobacteria,Pseudomonadales,Pseudomonas,Gammaproteobacteria,Pseudomonadaceae,,,,,,,
Pseudomonas fluorescens,AY582380,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17654,--,Yes,Bacteria,Proteobacteria,Pseudomonadales,Pseudomonas,Gammaproteobacteria,Pseudomonadaceae,,,,,,,
Pseudomonas fluorescens,AY582381,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17655,--,Yes,Bacteria,Proteobacteria,Pseudomonadales,Pseudomonas,Gammaproteobacteria,Pseudomonadaceae,,,,,,,
Spirochaeta aurantia,AY599019,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17657,--,Yes,Bacteria,Spirochaetes,Spirochaetales,Spirochaeta,,Spirochaetaceae,,,,,,,
Bradyrhizobium yuanmingense,AY599094,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17658,--,Yes,Bacteria,Proteobacteria,Rhizobiales,Bradyrhizobium,Alphaproteobacteria,Bradyrhizobiaceae,,,,,,,
Bradyrhizobium yuanmingense,AY599095,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17659,--,Yes,Bacteria,Proteobacteria,Rhizobiales,Bradyrhizobium,Alphaproteobacteria,Bradyrhizobiaceae,,,,,,,
Bradyrhizobium genosp. beta,AY599097,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17661,--,Yes,Bacteria,Proteobacteria,Rhizobiales,Bradyrhizobium,Alphaproteobacteria,Bradyrhizobiaceae,,,,,,,
Piscirickettsia salmonis,AY607585,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17668,--,Yes,Bacteria,Proteobacteria,Thiotrichales,Piscirickettsia,Gammaproteobacteria,Piscirickettsiaceae,,,,,,,
uncultured gamma proteobacterium,AY627374,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17671,--,Yes,Bacteria,Proteobacteria,,,Gammaproteobacteria,,environmental samples,,,,,,
uncultured gamma proteobacterium,AY627375,77,33,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_17672,--,Yes,Bacteria,Proteobacteria,,,Gammaproteobacteria,,environmental samples,,,,,,
uncultured gamma proteobacterium,AY627376,77,33,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_17673,--,Yes,Bacteria,Proteobacteria,,,Gammaproteobacteria,,environmental samples,,,,,,
uncultured gamma proteobacterium,AY627383,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17677,--,Yes,Bacteria,Proteobacteria,,,Gammaproteobacteria,,environmental samples,,,,,,
