Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID,Reference,Taxonomy.SILVA.Classified,Taxonomy.SILVA.superkingdom,Taxonomy.SILVA.phylum,Taxonomy.SILVA.class,Taxonomy.SILVA.order,Taxonomy.SILVA.unknown 0,Taxonomy.SILVA.family,Taxonomy.SILVA.unknown 1,Taxonomy.SILVA.genus,Taxonomy.SILVA.unknown 2,Taxonomy.SILVA.unknown 3,Taxonomy.SILVA.no rank 0
Staphylococcus epidermidis ATCC 12228,AE015929,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8195,--,Yes,Bacteria,Firmicutes,Bacilli,,Staphylococcales,Staphylococcaceae,,Staphylococcus,,,
Vibrio vulnificus CMCP6,AE016795,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8196,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,,Vibrionaceae,,Vibrio,,,
Vibrio vulnificus CMCP6,AE016795,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8197,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,,Vibrionaceae,,Vibrio,,,
Vibrio vulnificus CMCP6,AE016795,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8198,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,,Vibrionaceae,,Vibrio,,,
Vibrio vulnificus CMCP6,AE016795,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8199,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,,Vibrionaceae,,Vibrio,,,
Vibrio vulnificus CMCP6,AE016796,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8200,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,,Vibrionaceae,,Vibrio,,,
Buchnera aphidicola str. Bp (Baizongia pistaciae),AE016826,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8215,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,,Morganellaceae,,Buchnera,,,
Enterococcus faecalis V583,AE016830,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8221,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Enterococcaceae,,Enterococcus,,,
Enterococcus faecalis V583,AE016830,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8222,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Enterococcaceae,,Enterococcus,,,
Enterococcus faecalis V583,AE016830,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8223,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Enterococcaceae,,Enterococcus,,,
Bacillus cereus ATCC 14579,AE016877,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8230,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,,Bacillaceae,,Bacillus,,,
Bacillus cereus ATCC 14579,AE016877,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8231,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,,Bacillaceae,,Bacillus,,,
Bacillus cereus ATCC 14579,AE016877,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8232,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,,Bacillaceae,,Bacillus,,,
Bacillus cereus ATCC 14579,AE016877,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8233,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,,Bacillaceae,,Bacillus,,,
Bacillus cereus ATCC 10987,AE017194,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8253,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,,Bacillaceae,,Bacillus,,,
Bacillus cereus ATCC 10987,AE017194,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8254,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,,Bacillaceae,,Bacillus,,,
Wolbachia endosymbiont of Drosophila melanogaster,AE017196,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8257,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,,Anaplasmataceae,,Wolbachia,,,
Treponema denticola ATCC 35405,AE017226,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8280,--,Yes,Bacteria,,Spirochaetia,Spirochaetales,Spirochaetota,Spirochaetaceae,,Treponema,,,
Wolbachia endosymbiont strain TRS of Brugia malayi,AE017321,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8298,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,,Anaplasmataceae,,Wolbachia,,,
Bacillus anthracis str. 'Ames Ancestor',AE017334,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8307,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,,Bacillaceae,,Bacillus,,,
Bacillus anthracis str. 'Ames Ancestor',AE017334,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8308,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,,Bacillaceae,,Bacillus,,,
Bacillus anthracis str. 'Ames Ancestor',AE017334,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8309,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,,Bacillaceae,,Bacillus,,,
Bacillus anthracis str. 'Ames Ancestor',AE017334,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8310,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,,Bacillaceae,,Bacillus,,,
Idiomarina loihiensis L2TR,AE017340,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8313,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,,Idiomarinaceae,,Idiomarina,,,
Idiomarina loihiensis L2TR,AE017340,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8314,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,,Idiomarinaceae,,Idiomarina,,,
Idiomarina loihiensis L2TR,AE017340,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8315,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,,Idiomarinaceae,,Idiomarina,,,
Bacillus subtilis,AF008220,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8325,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,,Bacillaceae,,Bacillus,,,
Cyanidium caldarium,AF022186,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8327,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Chloroplast,,,,
Guillardia theta,AF041468,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8348,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Chloroplast,,,,
Streptococcus pneumoniae,AF067659,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8370,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Streptococcus,,,
Mesostigma viride,AF166114,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8379,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,,,,,,
Lactobacillus sakei,AF401668,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8396,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Latilactobacillus,Lactobacillaceae,,,,,
Lactobacillus sakei,AF401669,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8397,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Latilactobacillus,Lactobacillaceae,,,,,
Lactobacillus sakei,AF401670,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8398,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Latilactobacillus,Lactobacillaceae,,,,,
Lepidium virginicum,AF451570,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8464,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Chloroplast,,,,
Chaetosphaeridium globosum,AF494278,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8466,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,,Comamonadaceae,,Rhizobacter,,,
Skeletonema costatum,AJ132263,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8475,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Chloroplast,,,,
Euglena longa,AJ294725,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8482,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Chloroplast,,,,
Calycanthus floridus var. glaucus,AJ428413,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8485,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Chloroplast,,,,
Nymphaea alba,AJ627251,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8515,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Chloroplast,,,,
Oenococcus oeni,AJ629111,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8516,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Lactobacillaceae,,Oenococcus,,,
Staphylococcus aureus RF122,AJ938182,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8520,--,Yes,Bacteria,Firmicutes,Bacilli,,Staphylococcales,Staphylococcaceae,,Staphylococcus,,,
Staphylococcus aureus RF122,AJ938182,72,28,44,No,0,tRNA,0,(()()()),((()()())),--,No,CRW,--,CRW_t_B_8521,--,Yes,Bacteria,Firmicutes,Bacilli,,Staphylococcales,Staphylococcaceae,,Staphylococcus,,,
Staphylococcus aureus RF122,AJ938182,72,28,44,No,0,tRNA,0,(()()()),((()()())),--,No,CRW,--,CRW_t_B_8522,--,Yes,Bacteria,Firmicutes,Bacilli,,Staphylococcales,Staphylococcaceae,,Staphylococcus,,,
Mycobacterium leprae,AL583924,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8546,--,Yes,Bacteria,Actinobacteria,,Corynebacteriales,Actinobacteriota,Mycobacteriaceae,,Mycobacterium,,,
Listeria monocytogenes,AL591977,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8555,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Listeriaceae,,Listeria,,,
Listeria monocytogenes,AL591980,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8556,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Listeriaceae,,Listeria,,,
Listeria monocytogenes,AL591982,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8557,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Listeriaceae,,Listeria,,,
Listeria monocytogenes,AL591983,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8558,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Listeriaceae,,Listeria,,,
Listeria innocua,AL596166,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8559,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Listeriaceae,,Listeria,,,
Listeria innocua,AL596170,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8560,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Listeriaceae,,Listeria,,,
Listeria innocua,AL596171,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8561,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Listeriaceae,,Listeria,,,
Listeria innocua,AL596172,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8562,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Listeriaceae,,Listeria,,,
Lactobacillus plantarum WCFS1,AL935255,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8575,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactiplantibacillus,Lactobacillaceae,,,,,
Lactobacillus plantarum WCFS1,AL935258,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8576,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactiplantibacillus,Lactobacillaceae,,,,,
Lactobacillus plantarum WCFS1,AL935259,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8577,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactiplantibacillus,Lactobacillaceae,,,,,
Bordetella avium 197N,AM167904,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8633,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,,Alcaligenaceae,,Bordetella,,,
Bordetella avium 197N,AM167904,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8634,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,,Alcaligenaceae,,Bordetella,,,
Bordetella avium 197N,AM167904,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8635,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,,Alcaligenaceae,,Bordetella,,,
Listeria welshimeri serovar 6b str. SLCC5334,AM263198,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8649,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Listeriaceae,,Listeria,,,
Listeria welshimeri serovar 6b str. SLCC5334,AM263198,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8650,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Listeriaceae,,Listeria,,,
Listeria welshimeri serovar 6b str. SLCC5334,AM263198,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8651,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Listeriaceae,,Listeria,,,
Listeria welshimeri serovar 6b str. SLCC5334,AM263198,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8652,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Listeriaceae,,Listeria,,,
Lactococcus lactis subsp. cremoris MG1363,AM406671,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8663,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Lactococcus,,,
Lactococcus lactis subsp. cremoris MG1363,AM406671,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8664,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Lactococcus,,,
Lotus japonicus,AP002983,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8668,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,,,,,,
Bacillus clausii KSM-K16,AP006627,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8674,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,,Bacillaceae,,Bacillus,,,
Bacillus clausii KSM-K16,AP006627,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8675,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,,Bacillaceae,,Bacillus,,,
Bacillus clausii KSM-K16,AP006627,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8676,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,,Bacillaceae,,Bacillus,,,
Onion yellows phytoplasma OY-M,AP006628,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8677,--,Yes,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,,Acholeplasmataceae,,Candidatus Phytoplasma,,,
Saccharum officinarum,AP006714,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8678,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,,,,,,
Staphylococcus haemolyticus JCSC1435,AP006716,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8680,--,Yes,Bacteria,Firmicutes,Bacilli,,Staphylococcales,Staphylococcaceae,,Staphylococcus,,,
Oryza nivara,AP006728,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8683,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Chloroplast,,,,
Synechococcus elongatus PCC 6301,AP008231,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8755,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Cyanobacteriia,Synechococcaceae,Synechococcus PCC-7942,,,,
Populus alba,AP008956,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8762,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Chloroplast,,,,
Candidatus Carsonella ruddii PV,AP009180,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8768,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Gammaproteobacteria Incertae Sedis,,Unknown Family,Candidatus Carsonella,,,
Adiantum capillus-veneris,AY178864,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8770,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Chloroplast,,,,
Bacillus cereus,AY224387,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8773,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,,Bacillaceae,,Bacillus,,,
Bacillus cereus,AY224388,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8774,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,,Bacillaceae,,Bacillus,,,
Streptococcus gordonii,AY225337,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8775,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Streptococcus,,,
Pinus koraiensis,AY228468,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8776,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Chloroplast,,,,
Arsenophonus endosymbiont of Tetraleurodes mori,AY264671,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8808,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,,Morganellaceae,,Arsenophonus,,,
secondary endosymbiont of Bemisia tabaci,AY264676,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8810,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,,Morganellaceae,,Candidatus Hamiltonella,,,
Candidatus Hamiltonella defensa,AY296733,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8813,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,,Morganellaceae,,Candidatus Hamiltonella,,,
Vibrio parahaemolyticus,AY298800,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8814,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,,Vibrionaceae,,Vibrio,,,
Vibrio parahaemolyticus,AY298801,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8815,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,,Vibrionaceae,,Vibrio,,,
Vibrio parahaemolyticus,AY298803,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8816,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,,Vibrionaceae,,Vibrio,,,
Vibrio parahaemolyticus,AY298806,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8817,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,,Vibrionaceae,,Vibrio,,,
Vibrio parahaemolyticus,AY531062,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8821,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,,Vibrionaceae,,Vibrio,,,
Vibrio parahaemolyticus,AY531063,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8822,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,,Vibrionaceae,,Vibrio,,,
Vibrio parahaemolyticus,AY531064,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8823,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,,Vibrionaceae,,Vibrio,,,
Vibrio parahaemolyticus,AY531065,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8824,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,,Vibrionaceae,,Vibrio,,,
Vibrio parahaemolyticus,AY531067,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8825,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,,Vibrionaceae,,Vibrio,,,
Vibrio parahaemolyticus,AY531068,73,31,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8826,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,,Vibrionaceae,,Vibrio,,,
Vibrio parahaemolyticus,AY531070,73,31,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8827,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,,Vibrionaceae,,Vibrio,,,
Vibrio parahaemolyticus,AY531072,73,39,34,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8828,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,,Vibrionaceae,,Vibrio,,,
Vibrio parahaemolyticus,AY531073,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8829,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,,Vibrionaceae,,Vibrio,,,
Panax ginseng,AY582139,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8830,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Chloroplast,,,,
Arsenophonus endosymbiont of Aleyrodes proletella,AY587141,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8832,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,,Morganellaceae,,Arsenophonus,,,
Arsenophonus endosymbiont of Aleurodicus dugesii,AY587142,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8833,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,,Morganellaceae,,Arsenophonus,,,
Streptococcus gordonii,AY635615,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8837,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Streptococcus,,,
Streptococcus gordonii,AY635617,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8838,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Streptococcus,,,
Streptococcus gordonii,AY635619,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8839,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Streptococcus,,,
Liriodendron tulipifera,AY727456,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8865,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,,,,,,
Hibiscus cannabinus,AY727470,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8879,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Chloroplast,,,,
Emiliania huxleyi,AY741371,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8884,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Chloroplast,,,,
Photobacterium phosphoreum,AY779763,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8892,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,,Vibrionaceae,,Photobacterium,,,
Photobacterium phosphoreum,AY779764,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8893,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,,Vibrionaceae,,Photobacterium,,,
Phalaenopsis aphrodite subsp. formosana,AY916449,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8897,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,,,,,,
uncultured gamma proteobacterium,AY957956,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8900,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,uncultured,Arenicellaceae,,,,,
Staurastrum punctulatum,AY958085,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8901,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Chloroplast,,,,
Buchnera aphidicola str. APS (Acyrthosiphon pisum),BA000003,73,33,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8908,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,,Morganellaceae,,Buchnera,,,
