Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID,Reference,Taxonomy.SILVA.Classified,Taxonomy.SILVA.superkingdom,Taxonomy.SILVA.phylum,Taxonomy.SILVA.class,Taxonomy.SILVA.order,Taxonomy.SILVA.family,Taxonomy.SILVA.genus,Taxonomy.SILVA.unknown 0,Taxonomy.SILVA.unknown 1,Taxonomy.SILVA.unknown 2
uncultured gamma proteobacterium,AY934425,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2966,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
Bradyrhizobium elkanii,U35000,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3081,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,,,
Bradyrhizobium japonicum,U69638,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3082,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,,,
Rhodopseudomonas palustris CGA009,BX572607,76,34,42,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_3129,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Rhodopseudomonas,,,
Rhodopseudomonas palustris CGA009,BX572608,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3130,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Rhodopseudomonas,,,
Lactobacillus sakei subsp. sakei 23K,CR936503,76,38,38,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3911,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,,Latilactobacillus,,
Candidatus Liberibacter asiaticus,U61359,76,42,34,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4371,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,,Candidatus Liberibacter,,
Burkholderia cepacia,L28151,76,38,38,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4394,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,,Burkholderia-Caballeronia-Paraburkholderia,,
Burkholderia cepacia,L28152,76,38,38,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4395,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,,Burkholderia-Caballeronia-Paraburkholderia,,
Burkholderia cepacia,L28154,76,38,38,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4396,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,,Burkholderia-Caballeronia-Paraburkholderia,,
Coxiella burnetii,X78986,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4508,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Coxiellaceae,Coxiella,Coxiellales,,
Bradyrhizobium japonicum,Z35330,77,35,42,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_4549,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,,,
Pseudomonas aeruginosa PAO1,AE004091,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4633,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,
Thermus thermophilus HB27,AE017221,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_4784,--,Yes,Bacteria,,Deinococci,Thermales,Thermaceae,Thermus,Deinococcota,,
Pseudomonas aeruginosa PAO1,AE004091,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_5894,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,
Pseudomonas aeruginosa PAO1,AE004091,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_5895,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,
Pseudomonas aeruginosa PAO1,AE004091,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_5896,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,
Thermus thermophilus HB27,AE017221,77,37,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6052,--,Yes,Bacteria,,Deinococci,Thermales,Thermaceae,Thermus,Deinococcota,,
Mycoplasma hyopneumoniae J,AE017243,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6062,--,Yes,Bacteria,Firmicutes,Bacilli,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,,,
Geobacillus kaustophilus HTA426,BA000043,76,46,30,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6495,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,,,
Geobacillus kaustophilus HTA426,BA000043,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6496,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,,,
Moorella thermoacetica ATCC 39073,CP000232,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_6699,--,Yes,Bacteria,Firmicutes,,,,Moorella,Moorellia,Moorellales,Moorellaceae
Moorella thermoacetica ATCC 39073,CP000232,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_7643,--,Yes,Bacteria,Firmicutes,,,,Moorella,Moorellia,Moorellales,Moorellaceae
Pseudomonas aeruginosa PAO1,AE004091,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8073,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,
Pseudomonas aeruginosa PAO1,AE004091,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8074,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,
Pseudomonas aeruginosa PAO1,AE004091,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8075,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,
Erwinia amylovora,AF290419,77,41,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8393,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,,,
Francisella tularensis subsp. tularensis SCHU S4,AJ749949,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8518,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Francisellaceae,Francisella,Francisellales,,
Vibrio fluvialis,AY245214,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8782,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,,,
Vibrio fluvialis,AY245218,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8784,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,,,
Corynebacterium glutamicum ATCC 13032,BA000036,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8956,--,Yes,Bacteria,Actinobacteria,,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Actinobacteriota,,
Pseudomonas aeruginosa PAO1,AE004091,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11177,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,
Pseudomonas aeruginosa PAO1,AE004091,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11178,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,
Pseudomonas aeruginosa PAO1,AE004091,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11179,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,
Shigella flexneri 2a str. 2457T,AE014073,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11304,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,Escherichia-Shigella,,
Shigella flexneri 2a str. 2457T,AE014073,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11305,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,Escherichia-Shigella,,
Shigella flexneri 2a str. 2457T,AE014073,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11306,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,Escherichia-Shigella,,
Shigella flexneri 2a str. 2457T,AE014073,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11307,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,Escherichia-Shigella,,
Thermus thermophilus HB27,AE017221,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11491,--,Yes,Bacteria,,Deinococci,Thermales,Thermaceae,Thermus,Deinococcota,,
Thermus thermophilus HB27,AE017221,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11492,--,Yes,Bacteria,,Deinococci,Thermales,Thermaceae,Thermus,Deinococcota,,
Buchnera aphidicola str. APS (Acyrthosiphon pisum),BA000003,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_14772,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Buchnera,,,
Acholeplasma laidlawii,D13259,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_15674,--,Yes,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,Acholeplasma,,,
Pseudomonas aeruginosa PAO1,AE004091,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_15691,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,
Pseudomonas aeruginosa PAO1,AE004091,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_15692,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,
Pseudomonas aeruginosa PAO1,AE004091,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_15694,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,
Neisseria gonorrhoeae,AF223396,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16199,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,,,
Neisseria gonorrhoeae,AF223397,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16200,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,,,
Neisseria gonorrhoeae,AF223398,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16201,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,,,
Neisseria gonorrhoeae,AF223399,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16202,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,,,
Bradyrhizobium denitrificans,AF338161,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16301,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,,,
Vibrio tubiashii,AF413025,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16507,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,,,
Ochrobactrum intermedium,AJ867343,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17043,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ochrobactrum,,,
Vibrio parahaemolyticus,AY245224,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17386,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,,,
Borrelia miyamotoi,AY531879,78,36,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17574,--,Yes,Bacteria,,Spirochaetia,Spirochaetales,Spirochaetaceae,Borrelia,Spirochaetota,,
Aster yellows phytoplasma,AY549311,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17581,--,Yes,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,Candidatus Phytoplasma,,,
Candidatus Phytoplasma solani,AY739653,76,34,42,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_17741,--,Yes,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,Candidatus Phytoplasma,,,
Candidatus Phytoplasma solani,AY739654,76,34,42,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_17742,--,Yes,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,Candidatus Phytoplasma,,,
Bartonella quintana,AY763120,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17756,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Bartonella,,,
Bartonella quintana,AY763121,76,34,42,No,0,tRNA,0,()()(),()()(),--,No,CRW,--,CRW_t_B_17757,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Bartonella,,,
uncultured Bacteroidetes bacterium,AY933581,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17865,--,Yes,Bacteria,,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,,Bacteroidota,,
uncultured Bacteroidetes bacterium,AY933584,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17867,--,Yes,Bacteria,,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,,Bacteroidota,,
uncultured Bacteroidetes bacterium,AY933585,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17868,--,Yes,Bacteria,,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,,Bacteroidota,,
uncultured Bacteroidetes bacterium,AY933587,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17870,--,Yes,Bacteria,,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,,Bacteroidota,,
uncultured Bacteroidetes bacterium,AY933588,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17871,--,Yes,Bacteria,,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,,Bacteroidota,,
uncultured Bacteroidetes bacterium,AY933589,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17872,--,Yes,Bacteria,,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,,Bacteroidota,,
uncultured Bacteroidetes bacterium,AY933591,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17873,--,Yes,Bacteria,,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,,Bacteroidota,,
uncultured Bacteroidetes bacterium,AY933593,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17875,--,Yes,Bacteria,,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,,Bacteroidota,,
uncultured Bacteroidetes bacterium,AY933594,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17876,--,Yes,Bacteria,,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,,Bacteroidota,,
uncultured Bacteroidetes bacterium,AY933603,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17882,--,Yes,Bacteria,,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,,Bacteroidota,,
uncultured Bacteroidetes bacterium,AY933606,77,35,42,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_17885,--,Yes,Bacteria,,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,,Bacteroidota,,
uncultured Bacteroidetes bacterium,AY933608,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17887,--,Yes,Bacteria,,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,,Bacteroidota,,
uncultured Bacteroidetes bacterium,AY933616,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17895,--,Yes,Bacteria,,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,,Bacteroidota,,
uncultured Bacteroidetes bacterium,AY933617,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17896,--,Yes,Bacteria,,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,,Bacteroidota,,
uncultured Bacteroidetes bacterium,AY933618,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17897,--,Yes,Bacteria,,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,,Bacteroidota,,
uncultured Bacteroidetes bacterium,AY933619,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17898,--,Yes,Bacteria,,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,,Bacteroidota,,
uncultured Bacteroidetes bacterium,AY933621,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17900,--,Yes,Bacteria,,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,,Bacteroidota,,
uncultured Bacteroidetes bacterium,AY933622,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17901,--,Yes,Bacteria,,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,,Bacteroidota,,
uncultured Bacteroidetes bacterium,AY933623,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17902,--,Yes,Bacteria,,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,,Bacteroidota,,
uncultured Bacteroidetes bacterium,AY933625,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17904,--,Yes,Bacteria,,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,,Bacteroidota,,
uncultured Bacteroidetes bacterium,AY933630,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17909,--,Yes,Bacteria,,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,,Bacteroidota,,
uncultured Bacteroidetes bacterium,AY933632,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17911,--,Yes,Bacteria,,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,,Bacteroidota,,
uncultured delta proteobacterium,AY934014,77,37,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18283,--,Yes,Bacteria,,,Desulfobacterales,Desulfobacteraceae,,Desulfobacterota,Desulfobacteria,uncultured
uncultured marine bacterium,AY934042,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18308,--,Yes,Bacteria,,,Bdellovibrionales,Bdellovibrionaceae,,Bdellovibrionota,Bdellovibrionia,OM27 clade
uncultured gamma proteobacterium,AY934048,77,37,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18314,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
uncultured gamma proteobacterium,AY934054,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18320,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
uncultured gamma proteobacterium,AY934135,77,37,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18380,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
uncultured Pseudoalteromonas sp.,AY934136,77,37,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18381,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pseudoalteromonadaceae,Pseudoalteromonas,,,
uncultured gamma proteobacterium,AY934138,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18383,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
uncultured gamma proteobacterium,AY934139,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18384,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
uncultured gamma proteobacterium,AY934140,76,34,42,No,0,tRNA,0,(()()()),((())()()),--,No,CRW,--,CRW_t_B_18385,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
uncultured gamma proteobacterium,AY934141,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18386,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
uncultured gamma proteobacterium,AY934143,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18388,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
uncultured gamma proteobacterium,AY934144,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18389,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
uncultured gamma proteobacterium,AY934145,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18390,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
uncultured gamma proteobacterium,AY934146,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18391,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
uncultured gamma proteobacterium,AY934147,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18392,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
uncultured gamma proteobacterium,AY934148,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18393,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
uncultured Thiotrichales bacterium,AY934149,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18394,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Piscirickettsiaceae,Candidatus Endoecteinascidia,Piscirickettsiales,,
uncultured gamma proteobacterium,AY934150,78,36,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18395,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
uncultured Colwelliaceae bacterium,AY934151,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18396,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Thalassotalea,,,
uncultured gamma proteobacterium,AY934152,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18397,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
uncultured Thiotrichales bacterium,AY934154,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18399,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Piscirickettsiaceae,Candidatus Endoecteinascidia,Piscirickettsiales,,
uncultured gamma proteobacterium,AY934155,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18400,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
uncultured gamma proteobacterium,AY934156,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18401,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
uncultured gamma proteobacterium,AY934158,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18403,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
uncultured gamma proteobacterium,AY934159,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18404,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
uncultured gamma proteobacterium,AY934160,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18405,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
uncultured gamma proteobacterium,AY934161,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18406,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
uncultured gamma proteobacterium,AY934162,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18407,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
