Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID,Reference,Taxonomy.SILVA.Classified,Taxonomy.SILVA.superkingdom,Taxonomy.SILVA.phylum,Taxonomy.SILVA.class,Taxonomy.SILVA.order,Taxonomy.SILVA.family,Taxonomy.SILVA.genus,Taxonomy.SILVA.unknown 0,Taxonomy.SILVA.unknown 1,Taxonomy.SILVA.unknown 2,Taxonomy.SILVA.unknown 3,Taxonomy.SILVA.unknown 4,Taxonomy.SILVA.no rank 0
Shigella sonnei Ss046,CP000038,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12437,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,Escherichia-Shigella,,,,,
Shigella sonnei Ss046,CP000038,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12439,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,Escherichia-Shigella,,,,,
Staphylococcus aureus subsp. aureus COL,CP000046,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12444,--,Yes,Bacteria,Firmicutes,Bacilli,,Staphylococcaceae,Staphylococcus,Staphylococcales,,,,,
Staphylococcus aureus subsp. aureus COL,CP000046,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12445,--,Yes,Bacteria,Firmicutes,Bacilli,,Staphylococcaceae,Staphylococcus,Staphylococcales,,,,,
Staphylococcus aureus subsp. aureus COL,CP000046,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12446,--,Yes,Bacteria,Firmicutes,Bacilli,,Staphylococcaceae,Staphylococcus,Staphylococcales,,,,,
Staphylococcus aureus subsp. aureus COL,CP000046,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12447,--,Yes,Bacteria,Firmicutes,Bacilli,,Staphylococcaceae,Staphylococcus,Staphylococcales,,,,,
Xanthomonas campestris pv. campestris str. 8004,CP000050,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12448,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,,,,,,
Xanthomonas campestris pv. campestris str. 8004,CP000050,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12449,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,,,,,,
Rickettsia felis URRWXCal2,CP000053,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12454,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,,,,,,
Rickettsia felis URRWXCal2,CP000053,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12455,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,,,,,,
Haemophilus influenzae 86-028NP,CP000057,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12460,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Haemophilus,,,,,,
Aster yellows witches'-broom phytoplasma AYWB,CP000061,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12470,--,Yes,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,Candidatus Phytoplasma,,,,,,
Pseudomonas syringae pv. syringae B728a,CP000075,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12474,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,
Pseudomonas syringae pv. syringae B728a,CP000075,74,30,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_12475,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,
Psychrobacter arcticus 273-4,CP000082,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12482,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,,,,,,
Psychrobacter arcticus 273-4,CP000082,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12483,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,,,,,,
Psychrobacter arcticus 273-4,CP000082,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12484,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,,,,,,
Colwellia psychrerythraea 34H,CP000083,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12489,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Colwellia,,,,,,
Burkholderia thailandensis E264,CP000086,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12490,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,,Burkholderia-Caballeronia-Paraburkholderia,,,,,
Burkholderia thailandensis E264,CP000086,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12491,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,,Burkholderia-Caballeronia-Paraburkholderia,,,,,
Rickettsia bellii RML369-C,CP000087,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12494,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,,,,,,
Rickettsia bellii RML369-C,CP000087,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12495,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,,,,,,
Thermobifida fusca YX,CP000088,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12497,--,Yes,Bacteria,Actinobacteria,,Streptosporangiales,Nocardiopsaceae,Thermobifida,Actinobacteriota,,,,,
Dechloromonas aromatica RCB,CP000089,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12503,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Ferribacterium,,,,,,
Dechloromonas aromatica RCB,CP000089,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12504,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Ferribacterium,,,,,,
Nitrosospira multiformis ATCC 25196,CP000103,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12526,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira,,,,,,
Nitrosospira multiformis ATCC 25196,CP000103,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12527,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira,,,,,,
Nitrosospira multiformis ATCC 25196,CP000103,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12528,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira,,,,,,
Myxococcus xanthus DK 1622,CP000113,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12545,--,Yes,Bacteria,,,Myxococcales,Myxococcaceae,Myxococcus,Myxococcota,Myxococcia,,,,
Myxococcus xanthus DK 1622,CP000113,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12546,--,Yes,Bacteria,,,Myxococcales,Myxococcaceae,Myxococcus,Myxococcota,Myxococcia,,,,
Nitrobacter winogradskyi Nb-255,CP000115,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12553,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Nitrobacter,,,,,,
Nitrobacter winogradskyi Nb-255,CP000115,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12554,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Nitrobacter,,,,,,
Nitrobacter winogradskyi Nb-255,CP000115,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12555,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Nitrobacter,,,,,,
Thiobacillus denitrificans ATCC 25259,CP000116,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12556,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Hydrogenophilaceae,Thiobacillus,,,,,,
Thiobacillus denitrificans ATCC 25259,CP000116,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12557,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Hydrogenophilaceae,Thiobacillus,,,,,,
Mycoplasma capricolum subsp. capricolum ATCC 27343,CP000123,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12562,--,Yes,Bacteria,Firmicutes,Bacilli,Entomoplasmatales,Entomoplasmataceae,,[Mycoplasma] group,,,,,
Burkholderia pseudomallei 1710b,CP000124,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12565,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,,Burkholderia-Caballeronia-Paraburkholderia,,,,,
Burkholderia pseudomallei 1710b,CP000124,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12566,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,,Burkholderia-Caballeronia-Paraburkholderia,,,,,
Nitrosococcus oceani ATCC 19707,CP000127,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12567,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,,Nitrosococcus,Nitrosococcales,Nitrosococcaceae,,,,
Nitrosococcus oceani ATCC 19707,CP000127,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12568,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,,Nitrosococcus,Nitrosococcales,Nitrosococcaceae,,,,
Rhizobium etli CFN 42,CP000133,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12570,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,,,,,
Rhizobium etli CFN 42,CP000133,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12571,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,,,,,
Rhizobium etli CFN 42,CP000133,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12572,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,,,,,
Carboxydothermus hydrogenoformans Z-2901,CP000141,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12573,--,Yes,Bacteria,Firmicutes,,,,Carboxydothermus,Desulfotomaculia,Carboxydothermales,Carboxydothermaceae,,,
Carboxydothermus hydrogenoformans Z-2901,CP000141,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12574,--,Yes,Bacteria,Firmicutes,,,,Carboxydothermus,Desulfotomaculia,Carboxydothermales,Carboxydothermaceae,,,
Carboxydothermus hydrogenoformans Z-2901,CP000141,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12575,--,Yes,Bacteria,Firmicutes,,,,Carboxydothermus,Desulfotomaculia,Carboxydothermales,Carboxydothermaceae,,,
Carboxydothermus hydrogenoformans Z-2901,CP000141,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12576,--,Yes,Bacteria,Firmicutes,,,,Carboxydothermus,Desulfotomaculia,Carboxydothermales,Carboxydothermaceae,,,
Carboxydothermus hydrogenoformans Z-2901,CP000141,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12577,--,Yes,Bacteria,Firmicutes,,,,Carboxydothermus,Desulfotomaculia,Carboxydothermales,Carboxydothermaceae,,,
Pelobacter carbinolicus DSM 2380,CP000142,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12578,--,Yes,Bacteria,,,Desulfuromonadales,,,Desulfobacterota,Desulfuromonadia,Syntrophotaleaceae,Syntrophotalea,,
Pelobacter carbinolicus DSM 2380,CP000142,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12580,--,Yes,Bacteria,,,Desulfuromonadales,,,Desulfobacterota,Desulfuromonadia,Syntrophotaleaceae,Syntrophotalea,,
Pelobacter carbinolicus DSM 2380,CP000142,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12581,--,Yes,Bacteria,,,Desulfuromonadales,,,Desulfobacterota,Desulfuromonadia,Syntrophotaleaceae,Syntrophotalea,,
Rhodobacter sphaeroides 2.4.1,CP000143,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12582,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,,,,,,
Rhodobacter sphaeroides 2.4.1,CP000143,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12583,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,,,,,,
Rhodobacter sphaeroides 2.4.1,CP000143,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12584,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,,,,,,
Rhodobacter sphaeroides 2.4.1,CP000144,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12585,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,,,,,,
Geobacter metallireducens GS-15,CP000148,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12586,--,Yes,Bacteria,,,,Geobacteraceae,Geobacter,Desulfobacterota,Desulfuromonadia,Geobacterales,,,
Geobacter metallireducens GS-15,CP000148,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12588,--,Yes,Bacteria,,,,Geobacteraceae,Geobacter,Desulfobacterota,Desulfuromonadia,Geobacterales,,,
Hahella chejuensis KCTC 2396,CP000155,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12597,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Hahellaceae,Hahella,,,,,,
Hyphomonas neptunium ATCC 15444,CP000158,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12602,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hyphomonas,,,,,,
Hyphomonas neptunium ATCC 15444,CP000158,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12603,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hyphomonas,,,,,,
Salinibacter ruber DSM 13855,CP000159,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12605,--,Yes,Bacteria,,Rhodothermia,Rhodothermales,Rhodothermaceae,Salinibacter,Bacteroidota,,,,,
Rhodospirillum rubrum ATCC 11170,CP000230,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12607,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillum,,,,,,
Rhodospirillum rubrum ATCC 11170,CP000230,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12608,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillum,,,,,,
Rhodospirillum rubrum ATCC 11170,CP000230,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12609,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillum,,,,,,
Moorella thermoacetica ATCC 39073,CP000232,75,33,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12610,--,Yes,Bacteria,Firmicutes,,,,Moorella,Moorellia,Moorellales,Moorellaceae,,,
Moorella thermoacetica ATCC 39073,CP000232,75,31,44,No,0,tRNA,0,(()()()),((()()())),--,No,CRW,--,CRW_t_B_12611,--,Yes,Bacteria,Firmicutes,,,,Moorella,Moorellia,Moorellales,Moorellaceae,,,
Moorella thermoacetica ATCC 39073,CP000232,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12612,--,Yes,Bacteria,Firmicutes,,,,Moorella,Moorellia,Moorellales,Moorellaceae,,,
Moorella thermoacetica ATCC 39073,CP000232,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12613,--,Yes,Bacteria,Firmicutes,,,,Moorella,Moorellia,Moorellales,Moorellaceae,,,
Neorickettsia sennetsu str. Miyayama,CP000237,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12624,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Neorickettsia,,,,,,
Baumannia cicadellinicola str. Hc (Homalodisca coagulata),CP000238,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12625,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,,,,,,,Candidatus Baumannia
Helicobacter pylori HPAG1,CP000241,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12634,--,Yes,Bacteria,,,Campylobacterales,Helicobacteraceae,Helicobacter,Campylobacterota,Campylobacteria,,,,
Clostridium perfringens ATCC 13124,CP000246,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12641,--,Yes,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,,Clostridium sensu stricto 1,,,,,
Clostridium perfringens ATCC 13124,CP000246,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12642,--,Yes,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,,Clostridium sensu stricto 1,,,,,
Clostridium perfringens ATCC 13124,CP000246,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12643,--,Yes,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,,Clostridium sensu stricto 1,,,,,
Clostridium perfringens ATCC 13124,CP000246,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12644,--,Yes,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,,Clostridium sensu stricto 1,,,,,
Clostridium perfringens ATCC 13124,CP000246,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12645,--,Yes,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,,Clostridium sensu stricto 1,,,,,
Clostridium perfringens ATCC 13124,CP000246,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12646,--,Yes,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,,Clostridium sensu stricto 1,,,,,
Clostridium perfringens ATCC 13124,CP000246,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12647,--,Yes,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,,Clostridium sensu stricto 1,,,,,
Clostridium perfringens ATCC 13124,CP000246,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12648,--,Yes,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,,Clostridium sensu stricto 1,,,,,
Clostridium perfringens ATCC 13124,CP000246,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12649,--,Yes,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,,Clostridium sensu stricto 1,,,,,
Clostridium perfringens ATCC 13124,CP000246,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12650,--,Yes,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,,Clostridium sensu stricto 1,,,,,
Clostridium perfringens ATCC 13124,CP000246,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12651,--,Yes,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,,Clostridium sensu stricto 1,,,,,
Clostridium perfringens ATCC 13124,CP000246,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12652,--,Yes,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,,Clostridium sensu stricto 1,,,,,
Escherichia coli 536,CP000247,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12653,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,Escherichia-Shigella,,,,,
Escherichia coli 536,CP000247,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12654,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,Escherichia-Shigella,,,,,
Novosphingobium aromaticivorans DSM 12444,CP000248,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12659,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,,,,
Novosphingobium aromaticivorans DSM 12444,CP000248,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12660,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,,,,
Novosphingobium aromaticivorans DSM 12444,CP000248,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12661,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,,,,
Rhodopseudomonas palustris HaA2,CP000250,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12665,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Rhodopseudomonas,,,,,,
Rhodopseudomonas palustris HaA2,CP000250,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12666,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Rhodopseudomonas,,,,,,
Rhodopseudomonas palustris HaA2,CP000250,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12667,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Rhodopseudomonas,,,,,,
Anaeromyxobacter dehalogenans 2CP-C,CP000251,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12668,--,Yes,Bacteria,,,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter,Myxococcota,Myxococcia,,,,
Syntrophus aciditrophicus SB,CP000252,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12671,--,Yes,Bacteria,,,,Syntrophaceae,Syntrophus,Desulfobacterota,Syntrophia,Syntrophales,,,
Syntrophus aciditrophicus SB,CP000252,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12672,--,Yes,Bacteria,,,,Syntrophaceae,Syntrophus,Desulfobacterota,Syntrophia,Syntrophales,,,
Staphylococcus aureus subsp. aureus NCTC 8325,CP000253,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12674,--,Yes,Bacteria,Firmicutes,Bacilli,,Staphylococcaceae,Staphylococcus,Staphylococcales,,,,,
Staphylococcus aureus subsp. aureus NCTC 8325,CP000253,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12675,--,Yes,Bacteria,Firmicutes,Bacilli,,Staphylococcaceae,Staphylococcus,Staphylococcales,,,,,
Staphylococcus aureus subsp. aureus NCTC 8325,CP000253,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12676,--,Yes,Bacteria,Firmicutes,Bacilli,,Staphylococcaceae,Staphylococcus,Staphylococcales,,,,,
Staphylococcus aureus subsp. aureus NCTC 8325,CP000253,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12677,--,Yes,Bacteria,Firmicutes,Bacilli,,Staphylococcaceae,Staphylococcus,Staphylococcales,,,,,
Staphylococcus aureus subsp. aureus NCTC 8325,CP000253,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12678,--,Yes,Bacteria,Firmicutes,Bacilli,,Staphylococcaceae,Staphylococcus,Staphylococcales,,,,,
Staphylococcus aureus subsp. aureus USA300,CP000255,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12681,--,Yes,Bacteria,Firmicutes,Bacilli,,Staphylococcaceae,Staphylococcus,Staphylococcales,,,,,
Staphylococcus aureus subsp. aureus USA300,CP000255,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_12682,--,Yes,Bacteria,Firmicutes,Bacilli,,Staphylococcaceae,Staphylococcus,Staphylococcales,,,,,
