Organism name,Length,Benchmark ID,Taxonomy.join.superkingdom,Taxonomy.join.phylum
Arthrobacter crystallopoietes,1472,CRW_16S_B_1712,Bacteria,Actinobacteria
Arthrobacter globiformis,1464,CRW_16S_B_1713,Bacteria,Actinobacteria
Arthrobacter pascens,1474,CRW_16S_B_1720,Bacteria,Actinobacteria
Clostridium perfringens str. 13,1446,CRW_16S_B_15853,Bacteria,Firmicutes
Butyrivibrio crossotus,1473,CRW_16S_B_15855,Bacteria,Firmicutes
Butyrivibrio fibrisolvens,1477,CRW_16S_B_15860,Bacteria,Firmicutes
Butyrivibrio fibrisolvens,1475,CRW_16S_B_15862,Bacteria,Firmicutes
Clostridium acetobutylicum,1448,CRW_16S_B_15869,Bacteria,Firmicutes
Clostridium acetobutylicum,1412,CRW_16S_B_15870,Bacteria,Firmicutes
Clostridium aminobutyricum,1441,CRW_16S_B_15878,Bacteria,Firmicutes
Clostridium botulinum,1444,CRW_16S_B_15883,Bacteria,Firmicutes
Clostridium aurantibutyricum,1421,CRW_16S_B_15884,Bacteria,Firmicutes
Clostridium baratii,1444,CRW_16S_B_15887,Bacteria,Firmicutes
Clostridium acetobutylicum,1413,CRW_16S_B_15890,Bacteria,Firmicutes
Clostridium acetobutylicum,1411,CRW_16S_B_15891,Bacteria,Firmicutes
Clostridium acetobutylicum,1453,CRW_16S_B_15893,Bacteria,Firmicutes
Clostridium botulinum,1427,CRW_16S_B_15897,Bacteria,Firmicutes
Aeromicrobium erythreum,1463,CRW_16S_B_1729,Bacteria,Actinobacteria
Aeromicrobium fastidiosum,1449,CRW_16S_B_1730,Bacteria,Actinobacteria
Clostridium butyricum,1465,CRW_16S_B_15920,Bacteria,Firmicutes
Clostridium carnis,1443,CRW_16S_B_15923,Bacteria,Firmicutes
Aeromicrobium fastidiosum,1468,CRW_16S_B_1731,Bacteria,Actinobacteria
Clostridium cochlearium,1448,CRW_16S_B_15936,Bacteria,Firmicutes
Aeromicrobium fastidiosum,1460,CRW_16S_B_1732,Bacteria,Actinobacteria
Clostridium estertheticum,1428,CRW_16S_B_15943,Bacteria,Firmicutes
Clostridium estertheticum,1427,CRW_16S_B_15944,Bacteria,Firmicutes
Clostridium fallax,1458,CRW_16S_B_15945,Bacteria,Firmicutes
Tissierella praeacuta,1423,CRW_16S_B_15955,Bacteria,Firmicutes
Clostridium homopropionicum,1461,CRW_16S_B_15958,Bacteria,Firmicutes
Arthrobacter roseus,1477,CRW_16S_B_1734,Bacteria,Actinobacteria
Clostridium butyricum,1422,CRW_16S_B_15962,Bacteria,Firmicutes
Clostridium kluyveri,1426,CRW_16S_B_15963,Bacteria,Firmicutes
Arthrobacter roseus,1477,CRW_16S_B_1735,Bacteria,Actinobacteria
Clostridium ljungdahlii,1422,CRW_16S_B_15971,Bacteria,Firmicutes
Thermobrachium celere,1404,CRW_16S_B_15973,Bacteria,Firmicutes
Clostridium novyi,1452,CRW_16S_B_15984,Bacteria,Firmicutes
Clostridium novyi,1429,CRW_16S_B_15985,Bacteria,Firmicutes
Arthrobacter gandavensis,1445,CRW_16S_B_1737,Bacteria,Actinobacteria
Clostridium pascui,1471,CRW_16S_B_15991,Bacteria,Firmicutes
Clostridium perfringens,1463,CRW_16S_B_15995,Bacteria,Firmicutes
Clostridium paraputrificum,1467,CRW_16S_B_16001,Bacteria,Firmicutes
Clostridium puniceum,1442,CRW_16S_B_16006,Bacteria,Firmicutes
Clostridium scatologenes,1460,CRW_16S_B_16015,Bacteria,Firmicutes
Clostridium sp.,1443,CRW_16S_B_16021,Bacteria,Firmicutes
Clostridium tetanomorphum,1424,CRW_16S_B_16039,Bacteria,Firmicutes
Clostridium tyrobutyricum,1457,CRW_16S_B_16055,Bacteria,Firmicutes
Clostridium uliginosum,1437,CRW_16S_B_16056,Bacteria,Firmicutes
Desulfitobacterium sp.,1424,CRW_16S_B_16064,Bacteria,Firmicutes
Arthrobacter gandavensis,1450,CRW_16S_B_1745,Bacteria,Actinobacteria
Arthrobacter gandavensis,1445,CRW_16S_B_1746,Bacteria,Actinobacteria
Clostridium perfringens,1411,CRW_16S_B_16080,Bacteria,Firmicutes
Clostridium perfringens,1411,CRW_16S_B_16081,Bacteria,Firmicutes
Clostridium perfringens,1411,CRW_16S_B_16082,Bacteria,Firmicutes
Clostridium perfringens,1411,CRW_16S_B_16083,Bacteria,Firmicutes
Clostridium perfringens,1406,CRW_16S_B_16084,Bacteria,Firmicutes
Clostridium perfringens,1406,CRW_16S_B_16085,Bacteria,Firmicutes
Clostridium perfringens,1411,CRW_16S_B_16086,Bacteria,Firmicutes
Clostridium perfringens,1411,CRW_16S_B_16087,Bacteria,Firmicutes
Clostridium perfringens,1411,CRW_16S_B_16088,Bacteria,Firmicutes
Clostridium perfringens,1411,CRW_16S_B_16089,Bacteria,Firmicutes
Clostridium perfringens,1411,CRW_16S_B_16090,Bacteria,Firmicutes
Clostridium sp. BL-8,1473,CRW_16S_B_16091,Bacteria,Firmicutes
Actinoplanes teichomyceticus,1456,CRW_16S_B_1756,Bacteria,Actinobacteria
Clostridium butyricum,1412,CRW_16S_B_16257,Bacteria,Firmicutes
Epulopiscium sp.,1433,CRW_16S_B_16264,Bacteria,Firmicutes
Epulopiscium sp.,1446,CRW_16S_B_16266,Bacteria,Firmicutes
Epulopiscium sp.,1442,CRW_16S_B_16267,Bacteria,Firmicutes
Microbacterium esteraromaticum,1472,CRW_16S_B_1765,Bacteria,Actinobacteria
Microbacterium liquefaciens,1474,CRW_16S_B_1766,Bacteria,Actinobacteria
Dorea formicigenerans,1480,CRW_16S_B_16282,Bacteria,Firmicutes
Eubacterium ramulus,1477,CRW_16S_B_16297,Bacteria,Firmicutes
Microbacterium testaceum,1469,CRW_16S_B_1768,Bacteria,Actinobacteria
Mogibacterium timidum,1434,CRW_16S_B_16304,Bacteria,Firmicutes
Eubacterium uniforme,1471,CRW_16S_B_16307,Bacteria,Firmicutes
Mycobacterium shottsii,1452,CRW_16S_B_1771,Bacteria,Actinobacteria
Heliophilum fasciatum,1459,CRW_16S_B_16330,Bacteria,Firmicutes
Heliophilum fasciatum,1459,CRW_16S_B_16331,Bacteria,Firmicutes
Helcococcus kunzii,1465,CRW_16S_B_16339,Bacteria,Firmicutes
Pectinatus cerevisiiphilus,1425,CRW_16S_B_16356,Bacteria,Firmicutes
Pectinatus frisingensis,1440,CRW_16S_B_16357,Bacteria,Firmicutes
Peptococcus niger,1403,CRW_16S_B_16358,Bacteria,Firmicutes
Phascolarctobacterium faecium,1474,CRW_16S_B_16360,Bacteria,Firmicutes
Peptostreptococcus sp.,1405,CRW_16S_B_16362,Bacteria,Firmicutes
Peptostreptococcus anaerobius,1462,CRW_16S_B_16367,Bacteria,Firmicutes
Peptostreptococcus sp.,1460,CRW_16S_B_16379,Bacteria,Firmicutes
Pseudobutyrivibrio ruminis,1462,CRW_16S_B_16383,Bacteria,Firmicutes
Ruminococcus albus,1458,CRW_16S_B_16386,Bacteria,Firmicutes
Ruminococcus bromii,1478,CRW_16S_B_16387,Bacteria,Firmicutes
Ruminococcus callidus,1458,CRW_16S_B_16388,Bacteria,Firmicutes
Ruminococcus flavefaciens,1448,CRW_16S_B_16389,Bacteria,Firmicutes
Ruminococcus flavefaciens,1440,CRW_16S_B_16390,Bacteria,Firmicutes
Selenomonas ruminantium,1450,CRW_16S_B_16404,Bacteria,Firmicutes
Nocardiopsis dassonvillei,1459,CRW_16S_B_1780,Bacteria,Actinobacteria
Salinispora arenicola,1479,CRW_16S_B_1781,Bacteria,Actinobacteria
Salinispora arenicola,1479,CRW_16S_B_1782,Bacteria,Actinobacteria
Thermoanaerobacterium aotearoense,1478,CRW_16S_B_16451,Bacteria,Firmicutes
Thermoanaerobacterium thermosaccharolyticum,1477,CRW_16S_B_16453,Bacteria,Firmicutes
Tissierella praeacuta,1475,CRW_16S_B_16457,Bacteria,Firmicutes
Tissierella praeacuta,1410,CRW_16S_B_16458,Bacteria,Firmicutes
Salinispora arenicola,1479,CRW_16S_B_1785,Bacteria,Actinobacteria
Saccharothrix algeriensis,1429,CRW_16S_B_1788,Bacteria,Actinobacteria
Mycobacterium sp. DSM 3803,1475,CRW_16S_B_1798,Bacteria,Actinobacteria
Streptomyces platensis,1457,CRW_16S_B_1801,Bacteria,Actinobacteria
Rhodococcus erythropolis,1476,CRW_16S_B_1823,Bacteria,Actinobacteria
Arthrobacter sp. I3,1415,CRW_16S_B_1825,Bacteria,Actinobacteria
Nocardia asteroides,1451,CRW_16S_B_1832,Bacteria,Actinobacteria
Streptomyces reticuliscabiei,1477,CRW_16S_B_1842,Bacteria,Actinobacteria
Streptomyces acidiscabies,1477,CRW_16S_B_1844,Bacteria,Actinobacteria
Streptomyces acidiscabies,1476,CRW_16S_B_1849,Bacteria,Actinobacteria
Streptomyces europaeiscabiei,1456,CRW_16S_B_1853,Bacteria,Actinobacteria
Nocardia alba,1446,CRW_16S_B_1894,Bacteria,Actinobacteria
Streptomyces tendae,1471,CRW_16S_B_1898,Bacteria,Actinobacteria
Rhodococcus gordoniae,1403,CRW_16S_B_1899,Bacteria,Actinobacteria
Rhodococcus gordoniae,1403,CRW_16S_B_1900,Bacteria,Actinobacteria
Nocardia brasiliensis,1427,CRW_16S_B_1914,Bacteria,Actinobacteria
Streptomyces tendae,1436,CRW_16S_B_1915,Bacteria,Actinobacteria
Nocardia beijingensis,1479,CRW_16S_B_192,Bacteria,Actinobacteria
Nocardiopsis dassonvillei,1432,CRW_16S_B_1920,Bacteria,Actinobacteria
Nocardia beijingensis,1470,CRW_16S_B_193,Bacteria,Actinobacteria
Nocardia farcinica,1479,CRW_16S_B_194,Bacteria,Actinobacteria
Nocardia farcinica,1478,CRW_16S_B_195,Bacteria,Actinobacteria
Nocardia farcinica,1480,CRW_16S_B_196,Bacteria,Actinobacteria
Streptacidiphilus jiangxiensis,1415,CRW_16S_B_1965,Bacteria,Actinobacteria
Nocardia farcinica,1477,CRW_16S_B_197,Bacteria,Actinobacteria
Nocardia farcinica,1468,CRW_16S_B_198,Bacteria,Actinobacteria
uncultured actinobacterium,1461,CRW_16S_B_20,Bacteria,Actinobacteria
Acholeplasma laidlawii,1476,CRW_16S_B_16478,Bacteria,Tenericutes
Ureaplasma parvum serovar 3,1439,CRW_16S_B_16494,Bacteria,Tenericutes
Anaeroplasma bactoclasticum,1436,CRW_16S_B_16517,Bacteria,Tenericutes
Nocardia abscessus,1461,CRW_16S_B_203,Bacteria,Actinobacteria
Nocardia abscessus,1475,CRW_16S_B_204,Bacteria,Actinobacteria
Bulleidia extructa,1401,CRW_16S_B_16740,Bacteria,Firmicutes
Streptacidiphilus jiangxiensis,1425,CRW_16S_B_2045,Bacteria,Actinobacteria
Nocardia abscessus,1476,CRW_16S_B_205,Bacteria,Actinobacteria
Entomoplasma ellychniae,1433,CRW_16S_B_16825,Bacteria,Tenericutes
Entomoplasma melaleucae,1448,CRW_16S_B_16826,Bacteria,Tenericutes
Mycoplasma capricolum subsp. capripneumoniae,1466,CRW_16S_B_16862,Bacteria,Tenericutes
Rhodococcus sp. RD6.2,1441,CRW_16S_B_2055,Bacteria,Actinobacteria
Mycoplasma capricolum subsp. capripneumoniae,1466,CRW_16S_B_16867,Bacteria,Tenericutes
Mesoplasma entomophilum,1443,CRW_16S_B_16873,Bacteria,Tenericutes
Mesoplasma lactucae ATCC 49193,1411,CRW_16S_B_16874,Bacteria,Tenericutes
Nocardia abscessus,1467,CRW_16S_B_206,Bacteria,Actinobacteria
Mycoplasma mycoides subsp. capri,1466,CRW_16S_B_16968,Bacteria,Tenericutes
Mycoplasma mycoides,1411,CRW_16S_B_16974,Bacteria,Tenericutes
Mycoplasma putrefaciens,1466,CRW_16S_B_16990,Bacteria,Tenericutes
Mycoplasma putrefaciens,1415,CRW_16S_B_16991,Bacteria,Tenericutes
Mycoplasma sp.,1446,CRW_16S_B_16996,Bacteria,Tenericutes
Nocardia abscessus,1470,CRW_16S_B_207,Bacteria,Actinobacteria
Kitasatospora gansuensis,1429,CRW_16S_B_2071,Bacteria,Actinobacteria
Spiroplasma gladiatoris,1468,CRW_16S_B_17028,Bacteria,Tenericutes
Spiroplasma ixodetis,1428,CRW_16S_B_17029,Bacteria,Tenericutes
Spiroplasma poulsonii,1467,CRW_16S_B_17032,Bacteria,Tenericutes
Ureaplasma diversum,1478,CRW_16S_B_17038,Bacteria,Tenericutes
Ureaplasma urealyticum,1439,CRW_16S_B_17042,Bacteria,Tenericutes
Ureaplasma urealyticum,1438,CRW_16S_B_17043,Bacteria,Tenericutes
Ureaplasma urealyticum,1434,CRW_16S_B_17044,Bacteria,Tenericutes
Ureaplasma urealyticum,1434,CRW_16S_B_17045,Bacteria,Tenericutes
Ureaplasma urealyticum,1439,CRW_16S_B_17046,Bacteria,Tenericutes
Ureaplasma urealyticum,1463,CRW_16S_B_17048,Bacteria,Tenericutes
Rhodococcus opacus,1477,CRW_16S_B_2074,Bacteria,Actinobacteria
Streptomyces griseoaurantiacus,1458,CRW_16S_B_2075,Bacteria,Actinobacteria
Streptomyces platensis,1477,CRW_16S_B_208,Bacteria,Actinobacteria
Arthrobacter rhombi,1443,CRW_16S_B_2119,Bacteria,Actinobacteria
Micrococcus luteus,1475,CRW_16S_B_217,Bacteria,Actinobacteria
uncultured actinobacterium,1444,CRW_16S_B_2182,Bacteria,Actinobacteria
uncultured actinobacterium,1447,CRW_16S_B_2183,Bacteria,Actinobacteria
Nocardia pseudobrasiliensis,1478,CRW_16S_B_22,Bacteria,Actinobacteria
Rhodococcus erythropolis,1477,CRW_16S_B_220,Bacteria,Actinobacteria
Rhodococcus erythropolis,1474,CRW_16S_B_221,Bacteria,Actinobacteria
Rhodococcus erythropolis,1433,CRW_16S_B_2233,Bacteria,Actinobacteria
Micromonospora aurantiaca,1463,CRW_16S_B_2234,Bacteria,Actinobacteria
Mycobacterium pseudoshottsii,1435,CRW_16S_B_2235,Bacteria,Actinobacteria
uncultured Arthrobacter sp.,1422,CRW_16S_B_2238,Bacteria,Actinobacteria
Rhodococcus opacus,1478,CRW_16S_B_224,Bacteria,Actinobacteria
Streptomyces scabiei,1461,CRW_16S_B_2270,Bacteria,Actinobacteria
Streptomyces acidiscabies,1460,CRW_16S_B_2272,Bacteria,Actinobacteria
uncultured actinobacterium,1445,CRW_16S_B_2275,Bacteria,Actinobacteria
Nocardia farcinica,1474,CRW_16S_B_2291,Bacteria,Actinobacteria
Nocardia farcinica,1473,CRW_16S_B_2292,Bacteria,Actinobacteria
Nocardia farcinica,1475,CRW_16S_B_2293,Bacteria,Actinobacteria
Nocardia farcinica,1478,CRW_16S_B_2295,Bacteria,Actinobacteria
Nocardia farcinica,1478,CRW_16S_B_2296,Bacteria,Actinobacteria
Nocardia transvalensis,1480,CRW_16S_B_23,Bacteria,Actinobacteria
Nocardia transvalensis,1478,CRW_16S_B_24,Bacteria,Actinobacteria
Rhodococcus rhodochrous,1445,CRW_16S_B_241,Bacteria,Actinobacteria
Rhodococcus erythropolis,1434,CRW_16S_B_2428,Bacteria,Actinobacteria
Rhodococcus wratislaviensis,1446,CRW_16S_B_2433,Bacteria,Actinobacteria
Rhodococcus wratislaviensis,1434,CRW_16S_B_2435,Bacteria,Actinobacteria
Rhodococcus erythropolis,1443,CRW_16S_B_2439,Bacteria,Actinobacteria
Corynebacterium glutamicum,1452,CRW_16S_B_2442,Bacteria,Actinobacteria
Corynebacterium glutamicum,1472,CRW_16S_B_2443,Bacteria,Actinobacteria
Rhodococcus erythropolis,1413,CRW_16S_B_2454,Bacteria,Actinobacteria
Rhodococcus erythropolis,1412,CRW_16S_B_2459,Bacteria,Actinobacteria
Rhodococcus corynebacterioides,1475,CRW_16S_B_2460,Bacteria,Actinobacteria
Nocardia seriolae,1464,CRW_16S_B_2463,Bacteria,Actinobacteria
Streptomyces phaeochromogenes,1476,CRW_16S_B_247,Bacteria,Actinobacteria
Streptomyces fradiae,1463,CRW_16S_B_249,Bacteria,Actinobacteria
Nocardia transvalensis,1480,CRW_16S_B_25,Bacteria,Actinobacteria
Corynebacterium glutamicum,1439,CRW_16S_B_2500,Bacteria,Actinobacteria
Nesterenkonia jeotgali,1480,CRW_16S_B_2519,Bacteria,Actinobacteria
Streptomyces griseoruber,1465,CRW_16S_B_253,Bacteria,Actinobacteria
Streptomyces clavuligerus,1448,CRW_16S_B_2562,Bacteria,Actinobacteria
Streptomyces coeruleorubidus,1450,CRW_16S_B_2563,Bacteria,Actinobacteria
Streptomyces cyanogenus,1448,CRW_16S_B_2566,Bacteria,Actinobacteria
Streptomyces griseoruber,1420,CRW_16S_B_2567,Bacteria,Actinobacteria
Streptomyces humiferus,1409,CRW_16S_B_2568,Bacteria,Actinobacteria
Streptomyces lividans,1449,CRW_16S_B_2571,Bacteria,Actinobacteria
Streptomyces mirabilis,1448,CRW_16S_B_2572,Bacteria,Actinobacteria
Streptomyces violaceoruber,1438,CRW_16S_B_2574,Bacteria,Actinobacteria
Streptomyces michiganensis,1448,CRW_16S_B_2576,Bacteria,Actinobacteria
Streptomyces spiroverticillatus,1448,CRW_16S_B_2577,Bacteria,Actinobacteria
Streptomyces violascens,1449,CRW_16S_B_2578,Bacteria,Actinobacteria
Streptomyces violaceus,1448,CRW_16S_B_2579,Bacteria,Actinobacteria
Streptomyces venezuelae,1448,CRW_16S_B_2580,Bacteria,Actinobacteria
Streptomyces vinaceus,1447,CRW_16S_B_2581,Bacteria,Actinobacteria
Streptomyces showdoensis,1448,CRW_16S_B_2582,Bacteria,Actinobacteria
Streptomyces cellostaticus,1448,CRW_16S_B_2583,Bacteria,Actinobacteria
Streptomyces cinerochromogenes,1443,CRW_16S_B_2585,Bacteria,Actinobacteria
Streptomyces cinnamonensis,1434,CRW_16S_B_2586,Bacteria,Actinobacteria
Streptomyces griseoruber,1419,CRW_16S_B_2589,Bacteria,Actinobacteria
Streptomyces humiferus,1446,CRW_16S_B_259,Bacteria,Actinobacteria
Streptomyces griseoluteus,1406,CRW_16S_B_2590,Bacteria,Actinobacteria
Streptomyces coelicoflavus,1404,CRW_16S_B_2591,Bacteria,Actinobacteria
Streptomyces albospinus,1423,CRW_16S_B_2592,Bacteria,Actinobacteria
Streptomyces aurantiacus,1407,CRW_16S_B_2594,Bacteria,Actinobacteria
Streptomyces albaduncus,1448,CRW_16S_B_2596,Bacteria,Actinobacteria
Streptomyces cinereoruber subsp. fructofermentans,1432,CRW_16S_B_2597,Bacteria,Actinobacteria
Nocardia transvalensis,1460,CRW_16S_B_26,Bacteria,Actinobacteria
Streptomyces coelescens,1429,CRW_16S_B_2600,Bacteria,Actinobacteria
Streptomyces alboniger,1419,CRW_16S_B_2607,Bacteria,Actinobacteria
Streptomyces cyaneofuscatus,1430,CRW_16S_B_2608,Bacteria,Actinobacteria
Streptomyces chrestomyceticus,1457,CRW_16S_B_2631,Bacteria,Actinobacteria
Streptomyces exfoliatus,1425,CRW_16S_B_2632,Bacteria,Actinobacteria
Streptomyces corchorusii,1457,CRW_16S_B_2634,Bacteria,Actinobacteria
Streptomyces chromofuscus,1457,CRW_16S_B_2636,Bacteria,Actinobacteria
Streptomyces corchorusii,1419,CRW_16S_B_2639,Bacteria,Actinobacteria
Streptomyces althioticus,1421,CRW_16S_B_2640,Bacteria,Actinobacteria
Streptomyces griseofuscus,1419,CRW_16S_B_2641,Bacteria,Actinobacteria
Streptomyces microflavus,1417,CRW_16S_B_2642,Bacteria,Actinobacteria
Streptomyces olivaceoviridis,1415,CRW_16S_B_2643,Bacteria,Actinobacteria
Streptomyces nojiriensis,1419,CRW_16S_B_2645,Bacteria,Actinobacteria
Streptomyces capillispiralis,1419,CRW_16S_B_2646,Bacteria,Actinobacteria
Streptomyces bacillaris,1419,CRW_16S_B_2647,Bacteria,Actinobacteria
Streptomyces humiferus,1420,CRW_16S_B_2648,Bacteria,Actinobacteria
Streptomyces noursei,1424,CRW_16S_B_2656,Bacteria,Actinobacteria
Streptomyces djakartensis,1420,CRW_16S_B_2657,Bacteria,Actinobacteria
Streptomyces celluloflavus,1423,CRW_16S_B_2658,Bacteria,Actinobacteria
Streptomyces sp.,1476,CRW_16S_B_266,Bacteria,Actinobacteria
Streptomyces antimycoticus,1423,CRW_16S_B_2660,Bacteria,Actinobacteria
Streptomyces atroolivaceus,1420,CRW_16S_B_2661,Bacteria,Actinobacteria
Streptomyces anthocyanicus,1421,CRW_16S_B_2662,Bacteria,Actinobacteria
Streptomyces minutiscleroticus,1421,CRW_16S_B_2664,Bacteria,Actinobacteria
Streptomyces massasporeus,1420,CRW_16S_B_2665,Bacteria,Actinobacteria
Streptomyces anulatus,1420,CRW_16S_B_2667,Bacteria,Actinobacteria
Streptomyces ipomoeae,1420,CRW_16S_B_2669,Bacteria,Actinobacteria
Streptomyces achromogenes subsp. rubradiris,1420,CRW_16S_B_2675,Bacteria,Actinobacteria
Streptomyces viridodiastaticus,1421,CRW_16S_B_2680,Bacteria,Actinobacteria
Streptomyces viridiviolaceus,1420,CRW_16S_B_2682,Bacteria,Actinobacteria
Streptomyces lateritius,1420,CRW_16S_B_2683,Bacteria,Actinobacteria
Streptomyces tanashiensis,1419,CRW_16S_B_2684,Bacteria,Actinobacteria
Streptomyces olivoreticuli subsp. olivoreticuli,1425,CRW_16S_B_2685,Bacteria,Actinobacteria
Streptomyces sindenensis,1422,CRW_16S_B_2688,Bacteria,Actinobacteria
Streptomyces aureocirculatus,1421,CRW_16S_B_2689,Bacteria,Actinobacteria
Streptomyces rubiginosohelvolus,1420,CRW_16S_B_2692,Bacteria,Actinobacteria
Streptomyces microflavus,1420,CRW_16S_B_2696,Bacteria,Actinobacteria
Streptomyces griseorubens,1430,CRW_16S_B_2697,Bacteria,Actinobacteria
Streptomyces albus,1434,CRW_16S_B_2698,Bacteria,Actinobacteria
Nocardia transvalensis,1459,CRW_16S_B_27,Bacteria,Actinobacteria
Streptomyces flaveus,1454,CRW_16S_B_270,Bacteria,Actinobacteria
Streptomyces griseosporeus,1426,CRW_16S_B_2700,Bacteria,Actinobacteria
Streptomyces griseostramineus,1402,CRW_16S_B_2701,Bacteria,Actinobacteria
Streptomyces griseomycini,1410,CRW_16S_B_2704,Bacteria,Actinobacteria
Streptomyces filamentosus,1405,CRW_16S_B_2705,Bacteria,Actinobacteria
Streptomyces roseolilacinus,1405,CRW_16S_B_2706,Bacteria,Actinobacteria
Streptomyces tricolor,1406,CRW_16S_B_2707,Bacteria,Actinobacteria
Streptomyces flaveus,1433,CRW_16S_B_271,Bacteria,Actinobacteria
Streptomyces albidochromogenes,1412,CRW_16S_B_2711,Bacteria,Actinobacteria
Streptomyces roseoviolaceus,1407,CRW_16S_B_2712,Bacteria,Actinobacteria
Kitasatospora griseola,1405,CRW_16S_B_2722,Bacteria,Actinobacteria
Streptomyces filamentosus,1416,CRW_16S_B_2723,Bacteria,Actinobacteria
Streptomyces microflavus,1417,CRW_16S_B_2724,Bacteria,Actinobacteria
Streptomyces exfoliatus,1420,CRW_16S_B_2725,Bacteria,Actinobacteria
Streptomyces roseolus,1416,CRW_16S_B_2726,Bacteria,Actinobacteria
Streptomyces avidinii,1435,CRW_16S_B_2730,Bacteria,Actinobacteria
Corynebacterium efficiens YS-314,1408,CRW_16S_B_2759,Bacteria,Actinobacteria
Streptomyces viridochromogenes,1440,CRW_16S_B_276,Bacteria,Actinobacteria
Corynebacterium efficiens YS-314,1408,CRW_16S_B_2760,Bacteria,Actinobacteria
Corynebacterium efficiens YS-314,1408,CRW_16S_B_2761,Bacteria,Actinobacteria
Corynebacterium efficiens YS-314,1408,CRW_16S_B_2762,Bacteria,Actinobacteria
Corynebacterium efficiens YS-314,1409,CRW_16S_B_2763,Bacteria,Actinobacteria
Brachybacterium faecium,1480,CRW_16S_B_2773,Bacteria,Actinobacteria
Bifidobacterium adolescentis,1477,CRW_16S_B_2776,Bacteria,Actinobacteria
Bifidobacterium animalis,1459,CRW_16S_B_2778,Bacteria,Actinobacteria
Bifidobacterium asteroides,1468,CRW_16S_B_2779,Bacteria,Actinobacteria
Bifidobacterium bifidum,1448,CRW_16S_B_2782,Bacteria,Actinobacteria
Bifidobacterium breve,1464,CRW_16S_B_2786,Bacteria,Actinobacteria
Bifidobacterium breve,1462,CRW_16S_B_2787,Bacteria,Actinobacteria
Bifidobacterium catenulatum,1477,CRW_16S_B_2790,Bacteria,Actinobacteria
Bifidobacterium coryneforme,1475,CRW_16S_B_2791,Bacteria,Actinobacteria
Bifidobacterium dentium,1478,CRW_16S_B_2793,Bacteria,Actinobacteria
Bifidobacterium indicum,1474,CRW_16S_B_2794,Bacteria,Actinobacteria
Streptomyces thermovulgaris,1425,CRW_16S_B_280,Bacteria,Actinobacteria
Bifidobacterium longum,1455,CRW_16S_B_2803,Bacteria,Actinobacteria
Bifidobacterium longum,1477,CRW_16S_B_2804,Bacteria,Actinobacteria
Bifidobacterium minimum,1472,CRW_16S_B_2806,Bacteria,Actinobacteria
Bifidobacterium pseudolongum,1475,CRW_16S_B_2809,Bacteria,Actinobacteria
Bifidobacterium thermophilum,1453,CRW_16S_B_2812,Bacteria,Actinobacteria
Blastococcus aggregatus,1441,CRW_16S_B_2813,Bacteria,Actinobacteria
Brachybacterium paraconglomeratum,1472,CRW_16S_B_2814,Bacteria,Actinobacteria
Brevibacterium casei,1450,CRW_16S_B_2815,Bacteria,Actinobacteria
Brevibacterium epidermidis,1480,CRW_16S_B_2816,Bacteria,Actinobacteria
Brevibacterium iodinum,1438,CRW_16S_B_2819,Bacteria,Actinobacteria
Brevibacterium linens,1473,CRW_16S_B_2820,Bacteria,Actinobacteria
Brevibacterium linens,1474,CRW_16S_B_2821,Bacteria,Actinobacteria
Brachybacterium sacelli,1404,CRW_16S_B_2822,Bacteria,Actinobacteria
Brachybacterium sacelli,1404,CRW_16S_B_2823,Bacteria,Actinobacteria
Brachybacterium sacelli,1405,CRW_16S_B_2824,Bacteria,Actinobacteria
Catenuloplanes japonicus,1453,CRW_16S_B_2834,Bacteria,Actinobacteria
Cellulomonas biazotea,1452,CRW_16S_B_2841,Bacteria,Actinobacteria
Cellulosimicrobium cellulans,1452,CRW_16S_B_2842,Bacteria,Actinobacteria
Cellulomonas cellasea,1453,CRW_16S_B_2843,Bacteria,Actinobacteria
Cellulomonas fimi,1452,CRW_16S_B_2845,Bacteria,Actinobacteria
Cellulomonas sp.,1406,CRW_16S_B_2848,Bacteria,Actinobacteria
Oerskovia turbata,1451,CRW_16S_B_2849,Bacteria,Actinobacteria
Streptomyces yerevanensis,1447,CRW_16S_B_285,Bacteria,Actinobacteria
Clavibacter michiganensis,1471,CRW_16S_B_2854,Bacteria,Actinobacteria
Clavibacter michiganensis,1462,CRW_16S_B_2855,Bacteria,Actinobacteria
Clavibacter michiganensis,1471,CRW_16S_B_2857,Bacteria,Actinobacteria
Clavibacter michiganensis,1478,CRW_16S_B_2859,Bacteria,Actinobacteria
Clavibacter michiganensis,1454,CRW_16S_B_2860,Bacteria,Actinobacteria
Clavibacter michiganensis,1471,CRW_16S_B_2861,Bacteria,Actinobacteria
Corynebacterium amycolatum,1476,CRW_16S_B_2872,Bacteria,Actinobacteria
Corynebacterium amycolatum,1401,CRW_16S_B_2873,Bacteria,Actinobacteria
Leifsonia aquatica,1468,CRW_16S_B_2874,Bacteria,Actinobacteria
Leifsonia aquatica,1475,CRW_16S_B_2875,Bacteria,Actinobacteria
Corynebacterium bovis,1445,CRW_16S_B_2880,Bacteria,Actinobacteria
Corynebacterium bovis,1404,CRW_16S_B_2881,Bacteria,Actinobacteria
Corynebacterium cystitidis,1438,CRW_16S_B_2887,Bacteria,Actinobacteria
Corynebacterium flavescens,1409,CRW_16S_B_2893,Bacteria,Actinobacteria
