Organism name,Length,Benchmark ID,Taxonomy.SILVA.superkingdom,Taxonomy.SILVA.phylum
Streptomyces sp. MS-239,1426,CRW_16S_B_2284,Bacteria,Actinobacteria
Kitasatospora sp. Aac-101,1472,CRW_16S_B_229,Bacteria,Actinobacteria
Nocardia farcinica,1474,CRW_16S_B_2291,Bacteria,Actinobacteria
Nocardia farcinica,1473,CRW_16S_B_2292,Bacteria,Actinobacteria
Nocardia farcinica,1475,CRW_16S_B_2293,Bacteria,Actinobacteria
Nocardia farcinica,1478,CRW_16S_B_2295,Bacteria,Actinobacteria
Nocardia farcinica,1478,CRW_16S_B_2296,Bacteria,Actinobacteria
Nocardia transvalensis,1480,CRW_16S_B_23,Bacteria,Actinobacteria
Streptomyces sp. MS-189,1467,CRW_16S_B_2304,Bacteria,Actinobacteria
Streptomyces sp. Aac-12,1478,CRW_16S_B_231,Bacteria,Actinobacteria
Rhodococcus sp. cryopeg_11,1441,CRW_16S_B_2310,Bacteria,Actinobacteria
Streptomyces sp. Aac-31,1478,CRW_16S_B_233,Bacteria,Actinobacteria
Micromonospora stanfordense,1434,CRW_16S_B_2331,Bacteria,Actinobacteria
Streptomyces griseodotifer,1419,CRW_16S_B_2332,Bacteria,Actinobacteria
Streptomyces sp. Aac-39,1468,CRW_16S_B_234,Bacteria,Actinobacteria
Kitasatospora sp. Aac-76,1477,CRW_16S_B_237,Bacteria,Actinobacteria
Kitasatospora sp. Aac-78,1434,CRW_16S_B_238,Bacteria,Actinobacteria
Kitasatospora sp. Aac-82,1436,CRW_16S_B_239,Bacteria,Actinobacteria
Nocardia transvalensis,1478,CRW_16S_B_24,Bacteria,Actinobacteria
Rhodococcus rhodochrous,1445,CRW_16S_B_241,Bacteria,Actinobacteria
Micromonospora lacunae,1424,CRW_16S_B_2422,Bacteria,Actinobacteria
Rhodococcus erythropolis,1434,CRW_16S_B_2428,Bacteria,Actinobacteria
Rhodococcus wratislaviensis,1446,CRW_16S_B_2433,Bacteria,Actinobacteria
Rhodococcus wratislaviensis,1434,CRW_16S_B_2435,Bacteria,Actinobacteria
Rhodococcus erythropolis,1443,CRW_16S_B_2439,Bacteria,Actinobacteria
Mycobacterium austroafricanum,1480,CRW_16S_B_2441,Bacteria,Actinobacteria
Corynebacterium glutamicum,1452,CRW_16S_B_2442,Bacteria,Actinobacteria
Corynebacterium glutamicum,1472,CRW_16S_B_2443,Bacteria,Actinobacteria
Rhodococcus erythropolis,1413,CRW_16S_B_2454,Bacteria,Actinobacteria
actinobacterium EC5,1426,CRW_16S_B_2456,Bacteria,Actinobacteria
actinobacterium EC5,1429,CRW_16S_B_2457,Bacteria,Actinobacteria
Rhodococcus erythropolis,1412,CRW_16S_B_2459,Bacteria,Actinobacteria
Rhodococcus corynebacterioides,1475,CRW_16S_B_2460,Bacteria,Actinobacteria
Nocardia seriolae,1464,CRW_16S_B_2463,Bacteria,Actinobacteria
Streptomyces phaeochromogenes,1476,CRW_16S_B_247,Bacteria,Actinobacteria
Micromonospora grateloupicola,1412,CRW_16S_B_2477,Bacteria,Actinobacteria
Streptomyces gangtokensis,1457,CRW_16S_B_248,Bacteria,Actinobacteria
Micrococcus sp. SA8,1480,CRW_16S_B_2482,Bacteria,Actinobacteria
Streptomyces fradiae,1463,CRW_16S_B_249,Bacteria,Actinobacteria
Streptomyces sp. 132,1427,CRW_16S_B_2495,Bacteria,Actinobacteria
Nocardia transvalensis,1480,CRW_16S_B_25,Bacteria,Actinobacteria
Corynebacterium glutamicum,1439,CRW_16S_B_2500,Bacteria,Actinobacteria
Nesterenkonia jeotgali,1480,CRW_16S_B_2519,Bacteria,Actinobacteria
Streptomyces padanus,1440,CRW_16S_B_2524,Bacteria,Actinobacteria
Streptomyces griseoruber,1465,CRW_16S_B_253,Bacteria,Actinobacteria
Rhodococcus sp. D2,1480,CRW_16S_B_2538,Bacteria,Actinobacteria
Streptomyces sp. 80874,1478,CRW_16S_B_2544,Bacteria,Actinobacteria
Actinoplanes sp. 80820,1459,CRW_16S_B_2545,Bacteria,Actinobacteria
Streptomyces sp. 82111,1423,CRW_16S_B_2559,Bacteria,Actinobacteria
Streptomyces sp. 4017,1468,CRW_16S_B_2560,Bacteria,Actinobacteria
Streptomyces caesius,1422,CRW_16S_B_2561,Bacteria,Actinobacteria
Streptomyces clavuligerus,1448,CRW_16S_B_2562,Bacteria,Firmicutes
Streptomyces coeruleorubidus,1450,CRW_16S_B_2563,Bacteria,Actinobacteria
Streptomyces coerulescens,1450,CRW_16S_B_2564,Bacteria,Actinobacteria
Streptomyces cyanocolor,1448,CRW_16S_B_2565,Bacteria,Actinobacteria
Streptomyces cyanogenus,1448,CRW_16S_B_2566,Bacteria,Actinobacteria
Streptomyces griseoruber,1420,CRW_16S_B_2567,Bacteria,Actinobacteria
Streptomyces humiferus,1409,CRW_16S_B_2568,Bacteria,Actinobacteria
Streptomyces lazureus,1449,CRW_16S_B_2570,Bacteria,Actinobacteria
Streptomyces lividans,1449,CRW_16S_B_2571,Bacteria,Actinobacteria
Streptomyces mirabilis,1448,CRW_16S_B_2572,Bacteria,Actinobacteria
Streptomyces somaliensis,1450,CRW_16S_B_2573,Bacteria,Actinobacteria
Streptomyces violaceoruber,1438,CRW_16S_B_2574,Bacteria,Actinobacteria
Streptomyces violochromogenes,1448,CRW_16S_B_2575,Bacteria,Actinobacteria
Streptomyces michiganensis,1448,CRW_16S_B_2576,Bacteria,Actinobacteria
Streptomyces spiroverticillatus,1448,CRW_16S_B_2577,Bacteria,Actinobacteria
Streptomyces violascens,1449,CRW_16S_B_2578,Bacteria,Actinobacteria
Streptomyces violaceus,1448,CRW_16S_B_2579,Bacteria,Actinobacteria
Streptomyces venezuelae,1448,CRW_16S_B_2580,Bacteria,Actinobacteria
Streptomyces vinaceus,1447,CRW_16S_B_2581,Bacteria,Actinobacteria
Streptomyces showdoensis,1448,CRW_16S_B_2582,Bacteria,Actinobacteria
Streptomyces cellostaticus,1448,CRW_16S_B_2583,Bacteria,Actinobacteria
Streptomyces cremeus,1429,CRW_16S_B_2584,Bacteria,Actinobacteria
Streptomyces cinerochromogenes,1443,CRW_16S_B_2585,Bacteria,Actinobacteria
Streptomyces cinnamonensis,1434,CRW_16S_B_2586,Bacteria,Actinobacteria
Streptomyces cinnamoneus subsp. lanosus,1418,CRW_16S_B_2587,Bacteria,Actinobacteria
Streptomyces griseoruber,1419,CRW_16S_B_2589,Bacteria,Actinobacteria
Streptomyces humiferus,1446,CRW_16S_B_259,Bacteria,Actinobacteria
Streptomyces griseoluteus,1406,CRW_16S_B_2590,Bacteria,Actinobacteria
Streptomyces coelicoflavus,1404,CRW_16S_B_2591,Bacteria,Actinobacteria
Streptomyces albospinus,1423,CRW_16S_B_2592,Bacteria,Actinobacteria
Streptomyces cinnamoneus subsp. sparsus,1423,CRW_16S_B_2593,Bacteria,Actinobacteria
Streptomyces aurantiacus,1407,CRW_16S_B_2594,Bacteria,Actinobacteria
Streptomyces albaduncus,1448,CRW_16S_B_2596,Bacteria,Actinobacteria
Streptomyces cinereoruber subsp. fructofermentans,1432,CRW_16S_B_2597,Bacteria,Actinobacteria
Nocardia transvalensis,1460,CRW_16S_B_26,Bacteria,Actinobacteria
Streptomyces coelescens,1429,CRW_16S_B_2600,Bacteria,Actinobacteria
Streptomyces crystallinus,1435,CRW_16S_B_2601,Bacteria,Actinobacteria
Streptomyces cinnamoneus subsp. albosporus,1430,CRW_16S_B_2602,Bacteria,Actinobacteria
Streptomyces cinereospinus,1402,CRW_16S_B_2603,Bacteria,Actinobacteria
Streptomyces coeruleoprunus,1422,CRW_16S_B_2605,Bacteria,Actinobacteria
Streptomyces coeruleofuscus,1416,CRW_16S_B_2606,Bacteria,Actinobacteria
Streptomyces alboniger,1419,CRW_16S_B_2607,Bacteria,Actinobacteria
Streptomyces cyaneofuscatus,1430,CRW_16S_B_2608,Bacteria,Actinobacteria
Streptomyces chrestomyceticus,1457,CRW_16S_B_2631,Bacteria,Actinobacteria
Streptomyces exfoliatus,1425,CRW_16S_B_2632,Bacteria,Firmicutes
Streptomyces corchorusii,1457,CRW_16S_B_2634,Bacteria,Actinobacteria
Streptomyces chromofuscus,1457,CRW_16S_B_2636,Bacteria,Actinobacteria
Streptomyces corchorusii,1419,CRW_16S_B_2639,Bacteria,Actinobacteria
Streptomyces althioticus,1421,CRW_16S_B_2640,Bacteria,Actinobacteria
Streptomyces griseofuscus,1419,CRW_16S_B_2641,Bacteria,Actinobacteria
Streptomyces microflavus,1417,CRW_16S_B_2642,Bacteria,Actinobacteria
Streptomyces olivaceoviridis,1415,CRW_16S_B_2643,Bacteria,Actinobacteria
Streptomyces olivaceiscleroticus,1422,CRW_16S_B_2644,Bacteria,Actinobacteria
Streptomyces nojiriensis,1419,CRW_16S_B_2645,Bacteria,Actinobacteria
Streptomyces capillispiralis,1419,CRW_16S_B_2646,Bacteria,Actinobacteria
Streptomyces bacillaris,1419,CRW_16S_B_2647,Bacteria,Actinobacteria
Streptomyces humiferus,1420,CRW_16S_B_2648,Bacteria,Actinobacteria
Streptomyces pulveraceus,1419,CRW_16S_B_2650,Bacteria,Actinobacteria
Streptomyces rameus,1422,CRW_16S_B_2651,Bacteria,Actinobacteria
Streptomyces violaceolatus,1418,CRW_16S_B_2652,Bacteria,Actinobacteria
Streptomyces chrysomallus subsp. fumigatus,1419,CRW_16S_B_2653,Bacteria,Actinobacteria
Streptomyces noursei,1424,CRW_16S_B_2656,Bacteria,Actinobacteria
Streptomyces djakartensis,1420,CRW_16S_B_2657,Bacteria,Actinobacteria
Streptomyces celluloflavus,1423,CRW_16S_B_2658,Bacteria,Actinobacteria
Streptomyces noboritoensis,1421,CRW_16S_B_2659,Bacteria,Actinobacteria
Streptomyces sp.,1476,CRW_16S_B_266,Bacteria,Actinobacteria
Streptomyces antimycoticus,1423,CRW_16S_B_2660,Bacteria,Actinobacteria
Streptomyces atroolivaceus,1420,CRW_16S_B_2661,Bacteria,Actinobacteria
Streptomyces anthocyanicus,1421,CRW_16S_B_2662,Bacteria,Actinobacteria
Streptomyces minutiscleroticus,1421,CRW_16S_B_2664,Bacteria,Actinobacteria
Streptomyces massasporeus,1420,CRW_16S_B_2665,Bacteria,Actinobacteria
Streptomyces anulatus,1420,CRW_16S_B_2667,Bacteria,Actinobacteria
Streptomyces ipomoeae,1420,CRW_16S_B_2669,Bacteria,Actinobacteria
Streptomyces lavendulae subsp. grasserius,1420,CRW_16S_B_2670,Bacteria,Actinobacteria
Streptomyces ardus,1420,CRW_16S_B_2672,Bacteria,Actinobacteria
Streptomyces fimbriatus,1423,CRW_16S_B_2673,Bacteria,Actinobacteria
Streptomyces achromogenes subsp. rubradiris,1420,CRW_16S_B_2675,Bacteria,Actinobacteria
Streptomyces thioluteus,1419,CRW_16S_B_2677,Bacteria,Actinobacteria
Streptomyces viridodiastaticus,1421,CRW_16S_B_2680,Bacteria,Actinobacteria
Streptomyces viridiviolaceus,1420,CRW_16S_B_2682,Bacteria,Actinobacteria
Streptomyces lateritius,1420,CRW_16S_B_2683,Bacteria,Actinobacteria
Streptomyces tanashiensis,1419,CRW_16S_B_2684,Bacteria,Actinobacteria
Streptomyces olivoreticuli subsp. olivoreticuli,1425,CRW_16S_B_2685,Bacteria,Actinobacteria
Streptomyces sindenensis,1422,CRW_16S_B_2688,Bacteria,Actinobacteria
Streptomyces aureocirculatus,1421,CRW_16S_B_2689,Bacteria,Actinobacteria
Streptomyces rubiginosohelvolus,1420,CRW_16S_B_2692,Bacteria,Actinobacteria
Streptomyces flavidovirens,1434,CRW_16S_B_2694,Bacteria,Actinobacteria
Streptomyces labedae,1432,CRW_16S_B_2695,Bacteria,Actinobacteria
Streptomyces microflavus,1420,CRW_16S_B_2696,Bacteria,Actinobacteria
Streptomyces griseorubens,1430,CRW_16S_B_2697,Bacteria,Actinobacteria
Streptomyces albus,1434,CRW_16S_B_2698,Bacteria,Actinobacteria
Streptomyces roseofulvus,1431,CRW_16S_B_2699,Bacteria,Actinobacteria
Nocardia transvalensis,1459,CRW_16S_B_27,Bacteria,Actinobacteria
Streptomyces flaveus,1454,CRW_16S_B_270,Bacteria,Actinobacteria
Streptomyces griseosporeus,1426,CRW_16S_B_2700,Bacteria,Actinobacteria
Streptomyces griseostramineus,1402,CRW_16S_B_2701,Bacteria,Actinobacteria
Streptomyces griseomycini,1410,CRW_16S_B_2704,Bacteria,Actinobacteria
Streptomyces filamentosus,1405,CRW_16S_B_2705,Bacteria,Actinobacteria
Streptomyces roseolilacinus,1405,CRW_16S_B_2706,Bacteria,Actinobacteria
Streptomyces tricolor,1406,CRW_16S_B_2707,Bacteria,Actinobacteria
Streptomyces flaveus,1433,CRW_16S_B_271,Bacteria,Actinobacteria
Streptomyces albidochromogenes,1412,CRW_16S_B_2711,Bacteria,Actinobacteria
Streptomyces roseoviolaceus,1407,CRW_16S_B_2712,Bacteria,Actinobacteria
Kitasatospora cystarginea,1420,CRW_16S_B_2714,Bacteria,Actinobacteria
Streptomyces cuspidosporus,1405,CRW_16S_B_2717,Bacteria,Actinobacteria
Streptomyces roseiscleroticus,1404,CRW_16S_B_2720,Bacteria,Actinobacteria
Streptomyces griseoplanus,1401,CRW_16S_B_2721,Bacteria,Actinobacteria
Kitasatospora griseola,1405,CRW_16S_B_2722,Bacteria,Actinobacteria
Streptomyces filamentosus,1416,CRW_16S_B_2723,Bacteria,Actinobacteria
Streptomyces microflavus,1417,CRW_16S_B_2724,Bacteria,Actinobacteria
Streptomyces exfoliatus,1420,CRW_16S_B_2725,Bacteria,Firmicutes
Streptomyces roseolus,1416,CRW_16S_B_2726,Bacteria,Actinobacteria
Streptomyces avidinii,1435,CRW_16S_B_2730,Bacteria,Actinobacteria
Streptomyces stramineus,1450,CRW_16S_B_2733,Bacteria,Actinobacteria
Streptomyces sannanensis,1473,CRW_16S_B_2748,Bacteria,Actinobacteria
Corynebacterium efficiens YS-314,1408,CRW_16S_B_2759,Bacteria,Actinobacteria
Streptomyces viridochromogenes,1440,CRW_16S_B_276,Bacteria,Actinobacteria
Corynebacterium efficiens YS-314,1408,CRW_16S_B_2760,Bacteria,Actinobacteria
Corynebacterium efficiens YS-314,1408,CRW_16S_B_2761,Bacteria,Actinobacteria
Corynebacterium efficiens YS-314,1408,CRW_16S_B_2762,Bacteria,Actinobacteria
Corynebacterium efficiens YS-314,1409,CRW_16S_B_2763,Bacteria,Actinobacteria
Brachybacterium faecium,1480,CRW_16S_B_2773,Bacteria,Actinobacteria
Bifidobacterium adolescentis,1477,CRW_16S_B_2776,Bacteria,Actinobacteria
Bifidobacterium animalis,1459,CRW_16S_B_2778,Bacteria,Actinobacteria
Bifidobacterium asteroides,1468,CRW_16S_B_2779,Bacteria,Actinobacteria
Streptomyces cuspidosporus,1428,CRW_16S_B_278,Bacteria,Actinobacteria
Bifidobacterium bifidum,1448,CRW_16S_B_2782,Bacteria,Actinobacteria
Bifidobacterium breve,1464,CRW_16S_B_2786,Bacteria,Actinobacteria
Bifidobacterium breve,1462,CRW_16S_B_2787,Bacteria,Actinobacteria
Bifidobacterium catenulatum,1477,CRW_16S_B_2790,Bacteria,Actinobacteria
Bifidobacterium coryneforme,1475,CRW_16S_B_2791,Bacteria,Actinobacteria
Bifidobacterium dentium,1478,CRW_16S_B_2793,Bacteria,Actinobacteria
Bifidobacterium indicum,1474,CRW_16S_B_2794,Bacteria,Actinobacteria
Streptomyces sp. TR0126,1477,CRW_16S_B_28,Bacteria,Actinobacteria
Streptomyces thermovulgaris,1425,CRW_16S_B_280,Bacteria,Actinobacteria
Bifidobacterium longum,1455,CRW_16S_B_2803,Bacteria,Actinobacteria
Bifidobacterium longum,1477,CRW_16S_B_2804,Bacteria,Actinobacteria
Bifidobacterium minimum,1472,CRW_16S_B_2806,Bacteria,Actinobacteria
Bifidobacterium pseudolongum,1475,CRW_16S_B_2809,Bacteria,Actinobacteria
Bifidobacterium thermophilum,1453,CRW_16S_B_2812,Bacteria,Actinobacteria
Blastococcus aggregatus,1441,CRW_16S_B_2813,Bacteria,Actinobacteria
Brachybacterium paraconglomeratum,1472,CRW_16S_B_2814,Bacteria,Actinobacteria
Brevibacterium casei,1450,CRW_16S_B_2815,Bacteria,Actinobacteria
Brevibacterium epidermidis,1480,CRW_16S_B_2816,Bacteria,Actinobacteria
Brevibacterium iodinum,1438,CRW_16S_B_2819,Bacteria,Actinobacteria
Streptomyces akiyoshiensis,1462,CRW_16S_B_282,Bacteria,Actinobacteria
Brevibacterium linens,1473,CRW_16S_B_2820,Bacteria,Actinobacteria
Brevibacterium linens,1474,CRW_16S_B_2821,Bacteria,Actinobacteria
Brachybacterium sacelli,1404,CRW_16S_B_2822,Bacteria,Actinobacteria
Brachybacterium sacelli,1404,CRW_16S_B_2823,Bacteria,Actinobacteria
Brachybacterium sacelli,1405,CRW_16S_B_2824,Bacteria,Actinobacteria
Streptomyces pulveraceus,1463,CRW_16S_B_283,Bacteria,Actinobacteria
Catenuloplanes atrovinosus,1465,CRW_16S_B_2833,Bacteria,Actinobacteria
Catenuloplanes japonicus,1453,CRW_16S_B_2834,Bacteria,Actinobacteria
Catenuloplanes indicus,1470,CRW_16S_B_2839,Bacteria,Actinobacteria
Streptomyces rameus,1430,CRW_16S_B_284,Bacteria,Actinobacteria
Cellulomonas biazotea,1452,CRW_16S_B_2841,Bacteria,Actinobacteria
Cellulosimicrobium cellulans,1452,CRW_16S_B_2842,Bacteria,Actinobacteria
Cellulomonas cellasea,1453,CRW_16S_B_2843,Bacteria,Actinobacteria
Cellulomonas fimi,1452,CRW_16S_B_2845,Bacteria,Actinobacteria
Cellulomonas sp.,1406,CRW_16S_B_2848,Bacteria,Actinobacteria
Oerskovia turbata,1451,CRW_16S_B_2849,Bacteria,Actinobacteria
Streptomyces yerevanensis,1447,CRW_16S_B_285,Bacteria,Actinobacteria
Clavibacter michiganensis,1471,CRW_16S_B_2854,Bacteria,Actinobacteria
Clavibacter michiganensis,1462,CRW_16S_B_2855,Bacteria,Actinobacteria
Clavibacter michiganensis,1471,CRW_16S_B_2857,Bacteria,Actinobacteria
Clavibacter michiganensis,1478,CRW_16S_B_2859,Bacteria,Actinobacteria
Streptomyces pseudoechinosporeus,1456,CRW_16S_B_286,Bacteria,Actinobacteria
Clavibacter michiganensis,1454,CRW_16S_B_2860,Bacteria,Actinobacteria
Clavibacter michiganensis,1471,CRW_16S_B_2861,Bacteria,Actinobacteria
Corynebacterium acetoacidophilum,1419,CRW_16S_B_2865,Bacteria,Actinobacteria
Corynebacterium amycolatum,1476,CRW_16S_B_2872,Bacteria,Actinobacteria
Corynebacterium amycolatum,1401,CRW_16S_B_2873,Bacteria,Actinobacteria
Leifsonia aquatica,1468,CRW_16S_B_2874,Bacteria,Actinobacteria
Leifsonia aquatica,1475,CRW_16S_B_2875,Bacteria,Actinobacteria
Corynebacterium bovis,1445,CRW_16S_B_2880,Bacteria,Actinobacteria
Corynebacterium bovis,1404,CRW_16S_B_2881,Bacteria,Actinobacteria
Corynebacterium cystitidis,1438,CRW_16S_B_2887,Bacteria,Actinobacteria
Corynebacterium flavescens,1409,CRW_16S_B_2893,Bacteria,Actinobacteria
Corynebacterium sp.,1405,CRW_16S_B_2894,Bacteria,Actinobacteria
Corynebacterium sp.,1404,CRW_16S_B_2895,Bacteria,Actinobacteria
Corynebacterium glutamicum,1463,CRW_16S_B_2898,Bacteria,Actinobacteria
Corynebacterium glutamicum,1412,CRW_16S_B_2899,Bacteria,Actinobacteria
Arthrobacter globiformis,1445,CRW_16S_B_29,Bacteria,Actinobacteria
Corynebacterium glutamicum,1402,CRW_16S_B_2900,Bacteria,Actinobacteria
Corynebacterium glutamicum,1479,CRW_16S_B_2901,Bacteria,Actinobacteria
Corynebacterium kutscheri,1413,CRW_16S_B_2905,Bacteria,Actinobacteria
Corynebacterium minutissimum,1435,CRW_16S_B_2911,Bacteria,Actinobacteria
Corynebacterium minutissimum,1435,CRW_16S_B_2913,Bacteria,Actinobacteria
Corynebacterium mycetoides,1477,CRW_16S_B_2915,Bacteria,Actinobacteria
Corynebacterium pilosum,1440,CRW_16S_B_2916,Bacteria,Actinobacteria
Corynebacterium propinquum,1443,CRW_16S_B_2919,Bacteria,Actinobacteria
Corynebacterium pseudogenitalium,1430,CRW_16S_B_2923,Bacteria,Actinobacteria
Corynebacterium pseudotuberculosis,1473,CRW_16S_B_2924,Bacteria,Actinobacteria
Corynebacterium pseudotuberculosis,1435,CRW_16S_B_2925,Bacteria,Actinobacteria
Corynebacterium pseudotuberculosis,1472,CRW_16S_B_2926,Bacteria,Actinobacteria
Corynebacterium pseudotuberculosis,1446,CRW_16S_B_2928,Bacteria,Actinobacteria
Corynebacterium pseudotuberculosis,1472,CRW_16S_B_2930,Bacteria,Actinobacteria
Corynebacterium renale,1452,CRW_16S_B_2933,Bacteria,Actinobacteria
Corynebacterium renale,1447,CRW_16S_B_2935,Bacteria,Actinobacteria
Corynebacterium striatum,1477,CRW_16S_B_2941,Bacteria,Actinobacteria
Corynebacterium tuberculostearicum,1479,CRW_16S_B_2943,Bacteria,Actinobacteria
Corynebacterium urealyticum,1401,CRW_16S_B_2948,Bacteria,Actinobacteria
Corynebacterium variabile,1448,CRW_16S_B_2949,Bacteria,Actinobacteria
Streptomyces atroolivaceus,1450,CRW_16S_B_295,Bacteria,Actinobacteria
Corynebacterium variabile,1450,CRW_16S_B_2950,Bacteria,Actinobacteria
Corynebacterium vitaeruminis,1434,CRW_16S_B_2951,Bacteria,Actinobacteria
Corynebacterium xerosis,1462,CRW_16S_B_2956,Bacteria,Actinobacteria
Catellatospora citrea,1478,CRW_16S_B_2965,Bacteria,Actinobacteria
Catellatospora citrea,1478,CRW_16S_B_2967,Bacteria,Actinobacteria
Asanoa ferruginea,1478,CRW_16S_B_2968,Bacteria,Actinobacteria
Curtobacterium citreum,1472,CRW_16S_B_2970,Bacteria,Actinobacteria
Curtobacterium luteum,1472,CRW_16S_B_2971,Bacteria,Actinobacteria
Actinoplanes brasiliensis,1474,CRW_16S_B_2974,Bacteria,Actinobacteria
Actinoplanes auranticolor,1469,CRW_16S_B_2975,Bacteria,Actinobacteria
Catenuloplanes japonicus,1443,CRW_16S_B_2976,Bacteria,Actinobacteria
Couchioplanes caeruleus,1469,CRW_16S_B_2977,Bacteria,Actinobacteria
Couchioplanes caeruleus,1470,CRW_16S_B_2978,Bacteria,Actinobacteria
Micromonospora chalcea,1459,CRW_16S_B_2979,Bacteria,Actinobacteria
Dermacoccus nishinomiyaensis,1464,CRW_16S_B_2982,Bacteria,Actinobacteria
Dactylosporangium aurantiacum,1476,CRW_16S_B_2983,Bacteria,Actinobacteria
Dactylosporangium aurantiacum,1410,CRW_16S_B_2985,Bacteria,Actinobacteria
Dactylosporangium fulvum,1475,CRW_16S_B_2988,Bacteria,Actinobacteria
Dactylosporangium matsuzakiense,1469,CRW_16S_B_2989,Bacteria,Actinobacteria
Dactylosporangium roseum,1411,CRW_16S_B_2991,Bacteria,Actinobacteria
Dactylosporangium roseum,1472,CRW_16S_B_2992,Bacteria,Actinobacteria
Dactylosporangium salmoneum,1477,CRW_16S_B_2993,Bacteria,Actinobacteria
Dactylosporangium thailandense,1469,CRW_16S_B_2995,Bacteria,Actinobacteria
Dactylosporangium vinaceum,1476,CRW_16S_B_2997,Bacteria,Actinobacteria
Dermatophilus congolensis,1452,CRW_16S_B_2998,Bacteria,Actinobacteria
Dermatophilus congolensis,1470,CRW_16S_B_2999,Bacteria,Actinobacteria
Streptomyces canus,1437,CRW_16S_B_300,Bacteria,Firmicutes
Lentzea sp. 84741,1472,CRW_16S_B_3003,Bacteria,Actinobacteria
Micromonospora sp. 84521,1467,CRW_16S_B_3006,Bacteria,Actinobacteria
Rhodococcus sp. YU6,1432,CRW_16S_B_3009,Bacteria,Actinobacteria
Streptomyces chattanoogensis,1432,CRW_16S_B_301,Bacteria,Actinobacteria
Streptomyces sp. Fiji-204,1442,CRW_16S_B_3011,Bacteria,Actinobacteria
Streptomyces sp. Fiji-206,1460,CRW_16S_B_3012,Bacteria,Actinobacteria
Kocuria rosea,1456,CRW_16S_B_3013,Bacteria,Actinobacteria
Streptomyces sp. 82111,1423,CRW_16S_B_3015,Bacteria,Actinobacteria
Streptomyces jumonjinensis,1447,CRW_16S_B_3017,Bacteria,Actinobacteria
Streptomyces anulatus,1471,CRW_16S_B_3027,Bacteria,Actinobacteria
Streptomyces flavoviridis,1411,CRW_16S_B_3038,Bacteria,Actinobacteria
Streptomyces prasinosporus,1467,CRW_16S_B_3043,Bacteria,Actinobacteria
Streptomyces cyaneus,1444,CRW_16S_B_3059,Bacteria,Actinobacteria
Streptomyces echinatus,1471,CRW_16S_B_307,Bacteria,Actinobacteria
Rhodococcus erythropolis,1413,CRW_16S_B_3075,Bacteria,Actinobacteria
Streptomyces eurythermus,1441,CRW_16S_B_308,Bacteria,Actinobacteria
Streptomyces fasiculatus,1469,CRW_16S_B_309,Bacteria,Actinobacteria
Nocardia asiatica,1423,CRW_16S_B_31,Bacteria,Actinobacteria
Streptomyces sp. AB654,1431,CRW_16S_B_3100,Bacteria,Actinobacteria
Streptomyces sp. 405,1425,CRW_16S_B_3102,Bacteria,Actinobacteria
Streptomyces filamentosus,1457,CRW_16S_B_311,Bacteria,Actinobacteria
Arthrobacter subterraneus,1465,CRW_16S_B_3112,Bacteria,Actinobacteria
Arthrobacter sp. P1-2,1429,CRW_16S_B_3113,Bacteria,Actinobacteria
Streptomyces flaveolus,1467,CRW_16S_B_312,Bacteria,Actinobacteria
Micromonospora carbonacea,1407,CRW_16S_B_3120,Bacteria,Actinobacteria
Micromonospora floridensis,1415,CRW_16S_B_3121,Bacteria,Actinobacteria
Streptomyces sp. E9,1461,CRW_16S_B_3126,Bacteria,Actinobacteria
Streptomyces flavotricini,1458,CRW_16S_B_313,Bacteria,Actinobacteria
Rhodococcus erythropolis,1477,CRW_16S_B_3154,Bacteria,Actinobacteria
Streptomyces griseocarneus,1414,CRW_16S_B_316,Bacteria,Actinobacteria
Corynebacterium glutamicum,1472,CRW_16S_B_3168,Bacteria,Actinobacteria
Corynebacterium glutamicum,1473,CRW_16S_B_3169,Bacteria,Actinobacteria
Corynebacterium glutamicum,1472,CRW_16S_B_3170,Bacteria,Actinobacteria
Corynebacterium glutamicum,1471,CRW_16S_B_3184,Bacteria,Actinobacteria
Corynebacterium glutamicum,1454,CRW_16S_B_3185,Bacteria,Actinobacteria
Corynebacterium glutamicum,1473,CRW_16S_B_3186,Bacteria,Actinobacteria
Arthrobacter sp. Tibet-IIR62,1439,CRW_16S_B_3189,Bacteria,Actinobacteria
Arthrobacter sp. Tibet-S672,1423,CRW_16S_B_3192,Bacteria,Actinobacteria
Arthrobacter sp. Tibet-S942,1464,CRW_16S_B_3193,Bacteria,Actinobacteria
Nocardia asiatica,1429,CRW_16S_B_32,Bacteria,Actinobacteria
Corynebacterium glutamicum,1422,CRW_16S_B_3219,Bacteria,Actinobacteria
Corynebacterium glutamicum,1437,CRW_16S_B_3220,Bacteria,Actinobacteria
Corynebacterium glutamicum,1426,CRW_16S_B_3221,Bacteria,Actinobacteria
Corynebacterium glutamicum,1426,CRW_16S_B_3222,Bacteria,Actinobacteria
Corynebacterium glutamicum,1433,CRW_16S_B_3223,Bacteria,Actinobacteria
Corynebacterium glutamicum,1416,CRW_16S_B_3224,Bacteria,Actinobacteria
Corynebacterium glutamicum,1420,CRW_16S_B_3225,Bacteria,Actinobacteria
Corynebacterium glutamicum,1466,CRW_16S_B_3226,Bacteria,Actinobacteria
Micrococcus sp. zf-IRlt7,1408,CRW_16S_B_3233,Bacteria,Actinobacteria
