Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID,Reference,Taxonomy.LTP.Classified,Taxonomy.LTP.superkingdom,Taxonomy.LTP.unknown 0,Taxonomy.LTP.class,Taxonomy.LTP.unknown 1,Taxonomy.LTP.family,Taxonomy.LTP.order,Taxonomy.LTP.unknown 2,Taxonomy.LTP.phylum
Vibrio parahaemolyticus,AY298801,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8815,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,,Vibrionaceae,Vibrionales,,
Vibrio parahaemolyticus,AY298803,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8816,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,,Vibrionaceae,Vibrionales,,
Vibrio parahaemolyticus,AY298806,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8817,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,,Vibrionaceae,Vibrionales,,
Vibrio parahaemolyticus,AY531062,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8821,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,,Vibrionaceae,Vibrionales,,
Vibrio parahaemolyticus,AY531063,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8822,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,,Vibrionaceae,Vibrionales,,
Vibrio parahaemolyticus,AY531064,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8823,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,,Vibrionaceae,Vibrionales,,
Vibrio parahaemolyticus,AY531065,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8824,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,,Vibrionaceae,Vibrionales,,
Vibrio parahaemolyticus,AY531067,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8825,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,,Vibrionaceae,Vibrionales,,
Vibrio parahaemolyticus,AY531068,73,31,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8826,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,,Vibrionaceae,Vibrionales,,
Vibrio parahaemolyticus,AY531070,73,31,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8827,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,,Vibrionaceae,Vibrionales,,
Vibrio parahaemolyticus,AY531072,73,39,34,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8828,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,,Vibrionaceae,Vibrionales,,
Vibrio parahaemolyticus,AY531073,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8829,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,,Vibrionaceae,Vibrionales,,
Streptococcus gordonii,AY635615,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8837,--,Yes,Bacteria,Bacillota,Bacilli,,Streptococcaceae,Lactobacillales,,
Streptococcus gordonii,AY635617,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8838,--,Yes,Bacteria,Bacillota,Bacilli,,Streptococcaceae,Lactobacillales,,
Streptococcus gordonii,AY635619,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8839,--,Yes,Bacteria,Bacillota,Bacilli,,Streptococcaceae,Lactobacillales,,
Photobacterium phosphoreum,AY779763,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8892,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,,Vibrionaceae,Vibrionales,,
Photobacterium phosphoreum,AY779764,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8893,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,,Vibrionaceae,Vibrionales,,
Bacillus subtilis,D26185,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8970,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Bacillaceae,,,
Bacillus subtilis,L23497,68,30,38,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8971,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Bacillaceae,,,
Bacillus subtilis,K00637,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8972,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Bacillaceae,,,
Bacillus subtilis,K01389,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8973,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Bacillaceae,,,
Bacillus subtilis,K01390,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8974,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Bacillaceae,,,
Buchnera aphidicola,U09230,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8975,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,,Erwiniaceae,Enterobacterales,,
Buchnera aphidicola,U10496,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8977,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,,Erwiniaceae,Enterobacterales,,
Buchnera aphidicola,U10501,70,30,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8982,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,,Erwiniaceae,Enterobacterales,,
Vibrio vulnificus,DQ854745,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9655,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,,Vibrionaceae,Vibrionales,,
Vibrio vulnificus,DQ854746,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9656,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,,Vibrionaceae,Vibrionales,,
Vibrio vulnificus,DQ854747,73,31,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9657,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,,Vibrionaceae,Vibrionales,,
Lactobacillus delbrueckii,X15246,68,28,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9722,--,Yes,Bacteria,Bacillota,Bacilli,,Lactobacillaceae,Lactobacillales,,
Thermus aquaticus,U06642,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9776,--,Yes,Bacteria,Deinococcota,Deinococci,,Thermaceae,Thermales,,
Bacillus subtilis,X00889,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9812,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Bacillaceae,,,
Lactobacillus delbrueckii,X15246,67,27,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9829,--,Yes,Bacteria,Bacillota,Bacilli,,Lactobacillaceae,Lactobacillales,,
Plesiomonas shigelloides,X65486,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9843,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_incertae_sedis,,Enterobacterales,,
Bacillus subtilis,Z25795,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9866,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Bacillaceae,,,
Bacillus subtilis,Z82044,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9882,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Bacillaceae,,,
Mycobacterium leprae,Z99263,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9891,--,Yes,Bacteria,Actinomycetota,,Mycobacteriales,Mycobacteriaceae,,,Actinobacteria
Bacillus subtilis,AB002150,63,35,28,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9894,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Bacillaceae,,,
Bradyrhizobium japonicum,AB282940,59,37,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9940,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,,,Nitrobacteraceae,
Bradyrhizobium japonicum,AB282941,59,37,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9941,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,,,Nitrobacteraceae,
Bradyrhizobium japonicum,AB282942,60,38,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_9942,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,,,Nitrobacteraceae,
Mycobacterium leprae,AL583917,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10217,--,Yes,Bacteria,Actinomycetota,,Mycobacteriales,Mycobacteriaceae,,,Actinobacteria
Listeria monocytogenes,AL591983,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10227,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Listeriaceae,,,
Listeria innocua,AL596172,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10229,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Listeriaceae,,,
Staphylococcus saprophyticus subsp. saprophyticus,AP008934,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10328,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Staphylococcaceae,,,
Bacillus subtilis,K01389,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10416,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Bacillaceae,,,
Bacillus subtilis,Z99108,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_10972,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Bacillaceae,,,
Bacillus subtilis,Z82044,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11073,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Bacillaceae,,,
Mycobacterium leprae,Z99263,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11078,--,Yes,Bacteria,Actinomycetota,,Mycobacteriales,Mycobacteriaceae,,,Actinobacteria
Helicobacter pylori,AF035574,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11568,--,Yes,Bacteria,Campylobacterota,,Campylobacteria,Helicobacteraceae,Campylobacterales,,
Helicobacter pylori,AF035575,42,32,10,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11569,--,Yes,Bacteria,Campylobacterota,,Campylobacteria,Helicobacteraceae,Campylobacterales,,
Helicobacter pylori,AF035576,42,32,10,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11570,--,Yes,Bacteria,Campylobacterota,,Campylobacteria,Helicobacteraceae,Campylobacterales,,
Chlamydia suis,AF269270,31,23,8,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11588,--,Yes,Bacteria,Chlamydiota,Chlamydiia,,Chlamydiaceae,Chlamydiales,,
Chlamydia suis,AF269271,31,23,8,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11589,--,Yes,Bacteria,Chlamydiota,Chlamydiia,,Chlamydiaceae,Chlamydiales,,
Chlamydia suis,AF269272,31,23,8,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11590,--,Yes,Bacteria,Chlamydiota,Chlamydiia,,Chlamydiaceae,Chlamydiales,,
Chlamydia suis,AF269273,31,23,8,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11591,--,Yes,Bacteria,Chlamydiota,Chlamydiia,,Chlamydiaceae,Chlamydiales,,
Chlamydia suis,AF269274,31,23,8,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11592,--,Yes,Bacteria,Chlamydiota,Chlamydiia,,Chlamydiaceae,Chlamydiales,,
Chlamydia suis,AF269275,31,23,8,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11593,--,Yes,Bacteria,Chlamydiota,Chlamydiia,,Chlamydiaceae,Chlamydiales,,
Chlamydia suis,AF269276,31,23,8,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11594,--,Yes,Bacteria,Chlamydiota,Chlamydiia,,Chlamydiaceae,Chlamydiales,,
Helicobacter pylori,AF432413,30,20,10,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11599,--,Yes,Bacteria,Campylobacterota,,Campylobacteria,Helicobacteraceae,Campylobacterales,,
Thermotoga petrophila,AJ872269,73,35,38,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11660,--,Yes,Bacteria,Thermotogota,,,Thermotogaceae,Thermotogales,,Thermotogae
Mycobacterium leprae,AL583922,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11698,--,Yes,Bacteria,Actinomycetota,,Mycobacteriales,Mycobacteriaceae,,,Actinobacteria
Listeria monocytogenes,AL591974,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11708,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Listeriaceae,,,
Listeria monocytogenes,AL591977,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11709,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Listeriaceae,,,
Listeria monocytogenes,AL591980,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11710,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Listeriaceae,,,
Listeria monocytogenes,AL591983,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11712,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Listeriaceae,,,
Listeria innocua,AL596164,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11713,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Listeriaceae,,,
Listeria innocua,AL596166,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11714,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Listeriaceae,,,
Listeria innocua,AL596170,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11715,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Listeriaceae,,,
Listeria innocua,AL596172,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11717,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Listeriaceae,,,
Bacillus cereus,AY224382,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11984,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Bacillaceae,,,
Bacillus cereus,AY224383,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11985,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Bacillaceae,,,
Bacillus cereus,AY224388,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11989,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Bacillaceae,,,
Mycobacterium smegmatis,M65195,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_13533,--,Yes,Bacteria,Actinomycetota,,Mycobacteriales,Mycobacteriaceae,,,Actinobacteria
Mycoplasma pneumoniae,L15242,73,31,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_13538,--,Yes,Bacteria,Mycoplasmatota,Mollicutes,,Mycoplasmataceae,Mycoplasmatales,,
Lactobacillus delbrueckii,X15245,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_13621,--,Yes,Bacteria,Bacillota,Bacilli,,Lactobacillaceae,Lactobacillales,,
Lactobacillus delbrueckii,X15246,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_13622,--,Yes,Bacteria,Bacillota,Bacilli,,Lactobacillaceae,Lactobacillales,,
Mycobacterium leprae,Z95117,73,29,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_13714,--,Yes,Bacteria,Actinomycetota,,Mycobacteriales,Mycobacteriaceae,,,Actinobacteria
Streptococcus agalactiae,AF302130,72,30,42,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_14053,--,Yes,Bacteria,Bacillota,Bacilli,,Streptococcaceae,Lactobacillales,,
Streptococcus agalactiae,AF302131,71,31,40,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_14054,--,Yes,Bacteria,Bacillota,Bacilli,,Streptococcaceae,Lactobacillales,,
Mycoplasma hominis,AJ629113,64,36,28,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_14210,--,Yes,Bacteria,Mycoplasmatota,Mollicutes,,Mycoplasmataceae,Mycoplasmatales,,
Thermotoga petrophila,AJ872269,73,35,38,No,0,tRNA,0,()(),()(()),--,No,CRW,--,CRW_t_B_14220,--,Yes,Bacteria,Thermotogota,,,Thermotogaceae,Thermotogales,,Thermotogae
Listeria monocytogenes,AL591980,73,29,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_14258,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Listeriaceae,,,
Listeria monocytogenes,AL591983,73,29,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_14259,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Listeriaceae,,,
Listeria innocua,AL596170,73,29,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_14260,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Listeriaceae,,,
Listeria innocua,AL596172,73,29,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_14261,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Listeriaceae,,,
Mycobacterium leprae,Z97179,73,29,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_15482,--,Yes,Bacteria,Actinomycetota,,Mycobacteriales,Mycobacteriaceae,,,Actinobacteria
Campylobacter jejuni,AF074828,57,39,18,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_15979,--,Yes,Bacteria,Campylobacterota,,Campylobacteria,Campylobacteraceae,Campylobacterales,,
Campylobacter jejuni,AF074829,57,39,18,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_15980,--,Yes,Bacteria,Campylobacterota,,Campylobacteria,Campylobacteraceae,Campylobacterales,,
Campylobacter jejuni,AF074830,57,39,18,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_15981,--,Yes,Bacteria,Campylobacterota,,Campylobacteria,Campylobacteraceae,Campylobacterales,,
Campylobacter jejuni,AF074831,57,39,18,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_15982,--,Yes,Bacteria,Campylobacterota,,Campylobacteria,Campylobacteraceae,Campylobacterales,,
Campylobacter jejuni,AF074832,57,39,18,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_15983,--,Yes,Bacteria,Campylobacterota,,Campylobacteria,Campylobacteraceae,Campylobacterales,,
Campylobacter jejuni,AF074833,57,39,18,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_15984,--,Yes,Bacteria,Campylobacterota,,Campylobacteria,Campylobacteraceae,Campylobacterales,,
Campylobacter jejuni,AF074834,57,39,18,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_15985,--,Yes,Bacteria,Campylobacterota,,Campylobacteria,Campylobacteraceae,Campylobacterales,,
Campylobacter jejuni,AF074835,57,39,18,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_15986,--,Yes,Bacteria,Campylobacterota,,Campylobacteria,Campylobacteraceae,Campylobacterales,,
Campylobacter jejuni,AF074836,57,39,18,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_15987,--,Yes,Bacteria,Campylobacterota,,Campylobacteria,Campylobacteraceae,Campylobacterales,,
Campylobacter coli,AF074837,57,39,18,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_15988,--,Yes,Bacteria,Campylobacterota,,Campylobacteria,Campylobacteraceae,Campylobacterales,,
Campylobacter coli,AF074838,57,39,18,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_15989,--,Yes,Bacteria,Campylobacterota,,Campylobacteria,Campylobacteraceae,Campylobacterales,,
Campylobacter coli,AF074840,57,39,18,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_15990,--,Yes,Bacteria,Campylobacterota,,Campylobacteria,Campylobacteraceae,Campylobacterales,,
Pseudomonas tolaasii,AF127578,72,32,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16043,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,,Pseudomonadaceae,Pseudomonadales,,
Pseudomonas tolaasii,AF127579,72,32,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16044,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,,Pseudomonadaceae,Pseudomonadales,,
Pseudomonas fluorescens,AF127585,72,32,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16048,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,,Pseudomonadaceae,Pseudomonadales,,
Pseudomonas fluorescens,AF127586,72,32,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16049,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,,Pseudomonadaceae,Pseudomonadales,,
Pseudomonas fluorescens,AF127587,72,32,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16050,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,,Pseudomonadaceae,Pseudomonadales,,
Pseudomonas fluorescens,AF127588,72,32,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16051,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,,Pseudomonadaceae,Pseudomonadales,,
Pseudomonas fluorescens,AF127591,72,30,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16052,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,,Pseudomonadaceae,Pseudomonadales,,
Pseudomonas fluorescens,AF134704,69,33,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16053,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,,Pseudomonadaceae,Pseudomonadales,,
Pseudomonas fluorescens,AF134705,69,33,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16054,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,,Pseudomonadaceae,Pseudomonadales,,
Alcanivorax borkumensis,AF197900,71,29,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16172,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,,Alcanivoracaceae,Pseudomonadales,,
Bradyrhizobium japonicum,AF208505,32,22,10,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16178,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,,,Nitrobacteraceae,
Renibacterium salmoninarum,AF242885,31,21,10,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16233,--,Yes,Bacteria,Actinomycetota,,,Micrococcaceae,Micrococcales,,Actinobacteria
Renibacterium salmoninarum,AF242886,31,21,10,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16234,--,Yes,Bacteria,Actinomycetota,,,Micrococcaceae,Micrococcales,,Actinobacteria
Renibacterium salmoninarum,AF242887,31,21,10,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16235,--,Yes,Bacteria,Actinomycetota,,,Micrococcaceae,Micrococcales,,Actinobacteria
Renibacterium salmoninarum,AF242888,31,21,10,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16236,--,Yes,Bacteria,Actinomycetota,,,Micrococcaceae,Micrococcales,,Actinobacteria
Bradyrhizobium japonicum,AF338649,39,29,10,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16324,--,Yes,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,,,Nitrobacteraceae,
Listeria monocytogenes,AF514302,44,30,14,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16698,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Listeriaceae,,,
Listeria monocytogenes,AF514304,43,29,14,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16699,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Listeriaceae,,,
Listeria monocytogenes,AF514305,68,36,32,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16700,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Listeriaceae,,,
Listeria monocytogenes,AF514306,63,41,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16701,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Listeriaceae,,,
Listeria monocytogenes,AF514307,71,33,38,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16702,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Listeriaceae,,,
Listeria monocytogenes,AF514308,72,36,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16703,--,Yes,Bacteria,Bacillota,Bacilli,Caryophanales,Listeriaceae,,,
Listonella anguillarum,AY227665,51,31,20,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17372,--,Yes,Bacteria,Pseudomonadota,Gammaproteobacteria,,Vibrionaceae,Vibrionales,,
Weissella halotolerans,AY342328,60,40,20,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17447,--,Yes,Bacteria,Bacillota,Bacilli,,Leuconostocaceae,Lactobacillales,,
Ralstonia solanacearum,AY383556,69,39,30,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17459,--,Yes,Bacteria,Pseudomonadota,Betaproteobacteria,,Burkholderiaceae,Burkholderiales,,
