Organism name,Length,Benchmark ID,Taxonomy.SILVA.superkingdom,Taxonomy.SILVA.phylum,Taxonomy.SILVA.class,Taxonomy.SILVA.order
Zea mays,74,CRW_t_E_32672,Bacteria,Cyanobacteria,,
Porphyra purpurea,74,CRW_t_E_32688,Bacteria,Cyanobacteria,,
Lactobacillus delbrueckii,74,CRW_t_B_32697,Bacteria,Firmicutes,Bacilli,Lactobacillales
Euglena gracilis,74,CRW_t_E_32702,Bacteria,Cyanobacteria,,
Staphylococcus aureus,74,CRW_t_B_32721,Bacteria,Firmicutes,Bacilli,
Mycobacterium leprae,74,CRW_t_B_32723,Bacteria,Actinobacteria,,Corynebacteriales
Zea mays,74,CRW_t_E_32766,Bacteria,Cyanobacteria,,
Oenothera berteroana,74,CRW_t_E_32767,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales
Micrococcus luteus,74,CRW_t_B_32789,Bacteria,Actinobacteria,,Micrococcales
Euglena gracilis,74,CRW_t_E_32801,Bacteria,Cyanobacteria,,
Streptococcus mutans,74,CRW_t_B_32802,Bacteria,Firmicutes,Bacilli,Lactobacillales
Zea mays,74,CRW_t_E_32803,Bacteria,Cyanobacteria,,
Euglena gracilis,74,CRW_t_E_32817,Bacteria,Cyanobacteria,,
Bacillus halodurans,74,CRW_t_B_32833,Bacteria,Firmicutes,Bacilli,Bacillales
Selaginella uncinata,74,CRW_t_E_32838,Bacteria,Cyanobacteria,,
Nicotiana tomentosiformis,74,CRW_t_E_32840,Bacteria,Cyanobacteria,,
Ureaplasma parvum serovar 3 str. ATCC 700970,75,CRW_t_B_32865,Bacteria,Firmicutes,Bacilli,Mycoplasmatales
Buchnera aphidicola str. Sg (Schizaphis graminum),74,CRW_t_B_32892,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Staphylococcus epidermidis ATCC 12228,74,CRW_t_B_32922,Bacteria,Firmicutes,Bacilli,
Vibrio vulnificus CMCP6,74,CRW_t_B_32923,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Vibrio vulnificus CMCP6,74,CRW_t_B_32924,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Enterococcus faecalis V583,74,CRW_t_B_32931,Bacteria,Firmicutes,Bacilli,Lactobacillales
Bacillus cereus ATCC 14579,74,CRW_t_B_32935,Bacteria,Firmicutes,Bacilli,Bacillales
Bacillus cereus ATCC 10987,74,CRW_t_B_32945,Bacteria,Firmicutes,Bacilli,Bacillales
Bacillus anthracis str. Sterne,74,CRW_t_B_32954,Bacteria,Firmicutes,Bacilli,Bacillales
Mycoplasma hyopneumoniae J,74,CRW_t_B_32956,Bacteria,Firmicutes,Bacilli,Mycoplasmatales
Mycoplasma hyopneumoniae J,75,CRW_t_B_32957,Bacteria,Firmicutes,Bacilli,Mycoplasmatales
Mycoplasma hyopneumoniae 7448,74,CRW_t_B_32958,Bacteria,Firmicutes,Bacilli,Mycoplasmatales
Mycoplasma hyopneumoniae 7448,75,CRW_t_B_32959,Bacteria,Firmicutes,Bacilli,Mycoplasmatales
Mycoplasma synoviae 53,74,CRW_t_B_32960,Bacteria,Firmicutes,Bacilli,Mycoplasmatales
Mycoplasma synoviae 53,75,CRW_t_B_32961,Bacteria,Firmicutes,Bacilli,Mycoplasmatales
Mycoplasma mobile 163K,74,CRW_t_B_32967,Bacteria,Firmicutes,Bacilli,Mycoplasmatales
Mycoplasma hyopneumoniae 232,75,CRW_t_B_32970,Bacteria,Firmicutes,Bacilli,Mycoplasmatales
Mycoplasma hyopneumoniae 232,74,CRW_t_B_32971,Bacteria,Firmicutes,Bacilli,Mycoplasmatales
Bacillus anthracis str. 'Ames Ancestor',74,CRW_t_B_32973,Bacteria,Firmicutes,Bacilli,Bacillales
Idiomarina loihiensis L2TR,74,CRW_t_B_32975,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Idiomarina loihiensis L2TR,74,CRW_t_B_32976,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Cyanidium caldarium,74,CRW_t_E_32981,Bacteria,Cyanobacteria,,
Geobacillus stearothermophilus,74,CRW_t_B_32983,Bacteria,Firmicutes,Bacilli,Bacillales
Chaetosphaeridium globosum,74,CRW_t_E_32996,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales
Calycanthus floridus var. glaucus,74,CRW_t_E_33009,Bacteria,Cyanobacteria,,
Nymphaea alba,74,CRW_t_E_33012,Bacteria,Cyanobacteria,,
Listeria monocytogenes,74,CRW_t_B_33026,Bacteria,Firmicutes,Bacilli,Lactobacillales
Listeria innocua,74,CRW_t_B_33027,Bacteria,Firmicutes,Bacilli,Lactobacillales
Lactobacillus plantarum WCFS1,74,CRW_t_B_33032,Bacteria,Firmicutes,Bacilli,Lactobacillales
Listeria welshimeri serovar 6b str. SLCC5334,74,CRW_t_B_33046,Bacteria,Firmicutes,Bacilli,Lactobacillales
Spiroplasma citri,75,CRW_t_B_33048,Bacteria,Firmicutes,Bacilli,Entomoplasmatales
Lotus japonicus,74,CRW_t_E_33056,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales
Bacillus clausii KSM-K16,74,CRW_t_B_33061,Bacteria,Firmicutes,Bacilli,Bacillales
Saccharum officinarum,74,CRW_t_E_33062,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales
Staphylococcus haemolyticus JCSC1435,74,CRW_t_B_33064,Bacteria,Firmicutes,Bacilli,
Oryza nivara,74,CRW_t_E_33065,Bacteria,Cyanobacteria,,
Populus alba,74,CRW_t_E_33099,Bacteria,Cyanobacteria,,
Adiantum capillus-veneris,74,CRW_t_E_33111,Bacteria,Cyanobacteria,,
Bacillus cereus,74,CRW_t_B_33113,Bacteria,Firmicutes,Bacilli,Bacillales
Pinus koraiensis,74,CRW_t_E_33115,Bacteria,Cyanobacteria,,
Panax ginseng,74,CRW_t_E_33123,Bacteria,Cyanobacteria,,
Thujopsis dolabrata,74,CRW_t_E_33132,Bacteria,Cyanobacteria,,
Microbiota decussata,74,CRW_t_E_33133,Bacteria,Cyanobacteria,,
Austrocedrus chilensis,74,CRW_t_E_33143,Bacteria,Cyanobacteria,,
Phalaenopsis aphrodite subsp. formosana,74,CRW_t_E_33146,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales
Buchnera aphidicola str. APS (Acyrthosiphon pisum),74,CRW_t_B_33150,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Bacillus halodurans C-125,74,CRW_t_B_33151,Bacteria,Firmicutes,Bacilli,Bacillales
Staphylococcus aureus subsp. aureus N315,74,CRW_t_B_33155,Bacteria,Firmicutes,Bacilli,
Mycoplasma penetrans HF-2,75,CRW_t_B_33158,Bacteria,Firmicutes,Bacilli,Mycoplasmatales
Oceanobacillus iheyensis HTE831,74,CRW_t_B_33159,Bacteria,Firmicutes,Bacilli,Bacillales
Staphylococcus aureus subsp. aureus MW2,74,CRW_t_B_33163,Bacteria,Firmicutes,Bacilli,
Geobacillus kaustophilus HTA426,74,CRW_t_B_33169,Bacteria,Firmicutes,Bacilli,Bacillales
Bacillus subtilis,74,CRW_t_B_33170,Bacteria,Firmicutes,Bacilli,Bacillales
Bacillus subtilis,74,CRW_t_B_33171,Bacteria,Firmicutes,Bacilli,Bacillales
Staphylococcus aureus subsp. aureus MRSA252,74,CRW_t_B_33182,Bacteria,Firmicutes,Bacilli,
Staphylococcus aureus subsp. aureus MSSA476,74,CRW_t_B_33183,Bacteria,Firmicutes,Bacilli,
Bacillus cereus E33L,74,CRW_t_B_33212,Bacteria,Firmicutes,Bacilli,Bacillales
Candidatus Blochmannia pennsylvanicus str. BPEN,74,CRW_t_B_33217,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Anaplasma marginale str. St. Maries,74,CRW_t_B_33226,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales
Staphylococcus aureus subsp. aureus COL,74,CRW_t_B_33232,Bacteria,Firmicutes,Bacilli,
Aster yellows witches'-broom phytoplasma AYWB,75,CRW_t_B_33239,Bacteria,Firmicutes,Bacilli,Acholeplasmatales
Mycoplasma capricolum subsp. capricolum ATCC 27343,75,CRW_t_B_33267,Bacteria,Firmicutes,Bacilli,Entomoplasmatales
Clostridium perfringens ATCC 13124,75,CRW_t_B_33296,Bacteria,Firmicutes,Clostridia,Clostridiales
Staphylococcus aureus subsp. aureus NCTC 8325,74,CRW_t_B_33303,Bacteria,Firmicutes,Bacilli,
Staphylococcus aureus subsp. aureus USA300,74,CRW_t_B_33305,Bacteria,Firmicutes,Bacilli,
Cytophaga hutchinsonii ATCC 33406,74,CRW_t_B_33335,Bacteria,,Bacteroidia,Cytophagales
Oenococcus oeni PSU-1,74,CRW_t_B_33345,Bacteria,Firmicutes,Bacilli,Lactobacillales
Pediococcus pentosaceus ATCC 25745,74,CRW_t_B_33352,Bacteria,Firmicutes,Bacilli,Lactobacillales
Bacillus thuringiensis str. Al Hakam,74,CRW_t_B_33384,Bacteria,Firmicutes,Bacilli,Bacillales
Desulfotalea psychrophila LSv54,74,CRW_t_B_33421,Bacteria,,,
Acinetobacter sp. ADP1,74,CRW_t_B_33422,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales
Candidatus Kuenenia stuttgartiensis,74,CRW_t_B_33440,Bacteria,,,
Morus indica,74,CRW_t_E_33449,Bacteria,Cyanobacteria,,
Chara vulgaris,74,CRW_t_E_33450,Bacteria,Cyanobacteria,,
Solanum bulbocastanum,74,CRW_t_E_33455,Bacteria,Cyanobacteria,,
Ranunculus macranthus,74,CRW_t_E_33458,Bacteria,Cyanobacteria,,
Jasminum nudiflorum,74,CRW_t_E_33470,Bacteria,Cyanobacteria,,
Angiopteris evecta,74,CRW_t_E_33476,Bacteria,Cyanobacteria,,
Drimys granadensis,74,CRW_t_E_33480,Bacteria,Cyanobacteria,,
Piper cenocladum,74,CRW_t_E_33481,Bacteria,Cyanobacteria,,
Pelargonium x hortorum,74,CRW_t_E_33482,Bacteria,Cyanobacteria,,
Pelargonium x hortorum,74,CRW_t_E_33483,Bacteria,Cyanobacteria,,
Liriodendron tulipifera,74,CRW_t_E_33485,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales
Mycoplasma genitalium G37,74,CRW_t_B_33507,Bacteria,Firmicutes,Bacilli,Mycoplasmatales
Mycoplasma capricolum,75,CRW_t_B_33510,Bacteria,Firmicutes,Bacilli,Entomoplasmatales
Mycoplasma capricolum subsp. capricolum ATCC 27343,75,CRW_t_B_33515,Bacteria,Firmicutes,Bacilli,Entomoplasmatales
Zea mays,74,CRW_t_E_33517,Bacteria,Cyanobacteria,,
Mycoplasma pneumoniae M129,74,CRW_t_B_33529,Bacteria,Firmicutes,Bacilli,Mycoplasmatales
Mycoplasma pneumoniae M129,75,CRW_t_B_33530,Bacteria,Firmicutes,Bacilli,Mycoplasmatales
Acholeplasma laidlawii,75,CRW_t_B_33540,Bacteria,Firmicutes,Bacilli,Acholeplasmatales
Bacillus halodurans,74,CRW_t_B_33541,Bacteria,Firmicutes,Bacilli,Bacillales
Mycoplasma capricolum subsp. capricolum ATCC 27343,75,CRW_t_B_33542,Bacteria,Firmicutes,Bacilli,Entomoplasmatales
Mycoplasma capricolum,74,CRW_t_B_33543,Bacteria,Firmicutes,Bacilli,Entomoplasmatales
Zea mays,74,CRW_t_E_33554,Bacteria,Cyanobacteria,,
Zea mays,74,CRW_t_E_33566,Bacteria,Cyanobacteria,,
Mycoplasma capricolum,75,CRW_t_B_33567,Bacteria,Firmicutes,Bacilli,Entomoplasmatales
Oenothera berteroana,74,CRW_t_E_33569,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales
Zea mays,74,CRW_t_E_33570,Bacteria,Cyanobacteria,,
Zea mays,74,CRW_t_E_33595,Bacteria,Cyanobacteria,,
Bacillus subtilis,74,CRW_t_B_33605,Bacteria,Firmicutes,Bacilli,Bacillales
Bacillus subtilis subsp. subtilis str. 168,74,CRW_t_B_33606,Bacteria,Firmicutes,Bacilli,Bacillales
Bacillus halodurans,74,RFAM_t_B_34418,Bacteria,Firmicutes,Bacilli,Bacillales
Bacillus halodurans,74,RFAM_t_B_34424,Bacteria,Firmicutes,Bacilli,Bacillales
Bacillus halodurans,74,RFAM_t_B_34426,Bacteria,Firmicutes,Bacilli,Bacillales
Campylobacter lari,74,RFAM_t_B_34444,Bacteria,,,Campylobacterales
Mycobacterium smegmatis,74,RFAM_t_B_34479,Bacteria,Actinobacteria,,Corynebacteriales
Bacillus subtilis,74,RFAM_t_B_34483,Bacteria,Firmicutes,Bacilli,Bacillales
Bacillus subtilis,74,RFAM_t_B_34484,Bacteria,Firmicutes,Bacilli,Bacillales
Bacillus subtilis,74,RFAM_t_B_34485,Bacteria,Firmicutes,Bacilli,Bacillales
Bacillus subtilis,74,RFAM_t_B_34487,Bacteria,Firmicutes,Bacilli,Bacillales
Bacillus subtilis,74,RFAM_t_B_34490,Bacteria,Firmicutes,Bacilli,Bacillales
Pseudomonas gingeri,74,RFAM_t_B_34510,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales
Avena sativa (oat),74,RFAM_t_E_34565,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales
Arabidopsis thaliana (thale cress),74,RFAM_t_E_34588,Bacteria,Cyanobacteria,,
Lotus japonicus,74,RFAM_t_E_34600,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales
Lotus japonicus,74,RFAM_t_E_34601,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales
Mycoplasma capricolum,74,RFAM_t_B_34609,Bacteria,Firmicutes,Bacilli,Entomoplasmatales
Mycoplasma capricolum,74,RFAM_t_B_34613,Bacteria,Firmicutes,Bacilli,Entomoplasmatales
Escherichia coli,74,RFAM_t_B_34729,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,74,RFAM_t_B_34733,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Caulobacter vibrioides,74,RFAM_t_B_34748,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales
Zea mays,74,RFAM_t_E_34750,Bacteria,Cyanobacteria,,
Pisum sativum (pea),74,RFAM_t_E_34795,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales
Cyanophora paradoxa,74,RFAM_t_E_34812,Bacteria,Cyanobacteria,,
Streptomyces rimosus,74,RFAM_t_B_34867,Bacteria,Actinobacteria,,Streptomycetales
Nicotiana tabacum (common tobacco),74,RFAM_t_E_34976,Bacteria,Cyanobacteria,,
Nicotiana tabacum (common tobacco),74,RFAM_t_E_34977,Bacteria,Cyanobacteria,,
Escherichia coli,74,RFAM_t_B_35003,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Mycoplasma mycoides,74,RFAM_t_B_35013,Bacteria,Firmicutes,Bacilli,Entomoplasmatales
Mycoplasma mycoides,74,RFAM_t_B_35014,Bacteria,Firmicutes,Bacilli,Entomoplasmatales
Mycoplasma mycoides,75,RFAM_t_B_35016,Bacteria,Firmicutes,Bacilli,Entomoplasmatales
Spiroplasma melliferum,74,RFAM_t_B_35023,Bacteria,Firmicutes,Bacilli,Entomoplasmatales
Spiroplasma melliferum,74,RFAM_t_B_35026,Bacteria,Firmicutes,Bacilli,Entomoplasmatales
Spiroplasma melliferum,74,RFAM_t_B_35027,Bacteria,Firmicutes,Bacilli,Entomoplasmatales
Spiroplasma melliferum,74,RFAM_t_B_35029,Bacteria,Firmicutes,Bacilli,Entomoplasmatales
Spiroplasma melliferum,74,RFAM_t_B_35030,Bacteria,Firmicutes,Bacilli,Entomoplasmatales
Pisum sativum (pea),74,RFAM_t_E_35064,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales
Pisum sativum (pea),74,RFAM_t_E_35066,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales
Acidithiobacillus ferrooxidans,74,RFAM_t_B_35077,Bacteria,Proteobacteria,Gammaproteobacteria,Acidithiobacillales
Oenothera berteroana,74,RFAM_t_E_35080,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales
Euglena gracilis,74,RFAM_t_E_35104,Bacteria,Cyanobacteria,,
Aeromonas hydrophila,74,RFAM_t_B_35108,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Aeromonas hydrophila,74,RFAM_t_B_35109,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Zea mays,74,RFAM_t_E_35114,Bacteria,Cyanobacteria,,
Pseudochlorella pringsheimii,74,RFAM_t_E_35134,Bacteria,Cyanobacteria,,
Lactobacillus delbrueckii,74,RFAM_t_B_35137,Bacteria,Firmicutes,Bacilli,Lactobacillales
Lactobacillus delbrueckii,74,RFAM_t_B_35140,Bacteria,Firmicutes,Bacilli,Lactobacillales
Heterosigma akashiwo,74,RFAM_t_E_35148,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales
Mycoplasma capricolum,74,RFAM_t_B_35157,Bacteria,Firmicutes,Bacilli,Entomoplasmatales
Mycoplasma capricolum,74,RFAM_t_B_35161,Bacteria,Firmicutes,Bacilli,Entomoplasmatales
Mycoplasma capricolum,74,RFAM_t_B_35163,Bacteria,Firmicutes,Bacilli,Entomoplasmatales
Chlamydomonas moewusii,74,RFAM_t_E_35197,Bacteria,Cyanobacteria,,
Antithamnion sp.,74,RFAM_t_E_35233,Bacteria,Cyanobacteria,,
Cyanidium caldarium,74,RFAM_t_E_35235,Bacteria,Cyanobacteria,,
Bacillus circulans,74,RFAM_t_B_35255,Bacteria,Firmicutes,Bacilli,Bacillales
Acholeplasma laidlawii,74,RFAM_t_B_35277,Bacteria,Firmicutes,Bacilli,Acholeplasmatales
Acholeplasma laidlawii,74,RFAM_t_B_35282,Bacteria,Firmicutes,Bacilli,Acholeplasmatales
Acholeplasma laidlawii,74,RFAM_t_B_35287,Bacteria,Firmicutes,Bacilli,Acholeplasmatales
Acholeplasma laidlawii,74,RFAM_t_B_35289,Bacteria,Firmicutes,Bacilli,Acholeplasmatales
Acholeplasma laidlawii,74,RFAM_t_B_35295,Bacteria,Firmicutes,Bacilli,Acholeplasmatales
Acholeplasma laidlawii,74,RFAM_t_B_35296,Bacteria,Firmicutes,Bacilli,Acholeplasmatales
Epifagus virginiana (beechdrops),74,RFAM_t_E_35297,Bacteria,Cyanobacteria,,
Arabidopsis thaliana (thale cress),74,RFAM_t_E_35307,Bacteria,Cyanobacteria,,
Euglena gracilis,74,RFAM_t_E_35321,Bacteria,Cyanobacteria,,
Euglena gracilis,74,RFAM_t_E_35326,Bacteria,Cyanobacteria,,
Zea mays,74,RFAM_t_E_35332,Bacteria,Cyanobacteria,,
Euglena gracilis,74,RFAM_t_E_35349,Bacteria,Cyanobacteria,,
Bradyrhizobium japonicum,77,CRW_t_B_57,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium japonicum,77,CRW_t_B_58,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium elkanii,77,CRW_t_B_59,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium japonicum,77,CRW_t_B_60,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium elkanii,77,CRW_t_B_61,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium elkanii,77,CRW_t_B_62,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium japonicum,77,CRW_t_B_63,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium elkanii,77,CRW_t_B_64,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium elkanii,77,CRW_t_B_65,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium japonicum,77,CRW_t_B_67,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium japonicum,77,CRW_t_B_68,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium japonicum,77,CRW_t_B_69,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium japonicum,77,CRW_t_B_70,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium japonicum,77,CRW_t_B_71,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium japonicum,77,CRW_t_B_72,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium japonicum,77,CRW_t_B_73,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium elkanii,77,CRW_t_B_74,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium japonicum,77,CRW_t_B_75,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium liaoningense,77,CRW_t_B_76,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium japonicum,77,CRW_t_B_77,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium japonicum,77,CRW_t_B_174,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium japonicum,77,CRW_t_B_175,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium japonicum,77,CRW_t_B_176,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium japonicum,77,CRW_t_B_177,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium japonicum,77,CRW_t_B_178,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium japonicum,77,CRW_t_B_179,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium japonicum,77,CRW_t_B_180,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium japonicum,77,CRW_t_B_181,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Pseudomonas aeruginosa PAO1,76,CRW_t_B_245,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas aeruginosa PAO1,76,CRW_t_B_246,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas aeruginosa PAO1,76,CRW_t_B_247,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas aeruginosa PAO1,76,CRW_t_B_248,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas aeruginosa PAO1,76,CRW_t_B_249,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales
Rhodopseudomonas palustris,76,CRW_t_B_754,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Rhodopseudomonas palustris,76,CRW_t_B_755,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium japonicum,77,CRW_t_B_763,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium japonicum,77,CRW_t_B_764,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium japonicum,77,CRW_t_B_765,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium japonicum,77,CRW_t_B_766,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium japonicum,77,CRW_t_B_767,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium japonicum,77,CRW_t_B_768,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium japonicum,77,CRW_t_B_769,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium elkanii,77,CRW_t_B_770,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium japonicum,77,CRW_t_B_771,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium elkanii,77,CRW_t_B_772,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium liaoningense,77,CRW_t_B_773,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium japonicum,77,CRW_t_B_774,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium elkanii,77,CRW_t_B_775,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium japonicum,77,CRW_t_B_776,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium elkanii,77,CRW_t_B_777,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium elkanii,77,CRW_t_B_827,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium elkanii,77,CRW_t_B_828,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium elkanii,77,CRW_t_B_829,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium japonicum,77,CRW_t_B_830,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium japonicum,77,CRW_t_B_831,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium elkanii,77,CRW_t_B_832,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium elkanii,77,CRW_t_B_833,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium japonicum,77,CRW_t_B_834,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium japonicum,77,CRW_t_B_835,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium denitrificans,77,CRW_t_B_860,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Rhodopseudomonas palustris,77,CRW_t_B_878,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium japonicum,77,CRW_t_B_880,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium japonicum,77,CRW_t_B_881,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium japonicum,77,CRW_t_B_882,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium japonicum,77,CRW_t_B_884,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium elkanii,77,CRW_t_B_885,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium japonicum,77,CRW_t_B_888,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium japonicum,77,CRW_t_B_889,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium japonicum,77,CRW_t_B_890,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium elkanii,77,CRW_t_B_891,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium japonicum,77,CRW_t_B_892,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium japonicum,77,CRW_t_B_893,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium japonicum,77,CRW_t_B_894,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium japonicum,77,CRW_t_B_895,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium japonicum,77,CRW_t_B_896,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Bradyrhizobium japonicum,77,CRW_t_B_897,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
