Organism name,Length,Benchmark ID,Taxonomy.LTP.superkingdom,Taxonomy.LTP.class,Taxonomy.LTP.order
Bartonella henselae,76,CRW_t_B_1436,Bacteria,Alphaproteobacteria,
Bartonella henselae,76,CRW_t_B_1439,Bacteria,Alphaproteobacteria,
Bartonella henselae,76,CRW_t_B_1440,Bacteria,Alphaproteobacteria,
Photobacterium damselae subsp. damselae,76,CRW_t_B_1451,Bacteria,Gammaproteobacteria,Vibrionales
Photobacterium damselae subsp. damselae,76,CRW_t_B_1452,Bacteria,Gammaproteobacteria,Vibrionales
Photobacterium damselae subsp. damselae,76,CRW_t_B_1453,Bacteria,Gammaproteobacteria,Vibrionales
Photobacterium damselae subsp. piscicida,76,CRW_t_B_1454,Bacteria,Gammaproteobacteria,Vibrionales
Photobacterium damselae subsp. piscicida,76,CRW_t_B_1455,Bacteria,Gammaproteobacteria,Vibrionales
Photobacterium damselae subsp. piscicida,76,CRW_t_B_1456,Bacteria,Gammaproteobacteria,Vibrionales
Photobacterium damselae subsp. damselae,76,CRW_t_B_1457,Bacteria,Gammaproteobacteria,Vibrionales
Photobacterium damselae subsp. piscicida,76,CRW_t_B_1458,Bacteria,Gammaproteobacteria,Vibrionales
Photobacterium damselae subsp. damselae,76,CRW_t_B_1459,Bacteria,Gammaproteobacteria,Vibrionales
Photobacterium damselae subsp. piscicida,76,CRW_t_B_1460,Bacteria,Gammaproteobacteria,Vibrionales
Mycobacterium leprae,76,CRW_t_B_1591,Bacteria,,
Listeria monocytogenes,76,CRW_t_B_1602,Bacteria,Bacilli,
Listeria monocytogenes,76,CRW_t_B_1604,Bacteria,Bacilli,
Listeria monocytogenes,76,CRW_t_B_1605,Bacteria,Bacilli,
Listeria innocua,76,CRW_t_B_1606,Bacteria,Bacilli,
Listeria innocua,76,CRW_t_B_1608,Bacteria,Bacilli,
Listeria innocua,76,CRW_t_B_1609,Bacteria,Bacilli,
Ralstonia solanacearum,76,CRW_t_B_1615,Bacteria,Betaproteobacteria,Burkholderiales
Ralstonia solanacearum,76,CRW_t_B_1616,Bacteria,Betaproteobacteria,Burkholderiales
Ralstonia solanacearum,76,CRW_t_B_1617,Bacteria,Betaproteobacteria,Burkholderiales
Ralstonia solanacearum,76,CRW_t_B_1618,Bacteria,Betaproteobacteria,Burkholderiales
Ralstonia solanacearum,76,CRW_t_B_1619,Bacteria,Betaproteobacteria,Burkholderiales
Persephonella marina,76,CRW_t_B_1674,Bacteria,,Aquificales
Persephonella guaymasensis,76,CRW_t_B_1675,Bacteria,,Aquificales
Spiroplasma citri,76,CRW_t_B_1711,Bacteria,Mollicutes,Entomoplasmatales
Spiroplasma citri,76,CRW_t_B_1712,Bacteria,Mollicutes,Entomoplasmatales
Staphylococcus saprophyticus subsp. saprophyticus,76,CRW_t_B_1834,Bacteria,Bacilli,
Staphylococcus saprophyticus subsp. saprophyticus,76,CRW_t_B_1835,Bacteria,Bacilli,
Staphylococcus saprophyticus subsp. saprophyticus,76,CRW_t_B_1836,Bacteria,Bacilli,
Acidithiobacillus ferrooxidans,76,CRW_t_B_1858,Bacteria,Acidithiobacillia,Acidithiobacillales
Bacillus subtilis,76,CRW_t_B_1860,Bacteria,Bacilli,
Campylobacter coli,76,CRW_t_B_1861,Bacteria,,Campylobacterales
Escherichia coli,76,CRW_t_B_1864,Bacteria,Gammaproteobacteria,Enterobacterales
Spiroplasma melliferum,76,CRW_t_B_1868,Bacteria,Mollicutes,Entomoplasmatales
Bacillus cereus,76,CRW_t_B_2056,Bacteria,Bacilli,
Bacillus cereus,76,CRW_t_B_2057,Bacteria,Bacilli,
Bacillus cereus,76,CRW_t_B_2058,Bacteria,Bacilli,
Listonella anguillarum,76,CRW_t_B_2062,Bacteria,Gammaproteobacteria,Vibrionales
Paenibacillus popilliae,76,CRW_t_B_2067,Bacteria,Bacilli,
Vibrio fluvialis,76,CRW_t_B_2073,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio fluvialis,76,CRW_t_B_2074,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio fluvialis,76,CRW_t_B_2075,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio fluvialis,76,CRW_t_B_2076,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio fluvialis,76,CRW_t_B_2077,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio parahaemolyticus,76,CRW_t_B_2079,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio parahaemolyticus,76,CRW_t_B_2080,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio parahaemolyticus,76,CRW_t_B_2081,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio parahaemolyticus,76,CRW_t_B_2082,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio parahaemolyticus,76,CRW_t_B_2083,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio parahaemolyticus,76,CRW_t_B_2084,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio parahaemolyticus,76,CRW_t_B_2085,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio vulnificus,76,CRW_t_B_2086,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio vulnificus,76,CRW_t_B_2087,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio vulnificus,76,CRW_t_B_2088,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio vulnificus,76,CRW_t_B_2089,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio vulnificus,76,CRW_t_B_2090,Bacteria,Gammaproteobacteria,Vibrionales
Paenibacillus popilliae,76,CRW_t_B_2091,Bacteria,Bacilli,
Paenibacillus popilliae,76,CRW_t_B_2092,Bacteria,Bacilli,
Legionella pneumophila,76,CRW_t_B_2106,Bacteria,Gammaproteobacteria,Legionellales
Ralstonia solanacearum,76,CRW_t_B_2133,Bacteria,Betaproteobacteria,Burkholderiales
Rhizobium tropici,76,CRW_t_B_2179,Bacteria,Alphaproteobacteria,
Erwinia pyrifoliae,76,CRW_t_B_2209,Bacteria,Gammaproteobacteria,Enterobacterales
Ethanoligenens harbinense,76,CRW_t_B_2230,Bacteria,Clostridia,
Ethanoligenens harbinense,76,CRW_t_B_2231,Bacteria,Clostridia,
Ethanoligenens harbinense,76,CRW_t_B_2232,Bacteria,Clostridia,
Xanthomonas translucens,76,CRW_t_B_2246,Bacteria,Gammaproteobacteria,
Xanthomonas translucens,76,CRW_t_B_2247,Bacteria,Gammaproteobacteria,
Pseudomonas syringae,76,CRW_t_B_2279,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas syringae,76,CRW_t_B_2280,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas syringae,76,CRW_t_B_2281,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas syringae,76,CRW_t_B_2282,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas syringae,76,CRW_t_B_2283,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas fluorescens,76,CRW_t_B_2284,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas fluorescens,76,CRW_t_B_2285,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas fluorescens,76,CRW_t_B_2286,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas fluorescens,76,CRW_t_B_2287,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas fluorescens,76,CRW_t_B_2288,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas fluorescens,76,CRW_t_B_2289,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas fluorescens,76,CRW_t_B_2290,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas fluorescens,76,CRW_t_B_2291,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas fluorescens,76,CRW_t_B_2292,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas fluorescens,76,CRW_t_B_2293,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas fluorescens,76,CRW_t_B_2294,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas fluorescens,76,CRW_t_B_2295,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas fluorescens,76,CRW_t_B_2296,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas fluorescens,76,CRW_t_B_2297,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas fluorescens,76,CRW_t_B_2298,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas fluorescens,76,CRW_t_B_2299,Bacteria,Gammaproteobacteria,Pseudomonadales
Azospirillum lipoferum,76,CRW_t_B_2339,Bacteria,Alphaproteobacteria,Rhodospirillales
Azospirillum lipoferum,76,CRW_t_B_2340,Bacteria,Alphaproteobacteria,Rhodospirillales
Azospirillum brasilense,76,CRW_t_B_2341,Bacteria,Alphaproteobacteria,Rhodospirillales
Azospirillum brasilense,76,CRW_t_B_2342,Bacteria,Alphaproteobacteria,Rhodospirillales
Bartonella quintana,76,CRW_t_B_2378,Bacteria,Alphaproteobacteria,
Bartonella quintana,76,CRW_t_B_2379,Bacteria,Alphaproteobacteria,
Paenibacillus lentimorbus,76,CRW_t_B_2380,Bacteria,Bacilli,
Paenibacillus lentimorbus,76,CRW_t_B_2381,Bacteria,Bacilli,
Ethanoligenens harbinense,76,CRW_t_B_2409,Bacteria,Clostridia,
Ethanoligenens harbinense,76,CRW_t_B_2410,Bacteria,Clostridia,
Ethanoligenens harbinense,76,CRW_t_B_2411,Bacteria,Clostridia,
Ethanoligenens harbinense,76,CRW_t_B_2412,Bacteria,Clostridia,
Ethanoligenens harbinense,76,CRW_t_B_2413,Bacteria,Clostridia,
Ethanoligenens harbinense,76,CRW_t_B_2414,Bacteria,Clostridia,
Ethanoligenens harbinense,76,CRW_t_B_2415,Bacteria,Clostridia,
Ethanoligenens harbinense,76,CRW_t_B_2416,Bacteria,Clostridia,
Ethanoligenens harbinense,76,CRW_t_B_2417,Bacteria,Clostridia,
Ralstonia pickettii,76,CRW_t_B_2430,Bacteria,Betaproteobacteria,Burkholderiales
Ralstonia pickettii,76,CRW_t_B_2431,Bacteria,Betaproteobacteria,Burkholderiales
Zymomonas mobilis subsp. mobilis,76,CRW_t_B_2967,Bacteria,Alphaproteobacteria,Sphingomonadales
Zymomonas mobilis subsp. mobilis,76,CRW_t_B_2968,Bacteria,Alphaproteobacteria,Sphingomonadales
Zymomonas mobilis subsp. francensis,76,CRW_t_B_2969,Bacteria,Alphaproteobacteria,Sphingomonadales
Zymomonas mobilis subsp. francensis,76,CRW_t_B_2970,Bacteria,Alphaproteobacteria,Sphingomonadales
Zymomonas mobilis subsp. pomaceae,76,CRW_t_B_2971,Bacteria,Alphaproteobacteria,Sphingomonadales
Xanthomonas translucens,76,CRW_t_B_2992,Bacteria,Gammaproteobacteria,
Bacillus subtilis,76,CRW_t_B_3065,Bacteria,Bacilli,
Bacillus subtilis,76,CRW_t_B_3068,Bacteria,Bacilli,
Bacillus subtilis,76,CRW_t_B_3070,Bacteria,Bacilli,
Bacillus subtilis,76,CRW_t_B_3071,Bacteria,Bacilli,
Bacillus subtilis,76,CRW_t_B_3074,Bacteria,Bacilli,
Bartonella quintana,76,CRW_t_B_3075,Bacteria,Alphaproteobacteria,
Bartonella henselae,76,CRW_t_B_3076,Bacteria,Alphaproteobacteria,
Bartonella vinsonii subsp. vinsonii,76,CRW_t_B_3077,Bacteria,Alphaproteobacteria,
Bartonella elizabethae,76,CRW_t_B_3078,Bacteria,Alphaproteobacteria,
Bartonella bacilliformis,76,CRW_t_B_3079,Bacteria,Alphaproteobacteria,
Bordetella parapertussis,76,CRW_t_B_3135,Bacteria,Betaproteobacteria,Burkholderiales
Bordetella parapertussis,76,CRW_t_B_3136,Bacteria,Betaproteobacteria,Burkholderiales
Bordetella parapertussis,76,CRW_t_B_3137,Bacteria,Betaproteobacteria,Burkholderiales
Bordetella parapertussis,76,CRW_t_B_3138,Bacteria,Betaproteobacteria,Burkholderiales
Bordetella parapertussis,76,CRW_t_B_3139,Bacteria,Betaproteobacteria,Burkholderiales
Dichelobacter nodosus,76,CRW_t_B_3943,Bacteria,Gammaproteobacteria,Cardiobacteriales
Paenibacillus popilliae,76,CRW_t_B_3974,Bacteria,Bacilli,
Paenibacillus popilliae,76,CRW_t_B_3975,Bacteria,Bacilli,
Paenibacillus popilliae,76,CRW_t_B_3976,Bacteria,Bacilli,
Paenibacillus popilliae,76,CRW_t_B_3977,Bacteria,Bacilli,
Moorella thermoacetica,76,CRW_t_B_4067,Bacteria,Clostridia,Thermoanaerobacterales
Nitrosospira multiformis,76,CRW_t_B_4075,Bacteria,Betaproteobacteria,Nitrosomonadales
Bartonella vinsonii subsp. berkhoffii,76,CRW_t_B_4180,Bacteria,Alphaproteobacteria,
Bartonella vinsonii subsp. berkhoffii,76,CRW_t_B_4181,Bacteria,Alphaproteobacteria,
Escherichia coli,76,CRW_t_B_4304,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_4305,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_4306,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_4307,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_4308,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_4309,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_4310,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_4311,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_4314,Bacteria,Gammaproteobacteria,Enterobacterales
Listeria grayi,76,CRW_t_B_4372,Bacteria,Bacilli,
Listeria innocua,76,CRW_t_B_4374,Bacteria,Bacilli,
Listeria monocytogenes,76,CRW_t_B_4376,Bacteria,Bacilli,
Listeria monocytogenes,76,CRW_t_B_4377,Bacteria,Bacilli,
Listeria seeligeri,76,CRW_t_B_4379,Bacteria,Bacilli,
Listeria welshimeri,76,CRW_t_B_4380,Bacteria,Bacilli,
Pseudomonas aeruginosa,76,CRW_t_B_4391,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas aeruginosa,76,CRW_t_B_4392,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas aeruginosa,76,CRW_t_B_4393,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas mendocina,76,CRW_t_B_4400,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas mendocina,76,CRW_t_B_4401,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas mendocina,76,CRW_t_B_4402,Bacteria,Gammaproteobacteria,Pseudomonadales
Listeria monocytogenes,76,CRW_t_B_4410,Bacteria,Bacilli,
Acidithiobacillus ferrooxidans,76,CRW_t_B_4429,Bacteria,Acidithiobacillia,Acidithiobacillales
Spiroplasma melliferum,76,CRW_t_B_4467,Bacteria,Mollicutes,Entomoplasmatales
Acidithiobacillus ferrooxidans,76,CRW_t_B_4474,Bacteria,Acidithiobacillia,Acidithiobacillales
Escherichia coli,76,CRW_t_B_4487,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_4493,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_4494,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_4496,Bacteria,Gammaproteobacteria,Enterobacterales
Rhodothermus marinus,76,CRW_t_B_4509,Bacteria,Rhodothermia,Rhodothermales
Brucella melitensis,76,CRW_t_B_4518,Bacteria,Alphaproteobacteria,
Campylobacter jejuni,76,CRW_t_B_4547,Bacteria,,Campylobacterales
Yersinia pestis,76,CRW_t_B_4832,Bacteria,Gammaproteobacteria,Enterobacterales
Pseudomonas aeruginosa,76,CRW_t_B_4836,Bacteria,Gammaproteobacteria,Pseudomonadales
Listeria monocytogenes,76,CRW_t_B_4851,Bacteria,Bacilli,
Listeria innocua,76,CRW_t_B_4856,Bacteria,Bacilli,
Listeria monocytogenes,76,CRW_t_B_4904,Bacteria,Bacilli,
Listeria monocytogenes,76,CRW_t_B_4905,Bacteria,Bacilli,
Listeria innocua,76,CRW_t_B_4907,Bacteria,Bacilli,
Listeria innocua,76,CRW_t_B_4908,Bacteria,Bacilli,
Ralstonia solanacearum,76,CRW_t_B_4913,Bacteria,Betaproteobacteria,Burkholderiales
Escherichia coli,76,CRW_t_B_4937,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_4940,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_4941,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_4942,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_4943,Bacteria,Gammaproteobacteria,Enterobacterales
Spiroplasma citri,76,CRW_t_B_4949,Bacteria,Mollicutes,Entomoplasmatales
Pseudomonas aeruginosa,76,CRW_t_B_5053,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas aeruginosa,76,CRW_t_B_5054,Bacteria,Gammaproteobacteria,Pseudomonadales
Bordetella parapertussis,76,CRW_t_B_5152,Bacteria,Betaproteobacteria,Burkholderiales
Bordetella parapertussis,76,CRW_t_B_5153,Bacteria,Betaproteobacteria,Burkholderiales
Escherichia coli,76,CRW_t_B_5672,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_5673,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_5675,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_5677,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_5679,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_5681,Bacteria,Gammaproteobacteria,Enterobacterales
Klebsiella aerogenes,76,CRW_t_B_5701,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_5778,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_5779,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,76,CRW_t_B_5780,Bacteria,Gammaproteobacteria,Enterobacterales
Listeria monocytogenes,76,CRW_t_B_6174,Bacteria,Bacilli,
Listeria monocytogenes,76,CRW_t_B_6175,Bacteria,Bacilli,
Listeria innocua,76,CRW_t_B_6177,Bacteria,Bacilli,
Listeria innocua,76,CRW_t_B_6178,Bacteria,Bacilli,
Spiroplasma citri,76,CRW_t_B_6218,Bacteria,Mollicutes,Entomoplasmatales
Staphylococcus saprophyticus subsp. saprophyticus,76,CRW_t_B_6298,Bacteria,Bacilli,
Staphylococcus saprophyticus subsp. saprophyticus,76,CRW_t_B_6299,Bacteria,Bacilli,
Bacillus cereus,76,CRW_t_B_6309,Bacteria,Bacilli,
Bacillus cereus,76,CRW_t_B_6310,Bacteria,Bacilli,
Bacillus cereus,76,CRW_t_B_6311,Bacteria,Bacilli,
Bacillus cereus,76,CRW_t_B_6312,Bacteria,Bacilli,
Bacillus cereus,76,CRW_t_B_6313,Bacteria,Bacilli,
Acholeplasma laidlawii,76,CRW_t_B_7204,Bacteria,Mollicutes,Acholeplasmatales
Staphylococcus warneri,76,CRW_t_B_7209,Bacteria,Bacilli,
Ralstonia solanacearum,76,CRW_t_B_7420,Bacteria,Betaproteobacteria,Burkholderiales
Aggregatibacter actinomycetemcomitans,76,CRW_t_B_7990,Bacteria,Gammaproteobacteria,Pasteurellales
Aggregatibacter actinomycetemcomitans,76,CRW_t_B_7991,Bacteria,Gammaproteobacteria,Pasteurellales
Aggregatibacter actinomycetemcomitans,76,CRW_t_B_7992,Bacteria,Gammaproteobacteria,Pasteurellales
Vibrio parahaemolyticus,76,CRW_t_B_8010,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio parahaemolyticus,76,CRW_t_B_8011,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio parahaemolyticus,76,CRW_t_B_8012,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio parahaemolyticus,76,CRW_t_B_8013,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio vulnificus,76,CRW_t_B_8015,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio vulnificus,76,CRW_t_B_8016,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio vulnificus,76,CRW_t_B_8017,Bacteria,Gammaproteobacteria,Vibrionales
Actinobacillus pleuropneumoniae,76,CRW_t_B_8329,Bacteria,Gammaproteobacteria,Pasteurellales
Actinobacillus pleuropneumoniae,76,CRW_t_B_8330,Bacteria,Gammaproteobacteria,Pasteurellales
Actinobacillus pleuropneumoniae,76,CRW_t_B_8331,Bacteria,Gammaproteobacteria,Pasteurellales
Actinobacillus pleuropneumoniae,76,CRW_t_B_8332,Bacteria,Gammaproteobacteria,Pasteurellales
Actinobacillus pleuropneumoniae,76,CRW_t_B_8333,Bacteria,Gammaproteobacteria,Pasteurellales
Actinobacillus pleuropneumoniae,76,CRW_t_B_8334,Bacteria,Gammaproteobacteria,Pasteurellales
Actinobacillus pleuropneumoniae,76,CRW_t_B_8335,Bacteria,Gammaproteobacteria,Pasteurellales
Actinobacillus pleuropneumoniae,76,CRW_t_B_8336,Bacteria,Gammaproteobacteria,Pasteurellales
Actinobacillus pleuropneumoniae,76,CRW_t_B_8337,Bacteria,Gammaproteobacteria,Pasteurellales
Actinobacillus pleuropneumoniae,76,CRW_t_B_8338,Bacteria,Gammaproteobacteria,Pasteurellales
Actinobacillus pleuropneumoniae,76,CRW_t_B_8339,Bacteria,Gammaproteobacteria,Pasteurellales
Actinobacillus pleuropneumoniae,76,CRW_t_B_8340,Bacteria,Gammaproteobacteria,Pasteurellales
Actinobacillus pleuropneumoniae,76,CRW_t_B_8341,Bacteria,Gammaproteobacteria,Pasteurellales
Actinobacillus pleuropneumoniae,76,CRW_t_B_8342,Bacteria,Gammaproteobacteria,Pasteurellales
Actinobacillus pleuropneumoniae,76,CRW_t_B_8343,Bacteria,Gammaproteobacteria,Pasteurellales
Actinobacillus pleuropneumoniae,76,CRW_t_B_8344,Bacteria,Gammaproteobacteria,Pasteurellales
Actinobacillus lignieresii,76,CRW_t_B_8345,Bacteria,Gammaproteobacteria,Pasteurellales
Actinobacillus lignieresii,76,CRW_t_B_8346,Bacteria,Gammaproteobacteria,Pasteurellales
Actinobacillus suis,76,CRW_t_B_8347,Bacteria,Gammaproteobacteria,Pasteurellales
Vibrio cholerae,76,CRW_t_B_8349,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio cholerae,76,CRW_t_B_8350,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio cholerae,76,CRW_t_B_8351,Bacteria,Gammaproteobacteria,Vibrionales
Escherichia fergusonii,76,CRW_t_B_8365,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia hermannii,76,CRW_t_B_8367,Bacteria,Gammaproteobacteria,Enterobacterales
Pseudomonas aeruginosa,76,CRW_t_B_8375,Bacteria,Gammaproteobacteria,Pseudomonadales
Erwinia rhapontici,76,CRW_t_B_8381,Bacteria,Gammaproteobacteria,Enterobacterales
Pectobacterium wasabiae,76,CRW_t_B_8382,Bacteria,Gammaproteobacteria,Enterobacterales
Pectobacterium cacticida,76,CRW_t_B_8388,Bacteria,Gammaproteobacteria,Enterobacterales
Pectobacterium betavasculorum,76,CRW_t_B_8389,Bacteria,Gammaproteobacteria,Enterobacterales
Pectobacterium atrosepticum,76,CRW_t_B_8390,Bacteria,Gammaproteobacteria,Enterobacterales
Pectobacterium carotovorum,76,CRW_t_B_8391,Bacteria,Gammaproteobacteria,Enterobacterales
Vibrio diazotrophicus,76,CRW_t_B_8414,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio fluvialis,76,CRW_t_B_8415,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio fluvialis,76,CRW_t_B_8416,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio fluvialis,76,CRW_t_B_8417,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio nigripulchritudo,76,CRW_t_B_8418,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio nigripulchritudo,76,CRW_t_B_8419,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio nigripulchritudo,76,CRW_t_B_8420,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio nigripulchritudo,76,CRW_t_B_8421,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio proteolyticus,76,CRW_t_B_8422,Bacteria,Gammaproteobacteria,Vibrionales
Pseudomonas aeruginosa,76,CRW_t_B_8424,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas aeruginosa,76,CRW_t_B_8425,Bacteria,Gammaproteobacteria,Pseudomonadales
Erwinia amylovora,76,CRW_t_B_8430,Bacteria,Gammaproteobacteria,Enterobacterales
Erwinia amylovora,76,CRW_t_B_8432,Bacteria,Gammaproteobacteria,Enterobacterales
Erwinia amylovora,76,CRW_t_B_8434,Bacteria,Gammaproteobacteria,Enterobacterales
Erwinia amylovora,76,CRW_t_B_8436,Bacteria,Gammaproteobacteria,Enterobacterales
Erwinia pyrifoliae,76,CRW_t_B_8437,Bacteria,Gammaproteobacteria,Enterobacterales
Erwinia pyrifoliae,76,CRW_t_B_8438,Bacteria,Gammaproteobacteria,Enterobacterales
Erwinia pyrifoliae,76,CRW_t_B_8439,Bacteria,Gammaproteobacteria,Enterobacterales
Erwinia pyrifoliae,76,CRW_t_B_8440,Bacteria,Gammaproteobacteria,Enterobacterales
Erwinia amylovora,76,CRW_t_B_8441,Bacteria,Gammaproteobacteria,Enterobacterales
Erwinia amylovora,76,CRW_t_B_8442,Bacteria,Gammaproteobacteria,Enterobacterales
Erwinia amylovora,76,CRW_t_B_8444,Bacteria,Gammaproteobacteria,Enterobacterales
Erwinia amylovora,76,CRW_t_B_8445,Bacteria,Gammaproteobacteria,Enterobacterales
Erwinia amylovora,76,CRW_t_B_8447,Bacteria,Gammaproteobacteria,Enterobacterales
Erwinia amylovora,76,CRW_t_B_8448,Bacteria,Gammaproteobacteria,Enterobacterales
Erwinia amylovora,76,CRW_t_B_8450,Bacteria,Gammaproteobacteria,Enterobacterales
Erwinia amylovora,76,CRW_t_B_8451,Bacteria,Gammaproteobacteria,Enterobacterales
Erwinia amylovora,76,CRW_t_B_8452,Bacteria,Gammaproteobacteria,Enterobacterales
Sodalis glossinidius,76,CRW_t_B_8468,Bacteria,Gammaproteobacteria,Enterobacterales
Erwinia pyrifoliae,76,CRW_t_B_8472,Bacteria,Gammaproteobacteria,Enterobacterales
Erwinia pyrifoliae,76,CRW_t_B_8476,Bacteria,Gammaproteobacteria,Enterobacterales
Photobacterium damselae subsp. damselae,76,CRW_t_B_8493,Bacteria,Gammaproteobacteria,Vibrionales
Photobacterium damselae subsp. damselae,76,CRW_t_B_8494,Bacteria,Gammaproteobacteria,Vibrionales
Photobacterium damselae subsp. damselae,76,CRW_t_B_8495,Bacteria,Gammaproteobacteria,Vibrionales
Photobacterium damselae subsp. piscicida,76,CRW_t_B_8496,Bacteria,Gammaproteobacteria,Vibrionales
Photobacterium damselae subsp. piscicida,76,CRW_t_B_8497,Bacteria,Gammaproteobacteria,Vibrionales
Photobacterium damselae subsp. damselae,76,CRW_t_B_8498,Bacteria,Gammaproteobacteria,Vibrionales
Photobacterium damselae subsp. piscicida,76,CRW_t_B_8499,Bacteria,Gammaproteobacteria,Vibrionales
Photobacterium damselae subsp. piscicida,76,CRW_t_B_8500,Bacteria,Gammaproteobacteria,Vibrionales
Mycobacterium leprae,76,CRW_t_B_8545,Bacteria,,
