Organism name,Length,Benchmark ID,Taxonomy.GTDB.domain,Taxonomy.GTDB.phylum,Taxonomy.GTDB.class,Taxonomy.GTDB.order
Photobacterium damselae subsp. damselae,76,CRW_t_B_1457,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Photobacterium damselae subsp. piscicida,76,CRW_t_B_1458,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Photobacterium damselae subsp. damselae,76,CRW_t_B_1459,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Photobacterium damselae subsp. piscicida,76,CRW_t_B_1460,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Sinorhizobium medicae,76,CRW_t_B_1466,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Sinorhizobium medicae,76,CRW_t_B_1467,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Sinorhizobium medicae,76,CRW_t_B_1468,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Sinorhizobium meliloti,76,CRW_t_B_1469,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Sinorhizobium meliloti,76,CRW_t_B_1470,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Sinorhizobium meliloti,76,CRW_t_B_1471,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Sinorhizobium meliloti,76,CRW_t_B_1472,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Sinorhizobium meliloti,76,CRW_t_B_1477,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Sinorhizobium meliloti,76,CRW_t_B_1478,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Sinorhizobium meliloti,76,CRW_t_B_1479,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Francisella tularensis subsp. tularensis SCHU S4,76,CRW_t_B_1492,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales
Francisella tularensis subsp. tularensis SCHU S4,76,CRW_t_B_1493,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales
Francisella tularensis subsp. tularensis SCHU S4,76,CRW_t_B_1494,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales
Mycobacterium leprae,76,CRW_t_B_1591,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales
Yersinia pestis CO92,76,CRW_t_B_1593,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Yersinia pestis CO92,76,CRW_t_B_1594,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Yersinia pestis CO92,76,CRW_t_B_1595,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Yersinia pestis CO92,76,CRW_t_B_1596,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Yersinia pestis CO92,76,CRW_t_B_1597,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Sinorhizobium meliloti,76,CRW_t_B_1598,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Sinorhizobium meliloti,76,CRW_t_B_1599,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Sinorhizobium meliloti,76,CRW_t_B_1600,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Sinorhizobium meliloti,76,CRW_t_B_1601,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Listeria monocytogenes,76,CRW_t_B_1602,Bacteria,Firmicutes,Bacilli,Lactobacillales
Listeria monocytogenes,76,CRW_t_B_1604,Bacteria,Firmicutes,Bacilli,Lactobacillales
Listeria monocytogenes,76,CRW_t_B_1605,Bacteria,Firmicutes,Bacilli,Lactobacillales
Listeria innocua,76,CRW_t_B_1606,Bacteria,Firmicutes,Bacilli,Lactobacillales
Listeria innocua,76,CRW_t_B_1608,Bacteria,Firmicutes,Bacilli,Lactobacillales
Listeria innocua,76,CRW_t_B_1609,Bacteria,Firmicutes,Bacilli,Lactobacillales
Salmonella enterica subsp. enterica serovar Typhi,76,CRW_t_B_1610,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Salmonella enterica subsp. enterica serovar Typhi,76,CRW_t_B_1611,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Salmonella enterica subsp. enterica serovar Typhi,76,CRW_t_B_1612,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Salmonella enterica subsp. enterica serovar Typhi,76,CRW_t_B_1613,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Salmonella enterica subsp. enterica serovar Typhi,76,CRW_t_B_1614,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Ralstonia solanacearum,76,CRW_t_B_1615,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales
Ralstonia solanacearum,76,CRW_t_B_1616,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales
Ralstonia solanacearum,76,CRW_t_B_1617,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales
Ralstonia solanacearum,76,CRW_t_B_1618,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales
Ralstonia solanacearum,76,CRW_t_B_1619,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales
Streptomyces coelicolor A3(2),76,CRW_t_B_1630,Bacteria,Actinobacteriota,Actinomycetia,Streptomycetales
Streptomyces coelicolor A3(2),76,CRW_t_B_1632,Bacteria,Actinobacteriota,Actinomycetia,Streptomycetales
Xanthomonas campestris pv. vesicatoria str. 85-10,76,CRW_t_B_1634,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales
Xanthomonas campestris pv. vesicatoria str. 85-10,76,CRW_t_B_1635,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales
Xanthomonas campestris pv. vesicatoria str. 85-10,76,CRW_t_B_1636,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales
Xanthomonas campestris pv. vesicatoria str. 85-10,76,CRW_t_B_1637,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales
Brucella abortus,76,CRW_t_B_1638,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales_A
Brucella abortus,76,CRW_t_B_1639,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales_A
Brucella abortus,76,CRW_t_B_1640,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales_A
Brucella abortus,76,CRW_t_B_1641,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales_A
Francisella tularensis subsp. holarctica LVS,76,CRW_t_B_1667,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales
Francisella tularensis subsp. holarctica LVS,76,CRW_t_B_1668,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales
Francisella tularensis subsp. holarctica LVS,76,CRW_t_B_1669,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales
Rhizobium leguminosarum bv. viciae 3841,76,CRW_t_B_1670,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Rhizobium leguminosarum bv. viciae 3841,76,CRW_t_B_1671,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Rhizobium leguminosarum bv. viciae 3841,76,CRW_t_B_1672,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Rhizobium leguminosarum bv. viciae 3841,76,CRW_t_B_1673,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Helicobacter acinonychis str. Sheeba,76,CRW_t_B_1706,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales
Listeria welshimeri serovar 6b str. SLCC5334,76,CRW_t_B_1708,Bacteria,Firmicutes,Bacilli,Lactobacillales
Listeria welshimeri serovar 6b str. SLCC5334,76,CRW_t_B_1709,Bacteria,Firmicutes,Bacilli,Lactobacillales
Listeria welshimeri serovar 6b str. SLCC5334,76,CRW_t_B_1710,Bacteria,Firmicutes,Bacilli,Lactobacillales
Spiroplasma citri,76,CRW_t_B_1711,Bacteria,Firmicutes,Bacilli,Mycoplasmatales
Spiroplasma citri,76,CRW_t_B_1712,Bacteria,Firmicutes,Bacilli,Mycoplasmatales
Yersinia enterocolitica subsp. enterocolitica 8081,76,CRW_t_B_1716,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Yersinia enterocolitica subsp. enterocolitica 8081,76,CRW_t_B_1717,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Yersinia enterocolitica subsp. enterocolitica 8081,76,CRW_t_B_1718,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Yersinia enterocolitica subsp. enterocolitica 8081,76,CRW_t_B_1719,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Yersinia enterocolitica subsp. enterocolitica 8081,76,CRW_t_B_1720,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Alcanivorax borkumensis SK2,76,CRW_t_B_1721,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales
Alcanivorax borkumensis SK2,76,CRW_t_B_1722,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales
Synechococcus elongatus PCC 6301,76,CRW_t_B_1737,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales
Bacillus clausii KSM-K16,76,CRW_t_B_1748,Bacteria,Firmicutes,Bacilli,Bacillales_H
Bacillus clausii KSM-K16,76,CRW_t_B_1750,Bacteria,Firmicutes,Bacilli,Bacillales_H
Bacillus clausii KSM-K16,76,CRW_t_B_1751,Bacteria,Firmicutes,Bacilli,Bacillales_H
Staphylococcus haemolyticus JCSC1435,76,CRW_t_B_1757,Bacteria,Firmicutes,Bacilli,Staphylococcales
Staphylococcus haemolyticus JCSC1435,76,CRW_t_B_1758,Bacteria,Firmicutes,Bacilli,Staphylococcales
Staphylococcus haemolyticus JCSC1435,76,CRW_t_B_1759,Bacteria,Firmicutes,Bacilli,Staphylococcales
Thermus thermophilus HB8,76,CRW_t_B_1817,Bacteria,Deinococcota,Deinococci,Deinococcales
Xanthomonas oryzae pv. oryzae MAFF 311018,76,CRW_t_B_1818,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales
Xanthomonas oryzae pv. oryzae MAFF 311018,76,CRW_t_B_1819,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales
Xanthomonas oryzae pv. oryzae MAFF 311018,76,CRW_t_B_1820,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales
Xanthomonas oryzae pv. oryzae MAFF 311018,76,CRW_t_B_1821,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales
Desulfitobacterium hafniense Y51,76,CRW_t_B_1822,Bacteria,Firmicutes_B,Desulfitobacteriia,Desulfitobacteriales
Desulfitobacterium hafniense Y51,76,CRW_t_B_1823,Bacteria,Firmicutes_B,Desulfitobacteriia,Desulfitobacteriales
Desulfitobacterium hafniense Y51,76,CRW_t_B_1824,Bacteria,Firmicutes_B,Desulfitobacteriia,Desulfitobacteriales
Desulfitobacterium hafniense Y51,76,CRW_t_B_1825,Bacteria,Firmicutes_B,Desulfitobacteriia,Desulfitobacteriales
Sodalis glossinidius str. 'morsitans',76,CRW_t_B_1829,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Sodalis glossinidius str. 'morsitans',76,CRW_t_B_1830,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Sodalis glossinidius str. 'morsitans',76,CRW_t_B_1831,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Sodalis glossinidius str. 'morsitans',76,CRW_t_B_1832,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Sodalis glossinidius str. 'morsitans',76,CRW_t_B_1833,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Acidithiobacillus ferrooxidans,76,CRW_t_B_1858,Bacteria,Proteobacteria,Gammaproteobacteria,Acidithiobacillales
Bacillus sporothermodurans,76,CRW_t_B_1859,Bacteria,Firmicutes,Bacilli,Bacillales_B
Bacillus subtilis,76,CRW_t_B_1860,Bacteria,Firmicutes,Bacilli,Bacillales
Campylobacter coli,76,CRW_t_B_1861,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales
Escherichia coli,76,CRW_t_B_1864,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Mycoplasma mycoides,76,CRW_t_B_1865,Bacteria,Firmicutes,Bacilli,Mycoplasmatales
Spiroplasma melliferum,76,CRW_t_B_1868,Bacteria,Firmicutes,Bacilli,Mycoplasmatales
Bacillus cereus,76,CRW_t_B_2056,Bacteria,Firmicutes,Bacilli,Bacillales
Bacillus cereus,76,CRW_t_B_2057,Bacteria,Firmicutes,Bacilli,Bacillales
Bacillus cereus,76,CRW_t_B_2058,Bacteria,Firmicutes,Bacilli,Bacillales
Vibrio fluvialis,76,CRW_t_B_2073,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Vibrio fluvialis,76,CRW_t_B_2074,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Vibrio fluvialis,76,CRW_t_B_2075,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Vibrio fluvialis,76,CRW_t_B_2076,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Vibrio fluvialis,76,CRW_t_B_2077,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Vibrio parahaemolyticus,76,CRW_t_B_2079,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Vibrio parahaemolyticus,76,CRW_t_B_2080,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Vibrio parahaemolyticus,76,CRW_t_B_2081,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Vibrio parahaemolyticus,76,CRW_t_B_2082,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Vibrio parahaemolyticus,76,CRW_t_B_2083,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Vibrio parahaemolyticus,76,CRW_t_B_2084,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Vibrio parahaemolyticus,76,CRW_t_B_2085,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Vibrio vulnificus,76,CRW_t_B_2086,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Vibrio vulnificus,76,CRW_t_B_2087,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Vibrio vulnificus,76,CRW_t_B_2088,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Vibrio vulnificus,76,CRW_t_B_2089,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Vibrio vulnificus,76,CRW_t_B_2090,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
uncultured Acidobacteria bacterium,76,CRW_t_B_2104,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales
Legionella pneumophila,76,CRW_t_B_2106,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales
Ralstonia solanacearum,76,CRW_t_B_2133,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales
Rhizobium leguminosarum bv. viciae,76,CRW_t_B_2157,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Rhizobium leguminosarum bv. viciae,76,CRW_t_B_2158,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Rhizobium leguminosarum bv. viciae,76,CRW_t_B_2159,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Rhizobium leguminosarum bv. viciae,76,CRW_t_B_2160,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Rhizobium leguminosarum bv. viciae,76,CRW_t_B_2161,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Rhizobium leguminosarum bv. viciae,76,CRW_t_B_2162,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Rhizobium leguminosarum bv. viciae,76,CRW_t_B_2163,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Rhizobium leguminosarum bv. viciae,76,CRW_t_B_2164,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Rhizobium leguminosarum bv. viciae,76,CRW_t_B_2165,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Rhizobium leguminosarum bv. viciae,76,CRW_t_B_2166,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Rhizobium leguminosarum bv. viciae,76,CRW_t_B_2167,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Rhizobium leguminosarum bv. viciae,76,CRW_t_B_2168,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Rhizobium leguminosarum bv. viciae,76,CRW_t_B_2169,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Rhizobium leguminosarum bv. viciae,76,CRW_t_B_2170,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Rhizobium leguminosarum bv. phaseoli,76,CRW_t_B_2171,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Rhizobium leguminosarum bv. viciae,76,CRW_t_B_2172,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Rhizobium leguminosarum bv. viciae,76,CRW_t_B_2173,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Rhizobium leguminosarum bv. viciae,76,CRW_t_B_2174,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Rhizobium leguminosarum bv. viciae,76,CRW_t_B_2175,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Rhizobium leguminosarum bv. viciae,76,CRW_t_B_2176,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Rhizobium leguminosarum bv. viciae,76,CRW_t_B_2177,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Rhizobium tropici,76,CRW_t_B_2179,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Erwinia pyrifoliae,76,CRW_t_B_2209,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Ethanoligenens harbinense,76,CRW_t_B_2230,Bacteria,Firmicutes_A,Clostridia,Oscillospirales
Ethanoligenens harbinense,76,CRW_t_B_2231,Bacteria,Firmicutes_A,Clostridia,Oscillospirales
Ethanoligenens harbinense,76,CRW_t_B_2232,Bacteria,Firmicutes_A,Clostridia,Oscillospirales
Xanthomonas translucens pv. poae,76,CRW_t_B_2234,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales
Xanthomonas translucens,76,CRW_t_B_2246,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales
Xanthomonas translucens,76,CRW_t_B_2247,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales
Pseudomonas syringae,76,CRW_t_B_2279,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas syringae,76,CRW_t_B_2280,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas syringae,76,CRW_t_B_2281,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas syringae,76,CRW_t_B_2282,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas syringae,76,CRW_t_B_2283,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas fluorescens,76,CRW_t_B_2284,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas fluorescens,76,CRW_t_B_2285,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas fluorescens,76,CRW_t_B_2286,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas fluorescens,76,CRW_t_B_2287,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas fluorescens,76,CRW_t_B_2288,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas fluorescens,76,CRW_t_B_2289,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas fluorescens,76,CRW_t_B_2290,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas fluorescens,76,CRW_t_B_2291,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas fluorescens,76,CRW_t_B_2292,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas fluorescens,76,CRW_t_B_2293,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas fluorescens,76,CRW_t_B_2294,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas fluorescens,76,CRW_t_B_2295,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas fluorescens,76,CRW_t_B_2296,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas fluorescens,76,CRW_t_B_2297,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas fluorescens,76,CRW_t_B_2298,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas fluorescens,76,CRW_t_B_2299,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales
Azospirillum lipoferum,76,CRW_t_B_2339,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales
Azospirillum lipoferum,76,CRW_t_B_2340,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales
Azospirillum brasilense,76,CRW_t_B_2341,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales
Azospirillum brasilense,76,CRW_t_B_2342,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales
Bartonella quintana,76,CRW_t_B_2378,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales_A
Bartonella quintana,76,CRW_t_B_2379,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales_A
Ethanoligenens harbinense,76,CRW_t_B_2409,Bacteria,Firmicutes_A,Clostridia,Oscillospirales
Ethanoligenens harbinense,76,CRW_t_B_2410,Bacteria,Firmicutes_A,Clostridia,Oscillospirales
Ethanoligenens harbinense,76,CRW_t_B_2411,Bacteria,Firmicutes_A,Clostridia,Oscillospirales
Ethanoligenens harbinense,76,CRW_t_B_2412,Bacteria,Firmicutes_A,Clostridia,Oscillospirales
Ethanoligenens harbinense,76,CRW_t_B_2413,Bacteria,Firmicutes_A,Clostridia,Oscillospirales
Ethanoligenens harbinense,76,CRW_t_B_2414,Bacteria,Firmicutes_A,Clostridia,Oscillospirales
Ethanoligenens harbinense,76,CRW_t_B_2415,Bacteria,Firmicutes_A,Clostridia,Oscillospirales
Ethanoligenens harbinense,76,CRW_t_B_2416,Bacteria,Firmicutes_A,Clostridia,Oscillospirales
Ethanoligenens harbinense,76,CRW_t_B_2417,Bacteria,Firmicutes_A,Clostridia,Oscillospirales
Ralstonia pickettii,76,CRW_t_B_2430,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales
Ralstonia pickettii,76,CRW_t_B_2431,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales
Zymomonas mobilis subsp. mobilis,76,CRW_t_B_2967,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales
Zymomonas mobilis subsp. mobilis,76,CRW_t_B_2968,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales
Zymomonas mobilis subsp. pomaceae,76,CRW_t_B_2971,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales
Xanthomonas translucens pv. translucens,76,CRW_t_B_2991,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales
Xanthomonas translucens,76,CRW_t_B_2992,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales
Buchnera aphidicola str. APS (Acyrthosiphon pisum),76,CRW_t_B_2999,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales_A
Bacillus halodurans C-125,76,CRW_t_B_3001,Bacteria,Firmicutes,Bacilli,Bacillales_H
Bacillus halodurans C-125,76,CRW_t_B_3002,Bacteria,Firmicutes,Bacilli,Bacillales_H
Bacillus halodurans C-125,76,CRW_t_B_3003,Bacteria,Firmicutes,Bacilli,Bacillales_H
Bacillus halodurans C-125,76,CRW_t_B_3004,Bacteria,Firmicutes,Bacilli,Bacillales_H
Bacillus halodurans C-125,76,CRW_t_B_3005,Bacteria,Firmicutes,Bacilli,Bacillales_H
Bacillus halodurans C-125,76,CRW_t_B_3006,Bacteria,Firmicutes,Bacilli,Bacillales_H
Staphylococcus aureus subsp. aureus N315,76,CRW_t_B_3018,Bacteria,Firmicutes,Bacilli,Staphylococcales
Staphylococcus aureus subsp. aureus N315,76,CRW_t_B_3019,Bacteria,Firmicutes,Bacilli,Staphylococcales
Staphylococcus aureus subsp. aureus N315,76,CRW_t_B_3020,Bacteria,Firmicutes,Bacilli,Staphylococcales
Staphylococcus aureus subsp. aureus N315,76,CRW_t_B_3021,Bacteria,Firmicutes,Bacilli,Staphylococcales
Oceanobacillus iheyensis HTE831,76,CRW_t_B_3032,Bacteria,Firmicutes,Bacilli,Bacillales_D
Oceanobacillus iheyensis HTE831,76,CRW_t_B_3033,Bacteria,Firmicutes,Bacilli,Bacillales_D
Vibrio parahaemolyticus RIMD 2210633,76,CRW_t_B_3038,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Vibrio parahaemolyticus RIMD 2210633,76,CRW_t_B_3039,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Vibrio parahaemolyticus RIMD 2210633,76,CRW_t_B_3040,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Vibrio parahaemolyticus RIMD 2210633,76,CRW_t_B_3041,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Vibrio parahaemolyticus RIMD 2210633,76,CRW_t_B_3042,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Staphylococcus aureus subsp. aureus MW2,76,CRW_t_B_3043,Bacteria,Firmicutes,Bacilli,Staphylococcales
Staphylococcus aureus subsp. aureus MW2,76,CRW_t_B_3044,Bacteria,Firmicutes,Bacilli,Staphylococcales
Staphylococcus aureus subsp. aureus MW2,76,CRW_t_B_3045,Bacteria,Firmicutes,Bacilli,Staphylococcales
Streptococcus pyogenes SSI-1,76,CRW_t_B_3046,Bacteria,Firmicutes,Bacilli,Lactobacillales
Streptococcus pyogenes SSI-1,76,CRW_t_B_3047,Bacteria,Firmicutes,Bacilli,Lactobacillales
Streptococcus pyogenes SSI-1,76,CRW_t_B_3048,Bacteria,Firmicutes,Bacilli,Lactobacillales
Streptococcus pyogenes SSI-1,76,CRW_t_B_3049,Bacteria,Firmicutes,Bacilli,Lactobacillales
Streptococcus pyogenes SSI-1,76,CRW_t_B_3050,Bacteria,Firmicutes,Bacilli,Lactobacillales
Vibrio vulnificus YJ016,76,CRW_t_B_3055,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Vibrio vulnificus YJ016,76,CRW_t_B_3056,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Vibrio vulnificus YJ016,76,CRW_t_B_3057,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Vibrio vulnificus YJ016,76,CRW_t_B_3058,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Geobacillus kaustophilus HTA426,76,CRW_t_B_3059,Bacteria,Firmicutes,Bacilli,Bacillales
Geobacillus kaustophilus HTA426,76,CRW_t_B_3060,Bacteria,Firmicutes,Bacilli,Bacillales
Geobacillus kaustophilus HTA426,76,CRW_t_B_3064,Bacteria,Firmicutes,Bacilli,Bacillales
Bacillus subtilis,76,CRW_t_B_3065,Bacteria,Firmicutes,Bacilli,Bacillales
