Organism name,Length,Benchmark ID,Taxonomy.GTDB.domain,Taxonomy.GTDB.phylum
Saccharothrix algeriensis,1429,CRW_16S_B_1788,Bacteria,Actinobacteriota
Mycobacterium sp. DSM 3803,1475,CRW_16S_B_1798,Bacteria,Actinobacteriota
Streptomyces platensis,1457,CRW_16S_B_1801,Bacteria,Actinobacteriota
Rhodococcus erythropolis,1476,CRW_16S_B_1823,Bacteria,Actinobacteriota
Arthrobacter sp. I3,1415,CRW_16S_B_1825,Bacteria,Actinobacteriota
Nocardia asteroides,1451,CRW_16S_B_1832,Bacteria,Actinobacteriota
Streptomyces reticuliscabiei,1477,CRW_16S_B_1842,Bacteria,Actinobacteriota
Streptomyces acidiscabies,1477,CRW_16S_B_1844,Bacteria,Actinobacteriota
Streptomyces acidiscabies,1476,CRW_16S_B_1849,Bacteria,Actinobacteriota
Streptomyces europaeiscabiei,1456,CRW_16S_B_1853,Bacteria,Actinobacteriota
Nocardia alba,1446,CRW_16S_B_1894,Bacteria,Actinobacteriota
Streptomyces tendae,1471,CRW_16S_B_1898,Bacteria,Actinobacteriota
Rhodococcus gordoniae,1403,CRW_16S_B_1899,Bacteria,Actinobacteriota
Rhodococcus gordoniae,1403,CRW_16S_B_1900,Bacteria,Actinobacteriota
Nocardia brasiliensis,1427,CRW_16S_B_1914,Bacteria,Actinobacteriota
Streptomyces tendae,1436,CRW_16S_B_1915,Bacteria,Actinobacteriota
Nocardia beijingensis,1479,CRW_16S_B_192,Bacteria,Actinobacteriota
Nocardiopsis dassonvillei,1432,CRW_16S_B_1920,Bacteria,Actinobacteriota
Nocardia beijingensis,1470,CRW_16S_B_193,Bacteria,Actinobacteriota
Nocardia farcinica,1479,CRW_16S_B_194,Bacteria,Actinobacteriota
Nocardia farcinica,1478,CRW_16S_B_195,Bacteria,Actinobacteriota
Nocardia farcinica,1480,CRW_16S_B_196,Bacteria,Actinobacteriota
Streptacidiphilus jiangxiensis,1415,CRW_16S_B_1965,Bacteria,Actinobacteriota
Nocardia farcinica,1477,CRW_16S_B_197,Bacteria,Actinobacteriota
Nocardia farcinica,1468,CRW_16S_B_198,Bacteria,Actinobacteriota
uncultured actinobacterium,1461,CRW_16S_B_20,Bacteria,Actinobacteriota
Acholeplasma laidlawii,1476,CRW_16S_B_16478,Bacteria,Firmicutes
Ureaplasma parvum serovar 3,1439,CRW_16S_B_16494,Bacteria,Firmicutes
Anaeroplasma bactoclasticum,1436,CRW_16S_B_16517,Bacteria,Firmicutes
Nocardia abscessus,1461,CRW_16S_B_203,Bacteria,Actinobacteriota
Nocardia abscessus,1475,CRW_16S_B_204,Bacteria,Actinobacteriota
Bulleidia extructa,1401,CRW_16S_B_16740,Bacteria,Firmicutes
Streptacidiphilus jiangxiensis,1425,CRW_16S_B_2045,Bacteria,Actinobacteriota
uncultured bacterium,1448,CRW_16S_B_16811,Bacteria,Actinobacteriota
Nocardia abscessus,1476,CRW_16S_B_205,Bacteria,Actinobacteriota
Entomoplasma ellychniae,1433,CRW_16S_B_16825,Bacteria,Firmicutes
Entomoplasma melaleucae,1448,CRW_16S_B_16826,Bacteria,Firmicutes
Mycoplasma agalactiae,1457,CRW_16S_B_16840,Bacteria,Firmicutes
Mycoplasma agalactiae,1460,CRW_16S_B_16841,Bacteria,Firmicutes
Mycoplasma agassizii,1442,CRW_16S_B_16842,Bacteria,Firmicutes
Mycoplasma alkalescens,1464,CRW_16S_B_16843,Bacteria,Firmicutes
Mycoplasma arginini,1445,CRW_16S_B_16844,Bacteria,Firmicutes
Mycoplasma arginini,1416,CRW_16S_B_16845,Bacteria,Firmicutes
Mycoplasma arthritidis,1471,CRW_16S_B_16846,Bacteria,Firmicutes
Mycoplasma bovigenitalium,1464,CRW_16S_B_16848,Bacteria,Firmicutes
Mycoplasma bovirhinis,1452,CRW_16S_B_16850,Bacteria,Firmicutes
Mycoplasma bovis,1456,CRW_16S_B_16851,Bacteria,Firmicutes
Mycoplasma californicum,1464,CRW_16S_B_16855,Bacteria,Firmicutes
Mycoplasma canadense,1466,CRW_16S_B_16857,Bacteria,Firmicutes
Mycoplasma capricolum subsp. capricolum,1466,CRW_16S_B_16860,Bacteria,Firmicutes
Mycoplasma capricolum subsp. capripneumoniae,1466,CRW_16S_B_16862,Bacteria,Firmicutes
Mycoplasma capricolum subsp. capricolum,1466,CRW_16S_B_16863,Bacteria,Firmicutes
Mycoplasma capricolum subsp. capricolum,1466,CRW_16S_B_16865,Bacteria,Firmicutes
Rhodococcus sp. RD6.2,1441,CRW_16S_B_2055,Bacteria,Actinobacteriota
Mycoplasma capricolum subsp. capripneumoniae,1466,CRW_16S_B_16867,Bacteria,Firmicutes
Mycoplasma conjunctivae,1477,CRW_16S_B_16871,Bacteria,Firmicutes
Mesoplasma entomophilum,1443,CRW_16S_B_16873,Bacteria,Firmicutes
Mesoplasma lactucae ATCC 49193,1411,CRW_16S_B_16874,Bacteria,Firmicutes
Mycoplasma felis,1433,CRW_16S_B_16878,Bacteria,Firmicutes
Mycoplasma gallinaceum,1431,CRW_16S_B_16887,Bacteria,Firmicutes
Mycoplasma gallinarum,1435,CRW_16S_B_16888,Bacteria,Firmicutes
Mycoplasma hominis,1451,CRW_16S_B_16893,Bacteria,Firmicutes
Mycoplasma hominis,1420,CRW_16S_B_16894,Bacteria,Firmicutes
Mycoplasma iowae,1463,CRW_16S_B_16905,Bacteria,Firmicutes
Mycoplasma meleagridis,1437,CRW_16S_B_16911,Bacteria,Firmicutes
Nocardia abscessus,1467,CRW_16S_B_206,Bacteria,Actinobacteriota
Mycoplasma mycoides subsp. mycoides,1466,CRW_16S_B_16964,Bacteria,Firmicutes
Mycoplasma mycoides subsp. capri,1466,CRW_16S_B_16968,Bacteria,Firmicutes
Mycoplasma mycoides subsp. mycoides,1467,CRW_16S_B_16970,Bacteria,Firmicutes
Mycoplasma mycoides subsp. mycoides,1466,CRW_16S_B_16972,Bacteria,Firmicutes
Mycoplasma mycoides,1411,CRW_16S_B_16974,Bacteria,Firmicutes
Mycoplasma ovipneumoniae,1475,CRW_16S_B_16979,Bacteria,Firmicutes
Mycoplasma penetrans,1452,CRW_16S_B_16980,Bacteria,Firmicutes
Mycoplasma pneumoniae,1465,CRW_16S_B_16986,Bacteria,Firmicutes
Mycoplasma pullorum,1464,CRW_16S_B_16988,Bacteria,Firmicutes
Mycoplasma pulmonis,1418,CRW_16S_B_16989,Bacteria,Firmicutes
Mycoplasma putrefaciens,1466,CRW_16S_B_16990,Bacteria,Firmicutes
Mycoplasma putrefaciens,1415,CRW_16S_B_16991,Bacteria,Firmicutes
Mycoplasma salivarium,1419,CRW_16S_B_16992,Bacteria,Firmicutes
Mycoplasma sp.,1446,CRW_16S_B_16996,Bacteria,Firmicutes
Nocardia abscessus,1470,CRW_16S_B_207,Bacteria,Actinobacteriota
Kitasatospora gansuensis,1429,CRW_16S_B_2071,Bacteria,Actinobacteriota
Spiroplasma gladiatoris,1468,CRW_16S_B_17028,Bacteria,Firmicutes
Spiroplasma ixodetis,1428,CRW_16S_B_17029,Bacteria,Firmicutes
Spiroplasma poulsonii,1467,CRW_16S_B_17032,Bacteria,Firmicutes
Ureaplasma diversum,1478,CRW_16S_B_17038,Bacteria,Firmicutes
Ureaplasma urealyticum,1439,CRW_16S_B_17042,Bacteria,Firmicutes
Ureaplasma urealyticum,1438,CRW_16S_B_17043,Bacteria,Firmicutes
Ureaplasma urealyticum,1434,CRW_16S_B_17044,Bacteria,Firmicutes
Ureaplasma urealyticum,1434,CRW_16S_B_17045,Bacteria,Firmicutes
Ureaplasma urealyticum,1439,CRW_16S_B_17046,Bacteria,Firmicutes
Ureaplasma urealyticum,1463,CRW_16S_B_17048,Bacteria,Firmicutes
Rhodococcus opacus,1477,CRW_16S_B_2074,Bacteria,Actinobacteriota
Streptomyces griseoaurantiacus,1458,CRW_16S_B_2075,Bacteria,Actinobacteriota
Streptomyces platensis,1477,CRW_16S_B_208,Bacteria,Actinobacteriota
Arthrobacter rhombi,1443,CRW_16S_B_2119,Bacteria,Actinobacteriota
Micrococcus luteus,1475,CRW_16S_B_217,Bacteria,Actinobacteriota
uncultured actinobacterium,1444,CRW_16S_B_2182,Bacteria,Actinobacteriota
uncultured actinobacterium,1447,CRW_16S_B_2183,Bacteria,Actinobacteriota
Nocardia pseudobrasiliensis,1478,CRW_16S_B_22,Bacteria,Actinobacteriota
Rhodococcus erythropolis,1477,CRW_16S_B_220,Bacteria,Actinobacteriota
Rhodococcus erythropolis,1474,CRW_16S_B_221,Bacteria,Actinobacteriota
Rhodococcus erythropolis,1433,CRW_16S_B_2233,Bacteria,Actinobacteriota
Micromonospora aurantiaca,1463,CRW_16S_B_2234,Bacteria,Actinobacteriota
Mycobacterium pseudoshottsii,1435,CRW_16S_B_2235,Bacteria,Actinobacteriota
uncultured Arthrobacter sp.,1422,CRW_16S_B_2238,Bacteria,Actinobacteriota
Rhodococcus opacus,1478,CRW_16S_B_224,Bacteria,Actinobacteriota
Streptomyces scabiei,1461,CRW_16S_B_2270,Bacteria,Actinobacteriota
Streptomyces acidiscabies,1460,CRW_16S_B_2272,Bacteria,Actinobacteriota
uncultured actinobacterium,1445,CRW_16S_B_2275,Bacteria,Actinobacteriota
Nocardia farcinica,1474,CRW_16S_B_2291,Bacteria,Actinobacteriota
Nocardia farcinica,1473,CRW_16S_B_2292,Bacteria,Actinobacteriota
Nocardia farcinica,1475,CRW_16S_B_2293,Bacteria,Actinobacteriota
Nocardia farcinica,1478,CRW_16S_B_2295,Bacteria,Actinobacteriota
Nocardia farcinica,1478,CRW_16S_B_2296,Bacteria,Actinobacteriota
Nocardia transvalensis,1480,CRW_16S_B_23,Bacteria,Actinobacteriota
Nocardia transvalensis,1478,CRW_16S_B_24,Bacteria,Actinobacteriota
Rhodococcus rhodochrous,1445,CRW_16S_B_241,Bacteria,Actinobacteriota
Rhodococcus erythropolis,1434,CRW_16S_B_2428,Bacteria,Actinobacteriota
Rhodococcus wratislaviensis,1446,CRW_16S_B_2433,Bacteria,Actinobacteriota
Rhodococcus wratislaviensis,1434,CRW_16S_B_2435,Bacteria,Actinobacteriota
Rhodococcus erythropolis,1443,CRW_16S_B_2439,Bacteria,Actinobacteriota
Corynebacterium glutamicum,1452,CRW_16S_B_2442,Bacteria,Actinobacteriota
Corynebacterium glutamicum,1472,CRW_16S_B_2443,Bacteria,Actinobacteriota
Rhodococcus erythropolis,1413,CRW_16S_B_2454,Bacteria,Actinobacteriota
Rhodococcus erythropolis,1412,CRW_16S_B_2459,Bacteria,Actinobacteriota
Rhodococcus corynebacterioides,1475,CRW_16S_B_2460,Bacteria,Actinobacteriota
Nocardia seriolae,1464,CRW_16S_B_2463,Bacteria,Actinobacteriota
Streptomyces phaeochromogenes,1476,CRW_16S_B_247,Bacteria,Actinobacteriota
Streptomyces fradiae,1463,CRW_16S_B_249,Bacteria,Actinobacteriota
Nocardia transvalensis,1480,CRW_16S_B_25,Bacteria,Actinobacteriota
Corynebacterium glutamicum,1439,CRW_16S_B_2500,Bacteria,Actinobacteriota
Nesterenkonia jeotgali,1480,CRW_16S_B_2519,Bacteria,Actinobacteriota
Streptomyces griseoruber,1465,CRW_16S_B_253,Bacteria,Actinobacteriota
Streptomyces globisporus subsp. globisporus,1477,CRW_16S_B_255,Bacteria,Actinobacteriota
Streptomyces clavuligerus,1448,CRW_16S_B_2562,Bacteria,Actinobacteriota
Streptomyces coeruleorubidus,1450,CRW_16S_B_2563,Bacteria,Actinobacteriota
Streptomyces cyanogenus,1448,CRW_16S_B_2566,Bacteria,Actinobacteriota
Streptomyces griseoruber,1420,CRW_16S_B_2567,Bacteria,Actinobacteriota
Streptomyces humiferus,1409,CRW_16S_B_2568,Bacteria,Actinobacteriota
Streptomyces lividans,1449,CRW_16S_B_2571,Bacteria,Actinobacteriota
Streptomyces mirabilis,1448,CRW_16S_B_2572,Bacteria,Actinobacteriota
Streptomyces violaceoruber,1438,CRW_16S_B_2574,Bacteria,Actinobacteriota
Streptomyces michiganensis,1448,CRW_16S_B_2576,Bacteria,Actinobacteriota
Streptomyces spiroverticillatus,1448,CRW_16S_B_2577,Bacteria,Actinobacteriota
Streptomyces violascens,1449,CRW_16S_B_2578,Bacteria,Actinobacteriota
Streptomyces violaceus,1448,CRW_16S_B_2579,Bacteria,Actinobacteriota
Streptomyces venezuelae,1448,CRW_16S_B_2580,Bacteria,Actinobacteriota
Streptomyces vinaceus,1447,CRW_16S_B_2581,Bacteria,Actinobacteriota
Streptomyces showdoensis,1448,CRW_16S_B_2582,Bacteria,Actinobacteriota
Streptomyces cellostaticus,1448,CRW_16S_B_2583,Bacteria,Actinobacteriota
Streptomyces cinerochromogenes,1443,CRW_16S_B_2585,Bacteria,Actinobacteriota
Streptomyces cinnamonensis,1434,CRW_16S_B_2586,Bacteria,Actinobacteriota
Streptomyces albireticuli,1432,CRW_16S_B_2588,Bacteria,Actinobacteriota
Streptomyces griseoruber,1419,CRW_16S_B_2589,Bacteria,Actinobacteriota
Streptomyces humiferus,1446,CRW_16S_B_259,Bacteria,Actinobacteriota
Streptomyces griseoluteus,1406,CRW_16S_B_2590,Bacteria,Actinobacteriota
Streptomyces coelicoflavus,1404,CRW_16S_B_2591,Bacteria,Actinobacteriota
Streptomyces albospinus,1423,CRW_16S_B_2592,Bacteria,Actinobacteriota
Streptomyces aurantiacus,1407,CRW_16S_B_2594,Bacteria,Actinobacteriota
Streptomyces albaduncus,1448,CRW_16S_B_2596,Bacteria,Actinobacteriota
Streptomyces cinereoruber subsp. fructofermentans,1432,CRW_16S_B_2597,Bacteria,Actinobacteriota
Streptomyces albovinaceus,1441,CRW_16S_B_2598,Bacteria,Actinobacteriota
Streptomyces alboviridis,1431,CRW_16S_B_2599,Bacteria,Actinobacteriota
Nocardia transvalensis,1460,CRW_16S_B_26,Bacteria,Actinobacteriota
Streptomyces coelescens,1429,CRW_16S_B_2600,Bacteria,Actinobacteriota
Streptomyces alboverticillatus,1407,CRW_16S_B_2604,Bacteria,Actinobacteriota
Streptomyces alboniger,1419,CRW_16S_B_2607,Bacteria,Actinobacteriota
Streptomyces cyaneofuscatus,1430,CRW_16S_B_2608,Bacteria,Actinobacteriota
Streptomyces cinereoruber subsp. cinereoruber,1425,CRW_16S_B_2609,Bacteria,Actinobacteriota
Streptomyces chrestomyceticus,1457,CRW_16S_B_2631,Bacteria,Actinobacteriota
Streptomyces exfoliatus,1425,CRW_16S_B_2632,Bacteria,Actinobacteriota
Streptomyces corchorusii,1457,CRW_16S_B_2634,Bacteria,Actinobacteriota
Streptomyces chromofuscus,1457,CRW_16S_B_2636,Bacteria,Actinobacteriota
Streptomyces corchorusii,1419,CRW_16S_B_2639,Bacteria,Actinobacteriota
Streptomyces althioticus,1421,CRW_16S_B_2640,Bacteria,Actinobacteriota
Streptomyces griseofuscus,1419,CRW_16S_B_2641,Bacteria,Actinobacteriota
Streptomyces microflavus,1417,CRW_16S_B_2642,Bacteria,Actinobacteriota
Streptomyces olivaceoviridis,1415,CRW_16S_B_2643,Bacteria,Actinobacteriota
Streptomyces nojiriensis,1419,CRW_16S_B_2645,Bacteria,Actinobacteriota
Streptomyces capillispiralis,1419,CRW_16S_B_2646,Bacteria,Actinobacteriota
Streptomyces bacillaris,1419,CRW_16S_B_2647,Bacteria,Actinobacteriota
Streptomyces humiferus,1420,CRW_16S_B_2648,Bacteria,Actinobacteriota
Streptomyces cacaoi subsp. cacaoi,1419,CRW_16S_B_2649,Bacteria,Actinobacteriota
Streptomyces noursei,1424,CRW_16S_B_2656,Bacteria,Actinobacteriota
Streptomyces djakartensis,1420,CRW_16S_B_2657,Bacteria,Actinobacteriota
Streptomyces celluloflavus,1423,CRW_16S_B_2658,Bacteria,Actinobacteriota
Streptomyces sp.,1476,CRW_16S_B_266,Bacteria,Actinobacteriota
Streptomyces antimycoticus,1423,CRW_16S_B_2660,Bacteria,Actinobacteriota
Streptomyces atroolivaceus,1420,CRW_16S_B_2661,Bacteria,Actinobacteriota
Streptomyces anthocyanicus,1421,CRW_16S_B_2662,Bacteria,Actinobacteriota
Streptomyces minutiscleroticus,1421,CRW_16S_B_2664,Bacteria,Actinobacteriota
Streptomyces massasporeus,1420,CRW_16S_B_2665,Bacteria,Actinobacteriota
Streptomyces californicus,1419,CRW_16S_B_2666,Bacteria,Actinobacteriota
Streptomyces anulatus,1420,CRW_16S_B_2667,Bacteria,Actinobacteriota
Streptomyces ipomoeae,1420,CRW_16S_B_2669,Bacteria,Actinobacteriota
Streptomyces lavendulae subsp. lavendulae,1410,CRW_16S_B_267,Bacteria,Actinobacteriota
Streptomyces californicus,1420,CRW_16S_B_2674,Bacteria,Actinobacteriota
Streptomyces achromogenes subsp. rubradiris,1420,CRW_16S_B_2675,Bacteria,Actinobacteriota
Streptomyces lavendulae subsp. lavendulae,1403,CRW_16S_B_268,Bacteria,Actinobacteriota
Streptomyces viridodiastaticus,1421,CRW_16S_B_2680,Bacteria,Actinobacteriota
Streptomyces viridiviolaceus,1420,CRW_16S_B_2682,Bacteria,Actinobacteriota
Streptomyces lateritius,1420,CRW_16S_B_2683,Bacteria,Actinobacteriota
Streptomyces tanashiensis,1419,CRW_16S_B_2684,Bacteria,Actinobacteriota
Streptomyces olivoreticuli subsp. olivoreticuli,1425,CRW_16S_B_2685,Bacteria,Actinobacteriota
Streptomyces sindenensis,1422,CRW_16S_B_2688,Bacteria,Actinobacteriota
Streptomyces aureocirculatus,1421,CRW_16S_B_2689,Bacteria,Actinobacteriota
Streptomyces lavendulae subsp. lavendulae,1474,CRW_16S_B_269,Bacteria,Actinobacteriota
Streptomyces rubiginosohelvolus,1420,CRW_16S_B_2692,Bacteria,Actinobacteriota
Streptomyces microflavus,1420,CRW_16S_B_2696,Bacteria,Actinobacteriota
Streptomyces griseorubens,1430,CRW_16S_B_2697,Bacteria,Actinobacteriota
Streptomyces albus,1434,CRW_16S_B_2698,Bacteria,Actinobacteriota
Nocardia transvalensis,1459,CRW_16S_B_27,Bacteria,Actinobacteriota
Streptomyces flaveus,1454,CRW_16S_B_270,Bacteria,Actinobacteriota
Streptomyces griseosporeus,1426,CRW_16S_B_2700,Bacteria,Actinobacteriota
Streptomyces griseostramineus,1402,CRW_16S_B_2701,Bacteria,Actinobacteriota
Streptomyces griseomycini,1410,CRW_16S_B_2704,Bacteria,Actinobacteriota
Streptomyces filamentosus,1405,CRW_16S_B_2705,Bacteria,Actinobacteriota
Streptomyces roseolilacinus,1405,CRW_16S_B_2706,Bacteria,Actinobacteriota
Streptomyces tricolor,1406,CRW_16S_B_2707,Bacteria,Actinobacteriota
Streptomyces flaveus,1433,CRW_16S_B_271,Bacteria,Actinobacteriota
Streptomyces albidochromogenes,1412,CRW_16S_B_2711,Bacteria,Actinobacteriota
Streptomyces roseoviolaceus,1407,CRW_16S_B_2712,Bacteria,Actinobacteriota
Kitasatospora griseola,1405,CRW_16S_B_2722,Bacteria,Actinobacteriota
Streptomyces filamentosus,1416,CRW_16S_B_2723,Bacteria,Actinobacteriota
Streptomyces microflavus,1417,CRW_16S_B_2724,Bacteria,Actinobacteriota
Streptomyces exfoliatus,1420,CRW_16S_B_2725,Bacteria,Actinobacteriota
Streptomyces roseolus,1416,CRW_16S_B_2726,Bacteria,Actinobacteriota
Streptomyces avidinii,1435,CRW_16S_B_2730,Bacteria,Actinobacteriota
Corynebacterium efficiens YS-314,1408,CRW_16S_B_2759,Bacteria,Actinobacteriota
Streptomyces viridochromogenes,1440,CRW_16S_B_276,Bacteria,Actinobacteriota
Corynebacterium efficiens YS-314,1408,CRW_16S_B_2760,Bacteria,Actinobacteriota
Corynebacterium efficiens YS-314,1408,CRW_16S_B_2761,Bacteria,Actinobacteriota
Corynebacterium efficiens YS-314,1408,CRW_16S_B_2762,Bacteria,Actinobacteriota
Corynebacterium efficiens YS-314,1409,CRW_16S_B_2763,Bacteria,Actinobacteriota
Brachybacterium faecium,1480,CRW_16S_B_2773,Bacteria,Actinobacteriota
Bifidobacterium adolescentis,1477,CRW_16S_B_2776,Bacteria,Actinobacteriota
Bifidobacterium animalis,1459,CRW_16S_B_2778,Bacteria,Actinobacteriota
Bifidobacterium asteroides,1468,CRW_16S_B_2779,Bacteria,Actinobacteriota
Bifidobacterium bifidum,1448,CRW_16S_B_2782,Bacteria,Actinobacteriota
Bifidobacterium breve,1464,CRW_16S_B_2786,Bacteria,Actinobacteriota
Bifidobacterium breve,1462,CRW_16S_B_2787,Bacteria,Actinobacteriota
Bifidobacterium catenulatum,1477,CRW_16S_B_2790,Bacteria,Actinobacteriota
Bifidobacterium coryneforme,1475,CRW_16S_B_2791,Bacteria,Actinobacteriota
Bifidobacterium dentium,1478,CRW_16S_B_2793,Bacteria,Actinobacteriota
Bifidobacterium indicum,1474,CRW_16S_B_2794,Bacteria,Actinobacteriota
Streptomyces thermovulgaris,1425,CRW_16S_B_280,Bacteria,Actinobacteriota
Bifidobacterium longum,1455,CRW_16S_B_2803,Bacteria,Actinobacteriota
Bifidobacterium longum,1477,CRW_16S_B_2804,Bacteria,Actinobacteriota
Bifidobacterium minimum,1472,CRW_16S_B_2806,Bacteria,Actinobacteriota
Bifidobacterium pseudolongum,1475,CRW_16S_B_2809,Bacteria,Actinobacteriota
Bifidobacterium thermophilum,1453,CRW_16S_B_2812,Bacteria,Actinobacteriota
Blastococcus aggregatus,1441,CRW_16S_B_2813,Bacteria,Actinobacteriota
Brachybacterium paraconglomeratum,1472,CRW_16S_B_2814,Bacteria,Actinobacteriota
Brevibacterium casei,1450,CRW_16S_B_2815,Bacteria,Actinobacteriota
Brevibacterium epidermidis,1480,CRW_16S_B_2816,Bacteria,Actinobacteriota
Brevibacterium iodinum,1438,CRW_16S_B_2819,Bacteria,Actinobacteriota
Brevibacterium linens,1473,CRW_16S_B_2820,Bacteria,Actinobacteriota
Brevibacterium linens,1474,CRW_16S_B_2821,Bacteria,Actinobacteriota
Brachybacterium sacelli,1404,CRW_16S_B_2822,Bacteria,Actinobacteriota
Brachybacterium sacelli,1404,CRW_16S_B_2823,Bacteria,Actinobacteriota
Brachybacterium sacelli,1405,CRW_16S_B_2824,Bacteria,Actinobacteriota
Catenuloplanes japonicus,1453,CRW_16S_B_2834,Bacteria,Actinobacteriota
Cellulomonas biazotea,1452,CRW_16S_B_2841,Bacteria,Actinobacteriota
Cellulosimicrobium cellulans,1452,CRW_16S_B_2842,Bacteria,Actinobacteriota
Cellulomonas cellasea,1453,CRW_16S_B_2843,Bacteria,Actinobacteriota
Cellulomonas fimi,1452,CRW_16S_B_2845,Bacteria,Actinobacteriota
Cellulomonas sp.,1406,CRW_16S_B_2848,Bacteria,Actinobacteriota
Oerskovia turbata,1451,CRW_16S_B_2849,Bacteria,Actinobacteriota
Streptomyces yerevanensis,1447,CRW_16S_B_285,Bacteria,Actinobacteriota
Clavibacter michiganensis,1471,CRW_16S_B_2854,Bacteria,Actinobacteriota
Clavibacter michiganensis,1462,CRW_16S_B_2855,Bacteria,Actinobacteriota
Clavibacter michiganensis,1471,CRW_16S_B_2857,Bacteria,Actinobacteriota
Clavibacter michiganensis,1478,CRW_16S_B_2859,Bacteria,Actinobacteriota
Clavibacter michiganensis,1454,CRW_16S_B_2860,Bacteria,Actinobacteriota
Clavibacter michiganensis,1471,CRW_16S_B_2861,Bacteria,Actinobacteriota
Corynebacterium amycolatum,1476,CRW_16S_B_2872,Bacteria,Actinobacteriota
Corynebacterium amycolatum,1401,CRW_16S_B_2873,Bacteria,Actinobacteriota
Leifsonia aquatica,1468,CRW_16S_B_2874,Bacteria,Actinobacteriota
Leifsonia aquatica,1475,CRW_16S_B_2875,Bacteria,Actinobacteriota
Corynebacterium bovis,1445,CRW_16S_B_2880,Bacteria,Actinobacteriota
Corynebacterium bovis,1404,CRW_16S_B_2881,Bacteria,Actinobacteriota
Corynebacterium cystitidis,1438,CRW_16S_B_2887,Bacteria,Actinobacteriota
Corynebacterium flavescens,1409,CRW_16S_B_2893,Bacteria,Actinobacteriota
Corynebacterium sp.,1405,CRW_16S_B_2894,Bacteria,Actinobacteriota
Corynebacterium sp.,1404,CRW_16S_B_2895,Bacteria,Actinobacteriota
Corynebacterium glutamicum,1463,CRW_16S_B_2898,Bacteria,Actinobacteriota
Corynebacterium glutamicum,1412,CRW_16S_B_2899,Bacteria,Actinobacteriota
Arthrobacter globiformis,1445,CRW_16S_B_29,Bacteria,Actinobacteriota
Corynebacterium glutamicum,1402,CRW_16S_B_2900,Bacteria,Actinobacteriota
Corynebacterium glutamicum,1479,CRW_16S_B_2901,Bacteria,Actinobacteriota
Corynebacterium kutscheri,1413,CRW_16S_B_2905,Bacteria,Actinobacteriota
Streptomyces achromogenes subsp. achromogenes,1473,CRW_16S_B_291,Bacteria,Actinobacteriota
Corynebacterium minutissimum,1435,CRW_16S_B_2911,Bacteria,Actinobacteriota
Corynebacterium minutissimum,1435,CRW_16S_B_2913,Bacteria,Actinobacteriota
Corynebacterium mycetoides,1477,CRW_16S_B_2915,Bacteria,Actinobacteriota
Corynebacterium pilosum,1440,CRW_16S_B_2916,Bacteria,Actinobacteriota
Corynebacterium propinquum,1443,CRW_16S_B_2919,Bacteria,Actinobacteriota
Corynebacterium pseudotuberculosis,1473,CRW_16S_B_2924,Bacteria,Actinobacteriota
Corynebacterium pseudotuberculosis,1435,CRW_16S_B_2925,Bacteria,Actinobacteriota
Corynebacterium pseudotuberculosis,1472,CRW_16S_B_2926,Bacteria,Actinobacteriota
Corynebacterium pseudotuberculosis,1446,CRW_16S_B_2928,Bacteria,Actinobacteriota
Corynebacterium pseudotuberculosis,1472,CRW_16S_B_2930,Bacteria,Actinobacteriota
Corynebacterium renale,1452,CRW_16S_B_2933,Bacteria,Actinobacteriota
Corynebacterium renale,1447,CRW_16S_B_2935,Bacteria,Actinobacteriota
Corynebacterium striatum,1477,CRW_16S_B_2941,Bacteria,Actinobacteriota
Corynebacterium tuberculostearicum,1479,CRW_16S_B_2943,Bacteria,Actinobacteriota
Corynebacterium urealyticum,1401,CRW_16S_B_2948,Bacteria,Actinobacteriota
Corynebacterium variabile,1448,CRW_16S_B_2949,Bacteria,Actinobacteriota
Streptomyces atroolivaceus,1450,CRW_16S_B_295,Bacteria,Actinobacteriota
Corynebacterium variabile,1450,CRW_16S_B_2950,Bacteria,Actinobacteriota
Corynebacterium vitaeruminis,1434,CRW_16S_B_2951,Bacteria,Actinobacteriota
Corynebacterium xerosis,1462,CRW_16S_B_2956,Bacteria,Actinobacteriota
Couchioplanes caeruleus subsp. caeruleus,1455,CRW_16S_B_2957,Bacteria,Actinobacteriota
Catellatospora citrea,1478,CRW_16S_B_2965,Bacteria,Actinobacteriota
Catellatospora citrea,1478,CRW_16S_B_2967,Bacteria,Actinobacteriota
Asanoa ferruginea,1478,CRW_16S_B_2968,Bacteria,Actinobacteriota
Curtobacterium citreum,1472,CRW_16S_B_2970,Bacteria,Actinobacteriota
Curtobacterium luteum,1472,CRW_16S_B_2971,Bacteria,Actinobacteriota
Actinoplanes brasiliensis,1474,CRW_16S_B_2974,Bacteria,Actinobacteriota
Actinoplanes auranticolor,1469,CRW_16S_B_2975,Bacteria,Actinobacteriota
Catenuloplanes japonicus,1443,CRW_16S_B_2976,Bacteria,Actinobacteriota
Couchioplanes caeruleus,1469,CRW_16S_B_2977,Bacteria,Actinobacteriota
Couchioplanes caeruleus,1470,CRW_16S_B_2978,Bacteria,Actinobacteriota
Micromonospora chalcea,1459,CRW_16S_B_2979,Bacteria,Actinobacteriota
Dermacoccus nishinomiyaensis,1464,CRW_16S_B_2982,Bacteria,Actinobacteriota
Dactylosporangium aurantiacum,1476,CRW_16S_B_2983,Bacteria,Actinobacteriota
