Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID,Reference,Taxonomy.ENA.Classified,Taxonomy.ENA.superkingdom,Taxonomy.ENA.kingdom,Taxonomy.ENA.no rank 0,Taxonomy.ENA.phylum,Taxonomy.ENA.subphylum,Taxonomy.ENA.class,Taxonomy.ENA.subclass,Taxonomy.ENA.infraclass,Taxonomy.ENA.unknown 0,Taxonomy.ENA.order,Taxonomy.ENA.suborder,Taxonomy.ENA.infraorder,Taxonomy.ENA.superfamily,Taxonomy.ENA.family,Taxonomy.ENA.genus,Taxonomy.ENA.subgenus,Taxonomy.ENA.no rank 1,Taxonomy.ENA.no rank 2,Taxonomy.ENA.superorder,Taxonomy.ENA.parvorder,Taxonomy.ENA.no rank 3,Taxonomy.ENA.no rank 4,Taxonomy.ENA.no rank 5,Taxonomy.ENA.no rank 6,Taxonomy.ENA.no rank 7,Taxonomy.ENA.subfamily,Taxonomy.ENA.tribe,Taxonomy.ENA.unknown 1,Taxonomy.ENA.subtribe,Taxonomy.ENA.subkingdom,Taxonomy.ENA.superclass,Taxonomy.ENA.subcohort,Taxonomy.ENA.section,Taxonomy.ENA.no rank 8,Taxonomy.ENA.no rank 9,Taxonomy.ENA.no rank 10,Taxonomy.ENA.cohort
Drosophila melanogaster (fruit fly),AE001572,84,40,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_20263,--,Yes,Eukaryota,Metazoa,Ecdysozoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Endopterygota,Diptera,Brachycera,Muscomorpha,Ephydroidea,Drosophilidae,Drosophila,Sophophora,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster (fruit fly),AE001572,84,40,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_20264,--,Yes,Eukaryota,Metazoa,Ecdysozoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Endopterygota,Diptera,Brachycera,Muscomorpha,Ephydroidea,Drosophilidae,Drosophila,Sophophora,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster (fruit fly),AE001572,84,40,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_20265,--,Yes,Eukaryota,Metazoa,Ecdysozoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Endopterygota,Diptera,Brachycera,Muscomorpha,Ephydroidea,Drosophilidae,Drosophila,Sophophora,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster (fruit fly),AE013599,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_20339,--,Yes,Eukaryota,Metazoa,Ecdysozoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Endopterygota,Diptera,Brachycera,Muscomorpha,Ephydroidea,Drosophilidae,Drosophila,Sophophora,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster (fruit fly),AE013599,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_20340,--,Yes,Eukaryota,Metazoa,Ecdysozoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Endopterygota,Diptera,Brachycera,Muscomorpha,Ephydroidea,Drosophilidae,Drosophila,Sophophora,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster (fruit fly),AE013599,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_20341,--,Yes,Eukaryota,Metazoa,Ecdysozoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Endopterygota,Diptera,Brachycera,Muscomorpha,Ephydroidea,Drosophilidae,Drosophila,Sophophora,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster (fruit fly),AE013599,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_20342,--,Yes,Eukaryota,Metazoa,Ecdysozoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Endopterygota,Diptera,Brachycera,Muscomorpha,Ephydroidea,Drosophilidae,Drosophila,Sophophora,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster (fruit fly),AE013599,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_20343,--,Yes,Eukaryota,Metazoa,Ecdysozoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Endopterygota,Diptera,Brachycera,Muscomorpha,Ephydroidea,Drosophilidae,Drosophila,Sophophora,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster (fruit fly),AE013599,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_20344,--,Yes,Eukaryota,Metazoa,Ecdysozoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Endopterygota,Diptera,Brachycera,Muscomorpha,Ephydroidea,Drosophilidae,Drosophila,Sophophora,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster (fruit fly),AE013599,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_20345,--,Yes,Eukaryota,Metazoa,Ecdysozoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Endopterygota,Diptera,Brachycera,Muscomorpha,Ephydroidea,Drosophilidae,Drosophila,Sophophora,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster (fruit fly),AE013599,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_20346,--,Yes,Eukaryota,Metazoa,Ecdysozoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Endopterygota,Diptera,Brachycera,Muscomorpha,Ephydroidea,Drosophilidae,Drosophila,Sophophora,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster (fruit fly),AE013599,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_20347,--,Yes,Eukaryota,Metazoa,Ecdysozoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Endopterygota,Diptera,Brachycera,Muscomorpha,Ephydroidea,Drosophilidae,Drosophila,Sophophora,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster (fruit fly),AE013599,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_20348,--,Yes,Eukaryota,Metazoa,Ecdysozoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Endopterygota,Diptera,Brachycera,Muscomorpha,Ephydroidea,Drosophilidae,Drosophila,Sophophora,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster (fruit fly),AE013599,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_20349,--,Yes,Eukaryota,Metazoa,Ecdysozoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Endopterygota,Diptera,Brachycera,Muscomorpha,Ephydroidea,Drosophilidae,Drosophila,Sophophora,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster (fruit fly),AE014134,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_20368,--,Yes,Eukaryota,Metazoa,Ecdysozoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Endopterygota,Diptera,Brachycera,Muscomorpha,Ephydroidea,Drosophilidae,Drosophila,Sophophora,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster (fruit fly),AE014296,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_20377,--,Yes,Eukaryota,Metazoa,Ecdysozoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Endopterygota,Diptera,Brachycera,Muscomorpha,Ephydroidea,Drosophilidae,Drosophila,Sophophora,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster (fruit fly),AE014297,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_20378,--,Yes,Eukaryota,Metazoa,Ecdysozoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Endopterygota,Diptera,Brachycera,Muscomorpha,Ephydroidea,Drosophilidae,Drosophila,Sophophora,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster (fruit fly),AE014297,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_20379,--,Yes,Eukaryota,Metazoa,Ecdysozoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Endopterygota,Diptera,Brachycera,Muscomorpha,Ephydroidea,Drosophilidae,Drosophila,Sophophora,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster (fruit fly),AE014297,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_20380,--,Yes,Eukaryota,Metazoa,Ecdysozoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Endopterygota,Diptera,Brachycera,Muscomorpha,Ephydroidea,Drosophilidae,Drosophila,Sophophora,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster (fruit fly),AE014297,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_20381,--,Yes,Eukaryota,Metazoa,Ecdysozoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Endopterygota,Diptera,Brachycera,Muscomorpha,Ephydroidea,Drosophilidae,Drosophila,Sophophora,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster (fruit fly),AE014297,72,30,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_20382,--,Yes,Eukaryota,Metazoa,Ecdysozoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Endopterygota,Diptera,Brachycera,Muscomorpha,Ephydroidea,Drosophilidae,Drosophila,Sophophora,,,,,,,,,,,,,,,,,,,,,
Caenorhabditis elegans,AF003146,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_20523,--,Yes,Eukaryota,Metazoa,Ecdysozoa,Nematoda,,Chromadorea,,,,Rhabditida,,,Rhabditoidea,Rhabditidae,Caenorhabditis,,,,,,,,,,,Peloderinae,,,,,,,,,,,
Caenorhabditis elegans,AF016671,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_20527,--,Yes,Eukaryota,Metazoa,Ecdysozoa,Nematoda,,Chromadorea,,,,Rhabditida,,,Rhabditoidea,Rhabditidae,Caenorhabditis,,,,,,,,,,,Peloderinae,,,,,,,,,,,
Cyanidium caldarium,AF022186,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_20528,--,Yes,Eukaryota,,,Rhodophyta,,Bangiophyceae,,,,Cyanidiales,,,,Cyanidiaceae,Cyanidium,,,,,,,,,,,,,,,,,,,,,,
Caenorhabditis elegans,AF022977,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_20529,--,Yes,Eukaryota,Metazoa,Ecdysozoa,Nematoda,,Chromadorea,,,,Rhabditida,,,Rhabditoidea,Rhabditidae,Caenorhabditis,,,,,,,,,,,Peloderinae,,,,,,,,,,,
Caenorhabditis elegans,AF022977,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_20530,--,Yes,Eukaryota,Metazoa,Ecdysozoa,Nematoda,,Chromadorea,,,,Rhabditida,,,Rhabditoidea,Rhabditidae,Caenorhabditis,,,,,,,,,,,Peloderinae,,,,,,,,,,,
Caenorhabditis elegans,AF026203,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_20531,--,Yes,Eukaryota,Metazoa,Ecdysozoa,Nematoda,,Chromadorea,,,,Rhabditida,,,Rhabditoidea,Rhabditidae,Caenorhabditis,,,,,,,,,,,Peloderinae,,,,,,,,,,,
Caenorhabditis elegans,AF040661,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_20532,--,Yes,Eukaryota,Metazoa,Ecdysozoa,Nematoda,,Chromadorea,,,,Rhabditida,,,Rhabditoidea,Rhabditidae,Caenorhabditis,,,,,,,,,,,Peloderinae,,,,,,,,,,,
Guillardia theta,AF041468,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_20533,--,Yes,Eukaryota,,,Cryptophyta,,,,,,Pyrenomonadales,,,,Geminigeraceae,Guillardia,,,,,,,,,,,,,,,,,,,,,,
Homo sapiens (human),AF091512,73,31,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_20536,--,Yes,Eukaryota,Metazoa,Vertebrata,Chordata,Craniata,Mammalia,,,,Primates,Haplorrhini,,,Hominidae,Homo,,Euteleostomi,Eutheria,Euarchontoglires,Catarrhini,,,,,,,,,,,,,,,,,
Homo sapiens (human),AF091512,73,33,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_20537,--,Yes,Eukaryota,Metazoa,Vertebrata,Chordata,Craniata,Mammalia,,,,Primates,Haplorrhini,,,Hominidae,Homo,,Euteleostomi,Eutheria,Euarchontoglires,Catarrhini,,,,,,,,,,,,,,,,,
Homo sapiens (human),AF091512,73,33,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_20538,--,Yes,Eukaryota,Metazoa,Vertebrata,Chordata,Craniata,Mammalia,,,,Primates,Haplorrhini,,,Hominidae,Homo,,Euteleostomi,Eutheria,Euarchontoglires,Catarrhini,,,,,,,,,,,,,,,,,
Homo sapiens (human),AF091512,73,31,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_20539,--,Yes,Eukaryota,Metazoa,Vertebrata,Chordata,Craniata,Mammalia,,,,Primates,Haplorrhini,,,Hominidae,Homo,,Euteleostomi,Eutheria,Euarchontoglires,Catarrhini,,,,,,,,,,,,,,,,,
Homo sapiens (human),AF091512,71,31,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_20540,--,Yes,Eukaryota,Metazoa,Vertebrata,Chordata,Craniata,Mammalia,,,,Primates,Haplorrhini,,,Hominidae,Homo,,Euteleostomi,Eutheria,Euarchontoglires,Catarrhini,,,,,,,,,,,,,,,,,
Mesostigma viride,AF166114,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_20542,--,Yes,Eukaryota,Viridiplantae,,Streptophyta,,Mesostigmatophyceae,,,,Mesostigmatales,,,,Mesostigmataceae,Mesostigma,,,,,,,,,,,,,,,,,,,,,,
Chaetosphaeridium globosum,AF494278,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_20560,--,Yes,Eukaryota,Viridiplantae,,Streptophyta,,Coleochaetophyceae,,,,Coleochaetales,,,,Chaetosphaeridiaceae,Chaetosphaeridium,,,,,,,,,,,,,,,,,,,,,,
Guillardia theta,AJ010592,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_20561,--,Yes,Eukaryota,,,Cryptophyta,,,,,,Pyrenomonadales,,,,Geminigeraceae,Guillardia,,,,,,,,,,,,,,,,,,,,,,
Guillardia theta,AJ010592,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_20562,--,Yes,Eukaryota,,,Cryptophyta,,,,,,Pyrenomonadales,,,,Geminigeraceae,Guillardia,,,,,,,,,,,,,,,,,,,,,,
Skeletonema costatum,AJ132263,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_20563,--,Yes,Eukaryota,,Stramenopiles,Bacillariophyta,,Coscinodiscophyceae,Thalassiosirophycidae,,,Thalassiosirales,,,,Skeletonemataceae,Skeletonema,,,,,,,,,,,,,,,,,,,,,,
Oenothera elata subsp. hookeri,AJ271079,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_20566,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Myrtales,,,,Onagraceae,Oenothera,,Tracheophyta,Spermatophyta,,,eudicotyledons,Gunneridae,Pentapetalae,rosids,malvids,Onagroideae,Onagreae,,,,,,,,,,
Euglena longa,AJ294725,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_20569,--,Yes,Eukaryota,,Euglenozoa,Euglenida,,,,,,Euglenales,,,,Euglenaceae,Euglena,,,,,,,,,,,,,,,,,,,,,,
Amborella trichopoda,AJ506156,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_20572,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Amborellales,,,,Amborellaceae,Amborella,,Tracheophyta,Spermatophyta,,,,,,,,,,basal Magnoliophyta,,,,,,,,,
Nymphaea alba,AJ627251,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_20579,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Nymphaeales,,,,Nymphaeaceae,Nymphaea,,Tracheophyta,Spermatophyta,,,,,,,,,,basal Magnoliophyta,,,,,,,,,
Acorus calamus,AJ879453,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_20587,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,Liliopsida,,,Magnoliophyta,,,,,Acoraceae,Acorus,,Tracheophyta,Spermatophyta,,,,,,,,,,,,,,,,,,,
Neurospora crassa,AL670008,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_20634,--,Yes,Eukaryota,Fungi,,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,,,Sordariales,,,,Sordariaceae,Neurospora,,,,,,,,,,,,,,,Dikarya,,,,,,,
Lotus japonicus,AP002983,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_20693,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Fabales,,,,Fabaceae,Lotus,,Tracheophyta,Spermatophyta,,,eudicotyledons,Gunneridae,Pentapetalae,rosids,fabids,Papilionoideae,Loteae,,,,,,,,,,
Psilotum nudum,AP004638,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_20694,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,Polypodiopsida,Ophioglossidae,,,Psilotales,,,,Psilotaceae,Psilotum,,Tracheophyta,,,,,,,,,,,,,,,,,,,,
Saccharum officinarum,AP006714,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_20702,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,Liliopsida,,,Magnoliophyta,Poales,,,,Poaceae,Saccharum,,Tracheophyta,Spermatophyta,,,PACMAD clade,Andropogonodae,Saccharum officinarum complex,,,Panicoideae,Andropogoneae,,Saccharinae,,,,,,,,
Oryza nivara,AP006728,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_20707,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,Liliopsida,,,Magnoliophyta,Poales,,,,Poaceae,Oryza,,Tracheophyta,Spermatophyta,,,BOP clade,,,,,Oryzoideae,Oryzeae,,Oryzinae,,,,,,,,
Populus alba,AP008956,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_20763,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Malpighiales,,,,Salicaceae,Populus,,Tracheophyta,Spermatophyta,,,eudicotyledons,Gunneridae,Pentapetalae,rosids,fabids,,Saliceae,,,,,,,,,,
Chlamydomonas reinhardtii,AY161319,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_20779,--,Yes,Eukaryota,Viridiplantae,,Chlorophyta,,Chlorophyceae,,,,Chlamydomonadales,,,,Chlamydomonadaceae,Chlamydomonas,,,,,,,,,,,,,,,,,,,,,,
Eimeria tenella,AY217738,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_20783,--,Yes,Eukaryota,,Alveolata,Apicomplexa,,Conoidasida,Coccidia,,,Eucoccidiorida,Eimeriorina,,,Eimeriidae,Eimeria,,,,,,,,,,,,,,,,,,,,,,
Oikopleura dioica,AY449458,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_20811,--,Yes,Eukaryota,Metazoa,,Chordata,Tunicata,Appendicularia,,,,,,,,Oikopleuridae,Oikopleura,,,,,,,,,,,,,,,,,,,,,,
Gnetum gnemon,AY449620,41,29,12,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_20812,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,Gnetidae,,,Gnetales,,,,Gnetaceae,Gnetum,,Tracheophyta,Spermatophyta,,,,,,,,,,,,,,,,,,,
Neillia thibetica,AY555392,15,15,0,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_20839,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Rosales,,,,Rosaceae,Neillia,,Tracheophyta,Spermatophyta,,,eudicotyledons,Gunneridae,Pentapetalae,rosids,fabids,Amygdaloideae,Neillieae,,,,,,,,,,
Neillia thibetica,AY555393,15,15,0,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_20840,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Rosales,,,,Rosaceae,Neillia,,Tracheophyta,Spermatophyta,,,eudicotyledons,Gunneridae,Pentapetalae,rosids,fabids,Amygdaloideae,Neillieae,,,,,,,,,,
Panax ginseng,AY582139,72,28,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_E_20852,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Apiales,,,,Araliaceae,Panax,,Tracheophyta,Spermatophyta,,,eudicotyledons,Gunneridae,Pentapetalae,asterids,campanulids,,,,,,,,,,,,
Gracilaria tenuistipitata var. liui,AY673996,75,31,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_E_20855,--,Yes,Eukaryota,,,Rhodophyta,,Florideophyceae,Rhodymeniophycidae,,,Gracilariales,,,,Gracilariaceae,Gracilaria,,,,,,,,,,,,,,,,,,,,,,
Hibiscus cannabinus,AY727062,35,25,10,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_20864,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Malvales,,,,Malvaceae,Hibiscus,,Tracheophyta,Spermatophyta,,,eudicotyledons,Gunneridae,Pentapetalae,rosids,malvids,Malvoideae,,,,,,,,,,,
Magnolia tripetala,AY727068,35,25,10,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_20870,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Magnoliales,,,,Magnoliaceae,Magnolia,,Tracheophyta,Spermatophyta,,,Magnoliidae,,,,,,,,,,,,,,,,
Liriodendron tulipifera,AY727070,35,25,10,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_20872,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Magnoliales,,,,Magnoliaceae,Liriodendron,,Tracheophyta,Spermatophyta,,,Magnoliidae,,,,,,,,,,,,,,,,
Emiliania huxleyi,AY741371,72,28,44,No,0,tRNA,0,(()()()),((())()()),--,No,CRW,--,CRW_t_E_20878,--,Yes,Eukaryota,,,,,Haptophyceae,,,,Isochrysidales,,,,Noelaerhabdaceae,Emiliania,,,,,,,,,,,,,,,,,,,,,,
Brasenia schreberi,AY779187,35,25,10,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_20879,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Nymphaeales,,,,Cabombaceae,Brasenia,,Tracheophyta,Spermatophyta,,,,,,,,,,basal Magnoliophyta,,,,,,,,,
Nymphaea odorata,AY779190,12,12,0,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_20881,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Nymphaeales,,,,Nymphaeaceae,Nymphaea,,Tracheophyta,Spermatophyta,,,,,,,,,,basal Magnoliophyta,,,,,,,,,
Staurastrum punctulatum,AY958085,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_20886,--,Yes,Eukaryota,Viridiplantae,,Streptophyta,,Zygnemophyceae,,,,Desmidiales,,,,Desmidiaceae,Staurastrum,,,,,,,,,,,,,,,,,,,,,,
Neurospora crassa,BX294010,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_20961,--,Yes,Eukaryota,Fungi,,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,,,Sordariales,,,,Sordariaceae,Neurospora,,,,,,,,,,,,,,,Dikarya,,,,,,,
Caenorhabditis elegans,K01854,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_21014,--,Yes,Eukaryota,Metazoa,Ecdysozoa,Nematoda,,Chromadorea,,,,Rhabditida,,,Rhabditoidea,Rhabditidae,Caenorhabditis,,,,,,,,,,,Peloderinae,,,,,,,,,,,
Caenorhabditis elegans,K01852,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_21015,--,Yes,Eukaryota,Metazoa,Ecdysozoa,Nematoda,,Chromadorea,,,,Rhabditida,,,Rhabditoidea,Rhabditidae,Caenorhabditis,,,,,,,,,,,Peloderinae,,,,,,,,,,,
Codium fragile,U10631,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_21016,--,Yes,Eukaryota,Viridiplantae,,Chlorophyta,,Ulvophyceae,,,,Bryopsidales,,,,Codiaceae,Codium,,,,,,,,,,,,,,,,,,,,,,
Codium fragile,M26735,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_21018,--,Yes,Eukaryota,Viridiplantae,,Chlorophyta,,Ulvophyceae,,,,Bryopsidales,,,,Codiaceae,Codium,,,,,,,,,,,,,,,,,,,,,,
Cyanophora paradoxa,U30821,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_21509,--,Yes,Eukaryota,,,,,Glaucocystophyceae,,,,,,,,Cyanophoraceae,Cyanophora,,,,,,,,,,,,,,,,,,,,,,
Ostreococcus tauri,CR954199,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_21567,--,Yes,Eukaryota,Viridiplantae,,Chlorophyta,,Mamiellophyceae,,,prasinophytes,Mamiellales,,,,Bathycoccaceae,Ostreococcus,,,,,,,,,,,,,,,,,,,,,,
Cyanidium caldarium,D17791,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_21591,--,Yes,Eukaryota,,,Rhodophyta,,Bangiophyceae,,,,Cyanidiales,,,,Cyanidiaceae,Cyanidium,,,,,,,,,,,,,,,,,,,,,,
