Organism name,Length,Benchmark ID,Taxonomy.SILVA.superkingdom,Taxonomy.SILVA.phylum
Staphylococcus aureus,1473,CRW_16S_B_15061,Bacteria,Firmicutes
Staphylococcus aureus,1461,CRW_16S_B_15062,Bacteria,Firmicutes
Staphylococcus aureus,1466,CRW_16S_B_15063,Bacteria,Firmicutes
Enterococcus sp.,1440,CRW_16S_B_15068,Bacteria,Firmicutes
Enterococcus faecium,1459,CRW_16S_B_15072,Bacteria,Firmicutes
Enterococcus saccharolyticus,1438,CRW_16S_B_15078,Bacteria,Firmicutes
Enterococcus faecalis,1477,CRW_16S_B_15085,Bacteria,Firmicutes
Enterococcus faecalis,1449,CRW_16S_B_15088,Bacteria,Firmicutes
Exiguobacterium sp.,1473,CRW_16S_B_15094,Bacteria,Firmicutes
Globicatella sanguinis,1451,CRW_16S_B_15104,Bacteria,Firmicutes
,1446,CRW_16S_NA_15106,,
Halobacillus sp. K3-1,1425,CRW_16S_B_15110,,
Kurthia gibsonii,1463,CRW_16S_B_15113,Bacteria,Firmicutes
Kurthia zopfii,1451,CRW_16S_B_15114,Bacteria,Firmicutes
Micromonospora sp. lupac 13,1445,CRW_16S_B_1518,,
Lactobacillus animalis,1408,CRW_16S_B_15125,Bacteria,Firmicutes
Micromonospora sp. NAR01,1451,CRW_16S_B_1519,,
Actinoplanes sp. 428G10,1459,CRW_16S_B_152,,
Micromonospora sp. NAR02,1448,CRW_16S_B_1520,Bacteria,Actinobacteria
Lactococcus garvieae,1475,CRW_16S_B_15146,Bacteria,Firmicutes
Leuconostoc citreum,1479,CRW_16S_B_15147,Bacteria,Firmicutes
Lactococcus lactis,1472,CRW_16S_B_15151,Bacteria,Firmicutes
Lactococcus plantarum,1477,CRW_16S_B_15157,Bacteria,Firmicutes
Lactococcus raffinolactis,1479,CRW_16S_B_15158,Bacteria,Firmicutes
Arthrobacter nitroguajacolicus,1446,CRW_16S_B_1522,,
Arthrobacter sp. B2-6,1451,CRW_16S_B_1523,,
Arthrobacter sp. KA1-1,1456,CRW_16S_B_1524,,
Listeria innocua,1404,CRW_16S_B_15181,Bacteria,Firmicutes
Listeria welshimeri,1404,CRW_16S_B_15182,Bacteria,Firmicutes
Listeria innocua,1404,CRW_16S_B_15183,Bacteria,Firmicutes
Listeria sp. 151,1404,CRW_16S_B_15184,,
Listeria monocytogenes,1404,CRW_16S_B_15185,Bacteria,Firmicutes
Listeria seeligeri,1404,CRW_16S_B_15187,Bacteria,Firmicutes
Listeria sp. 87,1404,CRW_16S_B_15188,,
Listeria monocytogenes,1404,CRW_16S_B_15189,Bacteria,Firmicutes
Arthrobacter sp. KA4-2,1449,CRW_16S_B_1525,,
Listeria innocua,1474,CRW_16S_B_15191,Bacteria,Firmicutes
Listeria innocua,1470,CRW_16S_B_15192,Bacteria,Firmicutes
Listeria monocytogenes,1470,CRW_16S_B_15194,Bacteria,Firmicutes
Listeria monocytogenes,1474,CRW_16S_B_15195,Bacteria,Firmicutes
Arthrobacter sp. KA2-29,1444,CRW_16S_B_1526,,
Listeria seeligeri,1453,CRW_16S_B_15200,Bacteria,Firmicutes
Arthrobacter sp. OF11,1445,CRW_16S_B_1527,,
Lactobacillus paracasei,1476,CRW_16S_B_15214,Bacteria,Firmicutes
Micromonospora sp. 428H05,1469,CRW_16S_B_153,,
Arthrobacter sp. R-20809,1478,CRW_16S_B_1530,Bacteria,Actinobacteria
Marinococcus halophilus,1440,CRW_16S_B_15241,Bacteria,Firmicutes
Paenibacillus chibensis,1436,CRW_16S_B_15244,Bacteria,Firmicutes
Paenibacillus alginolyticus,1424,CRW_16S_B_15245,Bacteria,Firmicutes
Paenibacillus alvei,1433,CRW_16S_B_15246,Bacteria,Firmicutes
Paenibacillus alvei,1446,CRW_16S_B_15247,Bacteria,Firmicutes
Paenibacillus alvei,1434,CRW_16S_B_15248,Bacteria,Firmicutes
Rhodococcus sp. R-20813,1472,CRW_16S_B_1531,Bacteria,Actinobacteria
Paenibacillus amylolyticus,1435,CRW_16S_B_15250,Bacteria,Firmicutes
Paenibacillus durus,1432,CRW_16S_B_15252,Bacteria,Firmicutes
Paenibacillus durus,1437,CRW_16S_B_15253,Bacteria,Firmicutes
Paenibacillus chondroitinus,1417,CRW_16S_B_15254,Bacteria,Firmicutes
Paenibacillus curdlanolyticus,1436,CRW_16S_B_15255,Bacteria,Firmicutes
Paenibacillus durus,1455,CRW_16S_B_15256,Bacteria,Firmicutes
Paenibacillus glucanolyticus,1440,CRW_16S_B_15257,Bacteria,Firmicutes
Paenibacillus illinoisensis,1435,CRW_16S_B_15258,Bacteria,Firmicutes
Paenibacillus kobensis,1436,CRW_16S_B_15259,Bacteria,Firmicutes
Paenibacillus larvae subsp. pulvifaciens,1436,CRW_16S_B_15260,,
Paenibacillus larvae,1437,CRW_16S_B_15261,Bacteria,Firmicutes
Paenibacillus lautus,1436,CRW_16S_B_15262,Bacteria,Firmicutes
,1431,CRW_16S_NA_15263,,
Paenibacillus lentimorbus,1430,CRW_16S_B_15264,Bacteria,Firmicutes
Paenibacillus macerans,1435,CRW_16S_B_15266,Bacteria,Firmicutes
Paenibacillus macerans,1437,CRW_16S_B_15267,Bacteria,Firmicutes
Paenibacillus macquariensis,1438,CRW_16S_B_15268,Bacteria,Firmicutes
Paenibacillus pabuli,1435,CRW_16S_B_15270,Bacteria,Firmicutes
Paenibacillus peoriae,1437,CRW_16S_B_15271,Bacteria,Firmicutes
Paenibacillus polymyxa,1434,CRW_16S_B_15272,Bacteria,Firmicutes
Paenibacillus popilliae,1429,CRW_16S_B_15275,Bacteria,Firmicutes
Paenibacillus thiaminolyticus,1435,CRW_16S_B_15276,Bacteria,Firmicutes
Paenibacillus validus,1420,CRW_16S_B_15277,Bacteria,Firmicutes
Paenibacillus validus,1418,CRW_16S_B_15279,Bacteria,Firmicutes
Paenibacillus validus,1424,CRW_16S_B_15280,Bacteria,Firmicutes
Planococcus citreus,1432,CRW_16S_B_15285,Bacteria,Firmicutes
Planococcus kocurii,1430,CRW_16S_B_15286,Bacteria,Firmicutes
Planomicrobium okeanokoites,1472,CRW_16S_B_15287,Bacteria,Firmicutes
Paenibacillus sp. P51-3,1435,CRW_16S_B_15288,,
Streptococcus agalactiae NEM316,1409,CRW_16S_B_15293,,
Streptococcus agalactiae NEM316,1409,CRW_16S_B_15294,,
Streptococcus agalactiae NEM316,1409,CRW_16S_B_15295,,
Streptococcus agalactiae NEM316,1409,CRW_16S_B_15296,,
Streptococcus agalactiae NEM316,1409,CRW_16S_B_15297,,
Streptococcus agalactiae NEM316,1409,CRW_16S_B_15298,,
Streptococcus agalactiae NEM316,1409,CRW_16S_B_15299,,
Arthrobacter sp. R-22897,1476,CRW_16S_B_1536,Bacteria,Actinobacteria
Streptococcus dysgalactiae subsp. equisimilis,1455,CRW_16S_B_15303,Bacteria,Firmicutes
Streptococcus dysgalactiae subsp. equisimilis,1455,CRW_16S_B_15304,Bacteria,Firmicutes
Sulfobacillus thermosulfidooxidans,1438,CRW_16S_B_15308,Bacteria,Firmicutes
Brachybacterium sp. R-23108,1467,CRW_16S_B_1537,Bacteria,Actinobacteria
Staphylococcus nepalensis,1438,CRW_16S_B_15312,Bacteria,Firmicutes
Streptococcus parauberis,1427,CRW_16S_B_15315,Bacteria,Firmicutes
Staphylococcus piscifermentans,1454,CRW_16S_B_15319,Bacteria,Firmicutes
Brachybacterium sp. R-23117,1478,CRW_16S_B_1538,Bacteria,Actinobacteria
Sporolactobacillus dextrus,1469,CRW_16S_B_15320,Bacteria,Firmicutes
Arthrobacter sp. R-23173,1476,CRW_16S_B_1539,Bacteria,Actinobacteria
Halobacillus halophilus,1449,CRW_16S_B_15331,Bacteria,Firmicutes
uncultured Saccharococcus sp.,1457,CRW_16S_B_15334,Bacteria,Firmicutes
Verrucosispora sp. 431C08,1478,CRW_16S_B_154,,
Rhodococcus opacus,1446,CRW_16S_B_1542,Bacteria,Actinobacteria
Streptococcus gordonii,1413,CRW_16S_B_15370,Bacteria,Firmicutes
Streptococcus milleri,1450,CRW_16S_B_15375,,
Streptococcus mitis,1403,CRW_16S_B_15376,Bacteria,Firmicutes
Streptomyces sparsus,1466,CRW_16S_B_1544,Bacteria,Actinobacteria
Streptococcus uberis,1470,CRW_16S_B_15405,Bacteria,Firmicutes
Staphylococcus aureus,1437,CRW_16S_B_15409,Bacteria,Firmicutes
Staphylococcus aureus,1470,CRW_16S_B_15425,Bacteria,Firmicutes
Staphylococcus capitis,1469,CRW_16S_B_15427,Bacteria,Firmicutes
Nocardia elegans,1479,CRW_16S_B_1549,Bacteria,Actinobacteria
Staphylococcus epidermidis,1468,CRW_16S_B_15437,Bacteria,Firmicutes
Staphylococcus epidermidis,1470,CRW_16S_B_15438,Bacteria,Firmicutes
Verrucosispora sp. 431C09,1477,CRW_16S_B_155,,
Arthrobacter sp. J06,1480,CRW_16S_B_1550,,
Staphylococcus haemolyticus,1468,CRW_16S_B_15443,Bacteria,Firmicutes
Staphylococcus hominis,1468,CRW_16S_B_15446,Bacteria,Firmicutes
Arthrobacter sp. J64,1478,CRW_16S_B_1551,,
Arthrobacter sp. T70,1478,CRW_16S_B_1552,,
Staphylococcus warneri,1470,CRW_16S_B_15464,Bacteria,Firmicutes
bacterium ALV,1477,CRW_16S_B_15467,,
Catenuloplanes japonicus,1453,CRW_16S_B_1553,Bacteria,Actinobacteria
Daphnia endosymbiotic bacterium,1435,CRW_16S_B_15470,Bacteria,Firmicutes
,1461,CRW_16S_NA_15471,,
unidentified eubacterium v6,1470,CRW_16S_B_15476,Bacteria,Firmicutes
Actinoplanes liguriae,1438,CRW_16S_B_1554,,
Actinoplanes nipponensis,1439,CRW_16S_B_1559,Bacteria,Actinobacteria
Verrucosispora sp. 431C12,1465,CRW_16S_B_156,,
Arthrobacter sp. MC8M6,1478,CRW_16S_B_1569,,
Verrucosispora sp. 431D05,1467,CRW_16S_B_157,,
Arthrobacter sp. CK22,1474,CRW_16S_B_1571,Bacteria,Actinobacteria
Streptomyces marokkonensis,1479,CRW_16S_B_1573,Bacteria,Actinobacteria
Streptomyces paresii,1478,CRW_16S_B_1574,Bacteria,Actinobacteria
Micromonospora sp. 431D10,1465,CRW_16S_B_158,,
Streptomyces sp. Bt 44,1401,CRW_16S_B_1585,Bacteria,Actinobacteria
Dactylosporangium sp. 431D12,1470,CRW_16S_B_159,,
Rhodococcus sp. ZC-3,1474,CRW_16S_B_1599,,
Rhodococcus opacus,1453,CRW_16S_B_16,Bacteria,Actinobacteria
Couchioplanes sp. 431F10,1469,CRW_16S_B_160,,
Rhodococcus sp. 3069,1470,CRW_16S_B_1602,,
Arthrobacter ramosus,1451,CRW_16S_B_1604,Bacteria,Actinobacteria
Arthrobacter sp. FR3,1438,CRW_16S_B_1605,,
Micromonospora sp. 434A03,1449,CRW_16S_B_161,,
Micrococcus indicus,1479,CRW_16S_B_1617,Bacteria,Actinobacteria
Micromonospora sp. 434A05,1450,CRW_16S_B_162,,
Micromonospora flavogrisea,1470,CRW_16S_B_1621,,
Nocardiopsis sp. AM7,1460,CRW_16S_B_1625,Bacteria,Actinobacteria
Arthrobacter citreus,1408,CRW_16S_B_1629,Bacteria,Actinobacteria
Dactylosporangium sp. 434B06,1454,CRW_16S_B_163,,
Clavibacter michiganensis,1462,CRW_16S_B_1633,Bacteria,Actinobacteria
Kocuria carniphila,1420,CRW_16S_B_1634,Bacteria,Actinobacteria
Kocuria carniphila,1420,CRW_16S_B_1635,Bacteria,Actinobacteria
Streptomyces sp. OS-132.a,1478,CRW_16S_B_1636,,
Streptomyces sp. OS-135,1477,CRW_16S_B_1637,,
Micrococcus luteus,1475,CRW_16S_B_1638,Bacteria,Actinobacteria
Streptomyces sp. OS-149,1479,CRW_16S_B_1639,,
Streptomyces sp. 434C12,1458,CRW_16S_B_164,,
Streptomyces sp. OS-150,1477,CRW_16S_B_1640,,
Micrococcus luteus,1477,CRW_16S_B_1641,Bacteria,Actinobacteria
Micromonospora sp. lupac 15,1457,CRW_16S_B_1642,Bacteria,Actinobacteria
Pseudonocardia petroleophila,1417,CRW_16S_B_1647,Bacteria,Actinobacteria
Actinomadura atramentaria,1409,CRW_16S_B_1648,Bacteria,Actinobacteria
Streptomyces sp. 434D01,1476,CRW_16S_B_165,,
Actinomadura citrea,1410,CRW_16S_B_1650,Bacteria,Actinobacteria
Actinomadura coerulea,1409,CRW_16S_B_1651,Bacteria,Actinobacteria
Actinomadura cremea,1410,CRW_16S_B_1652,Bacteria,Actinobacteria
Actinomadura echinospora,1401,CRW_16S_B_1653,,
Actinomadura fulvescens,1415,CRW_16S_B_1654,Bacteria,Actinobacteria
Actinomadura kijaniata,1448,CRW_16S_B_1656,Bacteria,Actinobacteria
Actinomadura kijaniata,1409,CRW_16S_B_1657,Bacteria,Actinobacteria
Actinocorallia libanotica,1404,CRW_16S_B_1658,Bacteria,Actinobacteria
Actinomadura luteofluorescens,1409,CRW_16S_B_1659,Bacteria,Actinobacteria
Streptomyces sp. 434D04,1470,CRW_16S_B_166,,
Actinomadura macra,1403,CRW_16S_B_1660,Bacteria,Actinobacteria
Actinomadura madurae,1445,CRW_16S_B_1661,Bacteria,Actinobacteria
Actinomadura rugatobispora,1406,CRW_16S_B_1663,Bacteria,Actinobacteria
Actinomadura verrucosospora,1411,CRW_16S_B_1665,Bacteria,Actinobacteria
Actinoplanes humidus,1470,CRW_16S_B_1666,Bacteria,Actinobacteria
Dactylosporangium sp. 434D06,1473,CRW_16S_B_167,,
Amycolatopsis mediterranei,1410,CRW_16S_B_1670,Bacteria,Actinobacteria
Amycolatopsis orientalis,1418,CRW_16S_B_1673,Bacteria,Actinobacteria
Amycolatopsis sp.,1471,CRW_16S_B_1674,Bacteria,Actinobacteria
Corynebacterium efficiens YS-314,1408,CRW_16S_B_1679,Bacteria,Actinobacteria
Micromonospora sp. 434F09,1436,CRW_16S_B_168,,
Corynebacterium efficiens YS-314,1408,CRW_16S_B_1680,Bacteria,Actinobacteria
Corynebacterium efficiens YS-314,1408,CRW_16S_B_1681,Bacteria,Actinobacteria
Corynebacterium efficiens YS-314,1408,CRW_16S_B_1682,Bacteria,Actinobacteria
Corynebacterium efficiens YS-314,1409,CRW_16S_B_1683,Bacteria,Actinobacteria
Clostridium paraputrificum,1435,CRW_16S_B_15498,Bacteria,Firmicutes
Clostridium perfringens,1454,CRW_16S_B_15499,Bacteria,Firmicutes
Clostridium perfringens,1454,CRW_16S_B_15500,Bacteria,Firmicutes
Clostridium perfringens,1454,CRW_16S_B_15501,Bacteria,Firmicutes
Clostridium perfringens,1454,CRW_16S_B_15502,Bacteria,Firmicutes
Clostridium perfringens,1453,CRW_16S_B_15503,Bacteria,Firmicutes
Clostridium perfringens,1453,CRW_16S_B_15504,Bacteria,Firmicutes
Clostridium perfringens,1454,CRW_16S_B_15505,Bacteria,Firmicutes
Clostridium perfringens,1454,CRW_16S_B_15508,Bacteria,Firmicutes
Clostridium sp. B915-1,1457,CRW_16S_B_15517,,
Clostridium sp. B908-1,1419,CRW_16S_B_15519,,
Dactylosporangium sp. 434F12,1460,CRW_16S_B_169,,
Clostridium sp. Kas202-1,1429,CRW_16S_B_15520,,
Clostridium sp. UsS101-2,1429,CRW_16S_B_15521,,
Clostridium sp. UsS102-1,1407,CRW_16S_B_15522,,
Clostridium sp. UsIt101-1,1414,CRW_16S_B_15524,,
Clostridium sp. Kas106-4,1462,CRW_16S_B_15530,,
Clostridium sp. DC1,1435,CRW_16S_B_15532,Bacteria,Firmicutes
Clostridium sp. KYT-1,1421,CRW_16S_B_15557,,
uncultured Clostridiaceae bacterium,1436,CRW_16S_B_15558,Bacteria,Firmicutes
uncultured Clostridiaceae bacterium,1439,CRW_16S_B_15559,Bacteria,Firmicutes
Clostridium perfringens,1440,CRW_16S_B_15560,Bacteria,Firmicutes
Clostridium baratii,1430,CRW_16S_B_15561,Bacteria,Firmicutes
Clostridium baratii,1441,CRW_16S_B_15562,Bacteria,Firmicutes
Anaerobranca horikoshii,1473,CRW_16S_B_15563,Bacteria,Firmicutes
Acetohalobium arabaticum,1475,CRW_16S_B_15565,Bacteria,
Acetitomaculum ruminis,1480,CRW_16S_B_15568,Bacteria,Firmicutes
Acetivibrio cellulolyticus,1464,CRW_16S_B_15569,,
Arthrobacter pascens,1474,CRW_16S_B_1695,Bacteria,Actinobacteria
Acetivibrio cellulolyticus,1464,CRW_16S_B_15570,,
uncultured bacterium,1436,CRW_16S_B_15575,Bacteria,Chloroflexi
Clostridium perfringens str. 13,1446,CRW_16S_B_15582,Bacteria,Firmicutes
Clostridium perfringens str. 13,1446,CRW_16S_B_15583,Bacteria,Firmicutes
Clostridium perfringens str. 13,1446,CRW_16S_B_15584,Bacteria,Firmicutes
Clostridium perfringens str. 13,1446,CRW_16S_B_15585,Bacteria,Firmicutes
Clostridium perfringens str. 13,1445,CRW_16S_B_15586,Bacteria,Firmicutes
Clostridium perfringens str. 13,1445,CRW_16S_B_15587,Bacteria,Firmicutes
Clostridium perfringens str. 13,1446,CRW_16S_B_15588,Bacteria,Firmicutes
Clostridium perfringens str. 13,1446,CRW_16S_B_15589,Bacteria,Firmicutes
Actinoplanes auranticolor,1411,CRW_16S_B_1697,Bacteria,Actinobacteria
Clostridium sp. F7/4,1404,CRW_16S_B_15592,,
Clostridium sp. FA2/18,1439,CRW_16S_B_15596,,
Actinoplanes brasiliensis,1444,CRW_16S_B_1698,Bacteria,Actinobacteria
butyrate-producing bacterium SS2/1,1455,CRW_16S_B_15600,,
butyrate-producing bacterium SSC/2,1455,CRW_16S_B_15601,,
Clostridium baratii,1468,CRW_16S_B_15604,Bacteria,Firmicutes
Clostridium baratii,1466,CRW_16S_B_15605,Bacteria,Firmicutes
Clostridium baratii,1466,CRW_16S_B_15606,Bacteria,Firmicutes
Actinoplanes cyaneus,1438,CRW_16S_B_1699,Bacteria,Actinobacteria
Eubacterium combesii,1423,CRW_16S_B_15618,,
Mycobacterium sp. MU99402,1476,CRW_16S_B_17,,
Streptomyces sp. 434G08,1472,CRW_16S_B_170,,
Actinoplanes philippinensis,1442,CRW_16S_B_1700,Bacteria,Actinobacteria
Actinoplanes philippinensis,1411,CRW_16S_B_1701,Bacteria,Actinobacteria
Actinoplanes regularis,1440,CRW_16S_B_1704,Bacteria,Actinobacteria
Arthrobacter atrocyaneus,1472,CRW_16S_B_1709,,
Dactylosporangium sp. 434H10,1478,CRW_16S_B_171,,
Arthrobacter aurescens,1480,CRW_16S_B_1710,,
Arthrobacter citreus,1475,CRW_16S_B_1711,Bacteria,Actinobacteria
Arthrobacter crystallopoietes,1472,CRW_16S_B_1712,Bacteria,Actinobacteria
Arthrobacter globiformis,1464,CRW_16S_B_1713,Bacteria,Actinobacteria
Arthrobacter histidinolovorans,1480,CRW_16S_B_1715,,
Arthrobacter nicotianae,1472,CRW_16S_B_1717,,
Arthrobacter nicotinovorans,1468,CRW_16S_B_1718,,
Actinoplanes sp. 306E12,1471,CRW_16S_B_172,,
Arthrobacter pascens,1474,CRW_16S_B_1720,Bacteria,Actinobacteria
Arthrobacter polychromogenes,1472,CRW_16S_B_1721,,
Arthrobacter protophormiae,1473,CRW_16S_B_1722,,
Arthrobacter ramosus,1473,CRW_16S_B_1723,Bacteria,Actinobacteria
Clostridium perfringens str. 13,1446,CRW_16S_B_15853,Bacteria,Firmicutes
Butyrivibrio crossotus,1473,CRW_16S_B_15855,Bacteria,Firmicutes
Butyrivibrio fibrisolvens,1477,CRW_16S_B_15860,Bacteria,Firmicutes
Butyrivibrio fibrisolvens,1475,CRW_16S_B_15862,Bacteria,Firmicutes
,1419,CRW_16S_NA_15863,,
Clostridium acetobutylicum,1448,CRW_16S_B_15869,Bacteria,Firmicutes
Clostridium acetobutylicum,1412,CRW_16S_B_15870,Bacteria,Firmicutes
Clostridium aerotolerans,1470,CRW_16S_B_15875,,
Clostridium aminobutyricum,1441,CRW_16S_B_15878,Bacteria,Firmicutes
Clostridium aminophilum,1477,CRW_16S_B_15879,,
Arthrobacter sulfureus,1478,CRW_16S_B_1726,,
Clostridium aminovalericum,1454,CRW_16S_B_15880,,
Clostridium botulinum,1444,CRW_16S_B_15883,Bacteria,Firmicutes
Clostridium aurantibutyricum,1421,CRW_16S_B_15884,Bacteria,Firmicutes
Clostridium baratii,1444,CRW_16S_B_15887,Bacteria,Firmicutes
Clostridium acetobutylicum,1413,CRW_16S_B_15890,Bacteria,Firmicutes
Clostridium acetobutylicum,1411,CRW_16S_B_15891,Bacteria,Firmicutes
Clostridium acetobutylicum,1453,CRW_16S_B_15893,Bacteria,Firmicutes
Clostridium botulinum,1427,CRW_16S_B_15897,Bacteria,Firmicutes
Clostridium botulinum A,1453,CRW_16S_B_15898,Bacteria,Firmicutes
Clostridium botulinum A,1446,CRW_16S_B_15899,Bacteria,Firmicutes
Arthrobacter ureafaciens,1470,CRW_16S_B_1728,,
Clostridium botulinum B,1453,CRW_16S_B_15900,Bacteria,Firmicutes
Clostridium botulinum B,1425,CRW_16S_B_15901,Bacteria,Firmicutes
Clostridium botulinum B,1447,CRW_16S_B_15902,Bacteria,Firmicutes
Clostridium botulinum C,1453,CRW_16S_B_15903,Bacteria,Firmicutes
Clostridium botulinum D,1454,CRW_16S_B_15904,Bacteria,Firmicutes
Aeromicrobium erythreum,1463,CRW_16S_B_1729,Bacteria,Actinobacteria
Clostridium botulinum E,1463,CRW_16S_B_15913,Bacteria,Firmicutes
Clostridium botulinum F,1452,CRW_16S_B_15914,Bacteria,Firmicutes
Actinoplanes sp. 306F01,1452,CRW_16S_B_173,,
Aeromicrobium fastidiosum,1449,CRW_16S_B_1730,Bacteria,Actinobacteria
Clostridium butyricum,1465,CRW_16S_B_15920,Bacteria,Firmicutes
Clostridium carnis,1443,CRW_16S_B_15923,Bacteria,Firmicutes
Aeromicrobium fastidiosum,1468,CRW_16S_B_1731,Bacteria,Actinobacteria
Clostridium clostridioforme,1478,CRW_16S_B_15933,,
Clostridium colicanis,1435,CRW_16S_B_15934,Bacteria,Firmicutes
Clostridium coccoides,1480,CRW_16S_B_15935,,
Clostridium cochlearium,1448,CRW_16S_B_15936,Bacteria,Firmicutes
Clostridium colinum,1473,CRW_16S_B_15938,,
Aeromicrobium fastidiosum,1460,CRW_16S_B_1732,Bacteria,Actinobacteria
Clostridium difficile,1470,CRW_16S_B_15941,,
Clostridium estertheticum,1428,CRW_16S_B_15943,Bacteria,Firmicutes
Clostridium estertheticum,1427,CRW_16S_B_15944,Bacteria,Firmicutes
Clostridium fallax,1458,CRW_16S_B_15945,Bacteria,Firmicutes
Clostridium favososporum,1429,CRW_16S_B_15946,Bacteria,Firmicutes
Clostridium glycolicum,1461,CRW_16S_B_15951,,
Clostridium halophilum,1462,CRW_16S_B_15953,,
Tissierella praeacuta,1423,CRW_16S_B_15955,Bacteria,Firmicutes
Clostridium histolyticum,1452,CRW_16S_B_15957,,
Clostridium homopropionicum,1461,CRW_16S_B_15958,Bacteria,Firmicutes
Sedimentibacter hydroxybenzoicus,1458,CRW_16S_B_15959,Bacteria,Firmicutes
Arthrobacter roseus,1477,CRW_16S_B_1734,Bacteria,Actinobacteria
Clostridium butyricum,1422,CRW_16S_B_15962,Bacteria,Firmicutes
Clostridium kluyveri,1426,CRW_16S_B_15963,Bacteria,Firmicutes
Clostridium lentocellum,1459,CRW_16S_B_15964,,
Clostridium limosum,1438,CRW_16S_B_15967,,
Arthrobacter roseus,1477,CRW_16S_B_1735,Bacteria,Actinobacteria
Clostridium ljungdahlii,1422,CRW_16S_B_15971,Bacteria,Firmicutes
Clostridium longisporum,1464,CRW_16S_B_15972,Bacteria,Firmicutes
Thermobrachium celere,1404,CRW_16S_B_15973,Bacteria,Firmicutes
Clostridium mangenotii,1450,CRW_16S_B_15978,,
Arthrobacter sp. 19503,1478,CRW_16S_B_1736,Bacteria,Actinobacteria
Catonella morbi,1467,CRW_16S_B_15982,Bacteria,Firmicutes
Clostridium novyi,1452,CRW_16S_B_15984,Bacteria,Firmicutes
Clostridium novyi,1429,CRW_16S_B_15985,Bacteria,Firmicutes
Arthrobacter gandavensis,1445,CRW_16S_B_1737,Bacteria,Actinobacteria
Clostridium paradoxum,1459,CRW_16S_B_15990,,
Clostridium pascui,1471,CRW_16S_B_15991,Bacteria,Firmicutes
Clostridium perfringens,1463,CRW_16S_B_15995,Bacteria,Firmicutes
Clostridium piliforme,1458,CRW_16S_B_15997,,
Arthrobacter sp. LMG 20239,1477,CRW_16S_B_1738,Bacteria,Actinobacteria
Clostridium paraputrificum,1467,CRW_16S_B_16001,Bacteria,Firmicutes
Clostridium puniceum,1442,CRW_16S_B_16006,Bacteria,Firmicutes
Actinoplanes sp. 19,1458,CRW_16S_B_1739,,
Clostridium quinii,1477,CRW_16S_B_16011,Bacteria,Firmicutes
Clostridium scatologenes,1460,CRW_16S_B_16015,Bacteria,Firmicutes
Clostridium sordellii,1452,CRW_16S_B_16017,,
Actinoplanes sp. 310C12,1475,CRW_16S_B_174,,
Actinoplanes sp. 20,1418,CRW_16S_B_1740,,
Clostridium sp.,1443,CRW_16S_B_16021,Bacteria,Firmicutes
Clostridium sticklandii,1437,CRW_16S_B_16029,,
Actinoplanes sp. 159,1461,CRW_16S_B_1741,,
Clostridium sticklandii,1476,CRW_16S_B_16030,,
Clostridium subterminale,1448,CRW_16S_B_16032,Bacteria,Firmicutes
Clostridium subterminale,1414,CRW_16S_B_16033,Bacteria,Firmicutes
Clostridium symbiosum,1449,CRW_16S_B_16034,,
Clostridium symbiosum,1479,CRW_16S_B_16035,,
Clostridium tetanomorphum,1424,CRW_16S_B_16039,Bacteria,Firmicutes
Actinoplanes sp. 46,1458,CRW_16S_B_1742,,
Clostridium thermoalcaliphilum,1428,CRW_16S_B_16042,,
Clostridium thermoamylolyticum,1458,CRW_16S_B_16043,Bacteria,Firmicutes
Actinoplanes sp. 96,1455,CRW_16S_B_1743,,
Clostridium tyrobutyricum,1457,CRW_16S_B_16055,Bacteria,Firmicutes
Clostridium uliginosum,1437,CRW_16S_B_16056,Bacteria,Firmicutes
Clostridium ultunense,1446,CRW_16S_B_16057,,
Clostridium xylanolyticum,1441,CRW_16S_B_16059,,
Actinoplanes sp. 8,1444,CRW_16S_B_1744,Bacteria,Actinobacteria
Desulfitobacterium sp.,1424,CRW_16S_B_16064,Bacteria,Firmicutes
Desulfotomaculum geothermicum,1462,CRW_16S_B_16066,,
Desulfotomaculum nigrificans,1431,CRW_16S_B_16067,Bacteria,Firmicutes
Arthrobacter gandavensis,1450,CRW_16S_B_1745,Bacteria,Actinobacteria
uncultured bacterium,1472,CRW_16S_B_16075,Bacteria,Chloroflexi
Arthrobacter gandavensis,1445,CRW_16S_B_1746,Bacteria,Actinobacteria
Clostridium perfringens,1411,CRW_16S_B_16080,Bacteria,Firmicutes
Clostridium perfringens,1411,CRW_16S_B_16081,Bacteria,Firmicutes
Clostridium perfringens,1411,CRW_16S_B_16082,Bacteria,Firmicutes
Clostridium perfringens,1411,CRW_16S_B_16083,Bacteria,Firmicutes
Clostridium perfringens,1406,CRW_16S_B_16084,Bacteria,Firmicutes
Clostridium perfringens,1406,CRW_16S_B_16085,Bacteria,Firmicutes
Clostridium perfringens,1411,CRW_16S_B_16086,Bacteria,Firmicutes
Clostridium perfringens,1411,CRW_16S_B_16087,Bacteria,Firmicutes
Clostridium perfringens,1411,CRW_16S_B_16088,Bacteria,Firmicutes
Clostridium perfringens,1411,CRW_16S_B_16089,Bacteria,Firmicutes
Clostridium perfringens,1411,CRW_16S_B_16090,Bacteria,Firmicutes
Clostridium sp. BL-8,1473,CRW_16S_B_16091,Bacteria,Firmicutes
Clostridium sp. BL-24,1468,CRW_16S_B_16093,Bacteria,Firmicutes
